territoire;spécialité;total;genre_femme;genre_homme;femme_25-29;femme_30-34;femme_35-39;femme_40-44;femme_45-49;femme_50-54;femme_55-59;femme_60-64;femme_65plus;homme_25-29;homme_30-34;homme_35-39;homme_40-44;homme_45-49;homme_50-54;homme_55-59;homme_60-64;homme_65plus
Flandre occidentale;Génétique clinique;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Flandre occidentale;Médecine du travail;117;63;54;0;2;2;4;10;9;12;13;11;0;0;1;1;3;1;4;10;34
Flandre occidentale;Médecine d'assurance et expertise médicale;50;10;40;0;0;0;0;0;4;2;2;2;0;0;0;0;0;1;0;12;27
Flandre orientale;Toutes les spécialités;3769;1702;2067;5;235;279;257;215;225;177;129;180;4;179;182;148;199;197;220;237;701
Flandre orientale;Gériatrie;54;32;22;0;5;5;6;4;5;2;2;3;0;4;1;1;1;3;0;3;9
Flandre orientale;Médecine d'urgence;54;31;23;0;17;9;3;1;0;1;0;0;0;9;6;6;2;0;0;0;0
Flandre orientale;Médecine légale;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
Flandre orientale;Gestion des données de santé;4;2;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0
Flandre orientale;Anesthésie-réanimation;377;145;232;0;14;28;23;17;18;21;9;15;0;36;32;20;21;31;22;20;50
Flandre orientale;Chirurgie;207;51;156;0;7;9;11;6;8;3;2;5;0;4;14;12;18;15;22;19;52
Flandre orientale;Neurochirurgie;32;4;28;0;0;2;0;0;1;1;0;0;0;1;5;4;5;2;2;2;7
Flandre orientale;Chirurgie plastique, reconstructive et esthétique;51;11;40;0;2;1;2;0;2;2;1;1;0;2;4;5;4;5;7;3;10
Flandre orientale;Urologie;87;21;66;0;4;5;7;2;1;1;0;1;0;10;10;3;8;5;3;8;19
Flandre orientale;Orthopédie;177;19;158;0;4;4;4;1;4;1;1;0;0;14;22;9;20;13;16;26;38
Flandre orientale;Neurologie;88;51;37;0;13;7;13;5;3;6;1;3;0;4;4;5;6;3;4;3;8
Flandre orientale;Psychiatrie;50;26;24;0;0;0;0;0;7;14;2;3;0;0;0;0;1;10;8;3;2
Flandre orientale;Neuropsychiatrie;17;4;13;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;13
Flandre orientale;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;53;46;7;0;4;16;8;7;6;1;0;4;0;1;1;3;1;0;0;0;1
Flandre orientale;Psychiatrie, particulièrement en psychiatrie adulte;148;79;69;0;12;16;17;9;4;0;3;18;0;7;3;3;11;2;0;9;34
Flandre orientale;Pneumologie;86;37;49;0;1;14;6;8;7;0;0;1;0;4;2;6;3;4;7;9;14
Flandre orientale;Gastro-entérologie;115;42;73;0;8;11;7;8;7;0;0;1;0;10;4;7;6;8;9;7;22
Flandre orientale;Cardiologie;157;40;117;0;3;9;5;10;7;4;1;1;0;11;11;12;15;14;14;12;28
Flandre orientale;Médecine interne;223;104;119;0;18;23;19;13;10;8;6;7;0;11;7;7;6;9;10;16;53
Flandre orientale;Rhumatologie;50;27;23;0;6;3;3;1;4;2;3;5;0;0;1;2;1;0;4;3;12
Flandre orientale;Médecine aiguë;16;9;7;0;0;0;0;4;0;1;3;1;0;0;0;1;1;3;0;1;1
Flandre orientale;Gynécologie-obstétrique;194;118;76;0;25;19;20;13;15;14;8;4;0;3;2;3;5;6;7;12;38
Flandre orientale;Ophtalmologie;162;102;60;4;9;12;12;10;13;8;11;23;1;2;4;4;2;5;7;8;27
Flandre orientale;Oto-rhino-laryngologie;93;46;47;0;7;6;6;10;2;6;4;5;0;0;3;1;6;4;5;8;20
Flandre orientale;Stomatologie;58;17;41;0;2;4;3;1;5;0;1;1;0;5;5;3;3;4;5;5;11
Flandre orientale;Dermato-vénéréologie;116;99;17;0;15;9;13;11;14;12;12;13;0;0;3;0;1;0;2;1;10
Flandre orientale;Pédiatrie;224;161;63;0;33;26;16;16;23;20;14;13;0;2;5;2;4;9;0;6;35
Flandre orientale;Médecine physique et réadaptation;98;44;54;0;4;5;5;6;6;6;6;6;0;12;4;4;4;5;9;4;12
Flandre orientale;Biologie clinique;102;50;52;0;2;3;10;7;9;4;6;9;0;3;1;1;4;2;10;6;25
Flandre orientale;Radiodiagnostic;229;66;163;0;9;13;10;12;10;5;3;4;3;19;17;10;15;10;26;23;40
Flandre orientale;Radiothérapie-oncologie;30;14;16;0;1;0;6;2;2;2;1;0;0;0;1;2;3;2;1;2;5
Flandre orientale;Médecine nucléaire;44;15;29;0;1;4;1;2;1;1;4;1;0;2;3;2;1;4;2;3;12
Flandre orientale;Anatomie pathologique;64;34;30;1;4;4;5;5;3;6;2;4;0;1;2;3;6;5;2;2;9
Flandre orientale;Oncologie médicale;42;29;13;0;4;9;4;4;4;3;1;0;0;1;4;2;0;2;2;0;2
Flandre orientale;Génétique clinique;12;5;7;0;0;0;0;0;3;0;0;2;0;0;0;2;0;3;2;0;0
Flandre orientale;Médecine du travail;180;99;81;0;0;3;11;19;16;19;16;15;0;1;1;3;13;5;8;4;46
Flandre orientale;Médecine d'assurance et expertise médicale;73;22;51;0;1;0;1;0;5;2;5;8;0;0;0;0;2;3;4;7;35
Anvers;Toutes les spécialités;4350;1939;2411;8;277;314;226;270;281;197;139;227;4;180;214;172;235;237;256;302;811
Anvers;Gériatrie;62;36;26;0;9;6;3;4;7;2;3;2;0;1;3;2;1;3;3;1;12
Anvers;Médecine d'urgence;64;38;26;0;13;16;6;0;2;1;0;0;0;10;10;2;2;2;0;0;0
Anvers;Médecine légale;2;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Anvers;Gestion des données de santé;6;1;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2;1;1
Anvers;Anesthésie-réanimation;435;200;235;1;22;45;22;30;29;18;10;23;0;27;25;20;22;35;26;25;55
Anvers;Chirurgie;271;63;208;0;9;13;12;7;9;1;4;8;0;11;15;17;22;25;24;31;63
Anvers;Neurochirurgie;49;4;45;0;0;2;0;0;1;1;0;0;0;4;4;6;6;7;4;4;10
Anvers;Chirurgie plastique, reconstructive et esthétique;50;18;32;0;3;3;2;1;0;0;3;6;0;3;3;1;3;5;3;6;8
Anvers;Urologie;82;15;67;0;5;2;3;3;1;0;1;0;0;4;8;7;8;7;6;6;21
Anvers;Orthopédie;216;34;182;0;8;8;6;1;6;1;2;2;0;12;15;17;25;18;20;20;55
Anvers;Neurologie;121;60;61;0;11;17;10;12;2;3;1;4;0;8;5;6;6;7;6;8;15
Anvers;Psychiatrie;69;37;32;0;0;0;0;0;14;14;9;0;0;0;0;0;1;13;11;6;1
Anvers;Neuropsychiatrie;29;6;23;0;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;3;20
Anvers;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;88;70;18;0;7;12;14;18;8;3;5;3;0;1;1;3;3;2;1;0;7
Anvers;Psychiatrie, particulièrement en psychiatrie adulte;159;66;93;0;12;7;11;14;6;2;0;14;0;9;5;4;12;6;0;9;48
Anvers;Pneumologie;94;47;47;0;7;6;10;7;9;3;3;2;0;1;7;3;3;5;5;8;15
Anvers;Gastro-entérologie;116;42;74;0;9;12;4;4;5;5;1;2;0;6;10;5;12;6;8;10;17
Anvers;Cardiologie;188;43;145;0;7;8;7;7;5;5;1;3;0;11;19;14;25;12;19;12;33
Anvers;Médecine interne;260;119;141;0;14;22;17;20;18;13;5;10;0;6;13;3;10;11;16;11;71
Anvers;Rhumatologie;31;15;16;0;1;5;1;2;4;2;0;0;0;1;1;1;2;0;0;1;10
Anvers;Médecine aiguë;34;14;20;0;2;1;2;5;2;0;0;2;0;0;2;2;4;7;1;3;1
Anvers;Gynécologie-obstétrique;254;146;108;0;32;31;15;23;16;13;7;9;0;4;3;6;7;5;18;10;55
Anvers;Ophtalmologie;219;133;86;4;20;17;11;12;12;16;15;26;3;9;5;5;5;7;7;8;37
Anvers;Oto-rhino-laryngologie;112;60;52;2;12;7;12;3;9;5;4;6;0;2;4;3;7;4;7;5;20
Anvers;Stomatologie;63;16;47;0;4;3;3;1;3;0;2;0;0;5;5;8;4;3;3;9;10
Anvers;Dermato-vénéréologie;118;78;40;0;6;10;7;11;13;8;5;18;0;1;5;3;1;4;4;4;18
Anvers;Pédiatrie;263;186;77;0;31;26;13;29;30;26;12;19;0;6;4;4;10;4;7;8;34
Anvers;Médecine physique et réadaptation;96;50;46;0;6;6;3;7;10;6;6;6;0;6;3;2;6;2;7;6;14
Anvers;Biologie clinique;81;49;32;0;6;6;4;5;4;7;3;14;1;1;4;2;0;3;8;3;10
Anvers;Radiodiagnostic;263;77;186;0;5;13;6;9;9;12;11;12;0;17;19;13;14;15;19;32;57
Anvers;Radiothérapie-oncologie;44;22;22;0;1;4;3;5;3;4;0;2;0;2;6;3;0;3;0;7;1
Anvers;Médecine nucléaire;33;8;25;0;2;0;1;2;1;1;1;0;0;1;3;3;1;4;4;2;7
Anvers;Anatomie pathologique;69;38;31;0;4;1;3;7;11;3;5;4;0;4;1;3;2;2;5;3;11
Anvers;Oncologie médicale;36;16;20;0;5;2;2;1;3;1;2;0;0;6;3;1;3;0;2;4;1
Anvers;Génétique clinique;11;9;2;0;0;0;2;1;1;2;1;2;0;0;0;1;0;0;0;0;1
Anvers;Médecine du travail;189;98;91;1;2;3;10;18;22;13;11;18;0;1;1;2;7;6;6;27;41
Anvers;Médecine d'assurance et expertise médicale;73;24;49;0;1;0;1;1;6;5;5;5;0;0;1;0;1;3;4;9;31
Limbourg;Toutes les spécialités;1766;733;1033;2;88;134;102;102;108;85;49;63;1;62;86;84;114;102;103;139;342
Limbourg;Gériatrie;35;20;15;0;3;8;1;5;1;2;0;0;0;3;0;1;1;1;1;3;5
Limbourg;Médecine d'urgence;17;8;9;0;2;4;1;1;0;0;0;0;0;4;3;1;0;1;0;0;0
Limbourg;Gestion des données de santé;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
Limbourg;Anesthésie-réanimation;180;83;97;1;12;15;7;10;13;10;6;9;0;14;11;10;13;11;11;9;18
Limbourg;Chirurgie;108;24;84;0;4;5;3;1;4;2;3;2;0;4;11;8;9;11;7;10;24
Limbourg;Neurochirurgie;23;3;20;0;0;0;0;2;0;1;0;0;0;1;3;1;3;3;1;2;6
Limbourg;Chirurgie plastique, reconstructive et esthétique;19;3;16;0;2;1;0;0;0;0;0;0;0;0;4;0;1;2;1;2;6
Limbourg;Urologie;36;6;30;0;3;3;0;0;0;0;0;0;0;3;3;2;2;6;4;4;6
Limbourg;Orthopédie;80;8;72;0;2;0;4;1;1;0;0;0;0;5;8;9;8;8;6;10;18
Limbourg;Neurologie;42;23;19;0;3;5;6;2;1;3;1;2;0;1;2;4;3;1;2;1;5
Limbourg;Psychiatrie;42;24;18;0;0;0;0;1;10;10;3;0;0;0;0;0;0;6;7;4;1
Limbourg;Neuropsychiatrie;10;4;6;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;6
Limbourg;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;36;28;8;0;2;6;6;8;2;2;2;0;0;0;1;3;0;1;1;1;1
Limbourg;Psychiatrie, particulièrement en psychiatrie adulte;81;37;44;0;4;9;9;7;2;2;2;2;0;3;2;4;8;1;0;5;21
Limbourg;Pneumologie;38;13;25;0;3;2;3;2;0;1;1;1;0;1;3;3;5;1;3;3;6
Limbourg;Gastro-entérologie;50;24;26;0;4;7;4;5;0;0;2;2;0;2;2;2;3;5;2;5;5
Limbourg;Cardiologie;81;11;70;0;0;4;2;0;3;1;1;0;0;6;4;10;9;7;8;9;17
Limbourg;Médecine interne;80;31;49;0;4;3;8;4;7;3;1;1;0;0;2;3;7;3;6;7;21
Limbourg;Rhumatologie;20;10;10;0;0;4;0;1;1;2;2;0;0;0;1;0;0;1;1;1;6
Limbourg;Médecine aiguë;14;3;11;0;0;0;0;1;1;1;0;0;0;1;0;1;2;3;2;0;2
Limbourg;Gynécologie-obstétrique;87;55;32;0;10;13;7;6;11;2;3;3;0;0;2;1;2;5;2;5;15
Limbourg;Ophtalmologie;82;56;26;1;8;9;9;6;11;2;3;7;1;3;0;0;3;0;5;2;12
Limbourg;Oto-rhino-laryngologie;49;23;26;0;3;3;4;5;3;1;1;3;0;0;3;1;2;2;1;4;13
Limbourg;Stomatologie;29;6;23;0;2;0;2;0;1;1;0;0;0;2;3;2;6;2;0;4;4
Limbourg;Dermato-vénéréologie;55;40;15;0;2;5;6;6;3;9;5;4;0;0;0;1;3;1;0;2;8
Limbourg;Pédiatrie;76;50;26;0;8;8;8;8;5;1;2;10;0;0;1;1;1;4;3;2;14
Limbourg;Médecine physique et réadaptation;39;11;28;0;1;2;0;3;2;1;1;1;0;1;3;2;5;1;1;3;12
Limbourg;Biologie clinique;30;12;18;0;0;2;2;1;4;3;0;0;0;0;1;3;2;0;2;2;8
Limbourg;Radiodiagnostic;116;29;87;0;3;5;2;5;2;7;3;2;0;5;11;8;9;8;8;14;24
Limbourg;Radiothérapie-oncologie;17;10;7;0;1;3;3;2;1;0;0;0;0;0;0;2;0;0;0;2;3
Limbourg;Médecine nucléaire;19;7;12;0;0;0;1;1;2;2;0;1;0;0;0;0;0;1;2;2;7
Limbourg;Anatomie pathologique;28;13;15;0;1;4;0;0;3;3;1;1;0;2;1;1;0;1;0;2;8
Limbourg;Oncologie médicale;12;8;4;0;0;2;3;2;1;0;0;0;0;0;0;0;0;2;2;0;0
Limbourg;Génétique clinique;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Limbourg;Médecine du travail;83;37;46;0;1;2;0;6;9;9;5;5;0;0;1;0;6;2;7;11;19
Limbourg;Médecine d'assurance et expertise médicale;49;12;37;0;0;0;0;0;4;4;0;4;0;1;0;0;0;1;6;8;21
Brabant Wallon;Toutes les spécialités;2205;990;1215;0;96;125;109;126;119;118;117;180;2;56;77;86;101;127;136;156;474
Brabant Wallon;Gériatrie;22;16;6;0;3;2;3;3;2;3;0;0;0;0;0;0;0;1;0;4;1
Brabant Wallon;Médecine d'urgence;34;17;17;0;3;8;4;0;2;0;0;0;0;5;6;2;1;3;0;0;0
Brabant Wallon;Gestion des données de santé;11;4;7;0;0;0;0;0;1;0;2;1;0;0;0;0;0;1;2;3;1
Brabant Wallon;Anesthésie-réanimation;202;83;119;0;2;16;12;13;10;5;3;22;0;7;17;22;15;14;9;10;25
Brabant Wallon;Chirurgie;126;26;100;0;3;6;3;0;2;3;4;5;0;2;6;5;7;13;11;9;47
Brabant Wallon;Neurochirurgie;9;2;7;0;0;0;1;0;1;0;0;0;0;1;1;0;2;2;1;0;0
Brabant Wallon;Chirurgie plastique, reconstructive et esthétique;28;10;18;0;0;3;2;1;0;2;2;0;0;0;0;3;2;3;2;3;5
Brabant Wallon;Urologie;35;7;28;0;3;2;0;0;0;2;0;0;0;1;3;3;4;5;3;1;8
Brabant Wallon;Orthopédie;105;10;95;0;2;0;4;1;0;2;0;1;0;10;5;6;5;14;11;10;34
Brabant Wallon;Neurologie;53;32;21;0;3;3;4;6;5;4;3;4;0;1;2;1;5;3;5;2;2
Brabant Wallon;Psychiatrie;90;38;52;0;0;0;0;3;4;8;8;15;0;0;1;0;4;1;6;6;34
Brabant Wallon;Neuropsychiatrie;17;4;13;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;1;12
Brabant Wallon;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;24;18;6;0;1;2;4;2;6;0;0;3;0;0;0;0;2;2;0;0;2
Brabant Wallon;Psychiatrie, particulièrement en psychiatrie adulte;42;24;18;0;3;7;4;7;2;0;0;1;0;3;1;5;1;3;2;0;3
Brabant Wallon;Pneumologie;42;22;20;0;3;1;3;5;3;1;2;4;0;0;2;0;3;2;2;5;6
Brabant Wallon;Gastro-entérologie;71;23;48;0;1;5;3;1;3;3;4;3;0;0;4;3;5;4;6;12;14
Brabant Wallon;Cardiologie;107;29;78;0;2;4;4;5;3;2;5;4;0;3;8;4;9;9;11;11;23
Brabant Wallon;Médecine interne;165;61;104;0;4;8;8;10;10;10;3;8;0;7;2;5;6;9;16;19;40
Brabant Wallon;Rhumatologie;16;7;9;0;1;1;1;1;1;0;0;2;0;1;1;0;1;0;1;1;4
Brabant Wallon;Médecine aiguë;30;10;20;0;0;0;0;1;6;0;2;1;0;0;1;0;2;6;3;3;5
Brabant Wallon;Gynécologie-obstétrique;117;76;41;0;13;8;6;11;11;9;11;7;0;0;0;1;2;6;4;5;23
Brabant Wallon;Ophtalmologie;87;53;34;0;7;2;9;6;3;7;8;11;2;3;3;0;2;5;7;2;10
Brabant Wallon;Oto-rhino-laryngologie;58;24;34;0;2;6;3;5;2;4;0;2;0;0;2;1;1;2;3;6;19
Brabant Wallon;Stomatologie;30;7;23;0;0;3;0;1;1;0;1;1;0;0;2;2;1;3;2;1;12
Brabant Wallon;Dermato-vénéréologie;67;56;11;0;7;4;4;7;6;9;7;12;0;0;0;0;1;1;2;0;7
Brabant Wallon;Pédiatrie;165;118;47;0;16;15;12;18;11;15;11;20;0;1;2;5;4;2;4;4;25
Brabant Wallon;Médecine physique et réadaptation;37;18;19;0;2;4;1;3;2;1;2;3;0;0;0;1;3;0;1;2;12
Brabant Wallon;Biologie clinique;67;36;31;0;1;2;2;2;1;3;6;19;0;0;2;0;2;1;1;3;22
Brabant Wallon;Radiodiagnostic;157;61;96;0;5;8;4;8;7;9;14;6;0;8;4;9;5;7;10;18;35
Brabant Wallon;Radiothérapie-oncologie;14;6;8;0;0;0;0;0;0;0;2;4;0;1;0;2;1;0;1;2;1
Brabant Wallon;Médecine nucléaire;27;13;14;0;0;0;1;1;1;4;4;2;0;0;1;0;0;1;2;2;8
Brabant Wallon;Anatomie pathologique;33;20;13;0;4;3;1;1;4;3;0;4;0;1;1;3;0;0;1;2;5
Brabant Wallon;Oncologie médicale;23;13;10;0;4;2;4;0;1;0;0;2;0;1;0;1;2;1;1;0;4
Brabant Wallon;Génétique clinique;4;2;2;0;0;0;1;0;1;0;0;0;0;0;0;2;0;0;0;0;0
Brabant Wallon;Médecine du travail;57;34;23;0;1;0;1;4;5;9;10;4;0;0;0;0;2;3;4;2;12
Brabant Wallon;Médecine d'assurance et expertise médicale;33;10;23;0;0;0;0;0;2;0;2;6;0;0;0;0;1;0;2;7;13
Hainaut;Toutes les spécialités;2559;1064;1495;4;93;145;123;155;134;96;91;223;1;63;81;88;103;137;174;198;650
Hainaut;Gériatrie;41;28;13;0;3;6;6;2;4;3;2;2;0;1;1;4;1;1;0;2;3
Hainaut;Médecine d'urgence;37;14;23;0;7;3;4;0;0;0;0;0;0;5;6;3;1;5;1;1;1
Hainaut;Gestion des données de santé;4;2;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1
Hainaut;Anesthésie-réanimation;218;87;131;0;9;11;9;9;12;7;6;24;0;9;6;10;13;16;22;18;37
Hainaut;Chirurgie;178;43;135;0;6;8;6;5;5;4;1;8;0;3;6;8;8;12;15;17;66
Hainaut;Neurochirurgie;22;6;16;0;1;3;0;0;1;0;1;0;0;1;3;1;3;1;1;1;5
Hainaut;Chirurgie plastique, reconstructive et esthétique;18;6;12;0;1;0;1;2;0;1;1;0;0;0;2;3;1;1;1;3;1
Hainaut;Urologie;41;8;33;0;2;0;1;2;0;0;2;1;0;0;5;2;3;4;3;4;12
Hainaut;Orthopédie;123;9;114;0;1;1;1;3;0;1;0;2;0;3;15;8;11;10;16;17;34
Hainaut;Neurologie;57;20;37;0;1;3;3;6;2;2;2;1;0;1;1;4;4;3;8;4;12
Hainaut;Psychiatrie;92;40;52;0;1;2;2;5;8;4;6;12;0;0;0;1;2;7;5;10;27
Hainaut;Neuropsychiatrie;15;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
Hainaut;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;19;12;7;0;1;6;2;0;3;0;0;0;0;1;0;1;1;1;2;0;1
Hainaut;Psychiatrie, particulièrement en psychiatrie adulte;36;23;13;0;1;6;6;5;4;0;1;0;0;2;1;1;3;3;2;0;1
Hainaut;Pneumologie;84;28;56;0;1;2;4;5;4;2;2;8;0;3;0;2;4;7;7;6;27
Hainaut;Gastro-entérologie;66;19;47;0;0;4;3;1;3;1;1;6;0;1;1;1;5;9;8;3;19
Hainaut;Cardiologie;107;23;84;0;3;3;3;1;4;2;3;4;0;2;1;4;8;6;10;15;38
Hainaut;Médecine interne;193;77;116;0;9;17;11;18;8;5;2;7;0;5;3;9;7;6;19;15;52
Hainaut;Rhumatologie;31;14;17;0;3;1;2;4;0;1;0;3;0;1;1;0;0;1;2;3;9
Hainaut;Médecine aiguë;39;18;21;0;0;0;2;5;6;2;1;2;0;1;0;0;1;5;6;4;4
Hainaut;Gynécologie-obstétrique;188;101;87;0;12;18;10;12;13;14;5;17;0;0;4;5;5;8;11;9;45
Hainaut;Ophtalmologie;81;43;38;2;2;5;3;9;3;4;2;13;1;5;1;3;2;2;0;5;19
Hainaut;Oto-rhino-laryngologie;63;29;34;0;2;3;4;3;4;7;2;4;0;4;0;0;2;4;2;6;16
Hainaut;Stomatologie;22;9;13;0;0;1;0;2;2;1;1;2;0;0;0;1;0;2;3;2;5
Hainaut;Dermato-vénéréologie;70;47;23;0;3;2;7;4;6;7;3;15;0;2;3;0;2;1;1;5;9
Hainaut;Pédiatrie;175;114;61;1;14;18;11;23;11;7;7;22;0;2;5;2;0;5;6;4;37
Hainaut;Médecine physique et réadaptation;48;22;26;0;1;3;5;2;4;1;2;4;0;2;0;4;2;1;3;0;14
Hainaut;Biologie clinique;53;25;28;0;0;3;1;1;2;1;5;12;0;1;3;1;1;0;1;3;18
Hainaut;Radiodiagnostic;162;58;104;0;4;5;9;10;3;6;8;13;0;3;5;6;5;7;8;20;50
Hainaut;Radiothérapie-oncologie;19;11;8;0;0;4;2;1;1;0;0;3;0;1;1;1;2;2;0;1;0
Hainaut;Médecine nucléaire;31;13;18;1;1;1;2;1;1;2;1;3;0;1;0;0;0;0;3;3;11
Hainaut;Anatomie pathologique;36;21;15;0;2;4;0;2;2;0;4;7;0;0;2;2;2;0;1;1;7
Hainaut;Oncologie médicale;34;15;19;0;1;2;2;0;6;2;0;2;0;3;4;0;0;2;3;2;5
Hainaut;Génétique clinique;3;2;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0
Hainaut;Médecine du travail;90;60;30;0;1;0;1;9;12;7;11;19;0;0;1;1;3;3;1;5;16
Hainaut;Médecine d'assurance et expertise médicale;63;17;46;0;0;0;0;1;0;2;7;7;0;0;0;0;1;2;3;6;34
Liège;Toutes les spécialités;3333;1551;1782;5;184;229;195;202;195;156;115;270;3;128;145;112;141;161;189;198;705
Liège;Gériatrie;35;28;7;0;2;8;5;4;4;4;0;1;0;1;0;2;0;0;1;0;3
Liège;Médecine d'urgence;58;27;31;0;8;10;3;2;4;0;0;0;0;8;6;8;4;3;2;0;0
Liège;Médecine légale;4;1;3;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1
Liège;Gestion des données de santé;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Liège;Anesthésie-réanimation;351;129;222;0;17;20;17;18;21;12;7;17;0;29;28;15;27;31;20;21;51
Liège;Chirurgie;161;38;123;0;5;6;3;4;5;11;3;1;0;3;7;9;9;8;14;16;57
Liège;Neurochirurgie;28;4;24;0;0;2;0;0;0;1;1;0;0;4;3;1;2;3;3;2;6
Liège;Chirurgie plastique, reconstructive et esthétique;32;8;24;0;1;1;1;2;0;1;1;1;0;3;4;5;2;1;2;3;4
Liège;Urologie;55;9;46;0;2;1;3;0;0;2;1;0;0;4;5;1;5;5;3;5;18
Liège;Orthopédie;95;18;77;0;4;2;3;2;3;0;1;3;0;5;6;9;7;7;5;8;30
Liège;Neurologie;73;28;45;0;2;7;5;1;5;4;1;3;0;4;7;1;5;1;7;10;10
Liège;Psychiatrie;163;81;82;0;0;2;1;12;15;14;12;25;0;0;2;1;4;4;11;7;53
Liège;Neuropsychiatrie;10;1;9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;9
Liège;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;26;19;7;0;4;5;5;3;0;1;0;1;0;1;3;0;1;0;0;2;0
Liège;Psychiatrie, particulièrement en psychiatrie adulte;62;41;21;0;6;8;10;8;8;1;0;0;0;4;2;3;5;3;3;0;1
Liège;Pneumologie;74;33;41;0;3;7;8;5;5;3;0;2;0;6;2;2;5;5;5;3;13
Liège;Gastro-entérologie;93;43;50;0;6;10;10;6;4;2;3;2;0;4;2;1;7;1;9;8;18
Liège;Cardiologie;170;58;112;0;8;8;9;12;7;7;5;2;0;8;7;10;8;14;12;8;45
Liège;Médecine interne;210;102;108;0;16;18;15;16;15;6;1;15;0;10;6;5;8;12;13;13;41
Liège;Rhumatologie;38;22;16;0;1;0;3;1;2;6;2;7;0;1;2;1;0;1;0;3;8
Liège;Médecine aiguë;30;9;21;0;0;0;0;0;4;3;1;1;0;0;0;1;1;5;4;4;6
Liège;Gynécologie-obstétrique;228;135;93;0;28;21;9;16;16;11;12;22;0;1;6;5;5;5;13;9;49
Liège;Ophtalmologie;154;97;57;5;8;13;11;9;10;7;6;28;3;6;7;4;5;6;6;2;18
Liège;Oto-rhino-laryngologie;98;54;44;0;10;3;8;6;10;3;4;10;0;3;3;4;2;1;8;5;18
Liège;Stomatologie;17;3;14;0;0;0;2;0;0;0;0;1;0;2;0;0;1;0;2;1;8
Liège;Dermato-vénéréologie;89;60;29;0;5;5;9;8;10;6;5;12;0;1;3;1;2;1;3;5;13
Liège;Pédiatrie;264;187;77;0;24;36;30;23;19;11;14;30;0;1;8;4;3;8;6;5;42
Liège;Médecine physique et réadaptation;84;48;36;0;5;8;3;7;5;5;5;10;0;1;3;5;4;2;5;7;9
Liège;Biologie clinique;68;36;32;0;4;1;2;2;3;4;1;19;0;2;1;1;0;0;2;6;20
Liège;Radiodiagnostic;211;59;152;0;6;11;8;6;4;10;7;7;0;10;14;8;9;19;12;25;55
Liège;Radiothérapie-oncologie;22;11;11;0;2;1;1;1;0;1;1;4;0;1;1;1;1;3;1;1;2
Liège;Médecine nucléaire;53;19;34;0;2;1;1;2;1;3;4;5;0;3;2;2;2;1;1;1;22
Liège;Anatomie pathologique;39;23;16;0;3;3;1;3;4;3;2;4;0;2;3;0;1;0;2;3;5
Liège;Oncologie médicale;39;25;14;0;2;6;1;4;4;4;1;3;0;0;1;0;2;0;6;1;4
Liège;Génétique clinique;10;6;4;0;0;2;1;0;1;1;0;1;0;0;0;0;1;2;1;0;0
Liège;Médecine du travail;107;60;47;0;0;3;7;16;5;5;7;17;0;0;1;1;2;4;2;4;33
Liège;Médecine d'assurance et expertise médicale;81;29;52;0;0;0;0;2;1;4;7;15;0;0;0;0;0;4;5;10;33
Namur;Toutes les spécialités;1459;615;844;1;61;86;77;88;80;60;60;102;1;52;70;59;79;84;87;90;322
Namur;Gériatrie;21;15;6;0;3;3;2;2;1;2;1;1;0;0;1;0;1;2;0;0;2
Namur;Médecine d'urgence;15;5;10;0;2;1;2;0;0;0;0;0;0;2;1;1;2;2;1;1;0
Namur;Médecine légale;2;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
Namur;Gestion des données de santé;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1
Namur;Anesthésie-réanimation;141;51;90;1;6;9;6;9;5;4;3;8;0;13;12;4;11;9;14;10;17
Namur;Chirurgie;95;16;79;0;2;2;3;1;4;1;2;1;0;4;0;7;10;7;5;12;34
