territoire;spécialité;total;genre_femme;genre_homme;femme_min25;femme_25-29;femme_30-34;femme_35-39;femme_40-44;femme_45-49;femme_50-54;femme_55-59;femme_60-64;homme_min25;homme_25-29;homme_30-34;homme_35-39;homme_40-44;homme_45-49;homme_50-54;homme_55-59;homme_60-64;homme_65plus
Flandre orientale;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;19;16;3;1;13;2;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0
Flandre orientale;Psychiatrie, particulièrement en psychiatrie adulte;48;30;18;2;24;4;0;0;0;0;0;0;0;16;2;0;0;0;0;0;0;0
Flandre orientale;Pneumologie;13;8;5;0;6;2;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0
Flandre orientale;Gastro-entérologie;19;14;5;0;9;5;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0
Flandre orientale;Cardiologie;14;5;9;0;3;2;0;0;0;0;0;0;0;6;3;0;0;0;0;0;0;0
Flandre orientale;Médecine interne;143;84;59;12;66;5;1;0;0;0;0;0;10;42;7;0;0;0;0;0;0;0
Flandre orientale;Rhumatologie;9;6;3;0;2;4;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
Flandre orientale;Médecine aiguë;2;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Flandre orientale;Gynécologie-obstétrique;45;43;2;4;33;6;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Flandre orientale;Ophtalmologie;25;16;9;4;12;0;0;0;0;0;0;0;2;7;0;0;0;0;0;0;0;0
Flandre orientale;Oto-rhino-laryngologie;21;17;4;1;13;3;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0
Flandre orientale;Stomatologie;11;4;7;1;3;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0
Flandre orientale;Dermato-vénéréologie;21;19;2;2;15;2;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Flandre orientale;Pédiatrie;59;46;13;6;35;5;0;0;0;0;0;0;3;7;3;0;0;0;0;0;0;0
Flandre orientale;Médecine physique et réadaptation;25;11;14;0;10;1;0;0;0;0;0;0;1;9;4;0;0;0;0;0;0;0
Flandre orientale;Biologie clinique;12;5;7;0;3;1;0;1;0;0;0;0;0;5;1;1;0;0;0;0;0;0
Flandre orientale;Radiodiagnostic;42;11;31;0;7;2;1;1;0;0;0;0;6;20;1;3;1;0;0;0;0;0
Flandre orientale;Radiothérapie-oncologie;8;2;6;0;1;1;0;0;0;0;0;0;1;4;1;0;0;0;0;0;0;0
Flandre orientale;Médecine nucléaire;3;0;3;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0
Flandre orientale;Anatomie pathologique;11;8;3;1;2;4;0;1;0;0;0;0;0;2;1;0;0;0;0;0;0;0
Flandre orientale;Oncologie médicale;9;6;3;0;4;1;1;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0
Flandre orientale;Génétique clinique;9;6;3;1;2;2;1;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0
Flandre orientale;Médecine du travail;14;7;7;0;2;4;1;0;0;0;0;0;0;1;3;0;2;0;0;1;0;0
Flandre orientale;Médecine d'assurance et expertise médicale;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Anvers;Toutes les spécialités;902;523;379;58;361;92;4;4;1;3;0;0;36;263;71;6;2;1;0;0;0;0
Anvers;Gériatrie;15;12;3;0;7;5;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
Anvers;Médecine d'urgence;78;46;32;6;30;8;2;0;0;0;0;0;1;20;10;1;0;0;0;0;0;0
Anvers;Médecine légale;5;4;1;0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Anvers;Anesthésie-réanimation;81;34;47;2;23;6;1;2;0;0;0;0;4;32;8;2;1;0;0;0;0;0
Anvers;Chirurgie;65;36;29;1;27;8;0;0;0;0;0;0;2;19;8;0;0;0;0;0;0;0
Anvers;Neurochirurgie;11;4;7;2;2;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0
Anvers;Chirurgie plastique, reconstructive et esthétique;11;6;5;2;4;0;0;0;0;0;0;0;1;3;1;0;0;0;0;0;0;0
Anvers;Urologie;32;13;19;1;9;3;0;0;0;0;0;0;3;10;6;0;0;0;0;0;0;0
Anvers;Orthopédie;49;12;37;1;5;6;0;0;0;0;0;0;4;24;9;0;0;0;0;0;0;0
Anvers;Neurologie;27;19;8;4;10;4;0;1;0;0;0;0;1;7;0;0;0;0;0;0;0;0
Anvers;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;20;17;3;4;13;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0
Anvers;Psychiatrie, particulièrement en psychiatrie adulte;44;21;23;2;16;3;0;0;0;0;0;0;4;15;4;0;0;0;0;0;0;0
Anvers;Pneumologie;13;6;7;0;4;2;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0
Anvers;Gastro-entérologie;20;13;7;0;8;5;0;0;0;0;0;0;0;4;3;0;0;0;0;0;0;0
Anvers;Cardiologie;12;4;8;0;3;1;0;0;0;0;0;0;0;5;3;0;0;0;0;0;0;0
Anvers;Médecine interne;131;80;51;14;59;7;0;0;0;0;0;0;7;39;3;1;0;1;0;0;0;0
Anvers;Rhumatologie;2;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Anvers;Médecine aiguë;3;1;2;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Anvers;Gynécologie-obstétrique;47;41;6;6;29;6;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0
Anvers;Ophtalmologie;21;14;7;0;11;3;0;0;0;0;0;0;2;5;0;0;0;0;0;0;0;0
Anvers;Oto-rhino-laryngologie;26;19;7;3;14;2;0;0;0;0;0;0;1;5;1;0;0;0;0;0;0;0
Anvers;Stomatologie;9;2;7;0;2;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0
Anvers;Dermato-vénéréologie;16;12;4;1;7;4;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0
Anvers;Pédiatrie;66;58;8;7;45;6;0;0;0;0;0;0;1;6;1;0;0;0;0;0;0;0
Anvers;Médecine physique et réadaptation;12;8;4;0;6;0;0;1;0;1;0;0;0;2;2;0;0;0;0;0;0;0
Anvers;Biologie clinique;8;5;3;1;2;2;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
Anvers;Radiodiagnostic;31;8;23;1;6;1;0;0;0;0;0;0;2;17;3;0;1;0;0;0;0;0
Anvers;Radiothérapie-oncologie;11;6;5;0;4;2;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0
Anvers;Médecine nucléaire;4;0;4;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0
Anvers;Anatomie pathologique;9;5;4;0;4;0;1;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0
Anvers;Oncologie médicale;3;2;1;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Anvers;Génétique clinique;7;6;1;0;4;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Anvers;Médecine du travail;13;9;4;0;1;5;0;0;1;2;0;0;0;2;1;1;0;0;0;0;0;0
Limbourg;Toutes les spécialités;228;129;99;21;81;20;5;0;0;1;1;0;17;66;13;1;1;1;0;0;0;0
Limbourg;Gériatrie;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Limbourg;Médecine d'urgence;18;11;7;2;8;1;0;0;0;0;0;0;2;4;1;0;0;0;0;0;0;0
Limbourg;Médecine légale;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Limbourg;Anesthésie-réanimation;26;15;11;0;11;3;1;0;0;0;0;0;0;9;2;0;0;0;0;0;0;0
Limbourg;Chirurgie;18;10;8;2;5;3;0;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0
Limbourg;Neurochirurgie;7;1;6;0;1;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0
Limbourg;Urologie;6;2;4;1;1;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0
Limbourg;Orthopédie;11;2;9;0;2;0;0;0;0;0;0;0;1;7;0;1;0;0;0;0;0;0
Limbourg;Neurologie;4;2;2;0;1;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
Limbourg;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;2;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Limbourg;Psychiatrie, particulièrement en psychiatrie adulte;12;8;4;1;4;1;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0
Limbourg;Pneumologie;2;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Limbourg;Gastro-entérologie;3;0;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
Limbourg;Cardiologie;7;3;4;0;0;3;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0
Limbourg;Médecine interne;27;14;13;3;11;0;0;0;0;0;0;0;4;8;1;0;0;0;0;0;0;0
Limbourg;Rhumatologie;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Limbourg;Gynécologie-obstétrique;22;19;3;4;13;2;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0
Limbourg;Ophtalmologie;8;6;2;3;2;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
Limbourg;Oto-rhino-laryngologie;3;2;1;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Limbourg;Stomatologie;7;2;5;0;2;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0
Limbourg;Dermato-vénéréologie;4;4;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Limbourg;Pédiatrie;6;6;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Limbourg;Médecine physique et réadaptation;7;5;2;0;3;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
Limbourg;Biologie clinique;2;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Limbourg;Radiodiagnostic;12;3;9;1;2;0;0;0;0;0;0;0;1;6;1;0;1;0;0;0;0;0
Limbourg;Médecine nucléaire;3;2;1;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Limbourg;Anatomie pathologique;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Limbourg;Médecine du travail;7;5;2;0;0;2;1;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0
Brabant Wallon;Toutes les spécialités;312;200;112;21;130;43;3;1;2;0;0;0;6;72;30;2;1;1;0;0;0;0
Brabant Wallon;Gériatrie;15;10;5;0;5;5;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0
Brabant Wallon;Médecine d'urgence;39;26;13;1;12;11;0;0;2;0;0;0;0;7;4;1;0;1;0;0;0;0
Brabant Wallon;Anesthésie-réanimation;24;11;13;1;8;2;0;0;0;0;0;0;0;10;3;0;0;0;0;0;0;0
Brabant Wallon;Chirurgie;16;9;7;0;8;1;0;0;0;0;0;0;1;4;2;0;0;0;0;0;0;0
Brabant Wallon;Neurochirurgie;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Brabant Wallon;Chirurgie plastique, reconstructive et esthétique;7;4;3;0;3;1;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0
Brabant Wallon;Urologie;3;0;3;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0
Brabant Wallon;Orthopédie;14;1;13;0;1;0;0;0;0;0;0;0;0;3;9;1;0;0;0;0;0;0
Brabant Wallon;Neurologie;5;3;2;0;3;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Brabant Wallon;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;7;7;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Brabant Wallon;Psychiatrie, particulièrement en psychiatrie adulte;11;8;3;1;5;2;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0
Brabant Wallon;Pneumologie;6;6;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Brabant Wallon;Gastro-entérologie;8;6;2;0;5;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Brabant Wallon;Cardiologie;5;3;2;0;2;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Brabant Wallon;Médecine interne;47;24;23;2;19;3;0;0;0;0;0;0;3;20;0;0;0;0;0;0;0;0
Brabant Wallon;Gynécologie-obstétrique;16;15;1;3;10;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Brabant Wallon;Ophtalmologie;5;1;4;0;1;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0
Brabant Wallon;Oto-rhino-laryngologie;5;5;0;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Brabant Wallon;Stomatologie;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Brabant Wallon;Dermato-vénéréologie;5;5;0;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Brabant Wallon;Pédiatrie;42;37;5;10;21;6;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0
Brabant Wallon;Médecine physique et réadaptation;5;3;2;0;3;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Brabant Wallon;Biologie clinique;2;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Brabant Wallon;Radiodiagnostic;10;4;6;0;2;2;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0
Brabant Wallon;Radiothérapie-oncologie;3;2;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Brabant Wallon;Anatomie pathologique;2;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Brabant Wallon;Oncologie médicale;2;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Brabant Wallon;Médecine du travail;3;2;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Brabant Wallon;Médecine d'assurance et expertise médicale;3;2;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Hainaut;Toutes les spécialités;436;263;173;24;178;47;9;2;1;1;0;1;11;118;38;4;0;1;0;0;0;1
Hainaut;Gériatrie;8;6;2;0;6;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Hainaut;Médecine d'urgence;45;28;17;3;17;6;1;0;0;1;0;0;0;11;6;0;0;0;0;0;0;0
Hainaut;Anesthésie-réanimation;29;15;14;1;9;4;1;0;0;0;0;0;0;10;3;1;0;0;0;0;0;0
Hainaut;Chirurgie;35;18;17;3;11;4;0;0;0;0;0;0;2;10;5;0;0;0;0;0;0;0
Hainaut;Neurochirurgie;5;2;3;0;1;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
Hainaut;Chirurgie plastique, reconstructive et esthétique;2;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hainaut;Urologie;9;3;6;0;1;1;1;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0
Hainaut;Orthopédie;27;14;13;1;9;4;0;0;0;0;0;0;0;10;3;0;0;0;0;0;0;0
Hainaut;Neurologie;11;5;6;1;3;1;0;0;0;0;0;0;1;3;2;0;0;0;0;0;0;0
Hainaut;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;9;9;0;0;8;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hainaut;Psychiatrie, particulièrement en psychiatrie adulte;17;15;2;0;12;2;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Hainaut;Pneumologie;5;3;2;0;0;3;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Hainaut;Gastro-entérologie;8;3;5;0;2;1;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0
Hainaut;Cardiologie;8;0;8;0;0;0;0;0;0;0;0;0;0;6;2;0;0;0;0;0;0;0
Hainaut;Médecine interne;73;35;38;5;27;3;0;0;0;0;0;0;6;27;5;0;0;0;0;0;0;0
Hainaut;Rhumatologie;3;2;1;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Hainaut;Gynécologie-obstétrique;20;19;1;1;16;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Hainaut;Ophtalmologie;6;5;1;1;3;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Hainaut;Oto-rhino-laryngologie;4;2;2;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Hainaut;Stomatologie;3;2;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Hainaut;Dermato-vénéréologie;11;9;2;0;9;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Hainaut;Pédiatrie;35;28;7;4;20;4;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0
Hainaut;Médecine physique et réadaptation;8;4;4;0;3;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0
Hainaut;Biologie clinique;5;1;4;0;1;0;0;0;0;0;0;0;0;2;1;0;0;1;0;0;0;0
Hainaut;Radiodiagnostic;18;10;8;3;7;0;0;0;0;0;0;0;1;7;0;0;0;0;0;0;0;0
Hainaut;Radiothérapie-oncologie;3;3;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hainaut;Médecine nucléaire;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hainaut;Anatomie pathologique;7;5;2;0;3;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Hainaut;Oncologie médicale;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hainaut;Génétique clinique;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hainaut;Médecine du travail;18;12;6;0;1;4;3;2;1;0;0;1;0;1;2;3;0;0;0;0;0;0
Hainaut;Médecine d'assurance et expertise médicale;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Liège;Toutes les spécialités;719;422;297;43;289;84;4;0;2;0;0;0;23;199;64;9;1;0;0;0;1;0
Liège;Gériatrie;21;15;6;2;7;6;0;0;0;0;0;0;1;3;2;0;0;0;0;0;0;0
Liège;Médecine d'urgence;71;35;36;1;28;6;0;0;0;0;0;0;1;17;15;2;0;0;0;0;1;0
Liège;Médecine légale;2;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Liège;Gestion des données de santé;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Liège;Anesthésie-réanimation;93;43;50;2;33;8;0;0;0;0;0;0;2;38;8;2;0;0;0;0;0;0
Liège;Chirurgie;47;25;22;4;13;8;0;0;0;0;0;0;4;15;3;0;0;0;0;0;0;0
Liège;Neurochirurgie;6;3;3;0;2;1;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0
Liège;Chirurgie plastique, reconstructive et esthétique;6;5;1;0;4;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Liège;Urologie;9;4;5;0;3;1;0;0;0;0;0;0;1;3;1;0;0;0;0;0;0;0
Liège;Orthopédie;32;11;21;2;6;3;0;0;0;0;0;0;2;13;5;1;0;0;0;0;0;0
Liège;Neurologie;20;12;8;1;9;2;0;0;0;0;0;0;1;6;1;0;0;0;0;0;0;0
Liège;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;18;14;4;0;10;4;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0
Liège;Psychiatrie, particulièrement en psychiatrie adulte;16;9;7;0;8;1;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0
Liège;Pneumologie;20;12;8;1;7;4;0;0;0;0;0;0;1;6;1;0;0;0;0;0;0;0
Liège;Gastro-entérologie;22;12;10;1;7;4;0;0;0;0;0;0;2;6;2;0;0;0;0;0;0;0
Liège;Cardiologie;24;10;14;3;4;3;0;0;0;0;0;0;1;11;2;0;0;0;0;0;0;0
Liège;Médecine interne;50;33;17;4;28;1;0;0;0;0;0;0;1;14;2;0;0;0;0;0;0;0
Liège;Rhumatologie;9;7;2;0;5;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
Liège;Gynécologie-obstétrique;42;36;6;4;26;5;1;0;0;0;0;0;1;4;0;1;0;0;0;0;0;0
Liège;Ophtalmologie;13;8;5;2;6;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0
Liège;Oto-rhino-laryngologie;14;6;8;1;5;0;0;0;0;0;0;0;0;6;2;0;0;0;0;0;0;0
Liège;Stomatologie;5;3;2;2;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
Liège;Dermato-vénéréologie;7;6;1;2;3;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Liège;Pédiatrie;61;51;10;4;37;9;1;0;0;0;0;0;0;6;3;1;0;0;0;0;0;0
Liège;Médecine physique et réadaptation;17;6;11;1;3;2;0;0;0;0;0;0;1;8;2;0;0;0;0;0;0;0
Liège;Biologie clinique;5;2;3;0;2;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
Liège;Radiodiagnostic;31;17;14;4;10;3;0;0;0;0;0;0;1;12;1;0;0;0;0;0;0;0
Liège;Radiothérapie-oncologie;6;4;2;0;4;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Liège;Médecine nucléaire;5;2;3;0;2;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0
Liège;Anatomie pathologique;7;3;4;0;2;1;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0
Liège;Oncologie médicale;16;10;6;2;6;2;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0
Liège;Génétique clinique;4;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Liège;Médecine du travail;19;12;7;0;4;5;2;0;1;0;0;0;0;3;3;0;1;0;0;0;0;0
Namur;Toutes les spécialités;218;124;94;10;77;33;3;1;0;0;0;0;4;67;20;1;1;1;0;0;0;0
Namur;Gériatrie;2;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Namur;Médecine d'urgence;36;20;16;1;13;6;0;0;0;0;0;0;1;8;5;1;0;1;0;0;0;0
Namur;Médecine légale;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Namur;Anesthésie-réanimation;22;9;13;0;3;5;1;0;0;0;0;0;1;10;2;0;0;0;0;0;0;0
Namur;Chirurgie;16;8;8;1;4;3;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0
Namur;Neurochirurgie;2;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Namur;Urologie;4;2;2;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Namur;Orthopédie;11;3;8;0;2;1;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0
Namur;Neurologie;3;1;2;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Namur;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;4;4;0;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Namur;Psychiatrie, particulièrement en psychiatrie adulte;7;5;2;1;4;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
Namur;Pneumologie;5;3;2;0;0;3;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Namur;Gastro-entérologie;5;4;1;0;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Namur;Cardiologie;7;2;5;0;1;1;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0
Namur;Médecine interne;27;16;11;2;12;2;0;0;0;0;0;0;0;10;1;0;0;0;0;0;0;0
Namur;Gynécologie-obstétrique;12;11;1;1;9;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Namur;Ophtalmologie;6;5;1;3;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Namur;Oto-rhino-laryngologie;2;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Namur;Stomatologie;4;1;3;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
Namur;Dermato-vénéréologie;3;3;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Namur;Pédiatrie;17;15;2;1;14;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Namur;Médecine physique et réadaptation;2;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Namur;Radiodiagnostic;7;1;6;0;1;0;0;0;0;0;0;0;1;4;1;0;0;0;0;0;0;0
Namur;Radiothérapie-oncologie;4;3;1;0;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Namur;Anatomie pathologique;2;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Namur;Oncologie médicale;2;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Namur;Médecine du travail;5;4;1;0;2;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Luxembourg;Toutes les spécialités;74;47;27;8;31;5;2;0;0;1;0;0;3;17;7;0;0;0;0;0;0;0
Luxembourg;Gériatrie;4;2;2;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Luxembourg;Médecine d'urgence;8;4;4;1;3;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0
Luxembourg;Anesthésie-réanimation;9;5;4;1;4;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0
Luxembourg;Chirurgie;6;4;2;1;2;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Luxembourg;Urologie;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Luxembourg;Orthopédie;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Luxembourg;Neurologie;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Luxembourg;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Luxembourg;Psychiatrie, particulièrement en psychiatrie adulte;3;3;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Luxembourg;Cardiologie;5;1;4;0;1;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0
Luxembourg;Médecine interne;10;6;4;2;4;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0
Luxembourg;Gynécologie-obstétrique;6;5;1;1;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Luxembourg;Pédiatrie;7;6;1;0;6;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Luxembourg;Médecine physique et réadaptation;3;1;2;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Luxembourg;Biologie clinique;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
