gebied;specialiteit;totaal;geslacht_vrouw;geslacht_man;vrouw_25-29;vrouw_30-34;vrouw_35-39;vrouw_40-44;vrouw_45-49;vrouw_50-54;vrouw_55-59;vrouw_60-64;vrouw_65plus;man_25-29;man_30-34;man_35-39;man_40-44;man_45-49;man_50-54;man_55-59;man_60-64;man_65plus
West-Vlaanderen;Stomatologie;40;6;34;0;1;2;0;1;1;0;1;0;0;3;1;6;3;5;6;3;7
West-Vlaanderen;Dermato-venereologie;84;55;29;2;5;8;2;12;6;3;2;15;0;1;2;1;2;0;5;2;16
West-Vlaanderen;Pediatrie;156;99;57;0;9;17;17;12;10;10;1;23;0;5;0;3;2;5;3;4;35
West-Vlaanderen;Fysische geneeskunde en revalidatie;74;28;46;0;4;4;5;2;6;4;3;0;0;2;6;2;3;1;3;8;21
West-Vlaanderen;Klinische biologie;56;19;37;0;2;2;1;5;0;3;0;6;0;2;1;3;3;4;1;5;18
West-Vlaanderen;Rontgendiagnose;208;36;172;0;8;5;4;5;7;4;1;2;0;17;6;12;12;15;27;23;60
West-Vlaanderen;Radiotherapie - oncologie;28;17;11;0;1;0;4;5;2;3;1;1;0;1;0;2;3;0;0;2;3
West-Vlaanderen;Nucleaire geneeskunde;33;10;23;0;0;1;3;4;1;1;0;0;0;1;2;1;0;1;2;1;15
West-Vlaanderen;Pathologische anatomie;42;16;26;0;5;2;2;4;0;1;0;2;0;1;0;4;4;2;1;3;11
West-Vlaanderen;Medische oncologie;29;20;9;0;3;3;4;4;3;1;1;1;0;0;1;0;1;3;1;1;2
West-Vlaanderen;Klinische genetica;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
West-Vlaanderen;Arbeidsgeneeskunde;114;62;52;0;2;0;7;13;8;15;9;8;0;0;0;2;3;1;6;11;29
West-Vlaanderen;Verzekeringsgeneeskunde en medische expertise;52;10;42;0;0;0;0;2;2;2;3;1;0;0;0;0;1;0;4;11;26
Oost-Vlaanderen;Alle specialiteiten;3559;1564;1995;2;236;215;264;233;201;153;106;154;0;168;136;169;215;181;239;242;645
Oost-Vlaanderen;Geriatrie;54;34;20;0;8;5;5;4;5;3;2;2;0;1;2;0;1;3;1;3;9
Oost-Vlaanderen;Urgentiegeneeskunde;33;18;15;0;9;5;2;1;1;0;0;0;0;9;2;3;1;0;0;0;0
Oost-Vlaanderen;Gerechtelijke geneeskunde;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
Oost-Vlaanderen;Beheer van gezondheidsgegevens;4;2;2;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0
Oost-Vlaanderen;Anesthesie-reanimatie;349;133;216;0;19;23;20;15;19;18;5;14;0;37;21;21;26;25;22;23;41
Oost-Vlaanderen;Heelkunde;207;46;161;0;7;7;9;6;8;2;2;5;0;7;10;20;16;17;18;20;53
Oost-Vlaanderen;Neurochirurgie;31;4;27;0;0;2;0;1;1;0;0;0;0;1;4;5;4;2;1;3;7
Oost-Vlaanderen;Plastische, reconstructieve en esthetische heelkunde;47;8;39;0;0;2;0;1;2;1;1;1;0;3;3;6;5;3;9;0;10
Oost-Vlaanderen;Urologie;75;18;57;0;5;3;6;1;2;0;0;1;0;9;5;6;5;2;8;4;18
Oost-Vlaanderen;Orthopedische heelkunde;167;16;151;0;5;2;2;2;3;1;1;0;0;15;13;15;18;12;24;22;32
Oost-Vlaanderen;Neurologie;79;45;34;1;7;8;12;6;4;3;2;2;0;3;5;2;8;2;4;2;8
Oost-Vlaanderen;Psychiatrie;48;25;23;0;0;0;0;2;12;7;1;3;0;0;0;0;5;9;7;1;1
Oost-Vlaanderen;Neuropsychiatrie;19;5;14;0;0;0;0;0;0;1;1;3;0;0;0;0;0;0;0;3;11
Oost-Vlaanderen;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;48;42;6;0;8;13;6;8;2;1;1;3;0;1;0;4;0;0;0;0;1
Oost-Vlaanderen;Psychiatrie, meer bepaald volwassenpsychiatrie;134;70;64;0;9;13;18;8;2;2;2;16;0;3;4;3;11;1;1;12;29
Oost-Vlaanderen;Pneumologie;85;35;50;0;4;11;8;8;3;0;0;1;0;5;3;4;5;5;7;13;8
Oost-Vlaanderen;Gastro-enterologie;109;38;71;0;8;7;9;8;4;0;0;2;0;8;7;4;7;7;10;7;21
Oost-Vlaanderen;Cardiologie;152;36;116;0;2;8;8;7;7;2;0;2;0;7;12;16;15;15;15;10;26
Oost-Vlaanderen;Inwendige geneeskunde;213;93;120;0;26;15;17;13;4;6;6;6;0;10;6;6;11;8;13;10;56
Oost-Vlaanderen;Reumatologie;42;21;21;0;1;3;2;2;2;3;3;5;0;0;3;1;0;2;3;5;7
Oost-Vlaanderen;Acute geneeskunde;15;8;7;0;0;0;1;3;0;2;2;0;0;0;0;1;3;1;0;1;1
Oost-Vlaanderen;Gynaecologie-verloskunde;188;106;82;0;21;17;18;12;17;13;4;4;0;4;2;3;5;5;12;12;39
Oost-Vlaanderen;Oftalmologie;153;95;58;0;12;7;13;15;8;8;15;17;0;3;1;4;4;5;6;7;28
Oost-Vlaanderen;Otorhinolaryngologie;92;42;50;0;6;4;8;7;4;6;3;4;0;2;2;3;5;6;4;12;16
Oost-Vlaanderen;Stomatologie;55;15;40;0;2;2;3;4;2;0;1;1;0;4;4;3;5;4;3;7;10
Oost-Vlaanderen;Dermato-venereologie;110;94;16;0;16;7;17;9;18;9;7;11;0;1;2;0;0;0;2;3;8
Oost-Vlaanderen;Pediatrie;217;152;65;0;36;15;20;20;19;21;9;12;0;3;4;3;5;5;3;6;36
Oost-Vlaanderen;Fysische geneeskunde en revalidatie;90;43;47;0;4;7;4;7;8;2;7;4;0;7;4;3;4;4;13;3;9
Oost-Vlaanderen;Klinische biologie;97;49;48;0;1;3;12;8;6;6;4;9;0;1;0;1;4;7;5;9;21
Oost-Vlaanderen;Rontgendiagnose;212;61;151;1;9;9;12;15;6;3;2;4;0;14;11;15;13;15;26;24;33
Oost-Vlaanderen;Radiotherapie - oncologie;29;13;16;0;0;2;4;4;2;1;0;0;0;1;2;2;1;3;0;5;2
Oost-Vlaanderen;Nucleaire geneeskunde;42;14;28;0;2;3;1;1;2;1;3;1;0;3;2;1;2;4;0;3;13
Oost-Vlaanderen;Pathologische anatomie;61;32;29;0;4;3;7;3;6;4;2;3;0;2;0;4;9;1;2;2;9
Oost-Vlaanderen;Medische oncologie;35;24;11;0;5;3;5;7;1;2;1;0;0;3;1;1;2;0;2;0;2
Oost-Vlaanderen;Klinische genetica;13;6;7;0;0;0;0;3;1;0;0;2;0;0;0;2;2;2;1;0;0
Oost-Vlaanderen;Arbeidsgeneeskunde;178;100;78;0;0;5;15;20;14;21;13;12;0;1;1;7;11;2;7;7;42
Oost-Vlaanderen;Verzekeringsgeneeskunde en medische expertise;74;21;53;0;0;1;0;1;6;3;6;4;0;0;0;0;1;4;9;2;37
Antwerpen;Alle specialiteiten;4141;1776;2365;9;268;245;253;277;242;187;116;179;2;172;172;218;233;220;307;280;761
Antwerpen;Geriatrie;55;29;26;0;6;4;2;5;6;2;2;2;0;2;3;1;2;2;3;4;9
Antwerpen;Urgentiegeneeskunde;51;29;22;0;13;11;2;1;1;1;0;0;0;12;5;3;1;1;0;0;0
Antwerpen;Gerechtelijke geneeskunde;2;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Antwerpen;Beheer van gezondheidsgegevens;6;1;5;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;2;1;1
Antwerpen;Anesthesie-reanimatie;416;192;224;0;39;30;26;29;21;20;10;17;0;20;25;21;26;31;25;25;51
Antwerpen;Heelkunde;271;58;213;0;13;9;8;11;4;3;3;7;0;18;12;23;24;21;25;31;59
Antwerpen;Neurochirurgie;48;5;43;0;3;0;0;0;1;1;0;0;0;0;5;9;5;6;6;3;9
Antwerpen;Plastische, reconstructieve en esthetische heelkunde;46;15;31;0;1;4;0;1;0;0;5;4;0;0;4;2;3;4;5;4;9
Antwerpen;Urologie;85;15;70;0;5;3;2;3;1;1;0;0;0;6;4;11;10;4;9;3;23
Antwerpen;Orthopedische heelkunde;209;28;181;0;7;7;2;2;6;1;1;2;0;8;17;19;23;17;29;19;49
Antwerpen;Neurologie;108;54;54;0;10;19;8;7;4;2;2;2;0;5;3;8;4;6;8;10;10
Antwerpen;Psychiatrie;68;37;31;0;0;0;0;4;17;15;1;0;0;0;0;0;8;9;11;3;0
Antwerpen;Neuropsychiatrie;32;6;26;0;0;0;0;0;0;1;0;5;0;0;0;0;0;0;0;4;22
Antwerpen;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;81;65;16;0;5;10;19;19;2;4;4;2;0;1;0;3;4;0;1;1;6
Antwerpen;Psychiatrie, meer bepaald volwassenpsychiatrie;149;59;90;0;10;8;13;10;3;1;3;11;0;9;2;7;10;2;1;16;43
Antwerpen;Pneumologie;88;41;47;0;3;6;12;6;7;2;4;1;0;4;5;2;3;5;9;5;14
Antwerpen;Gastro-enterologie;104;37;67;0;7;12;3;7;3;4;1;0;0;6;4;12;9;3;12;8;13
Antwerpen;Cardiologie;171;36;135;0;4;9;5;7;5;3;0;3;0;13;10;21;20;15;17;11;28
Antwerpen;Inwendige geneeskunde;259;114;145;0;18;19;24;16;15;9;7;6;0;9;9;6;9;14;14;10;74
Antwerpen;Reumatologie;28;12;16;0;1;2;3;2;2;2;0;0;0;0;2;0;2;0;1;1;10
Antwerpen;Acute geneeskunde;36;15;21;0;2;1;2;7;0;0;2;1;0;0;3;4;5;4;2;3;0
Antwerpen;Gynaecologie-verloskunde;239;131;108;1;32;19;21;20;15;10;7;6;0;5;2;7;5;11;15;11;52
Antwerpen;Oftalmologie;202;121;81;4;15;12;15;13;12;18;10;22;1;6;6;5;4;6;9;9;35
Antwerpen;Otorhinolaryngologie;102;52;50;1;11;4;10;6;7;4;4;5;0;0;4;3;6;6;6;8;17
Antwerpen;Stomatologie;56;12;44;0;3;2;1;3;1;2;0;0;0;3;7;6;3;3;6;6;10
Antwerpen;Dermato-venereologie;117;75;42;2;3;11;9;10;13;7;6;14;1;3;2;3;4;2;5;4;18
Antwerpen;Pediatrie;258;174;84;1;25;19;21;31;28;24;9;16;0;6;5;9;6;7;4;8;39
Antwerpen;Fysische geneeskunde en revalidatie;88;45;43;0;6;3;4;7;9;8;4;4;0;5;2;4;3;5;8;3;13
Antwerpen;Klinische biologie;74;44;30;0;3;5;6;3;7;5;3;12;0;2;1;2;1;3;8;3;10
Antwerpen;Rontgendiagnose;248;71;177;0;7;10;7;10;12;11;4;10;0;16;16;12;14;15;32;22;50
Antwerpen;Radiotherapie - oncologie;44;22;22;0;5;0;5;3;5;2;0;2;0;1;5;3;2;2;3;4;2
Antwerpen;Nucleaire geneeskunde;32;5;27;0;1;0;1;1;0;2;0;0;0;3;2;3;2;4;3;2;8
Antwerpen;Pathologische anatomie;67;34;33;0;2;1;6;5;8;3;4;5;0;3;1;4;2;2;5;3;13
Antwerpen;Medische oncologie;30;14;16;0;4;1;2;3;1;1;2;0;0;3;3;0;3;1;2;3;1
Antwerpen;Klinische genetica;10;8;2;0;0;0;2;1;1;2;1;1;0;0;1;0;0;0;0;1;0
Antwerpen;Arbeidsgeneeskunde;188;95;93;0;2;4;11;23;18;9;12;16;0;3;1;5;6;7;14;21;36
Antwerpen;Verzekeringsgeneeskunde en medische expertise;73;24;49;0;1;0;1;1;7;6;5;3;0;0;0;0;3;2;7;10;27
Limburg;Alle specialiteiten;1649;658;991;0;89;104;99;105;94;79;39;49;0;60;66;92;115;96;126;139;297
Limburg;Geriatrie;29;16;13;0;5;3;1;4;2;1;0;0;0;1;0;1;1;2;1;4;3
Limburg;Urgentiegeneeskunde;11;6;5;0;1;4;0;1;0;0;0;0;0;2;2;0;1;0;0;0;0
Limburg;Beheer van gezondheidsgegevens;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
Limburg;Anesthesie-reanimatie;160;73;87;0;11;10;7;12;12;11;3;7;0;8;8;13;12;8;12;9;17
Limburg;Heelkunde;103;22;81;0;4;4;2;3;3;3;3;0;0;2;9;10;12;8;8;7;25
Limburg;Neurochirurgie;21;3;18;0;0;0;0;2;0;1;0;0;0;2;1;1;3;3;1;4;3
Limburg;Plastische, reconstructieve en esthetische heelkunde;15;0;15;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;3;1;6
Limburg;Urologie;31;2;29;0;2;0;0;0;0;0;0;0;0;4;2;1;4;4;5;4;5
Limburg;Orthopedische heelkunde;76;8;68;0;2;2;2;2;0;0;0;0;0;7;4;11;6;8;7;10;15
Limburg;Neurologie;38;19;19;0;4;3;4;1;2;2;1;2;0;2;2;4;2;1;3;1;4
Limburg;Psychiatrie;42;24;18;0;0;0;0;5;11;7;1;0;0;0;0;0;1;12;2;2;1
Limburg;Neuropsychiatrie;11;5;6;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;6
Limburg;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;32;24;8;0;1;6;8;4;2;2;1;0;0;0;3;1;1;0;1;1;1
Limburg;Psychiatrie, meer bepaald volwassenpsychiatrie;72;32;40;0;3;7;9;7;1;2;2;1;0;0;2;3;8;0;2;4;21
Limburg;Pneumologie;33;9;24;0;1;2;2;2;1;0;1;0;0;2;3;3;4;1;2;5;4
Limburg;Gastro-enterologie;48;23;25;0;6;5;6;2;0;0;2;2;0;1;1;3;5;3;3;5;4
Limburg;Cardiologie;76;9;67;0;1;3;0;1;3;0;1;0;0;6;6;10;7;7;8;9;14
Limburg;Inwendige geneeskunde;79;27;52;0;3;4;7;4;4;3;1;1;0;1;3;5;3;4;7;5;24
Limburg;Reumatologie;20;10;10;0;1;3;1;0;1;3;1;0;0;0;1;0;0;1;2;0;6
Limburg;Acute geneeskunde;13;3;10;0;0;0;0;2;0;1;0;0;0;0;1;0;3;4;0;1;1
Limburg;Gynaecologie-verloskunde;85;52;33;0;16;6;7;8;7;2;3;3;0;2;0;1;3;4;3;6;14
Limburg;Oftalmologie;74;50;24;0;9;6;9;5;9;3;3;6;0;2;0;1;2;1;4;3;11
Limburg;Otorhinolaryngologie;45;21;24;0;3;5;3;5;0;1;2;2;0;2;2;1;1;2;3;8;5
Limburg;Stomatologie;27;4;23;0;0;0;2;1;0;1;0;0;0;4;2;3;4;2;3;3;2
Limburg;Dermato-venereologie;54;39;15;0;3;5;7;6;4;8;2;4;0;0;0;2;2;1;1;2;7
Limburg;Pediatrie;70;42;28;0;6;6;7;6;4;2;2;9;0;0;0;1;3;4;3;5;12
Limburg;Fysische geneeskunde en revalidatie;41;12;29;0;1;2;2;1;3;1;2;0;0;2;3;2;5;0;4;2;11
Limburg;Klinische biologie;29;11;18;0;0;1;2;3;3;2;0;0;0;0;3;1;3;1;2;3;5
Limburg;Rontgendiagnose;111;29;82;0;2;7;3;4;4;6;1;2;0;8;5;10;7;7;16;9;20
Limburg;Radiotherapie - oncologie;15;8;7;0;1;5;1;0;1;0;0;0;0;0;1;1;0;0;0;3;2
Limburg;Nucleaire geneeskunde;19;7;12;0;0;1;0;1;3;1;0;1;0;0;0;0;1;0;4;1;6
Limburg;Pathologische anatomie;27;12;15;0;0;4;0;1;4;2;1;0;0;1;0;1;1;0;2;2;8
Limburg;Medische oncologie;12;8;4;0;2;0;5;1;0;0;0;0;0;0;0;0;1;2;1;0;0
Limburg;Klinische genetica;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Limburg;Arbeidsgeneeskunde;79;35;44;0;1;0;1;8;9;10;3;3;0;1;0;1;7;1;8;10;16
Limburg;Verzekeringsgeneeskunde en medische expertise;48;12;36;0;0;0;0;3;1;4;0;4;0;0;0;0;0;4;4;10;18
Waals Brabant;Alle specialiteiten;2082;898;1184;1;74;113;110;127;122;105;109;137;0;53;64;84;114;124;166;138;441
Waals Brabant;Geriatrie;18;12;6;0;1;1;3;3;4;0;0;0;0;0;0;0;0;1;1;3;1
Waals Brabant;Urgentiegeneeskunde;24;14;10;0;2;9;1;1;1;0;0;0;0;3;3;1;3;0;0;0;0
Waals Brabant;Beheer van gezondheidsgegevens;13;5;8;0;0;0;0;0;1;2;2;0;0;0;0;0;1;2;2;2;1
Waals Brabant;Anesthesie-reanimatie;193;74;119;0;3;11;13;13;6;5;2;21;0;7;24;19;14;13;9;11;22
Waals Brabant;Heelkunde;129;24;105;0;3;3;3;0;3;2;6;4;0;2;4;6;12;11;13;8;49
Waals Brabant;Neurochirurgie;7;1;6;0;0;0;0;0;1;0;0;0;0;1;0;0;1;2;2;0;0
Waals Brabant;Plastische, reconstructieve en esthetische heelkunde;28;9;19;0;1;3;1;1;1;1;1;0;0;0;0;4;2;3;4;1;5
Waals Brabant;Urologie;30;4;26;0;0;1;0;1;1;1;0;0;0;2;2;3;5;2;3;1;8
Waals Brabant;Orthopedische heelkunde;93;7;86;0;0;1;2;2;0;1;1;0;0;7;4;2;9;11;14;12;27
Waals Brabant;Neurologie;50;29;21;0;2;6;3;6;4;3;2;3;0;2;1;2;4;5;2;2;3
Waals Brabant;Psychiatrie;90;38;52;0;0;0;1;3;9;3;13;9;0;0;1;0;3;3;7;5;33
Waals Brabant;Neuropsychiatrie;20;5;15;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;1;14
Waals Brabant;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;24;18;6;0;0;3;6;3;3;0;0;3;0;0;0;0;4;0;0;0;2
Waals Brabant;Psychiatrie, meer bepaald volwassenpsychiatrie;37;21;16;0;3;5;5;6;1;0;1;0;0;1;2;3;3;3;1;1;2
Waals Brabant;Pneumologie;40;21;19;0;3;1;5;2;3;3;0;4;0;1;0;1;2;3;2;6;4
Waals Brabant;Gastro-enterologie;64;19;45;0;2;4;2;2;2;3;3;1;0;2;3;3;4;5;10;6;12
Waals Brabant;Cardiologie;99;26;73;0;4;3;4;3;3;2;4;3;0;3;6;8;6;10;13;9;18
Waals Brabant;Inwendige geneeskunde;164;58;106;0;3;8;8;11;11;8;5;4;0;6;3;4;9;9;22;16;37
Waals Brabant;Reumatologie;14;6;8;0;2;0;1;1;0;0;0;2;0;1;0;0;1;0;2;0;4
Waals Brabant;Acute geneeskunde;30;9;21;0;0;0;0;2;5;1;1;0;0;1;0;1;5;5;4;1;4
Waals Brabant;Gynaecologie-verloskunde;110;70;40;0;8;8;10;10;11;7;10;6;0;1;1;0;2;8;4;6;18
Waals Brabant;Oftalmologie;81;52;29;1;5;5;8;5;5;10;2;11;0;4;0;0;4;4;6;1;10
Waals Brabant;Otorhinolaryngologie;56;23;33;0;5;6;3;2;4;2;1;0;0;1;0;2;2;3;2;7;16
Waals Brabant;Stomatologie;30;6;24;0;0;2;0;2;0;0;1;1;0;2;1;2;1;3;1;2;12
Waals Brabant;Dermato-venereologie;62;50;12;0;3;3;4;9;7;6;6;12;0;0;0;0;1;1;2;0;8
Waals Brabant;Pediatrie;148;102;46;0;10;13;12;17;11;13;14;12;0;1;1;4;4;2;4;8;22
Waals Brabant;Fysische geneeskunde en revalidatie;36;17;19;0;3;4;2;2;2;1;1;2;0;0;0;2;2;0;2;2;11
Waals Brabant;Klinische biologie;67;35;32;0;1;1;3;2;1;6;4;17;0;0;1;1;1;1;3;2;23
Waals Brabant;Rontgendiagnose;146;55;91;0;7;6;3;10;8;8;9;4;0;3;7;7;5;8;15;14;32
Waals Brabant;Radiotherapie - oncologie;15;6;9;0;0;0;0;0;0;1;3;2;0;1;0;2;1;1;1;1;2
Waals Brabant;Nucleaire geneeskunde;28;13;15;0;0;0;2;0;2;6;1;2;0;0;0;0;0;1;3;1;10
Waals Brabant;Pathologische anatomie;25;15;10;0;1;2;1;2;3;2;2;2;0;0;0;2;0;0;1;1;6
Waals Brabant;Medische oncologie;19;9;10;0;1;4;1;0;1;0;0;2;0;1;0;2;1;1;1;0;4
Waals Brabant;Klinische genetica;4;2;2;0;0;0;1;0;1;0;0;0;0;0;0;2;0;0;0;0;0
Waals Brabant;Arbeidsgeneeskunde;55;33;22;0;1;0;2;5;6;7;10;2;0;0;0;0;2;3;4;2;11
Waals Brabant;Verzekeringsgeneeskunde en medische expertise;33;10;23;0;0;0;0;1;1;1;3;4;0;0;0;1;0;0;6;6;10
Henegouwen;Alle specialiteiten;2492;1007;1485;2;100;134;121;158;114;90;83;205;2;58;76;80;132;141;178;205;613
Henegouwen;Geriatrie;36;24;12;0;4;5;4;2;2;4;1;2;0;0;1;4;2;0;0;2;3
Henegouwen;Urgentiegeneeskunde;25;9;16;0;5;3;1;0;0;0;0;0;0;3;4;2;1;4;0;1;1
Henegouwen;Beheer van gezondheidsgegevens;4;2;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1
Henegouwen;Anesthesie-reanimatie;201;80;121;0;9;9;7;12;11;8;4;20;0;5;6;9;13;14;26;16;32
Henegouwen;Heelkunde;179;36;143;0;4;5;7;6;1;4;2;7;0;4;7;8;11;14;15;22;62
Henegouwen;Neurochirurgie;19;5;14;0;1;1;1;0;1;1;0;0;0;1;2;2;3;0;1;2;3
Henegouwen;Plastische, reconstructieve en esthetische heelkunde;19;7;12;0;1;1;1;1;1;0;1;1;0;1;2;2;1;2;1;2;1
Henegouwen;Urologie;44;8;36;0;2;0;1;2;0;0;2;1;0;2;4;4;2;4;3;4;13
Henegouwen;Orthopedische heelkunde;122;6;116;0;0;1;1;1;0;1;0;2;0;5;13;10;8;17;14;16;33
Henegouwen;Neurologie;57;19;38;0;0;5;3;6;2;0;2;1;0;2;1;3;6;4;6;4;12
Henegouwen;Psychiatrie;92;38;54;0;0;4;0;7;7;2;7;11;0;0;1;1;3;7;7;9;26
Henegouwen;Neuropsychiatrie;17;2;15;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;14
Henegouwen;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;18;11;7;0;3;4;1;2;1;0;0;0;0;1;0;2;1;2;0;0;1
Henegouwen;Psychiatrie, meer bepaald volwassenpsychiatrie;31;21;10;0;3;4;6;5;2;0;1;0;0;1;0;2;4;0;2;0;1
Henegouwen;Pneumologie;78;27;51;0;2;1;5;6;3;1;2;7;0;0;1;1;5;9;5;8;22
Henegouwen;Gastro-enterologie;69;20;49;0;2;4;2;3;1;0;1;7;0;2;0;2;9;6;7;8;15
Henegouwen;Cardiologie;105;21;84;0;2;4;2;2;2;3;2;4;0;1;2;6;10;4;13;11;37
Henegouwen;Inwendige geneeskunde;186;71;115;1;10;14;13;13;10;1;3;6;0;6;5;5;8;9;22;13;47
Henegouwen;Reumatologie;30;14;16;0;1;2;3;3;1;0;1;3;0;0;1;0;0;1;2;4;8
Henegouwen;Acute geneeskunde;38;18;20;0;0;0;3;5;5;3;1;1;0;0;0;0;2;8;3;4;3
Henegouwen;Gynaecologie-verloskunde;186;95;91;1;11;15;10;13;16;9;3;17;0;3;3;3;9;8;8;15;42
Henegouwen;Oftalmologie;77;41;36;0;4;3;6;6;3;5;2;12;2;2;2;1;2;2;2;6;17
Henegouwen;Otorhinolaryngologie;62;27;35;0;1;4;4;3;6;3;2;4;0;2;0;0;5;1;5;4;18
Henegouwen;Stomatologie;23;9;14;0;1;0;2;2;1;1;0;2;0;0;1;0;1;2;2;2;6
Henegouwen;Dermato-venereologie;72;50;22;0;4;6;3;5;8;5;6;13;0;0;2;1;2;1;4;2;10
Henegouwen;Pediatrie;163;108;55;0;12;17;17;19;10;6;5;22;0;3;3;1;1;5;3;3;36
Henegouwen;Fysische geneeskunde en revalidatie;49;24;25;0;3;5;2;5;2;1;1;5;0;1;1;3;1;1;3;4;11
Henegouwen;Klinische biologie;57;26;31;0;2;1;2;1;1;3;3;13;0;3;0;1;1;0;2;4;20
Henegouwen;Rontgendiagnose;162;56;106;0;6;6;8;8;1;10;6;11;0;2;6;5;6;12;7;17;51
Henegouwen;Radiotherapie - oncologie;19;10;9;0;1;3;1;1;1;0;0;3;0;1;2;0;3;1;0;1;1
Henegouwen;Nucleaire geneeskunde;28;11;17;0;0;3;0;2;0;2;1;3;0;1;0;0;0;1;2;3;10
Henegouwen;Pathologische anatomie;38;21;17;0;4;2;1;1;2;3;1;7;0;3;3;0;2;0;1;1;7
Henegouwen;Medische oncologie;29;13;16;0;1;1;1;0;6;2;1;1;0;3;2;0;2;1;4;1;3
Henegouwen;Klinische genetica;3;2;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0
Henegouwen;Arbeidsgeneeskunde;89;58;31;0;1;1;3;13;7;7;13;13;0;0;1;2;5;1;2;4;16
Henegouwen;Verzekeringsgeneeskunde en medische expertise;65;17;48;0;0;0;0;1;0;4;8;4;0;0;0;0;3;0;5;10;30
Luik;Alle specialiteiten;3214;1451;1763;3;181;212;188;214;171;135;114;233;6;125;126;120;155;166;196;211;658
Luik;Geriatrie;33;27;6;0;3;6;4;5;6;2;0;1;0;0;1;1;0;1;0;1;2
Luik;Urgentiegeneeskunde;45;20;25;0;8;6;2;3;1;0;0;0;0;4;12;3;3;2;1;0;0
Luik;Gerechtelijke geneeskunde;5;1;4;0;0;0;0;1;0;0;0;0;0;0;2;1;0;0;0;0;1
Luik;Beheer van gezondheidsgegevens;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
Luik;Anesthesie-reanimatie;333;118;215;0;11;26;14;20;14;13;4;16;1;31;21;21;26;28;22;23;42
Luik;Heelkunde;165;36;129;0;4;5;4;6;5;8;4;0;0;5;8;10;9;6;18;21;52
Luik;Neurochirurgie;27;4;23;0;1;1;0;0;0;1;1;0;0;4;3;0;3;3;4;1;5
Luik;Plastische, reconstructieve en esthetische heelkunde;29;8;21;0;0;2;1;2;0;1;1;1;0;1;5;5;1;3;2;1;3
Luik;Urologie;54;8;46;0;1;2;2;0;1;1;1;0;0;4;3;4;5;4;4;6;16
Luik;Orthopedische heelkunde;96;19;77;0;5;2;2;6;0;0;3;1;0;3;10;6;8;7;6;9;28
Luik;Neurologie;73;27;46;0;4;5;6;3;4;1;2;2;0;6;4;2;5;4;6;9;10
Luik;Psychiatrie;170;86;84;0;1;2;4;13;17;13;12;24;0;0;3;1;5;5;11;5;54
Luik;Neuropsychiatrie;14;3;11;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;11
Luik;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;22;16;6;0;4;4;5;1;1;0;1;0;0;2;1;1;0;0;1;1;0
Luik;Psychiatrie, meer bepaald volwassenpsychiatrie;54;34;20;0;5;7;8;11;2;1;0;0;1;2;3;4;3;4;1;0;2
Luik;Pneumologie;72;30;42;0;4;7;5;9;2;1;1;1;0;4;2;5;4;7;4;3;13
Luik;Gastro-enterologie;90;39;51;0;8;9;6;7;4;1;2;2;0;3;2;4;4;1;13;5;19
Luik;Cardiologie;157;53;104;0;5;11;11;9;7;6;4;0;0;3;6;8;15;14;8;12;38
Luik;Inwendige geneeskunde;197;95;102;0;23;12;18;12;12;3;2;13;0;6;1;8;11;11;12;14;39
Luik;Reumatologie;37;22;15;0;1;1;2;2;4;5;0;7;0;2;1;1;0;1;1;3;6
Luik;Acute geneeskunde;30;9;21;0;0;0;0;2;3;2;2;0;0;0;1;0;1;6;6;2;5
Luik;Gynaecologie-verloskunde;216;120;96;2;21;18;14;15;13;9;13;15;0;3;5;4;7;9;10;14;44
Luik;Oftalmologie;148;93;55;1;12;11;10;9;9;6;10;25;2;9;4;5;5;6;4;4;16
Luik;Otorhinolaryngologie;96;51;45;0;6;6;7;9;7;4;3;9;0;4;3;3;3;4;6;4;18
Luik;Stomatologie;18;4;14;0;1;0;2;0;0;0;0;1;0;1;0;0;1;0;2;1;9
