Territoire;Specialite;Total;Total_Femmes;Total_Hommes;Femmes_20_24;Femmes_25_29;Femmes_30_34;Femmes_35_39;Femmes_40_44;Femmes_45_49;Femmes_50_54;Femmes_55_59;Femmes_60_64;Femmes_65plus;Hommes_20_24;Hommes_25_29;Hommes_30_34;Hommes_35_39;Hommes_40_44;Hommes_45_49;Hommes_50_54;Hommes_55_59;Hommes_60_64;Hommes_65plus
Prov Brabant flamand;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;126;53;73;0;0;9;25;5;0;6;5;1;2;0;0;4;6;5;2;6;12;20;18
Prov Brabant flamand;MEDECINE LEGALE;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
Prov Brabant flamand;MEDECINE D'URGENCE;6;4;2;0;0;1;1;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Prov Brabant flamand;MEDECINE AIGUE;36;12;24;0;0;1;3;5;1;2;0;0;0;0;0;0;3;10;5;4;0;1;1
Prov Brabant flamand;GERIATRIE;38;25;13;0;0;3;5;9;2;2;3;1;0;0;0;0;1;0;3;2;3;0;4
Prov Brabant flamand;MEDECINE D'ASSURANCE ET EXPERTISE MEDICALE;96;37;59;0;0;0;2;6;11;10;4;4;0;0;0;0;1;4;5;16;15;14;4
Prov Brabant flamand;ONCOLOGIE MEDICALE;28;11;17;0;0;1;3;2;3;2;0;0;0;0;0;0;1;5;3;2;3;1;2
Prov Brabant flamand;GESTION DE DONNEES DE SANTE;11;6;5;0;0;0;0;0;1;3;2;0;0;0;0;0;0;0;0;1;2;0;2
Prov Flandre occidentale;MEDECINE DU TRAVAIL;110;52;58;0;0;1;9;8;13;10;4;7;0;0;0;0;3;1;4;11;7;18;14
Prov Flandre occidentale;ANESTHESIE-REANIMATION;242;74;168;0;0;11;15;15;13;9;1;3;7;0;0;10;25;21;24;19;24;14;31
Prov Flandre occidentale;CHIRURGIE;132;15;117;0;0;3;6;2;0;1;1;1;1;0;0;6;7;8;13;13;18;11;41
Prov Flandre occidentale;NEUROCHIRURGIE;17;1;16;0;0;0;0;1;0;0;0;0;0;0;0;1;5;1;0;2;2;2;3
Prov Flandre occidentale;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;23;3;20;0;0;0;0;0;2;0;1;0;0;0;0;3;2;2;2;3;1;1;6
Prov Flandre occidentale;NEUROLOGIE;45;13;32;0;0;7;1;1;4;0;0;0;0;0;0;3;5;4;2;9;5;3;1
Prov Flandre occidentale;PSYCHIATRIE;33;14;19;0;0;1;0;2;8;2;1;0;0;0;0;0;0;6;8;2;1;1;1
Prov Flandre occidentale;GYNECOLOGIE-OBSTETRIQUE;125;42;83;0;0;9;9;10;9;4;0;0;1;0;0;3;0;4;8;10;9;10;39
Prov Flandre occidentale;OPHTALMOLOGIE;121;66;55;0;0;7;6;14;6;11;9;6;7;0;1;3;1;3;5;4;5;6;27
Prov Flandre occidentale;OTO-RHINO-LARYNGOLOGIE;68;13;55;0;0;2;0;3;7;1;0;0;0;0;0;4;4;7;3;6;5;6;20
Prov Flandre occidentale;UROLOGIE;50;2;48;0;0;0;0;2;0;0;0;0;0;0;0;3;6;8;5;4;9;6;7
Prov Flandre occidentale;CHIRURGIE ORTHOPEDIQUE;125;5;120;0;0;1;1;1;1;1;0;0;0;0;0;9;13;13;13;23;13;9;27
Prov Flandre occidentale;STOMATOLOGIE;32;2;30;0;0;1;0;0;0;0;1;0;0;0;0;4;4;4;5;5;0;4;4
Prov Flandre occidentale;DERMATO-VENEREOLOGIE;70;37;33;0;0;2;5;10;4;0;6;3;7;0;0;1;2;0;5;4;4;1;16
Prov Flandre occidentale;PNEUMOLOGIE;46;15;31;0;0;4;5;3;1;2;0;0;0;0;0;2;3;0;5;4;4;8;5
Prov Flandre occidentale;GASTRO-ENTEROLOGIE;53;7;46;0;0;2;2;1;2;0;0;0;0;0;0;2;7;5;3;9;9;5;6
Prov Flandre occidentale;PEDIATRIE;118;69;49;0;0;11;13;9;14;0;9;7;6;0;0;1;1;5;3;3;5;5;26
Prov Flandre occidentale;CARDIOLOGIE;83;9;74;0;0;4;1;1;2;0;0;1;0;0;0;3;9;11;9;5;12;6;19
Prov Flandre occidentale;NEUROPSYCHIATRIE;30;2;28;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;6;21
Prov Flandre occidentale;MEDECINE PHYSIQUE ET READAPTATION;63;21;42;0;0;3;5;6;4;2;1;0;0;0;0;4;1;3;4;3;8;7;12
Prov Flandre occidentale;BIOLOGIE CLINIQUE;60;20;40;0;0;2;4;2;3;1;0;2;6;0;0;4;2;2;2;5;3;6;16
Prov Flandre occidentale;RADIODIAGNOSTIC;171;26;145;0;0;4;5;8;3;3;3;0;0;0;0;9;9;10;23;27;28;13;26
Prov Flandre occidentale;RADIOTHERAPIE-ONCOLOGIE;25;15;10;0;0;2;7;2;3;0;1;0;0;0;0;1;2;2;0;1;1;0;3
Prov Flandre occidentale;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;18;12;6;0;0;2;3;2;0;0;2;1;2;0;0;0;1;0;0;1;2;2;0
Prov Flandre occidentale;MEDECINE NUCLEAIRE;31;9;22;0;0;1;3;3;0;1;1;0;0;0;0;1;1;0;2;2;0;6;10
Prov Flandre occidentale;ANATOMIE PATHOLOGIQUE;38;10;28;0;0;3;1;2;1;0;2;0;1;0;0;2;3;4;1;1;4;3;10
Prov Flandre occidentale;MEDECINE INTERNE;116;26;90;0;0;8;7;5;2;2;1;0;1;0;0;2;4;9;7;7;6;8;47
Prov Flandre occidentale;RHUMATOLOGIE;20;6;14;0;0;0;0;1;3;0;1;1;0;0;0;1;2;0;0;1;1;4;5
Prov Flandre occidentale;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;71;25;46;0;0;10;5;0;0;0;3;4;3;0;0;3;2;1;2;4;5;4;25
Prov Flandre occidentale;MEDECINE AIGUE;19;4;15;0;0;1;0;1;2;0;0;0;0;0;0;2;5;2;3;2;1;0;0
Prov Flandre occidentale;GERIATRIE;34;15;19;0;0;3;4;3;3;0;2;0;0;0;0;1;1;1;1;4;1;6;4
Prov Flandre occidentale;MEDECINE D'ASSURANCE ET EXPERTISE MEDICALE;46;8;38;0;0;0;0;4;1;2;0;1;0;0;0;0;0;0;0;15;12;5;6
Prov Flandre occidentale;ONCOLOGIE MEDICALE;19;11;8;0;0;3;1;4;2;1;0;0;0;0;0;0;0;3;2;1;0;2;0
Prov Flandre occidentale;GESTION DE DONNEES DE SANTE;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
Prov Flandre orientale;MEDECINE DU TRAVAIL;147;83;64;0;0;7;15;12;18;16;7;7;1;0;0;1;8;4;4;3;16;13;15
Prov Flandre orientale;ANESTHESIE-REANIMATION;270;101;169;0;0;17;17;19;22;9;5;6;6;0;0;13;21;31;21;24;27;8;24
Prov Flandre orientale;CHIRURGIE;189;31;158;0;0;6;7;8;2;3;2;1;2;0;0;7;19;15;21;21;19;14;42
Prov Flandre orientale;NEUROCHIRURGIE;28;3;25;0;0;0;0;1;1;0;0;0;1;0;0;3;6;2;2;2;3;2;5
Prov Flandre orientale;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;35;6;29;0;0;0;0;2;2;1;0;0;1;0;0;1;5;4;6;3;2;3;5
Prov Flandre orientale;NEUROLOGIE;52;30;22;0;0;10;7;3;6;1;3;0;0;0;0;1;3;4;4;3;1;4;2
Prov Flandre orientale;PSYCHIATRIE;48;27;21;0;0;0;0;7;14;3;1;2;0;0;0;0;0;9;8;2;0;1;1
Prov Flandre orientale;GYNECOLOGIE-OBSTETRIQUE;156;70;86;0;0;14;13;15;14;7;3;0;4;0;0;2;6;6;6;12;14;10;30
Prov Flandre orientale;OPHTALMOLOGIE;144;84;60;0;1;8;13;13;9;12;11;5;12;0;0;2;2;4;8;8;5;8;23
Prov Flandre orientale;OTO-RHINO-LARYNGOLOGIE;79;32;47;0;0;6;9;1;6;4;3;0;3;0;0;1;5;4;5;6;10;4;12
Prov Flandre orientale;UROLOGIE;53;5;48;0;0;0;2;1;1;0;1;0;0;0;0;3;7;5;4;8;7;6;8
Prov Flandre orientale;CHIRURGIE ORTHOPEDIQUE;145;12;133;0;0;2;3;4;2;1;0;0;0;0;0;6;19;12;16;28;17;11;24
Prov Flandre orientale;STOMATOLOGIE;50;12;38;0;0;3;1;6;0;1;1;0;0;0;0;3;2;4;5;5;5;2;12
Prov Flandre orientale;DERMATO-VENEREOLOGIE;93;75;18;0;0;9;11;14;13;12;2;9;5;0;1;0;0;0;1;1;4;1;10
Prov Flandre orientale;PNEUMOLOGIE;62;20;42;0;0;3;8;8;0;0;1;0;0;0;0;3;3;4;6;9;8;4;5
Prov Flandre orientale;GASTRO-ENTEROLOGIE;81;23;58;0;0;4;9;7;0;1;1;0;1;0;0;4;6;8;9;7;11;4;9
Prov Flandre orientale;PEDIATRIE;182;107;75;0;0;17;16;25;17;15;5;8;4;0;0;4;4;6;2;6;9;10;34
Prov Flandre orientale;CARDIOLOGIE;131;31;100;0;0;6;8;8;6;1;1;0;1;0;0;6;14;12;17;16;5;19;11
Prov Flandre orientale;NEUROPSYCHIATRIE;31;6;25;0;0;0;0;0;0;1;1;2;2;0;0;0;0;0;0;2;5;4;14
Prov Flandre orientale;MEDECINE PHYSIQUE ET READAPTATION;78;37;41;0;0;5;5;6;6;8;3;2;2;0;0;2;4;5;10;6;6;2;6
Prov Flandre orientale;BIOLOGIE CLINIQUE;102;46;56;0;0;4;8;11;3;7;2;4;7;0;0;1;4;2;10;6;7;12;14
Prov Flandre orientale;RADIODIAGNOSTIC;180;38;142;0;0;7;10;9;5;3;0;2;2;0;0;8;15;11;29;23;21;12;23
Prov Flandre orientale;RADIOTHERAPIE-ONCOLOGIE;28;12;16;0;0;5;2;2;2;1;0;0;0;0;0;2;2;2;1;2;4;0;3
Prov Flandre orientale;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;27;22;5;0;0;5;7;6;0;0;2;2;0;0;0;3;1;0;0;0;1;0;0
Prov Flandre orientale;MEDECINE NUCLEAIRE;40;10;30;0;0;1;2;1;1;4;1;0;0;0;0;2;1;4;1;3;1;9;9
Prov Flandre orientale;ANATOMIE PATHOLOGIQUE;47;22;25;0;0;2;4;3;6;2;2;3;0;0;0;0;6;5;2;2;0;2;8
Prov Flandre orientale;MEDECINE INTERNE;185;59;126;0;0;15;10;9;9;6;3;2;5;0;0;5;6;11;11;15;6;13;59
Prov Flandre orientale;RHUMATOLOGIE;40;19;21;0;0;1;2;4;2;3;2;1;4;0;0;1;1;0;4;3;6;0;6
Prov Flandre orientale;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;114;49;65;0;0;13;10;4;0;3;5;13;1;0;0;4;9;1;0;9;11;12;19
Prov Flandre orientale;MEDECINE LEGALE;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1
Prov Flandre orientale;MEDECINE D'URGENCE;4;3;1;0;0;2;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Prov Flandre orientale;MEDECINE AIGUE;14;9;5;0;0;0;4;1;1;2;1;0;0;0;0;0;1;2;0;1;1;0;0
Prov Flandre orientale;GERIATRIE;36;20;16;0;0;3;4;5;2;2;3;1;0;0;0;0;1;3;0;3;5;2;2
Prov Flandre orientale;MEDECINE D'ASSURANCE ET EXPERTISE MEDICALE;77;21;56;0;0;0;0;6;2;5;6;2;0;0;0;0;1;3;3;7;16;17;9
Prov Flandre orientale;ONCOLOGIE MEDICALE;19;15;4;0;0;2;5;3;4;1;0;0;0;0;0;1;0;1;1;0;1;0;0
Prov Flandre orientale;GESTION DE DONNEES DE SANTE;4;2;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0
Prov Anvers;MEDECINE DU TRAVAIL;184;89;95;0;0;6;19;20;10;14;10;9;1;0;0;1;4;7;6;27;21;17;12
Prov Anvers;ANESTHESIE-REANIMATION;335;132;203;0;0;20;28;31;17;11;11;8;6;0;0;14;21;34;30;27;23;23;31
Prov Anvers;CHIRURGIE;241;41;200;0;0;11;9;8;1;4;4;1;3;0;0;12;23;26;25;29;28;13;44
Prov Anvers;NEUROCHIRURGIE;43;3;40;0;0;0;0;1;2;0;0;0;0;0;0;6;4;8;4;4;5;3;6
Prov Anvers;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;38;9;29;0;0;0;1;0;0;3;3;1;1;0;0;1;3;6;3;6;4;1;5
Prov Anvers;NEUROLOGIE;70;30;40;0;0;8;11;1;4;1;4;1;0;0;0;2;6;5;7;6;9;0;5
Prov Anvers;PSYCHIATRIE;69;36;33;0;0;0;0;13;14;9;0;0;0;0;0;0;1;14;11;6;1;0;0
Prov Anvers;GYNECOLOGIE-OBSTETRIQUE;187;78;109;0;1;9;21;16;15;6;7;0;3;0;0;6;6;4;18;11;13;14;37
Prov Anvers;OPHTALMOLOGIE;178;95;83;0;2;10;12;12;17;13;9;12;8;0;1;6;6;6;6;8;11;9;30
Prov Anvers;OTO-RHINO-LARYNGOLOGIE;95;38;57;0;0;10;4;9;4;4;4;3;0;0;0;3;6;3;8;8;8;6;15
Prov Anvers;UROLOGIE;71;9;62;0;0;3;2;2;0;2;0;0;0;0;0;3;9;8;5;8;11;5;13
Prov Anvers;CHIRURGIE ORTHOPEDIQUE;175;15;160;0;0;3;1;7;0;2;1;1;0;0;0;5;26;18;23;22;23;13;30
Prov Anvers;STOMATOLOGIE;50;8;42;0;0;2;1;3;0;2;0;0;0;0;0;5;4;4;3;10;3;2;11
Prov Anvers;DERMATO-VENEREOLOGIE;95;58;37;0;0;7;9;10;9;7;8;3;5;0;0;2;1;4;4;5;9;2;10
Prov Anvers;PNEUMOLOGIE;67;27;40;0;0;6;6;6;3;3;2;0;1;0;0;0;3;5;6;9;10;3;4
Prov Anvers;GASTRO-ENTEROLOGIE;76;18;58;0;0;4;4;3;5;1;1;0;0;0;0;5;13;6;7;10;6;7;4
Prov Anvers;PEDIATRIE;224;139;85;0;0;12;31;34;27;12;11;7;5;0;0;4;8;3;6;8;8;6;42
Prov Anvers;CARDIOLOGIE;137;22;115;0;0;3;5;5;4;2;1;2;0;0;0;12;19;14;16;14;16;9;15
Prov Anvers;NEUROPSYCHIATRIE;46;10;36;0;0;0;0;0;0;2;2;1;5;0;0;0;0;0;0;5;4;5;22
Prov Anvers;MEDECINE PHYSIQUE ET READAPTATION;76;36;40;0;0;2;8;8;7;5;2;0;4;0;0;3;6;2;6;7;2;10;4
Prov Anvers;BIOLOGIE CLINIQUE;64;36;28;0;0;1;5;5;7;3;6;3;6;0;0;1;0;2;8;4;4;3;6
Prov Anvers;RADIODIAGNOSTIC;208;48;160;0;0;3;6;9;10;8;6;4;2;0;1;12;11;13;17;32;21;20;33
Prov Anvers;RADIOTHERAPIE-ONCOLOGIE;34;17;17;0;0;2;5;3;4;1;1;1;0;0;0;3;1;3;0;7;0;1;2
Prov Anvers;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;59;44;15;0;0;7;17;8;3;6;1;2;0;0;0;1;3;2;1;0;3;3;2
Prov Anvers;MEDECINE NUCLEAIRE;26;4;22;0;0;1;1;0;1;1;0;0;0;0;0;2;0;4;5;3;2;2;4
Prov Anvers;ANATOMIE PATHOLOGIQUE;63;29;34;0;0;2;6;9;3;4;3;0;2;0;0;4;1;2;5;3;4;3;12
Prov Anvers;MEDECINE INTERNE;236;81;155;0;0;14;18;17;14;7;7;2;2;0;1;3;9;10;15;11;24;18;64
Prov Anvers;RHUMATOLOGIE;27;9;18;0;0;1;2;4;2;0;0;0;0;0;0;0;2;0;0;1;2;5;8
Prov Anvers;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;128;39;89;0;0;4;12;5;0;0;6;9;3;0;0;3;10;5;0;10;15;22;24
Prov Anvers;MEDECINE D'URGENCE;4;1;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0
Prov Anvers;MEDECINE AIGUE;25;9;16;0;0;0;5;1;1;0;1;0;1;0;0;3;3;5;1;3;1;0;0
Prov Anvers;GERIATRIE;40;20;20;0;0;1;4;7;2;4;2;0;0;0;0;1;2;1;2;1;8;4;1
Prov Anvers;MEDECINE D'ASSURANCE ET EXPERTISE MEDICALE;75;25;50;0;0;1;1;6;6;5;3;3;0;0;0;0;0;3;3;8;14;13;9
Prov Anvers;ONCOLOGIE MEDICALE;23;9;14;0;0;2;1;3;1;2;0;0;0;0;0;0;3;1;4;4;0;1;1
Prov Anvers;GESTION DE DONNEES DE SANTE;6;1;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;1;0
Prov Limbourg;MEDECINE DU TRAVAIL;75;33;42;0;0;2;3;9;9;4;3;2;1;0;0;0;4;0;6;11;9;7;5
Prov Limbourg;ANESTHESIE-REANIMATION;129;53;76;0;0;6;9;13;9;6;3;3;4;0;0;5;14;10;11;11;10;5;10
Prov Limbourg;CHIRURGIE;83;13;70;0;0;0;2;3;2;3;2;1;0;0;0;4;7;11;7;11;5;9;16
Prov Limbourg;NEUROCHIRURGIE;18;3;15;0;0;0;2;0;1;0;0;0;0;0;0;0;3;3;1;2;4;0;2
Prov Limbourg;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;17;1;16;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;1;3;5;2;3
Prov Limbourg;NEUROLOGIE;23;9;14;0;0;2;1;0;3;1;1;1;0;0;0;3;2;2;1;1;1;4;0
Prov Limbourg;PSYCHIATRIE;44;25;19;0;0;0;1;10;10;3;0;0;1;0;0;0;0;6;8;4;0;1;0
Prov Limbourg;GYNECOLOGIE-OBSTETRIQUE;71;29;42;0;0;4;8;9;2;3;2;1;0;0;0;1;3;5;2;5;6;5;15
Prov Limbourg;OPHTALMOLOGIE;61;39;22;0;0;7;6;9;5;3;3;3;3;0;0;0;3;0;5;2;1;6;5
Prov Limbourg;OTO-RHINO-LARYNGOLOGIE;37;14;23;0;0;1;5;3;1;1;1;0;2;0;0;0;2;2;1;4;7;1;6
Prov Limbourg;UROLOGIE;30;1;29;0;0;0;0;0;1;0;0;0;0;0;0;1;3;7;5;5;4;0;4
Prov Limbourg;CHIRURGIE ORTHOPEDIQUE;66;2;64;0;0;0;1;1;0;0;0;0;0;0;0;8;7;8;6;11;10;4;10
Prov Limbourg;STOMATOLOGIE;20;4;16;0;0;1;0;1;1;0;0;0;1;0;0;1;6;2;0;3;2;2;0
Prov Limbourg;DERMATO-VENEREOLOGIE;49;34;15;0;0;5;7;3;10;5;0;2;2;0;0;0;3;1;0;2;1;0;8
Prov Limbourg;PNEUMOLOGIE;27;6;21;0;0;2;2;0;1;1;0;0;0;0;0;3;5;1;2;3;4;2;1
Prov Limbourg;GASTRO-ENTEROLOGIE;36;11;25;0;0;3;5;0;0;1;1;1;0;0;0;3;3;5;2;5;3;2;2
Prov Limbourg;PEDIATRIE;68;34;34;0;0;6;7;5;2;2;2;5;5;0;0;2;1;3;3;3;9;4;9
Prov Limbourg;CARDIOLOGIE;69;7;62;0;0;1;1;3;1;1;0;0;0;0;0;10;10;6;8;9;5;6;8
Prov Limbourg;NEUROPSYCHIATRIE;14;5;9;0;0;0;0;0;0;1;2;0;2;0;0;0;0;0;0;0;2;2;5
Prov Limbourg;MEDECINE PHYSIQUE ET READAPTATION;39;8;31;0;0;0;3;2;1;1;1;0;0;0;0;1;6;1;0;3;4;7;9
Prov Limbourg;BIOLOGIE CLINIQUE;32;12;20;0;0;3;1;4;3;0;0;0;1;0;0;1;2;2;2;2;5;2;4
Prov Limbourg;RADIODIAGNOSTIC;97;20;77;0;0;1;5;2;8;3;1;0;0;0;0;7;8;7;8;13;17;6;11
Prov Limbourg;RADIOTHERAPIE-ONCOLOGIE;11;5;6;0;0;1;2;1;1;0;0;0;0;0;0;1;0;0;0;2;2;1;0
Prov Limbourg;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;23;17;6;0;0;4;7;2;2;2;0;0;0;0;0;2;0;1;1;1;1;0;0
Prov Limbourg;MEDECINE NUCLEAIRE;21;6;15;0;0;0;1;2;2;0;1;0;0;0;0;0;0;1;3;2;4;1;4
Prov Limbourg;ANATOMIE PATHOLOGIQUE;23;9;14;0;0;0;1;3;3;1;1;0;0;0;0;0;1;1;0;2;4;3;3
Prov Limbourg;MEDECINE INTERNE;70;22;48;0;0;6;5;5;2;2;1;0;1;0;0;2;5;3;6;7;3;4;18
Prov Limbourg;RHUMATOLOGIE;16;6;10;0;0;0;1;1;2;2;0;0;0;0;0;0;0;1;1;1;1;2;4
Prov Limbourg;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;56;19;37;0;0;6;6;2;1;2;2;0;0;0;0;2;5;1;0;5;3;11;10
Prov Limbourg;MEDECINE AIGUE;15;5;10;0;0;0;1;3;1;0;0;0;0;0;0;1;2;3;2;0;2;0;0
Prov Limbourg;GERIATRIE;19;7;12;0;0;0;4;1;2;0;0;0;0;0;0;1;1;1;1;3;5;0;0
Prov Limbourg;MEDECINE D'ASSURANCE ET EXPERTISE MEDICALE;48;12;36;0;0;0;0;4;4;0;1;3;0;0;0;0;0;1;6;7;11;10;1
Prov Limbourg;ONCOLOGIE MEDICALE;11;6;5;0;0;3;2;1;0;0;0;0;0;0;0;0;0;2;2;0;0;0;1
Prov Limbourg;GESTION DE DONNEES DE SANTE;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0
Prov Brabant wallon;MEDECINE DU TRAVAIL;50;29;21;0;0;0;4;3;9;8;3;1;1;0;0;0;1;1;2;2;5;6;4
Prov Brabant wallon;ANESTHESIE-REANIMATION;137;59;78;0;0;9;9;8;5;3;4;6;15;0;0;5;12;13;7;13;11;9;8
Prov Brabant wallon;CHIRURGIE;108;14;94;0;0;1;0;1;2;4;4;1;1;0;0;0;6;13;10;10;15;12;28
Prov Brabant wallon;NEUROCHIRURGIE;9;2;7;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;2;1;0;0;2
Prov Brabant wallon;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;23;6;17;0;0;0;2;0;2;2;0;0;0;0;0;2;1;3;3;3;2;1;2
Prov Brabant wallon;NEUROLOGIE;40;21;19;0;0;0;6;4;4;4;1;2;0;0;0;2;5;3;6;1;0;1;1
Prov Brabant wallon;PSYCHIATRIE;89;36;53;0;0;0;2;4;6;8;8;3;5;0;0;0;3;3;5;4;12;7;19
Prov Brabant wallon;GYNECOLOGIE-OBSTETRIQUE;89;51;38;0;0;7;7;8;7;11;4;3;4;0;0;0;1;7;3;4;7;4;12
Prov Brabant wallon;OPHTALMOLOGIE;70;41;29;0;0;6;4;2;6;10;0;3;10;0;0;0;2;1;7;3;2;3;11
Prov Brabant wallon;OTO-RHINO-LARYNGOLOGIE;48;13;35;0;0;1;3;2;4;2;1;0;0;0;0;2;1;3;2;6;6;5;10
Prov Brabant wallon;UROLOGIE;25;3;22;0;0;0;1;0;2;0;0;0;0;0;0;1;2;4;4;1;0;5;5
Prov Brabant wallon;CHIRURGIE ORTHOPEDIQUE;75;4;71;0;0;0;1;1;1;0;1;0;0;0;0;2;4;10;11;9;11;10;14
Prov Brabant wallon;STOMATOLOGIE;24;3;21;0;0;0;0;1;0;1;0;0;1;0;0;0;1;3;0;1;5;2;9
Prov Brabant wallon;DERMATO-VENEREOLOGIE;56;42;14;0;0;3;8;4;11;5;6;3;2;0;0;0;1;0;1;0;1;4;7
Prov Brabant wallon;PNEUMOLOGIE;31;16;15;0;0;1;5;3;2;1;1;1;2;0;0;0;2;2;1;5;3;1;1
Prov Brabant wallon;GASTRO-ENTEROLOGIE;50;12;38;0;0;1;1;2;3;3;1;0;1;0;0;2;4;2;5;9;3;5;8
Prov Brabant wallon;PEDIATRIE;132;82;50;0;0;4;18;14;14;9;8;3;12;0;0;4;2;4;4;5;6;2;23
Prov Brabant wallon;CARDIOLOGIE;77;18;59;0;0;1;4;2;1;6;1;1;2;0;0;1;6;10;12;9;5;5;11
Prov Brabant wallon;NEUROPSYCHIATRIE;27;6;21;0;0;0;0;0;0;1;0;1;4;0;0;0;0;0;0;2;4;2;13
Prov Brabant wallon;MEDECINE PHYSIQUE ET READAPTATION;28;10;18;0;0;1;2;1;1;2;0;0;3;0;0;1;3;0;1;1;1;5;6
Prov Brabant wallon;BIOLOGIE CLINIQUE;68;32;36;0;0;3;0;0;2;6;4;4;13;0;0;0;1;0;2;2;1;9;21
Prov Brabant wallon;RADIODIAGNOSTIC;137;43;94;0;0;2;7;6;8;14;3;3;0;0;0;3;5;6;11;20;10;11;28
Prov Brabant wallon;RADIOTHERAPIE-ONCOLOGIE;22;8;14;0;0;0;0;1;0;2;2;2;1;0;0;1;1;1;1;5;1;0;4
Prov Brabant wallon;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;16;12;4;0;0;4;3;2;0;0;0;1;2;0;0;0;2;0;0;0;1;0;1
Prov Brabant wallon;MEDECINE NUCLEAIRE;34;13;21;0;0;0;1;1;4;5;0;2;0;0;0;0;0;1;3;3;3;4;7
Prov Brabant wallon;ANATOMIE PATHOLOGIQUE;20;12;8;0;0;1;1;3;3;0;2;2;0;0;0;0;0;0;0;1;2;3;2
Prov Brabant wallon;MEDECINE INTERNE;144;38;106;0;0;4;8;9;6;3;5;1;2;0;0;3;8;9;14;21;17;7;27
Prov Brabant wallon;RHUMATOLOGIE;11;5;6;0;0;1;0;2;0;0;0;0;2;0;0;0;0;0;1;1;1;1;2
Prov Brabant wallon;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;22;12;10;0;0;3;6;2;0;0;1;0;0;0;0;2;1;2;1;0;2;1;1
Prov Brabant wallon;MEDECINE D'URGENCE;3;1;2;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
Prov Brabant wallon;MEDECINE AIGUE;35;13;22;0;0;1;2;7;0;2;1;0;0;0;0;0;3;7;4;4;2;1;1
Prov Brabant wallon;GERIATRIE;17;10;7;0;0;2;3;2;3;0;0;0;0;0;0;0;0;1;0;4;1;1;0
Prov Brabant wallon;MEDECINE D'ASSURANCE ET EXPERTISE MEDICALE;33;10;23;0;0;0;0;2;0;2;3;2;1;0;0;0;0;0;1;7;7;8;0
Prov Brabant wallon;ONCOLOGIE MEDICALE;13;5;8;0;0;2;0;1;1;0;1;0;0;0;0;1;1;2;0;0;1;0;3
Prov Brabant wallon;GESTION DE DONNEES DE SANTE;13;5;8;0;0;0;0;1;1;2;1;0;0;0;0;0;0;1;3;3;0;1;0
Prov Hainaut;MEDECINE DU TRAVAIL;73;45;28;0;0;0;6;7;6;10;8;4;4;0;0;0;3;3;1;2;4;7;8
Prov Hainaut;ANESTHESIE-REANIMATION;192;67;125;0;0;4;9;11;7;6;7;9;14;0;0;3;12;18;27;17;13;13;22
Prov Hainaut;CHIRURGIE;187;27;160;0;0;1;9;5;4;0;4;3;1;0;0;5;8;13;16;21;23;19;55
Prov Hainaut;NEUROCHIRURGIE;14;3;11;0;0;1;0;1;0;1;0;0;0;0;0;1;2;1;0;1;3;0;3
