Gebied-Specialiteit;Unnamed: 1;Totaal;Geslacht;Unnamed: 4;Vrouw;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11;Unnamed: 12;Unnamed: 13;Man;Unnamed: 15;Unnamed: 16;Unnamed: 17;Unnamed: 18;Unnamed: 19;Unnamed: 20;Unnamed: 21;Unnamed: 22
;"Plastische, reconstructieve en
esthetische heelkunde";49.0;9;40;0;1;1;1;1;2;1;1;1;0;4;2;6;5;3;9;1;10
;Urologie;83.0;20;63;0;4;5;7;1;1;1;0;1;0;14;5;5;4;5;5;6;19
;Orthopedische heelkunde;173.0;18;155;0;6;3;2;2;3;1;1;0;0;18;15;10;22;10;21;22;37
;Neurologie;85.0;49;36;1;10;8;12;7;3;4;1;3;0;3;6;3;7;2;4;3;8
;Psychiatrie;49.0;25;24;0;0;0;0;0;11;9;2;3;0;0;0;0;3;8;10;2;1
;Neuropsychiatrie;18.0;5;13;0;0;0;0;0;0;1;0;4;0;0;0;0;0;0;0;2;11
;"Psychiatrie, meer bepaald kinder- en
jeugdpsychiatrie";50.0;44;6;0;5;17;5;8;4;1;1;3;0;0;1;3;1;0;0;0;1
;"Psychiatrie, meer bepaald
volwassenpsychiatrie";144.0;77;67;1;13;13;17;9;3;0;3;18;0;6;4;3;11;1;0;11;31
;Pneumologie;86.0;36;50;0;3;11;7;10;4;0;0;1;0;5;2;6;3;5;7;12;10
;Gastro-enterologie;112.0;39;73;0;8;8;6;11;5;0;0;1;0;8;6;7;6;7;8;9;22
;Cardiologie;156.0;37;119;0;2;8;6;9;7;3;0;2;0;11;13;13;16;11;15;10;30
;Inwendige geneeskunde;223.0;102;121;1;23;21;17;13;8;7;6;6;0;14;6;7;7;10;9;13;55
;Reumatologie;48.0;25;23;0;4;5;1;2;3;2;3;5;0;0;2;2;0;0;5;3;11
;Acute geneeskunde;16.0;9;7;0;0;0;1;3;0;2;3;0;0;0;0;1;1;3;0;1;1
;Gynaecologie-verloskunde;187.0;110;77;1;22;16;20;13;17;13;4;4;0;2;3;2;5;6;8;12;39
;Oftalmologie;156.0;98;58;2;11;9;11;16;10;6;14;19;0;3;1;4;4;4;6;9;27
;Otorhinolaryngologie;92.0;44;48;0;7;5;6;9;3;6;3;5;0;0;3;2;6;5;3;10;19
;Stomatologie;56.0;17;39;0;2;4;3;3;3;0;1;1;0;4;5;3;5;2;4;6;10
;Dermato-venereologie;110.0;94;16;0;12;10;13;11;17;11;9;11;0;1;2;0;0;0;2;2;9
;Pediatrie;224.0;161;63;1;37;18;21;16;23;22;10;13;0;3;4;2;6;6;3;6;33
;Fysische geneeskunde en revalidatie;94.0;43;51;0;4;5;4;8;7;4;6;5;0;9;4;3;5;4;11;4;11
;Klinische biologie;100.0;51;49;0;3;3;10;9;7;5;5;9;0;1;0;1;4;6;6;8;23
;Rontgendiagnose;222.0;64;158;0;11;11;9;14;9;4;2;4;0;16;17;11;16;12;27;19;40
;Radiotherapie-oncologie;29.0;13;16;0;0;1;5;3;2;1;1;0;0;1;1;2;2;2;1;4;3
;Nucleaire geneeskunde;43.0;14;29;0;2;3;0;2;1;1;4;1;0;2;4;1;2;3;2;3;12
;Pathologische anatomie;61.0;32;29;0;3;5;6;3;4;5;3;3;0;0;2;4;6;4;2;2;9
;Medische oncologie;39.0;27;12;0;4;7;4;6;3;2;1;0;0;0;5;1;1;1;2;0;2
;Klinische genetica;13.0;6;7;0;0;0;0;1;3;0;0;2;0;0;0;2;1;2;2;0;0
;Arbeidsgeneeskunde;174.0;97;77;0;0;4;14;17;13;24;13;12;0;1;0;4;12;5;6;6;43
;"Verzekeringsgeneeskunde en
medische expertise";75.0;22;53;0;1;1;0;0;6;2;7;5;0;0;0;0;1;4;7;4;37
Antwerpen;Alle specialiteiten;4252.0;1855;2397;11;275;276;238;275;264;193;125;198;1;182;189;202;232;232;282;289;788
;Geriatrie;60.0;34;26;0;10;3;4;4;6;2;3;2;0;2;3;1;2;2;3;3;10
;Urgentiegeneeskunde;57.0;33;24;0;13;14;3;0;2;1;0;0;0;12;6;2;2;2;0;0;0
;Gerechtelijke geneeskunde;2.0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
;Beheer van gezondheidsgegevens;6.0;1;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2;1;1
;Anesthesie-reanimatie;428.0;198;230;1;35;35;24;31;24;20;8;20;0;27;23;22;22;31;27;26;52
;Heelkunde;267.0;56;211;0;8;9;10;11;5;1;4;8;0;17;11;21;21;24;25;29;63
;Neurochirurgie;49.0;5;44;0;2;1;0;0;1;1;0;0;0;2;4;8;5;8;5;3;9
;"Plastische, reconstructieve en
esthetische heelkunde";45.0;15;30;0;1;4;0;1;0;0;5;4;0;1;3;3;3;4;4;5;7
;Urologie;84.0;15;69;0;5;2;3;3;1;0;1;0;0;3;8;9;10;4;9;3;23
;Orthopedische heelkunde;211.0;31;180;0;9;4;6;1;6;2;1;2;0;7;15;18;26;18;25;16;55
;Neurologie;115.0;56;59;0;9;19;9;9;3;2;1;4;0;8;5;7;5;6;4;12;12
;Psychiatrie;68.0;37;31;0;0;0;0;2;18;13;4;0;0;0;0;0;4;11;12;4;0
;Neuropsychiatrie;31.0;6;25;0;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;3;22
;"Psychiatrie, meer bepaald kinder- en
jeugdpsychiatrie";84.0;67;17;0;5;11;16;19;6;3;5;2;0;1;0;4;3;1;1;0;7
;"Psychiatrie, meer bepaald
volwassenpsychiatrie";158.0;65;93;2;11;9;10;15;3;1;2;12;0;9;4;3;14;4;0;13;46
;Pneumologie;90.0;43;47;0;6;4;11;7;8;3;3;1;0;4;5;2;3;5;8;6;14
;Gastro-enterologie;112.0;39;73;0;8;11;4;7;2;5;1;1;0;7;8;9;10;4;11;9;15
;Cardiologie;178.0;39;139;0;6;7;6;7;5;4;1;3;0;11;12;19;23;14;20;9;31
;Inwendige geneeskunde;260.0;116;144;0;15;20;22;18;17;11;6;7;0;9;10;5;10;13;15;12;70
;Reumatologie;31.0;14;17;0;2;3;2;3;2;2;0;0;0;1;1;1;2;0;1;1;10
;Acute geneeskunde;35.0;14;21;0;2;1;2;6;1;0;0;2;0;0;3;3;6;4;2;2;1
;Gynaecologie-verloskunde;251.0;140;111;1;32;27;18;20;16;13;6;7;0;6;3;8;5;8;18;9;54
;Oftalmologie;209.0;127;82;4;17;15;12;14;12;16;12;25;1;8;6;5;5;7;7;8;35
;Otorhinolaryngologie;105.0;54;51;0;10;8;10;4;8;4;5;5;0;3;4;2;7;6;5;8;16
;Stomatologie;60.0;15;45;0;5;2;2;1;3;0;2;0;0;3;7;7;3;3;5;7;10
;Dermato-venereologie;117.0;76;41;1;4;11;8;8;16;7;6;15;0;3;3;3;3;3;4;4;18
;Pediatrie;264.0;181;83;0;26;25;19;32;27;27;10;15;0;6;4;8;7;5;5;9;39
;Fysische geneeskunde en revalidatie;94.0;48;46;2;6;4;3;6;10;7;5;5;0;6;3;3;4;2;10;5;13
;Klinische biologie;78.0;47;31;0;6;6;3;5;5;6;4;12;0;3;1;2;1;2;8;4;10
;Rontgendiagnose;257.0;73;184;0;7;10;6;9;10;14;5;12;0;15;17;13;12;19;24;25;59
;Radiotherapie-oncologie;43.0;22;21;0;4;1;4;4;5;2;0;2;0;0;6;3;2;2;0;7;1
;Nucleaire geneeskunde;33.0;7;26;0;2;0;1;1;1;1;1;0;0;1;4;3;0;4;4;2;8
;Pathologische anatomie;69.0;38;31;0;3;2;6;4;10;4;4;5;0;3;1;4;1;2;5;4;11
;Medische oncologie;31.0;14;17;0;2;2;3;2;2;1;2;0;0;3;4;0;3;1;1;4;1
;Klinische genetica;10.0;8;2;0;0;0;2;0;2;1;1;2;0;0;1;0;0;0;0;0;1
;Arbeidsgeneeskunde;188.0;96;92;0;2;6;8;20;20;13;10;17;0;1;2;4;6;9;6;27;37
;"Verzekeringsgeneeskunde en
medische expertise";72.0;24;48;0;1;0;1;1;7;5;6;3;0;0;1;0;2;3;6;9;27
Limburg;Alle specialiteiten;1703.0;699;1004;3;85;126;97;106;103;81;42;56;2;56;79;83;118;96;113;135;322
;Geriatrie;31.0;18;13;0;5;5;0;5;1;2;0;0;0;1;0;1;1;1;1;3;5
;Urgentiegeneeskunde;13.0;7;6;0;2;3;1;1;0;0;0;0;0;2;2;1;1;0;0;0;0
;Gerechtelijke geneeskunde;1.0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Beheer van gezondheidsgegevens;2.0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
;Anesthesie-reanimatie;171.0;78;93;1;9;13;9;10;14;11;2;9;0;11;11;11;15;9;8;11;17
;Heelkunde;100.0;22;78;0;4;4;2;1;5;2;4;0;0;2;7;9;11;8;10;7;24
;Neurochirurgie;23.0;3;20;0;0;0;0;2;0;1;0;0;0;2;3;1;2;4;1;2;5
;"Plastische, reconstructieve en
esthetische heelkunde";16.0;2;14;0;2;0;0;0;0;0;0;0;0;0;2;1;0;2;3;0;6
;Urologie;31.0;2;29;0;1;1;0;0;0;0;0;0;0;3;3;1;4;4;5;3;6
;Orthopedische heelkunde;79.0;8;71;0;2;1;3;1;1;0;0;0;0;7;7;9;7;8;7;10;16
;Neurologie;42.0;23;19;0;4;5;5;2;2;2;1;2;0;1;2;4;3;1;2;2;4
;Psychiatrie;42.0;24;18;0;0;0;0;3;12;7;2;0;0;0;0;0;0;11;4;2;1
;Neuropsychiatrie;11.0;5;6;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;6
;"Psychiatrie, meer bepaald kinder- en
jeugdpsychiatrie";35.0;27;8;0;1;7;6;8;1;2;2;0;0;0;2;2;1;0;1;1;1
;"Psychiatrie, meer bepaald
volwassenpsychiatrie";75.0;34;41;0;4;8;8;8;1;2;1;2;0;0;3;2;9;0;0;5;22
;Pneumologie;36.0;12;24;0;2;3;2;2;0;1;1;1;0;1;4;2;5;1;2;3;6
;Gastro-enterologie;48.0;23;25;0;3;8;3;5;0;0;2;2;0;1;2;3;3;4;2;6;4
;Cardiologie;77.0;9;68;0;1;2;1;1;2;1;1;0;0;5;6;9;8;8;7;10;15
;Inwendige geneeskunde;75.0;28;47;0;2;4;8;4;5;3;1;1;0;0;3;3;5;3;7;5;21
;Reumatologie;20.0;10;10;0;0;4;1;0;1;2;2;0;0;0;1;0;0;1;2;0;6
;Acute geneeskunde;14.0;3;11;0;0;0;0;1;1;1;0;0;1;0;1;0;3;4;0;1;1
;Gynaecologie-verloskunde;84.0;52;32;0;11;11;8;6;8;2;3;3;0;1;1;1;3;4;2;5;15
;Oftalmologie;77.0;53;24;2;6;8;9;5;11;3;3;6;1;1;0;0;3;0;5;2;12
;Otorhinolaryngologie;47.0;21;26;0;2;5;3;5;1;1;2;2;0;2;1;2;1;2;1;7;10
;Stomatologie;30.0;6;24;0;2;0;2;1;0;1;0;0;0;4;2;4;4;2;1;4;3
;Dermato-venereologie;55.0;40;15;0;2;7;5;7;3;10;2;4;0;0;0;1;3;1;1;1;8
;Pediatrie;78.0;49;29;0;11;8;7;5;5;2;1;10;0;0;1;1;2;4;3;2;16
;Fysische geneeskunde en revalidatie;42.0;13;29;0;2;2;1;2;3;1;2;0;0;3;2;3;5;0;1;3;12
;Klinische biologie;29.0;12;17;0;0;2;2;2;4;2;0;0;0;0;2;2;2;0;3;1;7
;Rontgendiagnose;113.0;30;83;0;4;5;2;5;4;7;1;2;0;4;10;7;9;7;15;11;20
;Radiotherapie-oncologie;16.0;9;7;0;0;4;3;1;1;0;0;0;0;0;1;1;0;0;0;3;2
;Nucleaire geneeskunde;19.0;7;12;0;0;0;1;1;3;1;0;1;0;0;0;0;1;0;3;1;7
;Pathologische anatomie;29.0;13;16;0;1;4;0;1;2;4;0;1;0;3;0;1;0;1;1;1;9
;Medische oncologie;12.0;8;4;0;0;2;4;2;0;0;0;0;0;0;0;0;0;3;1;0;0
;Klinische genetica;1.0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Arbeidsgeneeskunde;81.0;35;46;0;2;0;0;8;9;6;6;4;0;1;0;1;6;2;7;12;17
;"Verzekeringsgeneeskunde en
medische expertise";48.0;12;36;0;0;0;0;1;3;4;0;4;0;0;0;0;0;1;6;11;18
Waals Brabant;Alle specialiteiten;2142.0;949;1193;2;81;127;96;141;118;111;113;160;0;57;70;86;105;119;157;142;457
;Geriatrie;20.0;14;6;0;2;2;2;4;3;1;0;0;0;0;0;0;0;1;1;3;1
;Urgentiegeneeskunde;31.0;16;15;0;4;8;2;0;2;0;0;0;0;5;5;1;2;2;0;0;0
;Beheer van gezondheidsgegevens;13.0;5;8;0;0;0;0;0;1;1;2;1;0;0;0;0;0;1;4;2;1
;Anesthesie-reanimatie;199.0;81;118;0;3;15;12;15;6;6;3;21;0;5;20;22;12;16;9;9;25
;Heelkunde;126.0;25;101;0;5;3;3;0;3;2;5;4;0;3;5;6;11;9;11;8;48
;Neurochirurgie;7.0;1;6;0;0;0;0;0;1;0;0;0;0;1;0;0;1;2;2;0;0
;"Plastische, reconstructieve en
esthetische heelkunde";29.0;10;19;0;0;4;1;1;0;2;2;0;0;0;0;4;2;2;4;1;6
;Urologie;31.0;4;27;0;1;1;0;0;1;1;0;0;0;3;1;3;5;3;3;1;8
;Orthopedische heelkunde;101.0;7;94;0;0;0;3;2;0;1;0;1;0;9;5;6;7;11;13;10;33
;Neurologie;51.0;30;21;0;2;6;2;6;5;2;4;3;0;0;3;1;5;3;4;2;3
;Psychiatrie;90.0;38;52;0;0;0;0;3;8;5;8;14;0;0;1;0;3;2;6;7;33
;Neuropsychiatrie;19.0;4;15;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;1;14
;"Psychiatrie, meer bepaald kinder- en
jeugdpsychiatrie";24.0;18;6;0;0;2;5;4;4;0;0;3;0;0;0;0;4;0;0;0;2
;"Psychiatrie, meer bepaald
volwassenpsychiatrie";41.0;24;17;0;4;6;4;7;2;0;1;0;0;2;3;3;1;4;1;0;3
;Pneumologie;42.0;22;20;0;4;1;4;3;3;1;2;4;0;2;0;0;3;2;3;5;5
;Gastro-enterologie;67.0;22;45;0;1;6;2;2;4;3;2;2;0;1;4;2;4;4;10;8;12
;Cardiologie;102.0;29;73;0;3;4;5;4;3;2;4;4;0;3;7;4;8;10;10;13;18
;Inwendige geneeskunde;165.0;60;105;0;4;7;8;13;8;9;5;6;0;6;2;5;8;8;19;17;40
;Reumatologie;16.0;7;9;0;1;1;1;1;1;0;0;2;0;0;1;0;1;0;2;0;5
;Acute geneeskunde;31.0;11;20;0;0;0;0;2;6;1;1;1;0;0;1;0;5;4;3;2;5
;Gynaecologie-verloskunde;113.0;73;40;1;11;7;5;14;10;9;10;6;0;0;0;1;2;7;5;6;19
;Oftalmologie;82.0;53;29;1;5;4;9;6;2;9;6;11;0;3;2;0;3;5;5;2;9
;Otorhinolaryngologie;60.0;26;34;0;5;7;1;5;4;3;1;0;0;1;2;1;1;3;2;8;16
;Stomatologie;29.0;6;23;0;0;2;0;1;1;0;1;1;0;1;2;2;0;3;2;1;12
;Dermato-venereologie;63.0;52;11;0;4;4;3;8;5;9;6;13;0;0;0;0;1;1;2;0;7
;Pediatrie;153.0;108;45;0;9;15;10;20;11;13;15;15;0;3;0;5;3;3;4;5;22
;Fysische geneeskunde en revalidatie;37.0;18;19;0;2;6;1;2;2;2;1;2;0;0;0;1;3;0;1;3;11
;Klinische biologie;68.0;37;31;0;0;2;4;2;1;3;6;19;0;1;1;1;1;1;2;2;22
;Rontgendiagnose;150.0;56;94;0;6;8;2;10;5;9;12;4;0;6;4;10;4;7;15;14;34
;Radiotherapie-oncologie;14.0;6;8;0;0;0;0;0;0;0;2;4;0;1;0;2;1;0;1;2;1
;Nucleaire geneeskunde;28.0;13;15;0;0;0;2;0;2;6;1;2;0;0;1;0;0;1;3;1;9
;Pathologische anatomie;27.0;17;10;0;1;3;1;1;4;3;1;3;0;0;0;2;0;0;1;2;5
;Medische oncologie;21.0;11;10;0;3;3;2;0;1;0;0;2;0;1;0;1;2;1;1;0;4
;Klinische genetica;4.0;2;2;0;0;0;1;0;1;0;0;0;0;0;0;2;0;0;0;0;0
;Arbeidsgeneeskunde;55.0;33;22;0;1;0;1;5;6;8;8;4;0;0;0;0;2;3;4;1;12
;"Verzekeringsgeneeskunde en
medische expertise";33.0;10;23;0;0;0;0;0;2;0;3;5;0;0;0;1;0;0;4;6;12
Henegouwen;Alle specialiteiten;2521.0;1032;1489;0;93;141;121;163;121;98;79;216;0;58;72;83;115;140;185;206;630
;Geriatrie;39.0;27;12;0;3;6;5;3;3;4;1;2;0;1;0;5;1;0;0;2;3
;Urgentiegeneeskunde;33.0;13;20;0;8;2;3;0;0;0;0;0;0;5;5;1;1;6;0;1;1
;Beheer van gezondheidsgegevens;4.0;2;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1
;Anesthesie-reanimatie;207.0;80;127;0;5;13;5;10;13;8;4;22;0;11;3;6;17;16;26;15;33
;Heelkunde;178.0;38;140;0;4;5;6;8;2;4;1;8;0;2;6;9;9;10;18;22;64
;Neurochirurgie;21.0;7;14;0;2;2;1;0;1;1;0;0;0;0;2;1;4;0;1;2;4
;"Plastische, reconstructieve en
esthetische heelkunde";19.0;7;12;0;1;1;1;2;0;1;1;0;0;1;1;3;1;1;2;2;1
;Urologie;42.0;8;34;0;2;0;1;2;0;0;2;1;0;0;6;2;3;3;3;5;12
;Orthopedische heelkunde;121.0;6;115;0;0;0;1;2;0;1;0;2;0;1;15;8;11;11;17;18;34
;Neurologie;57.0;19;38;0;1;3;4;5;2;1;2;1;0;2;0;4;5;2;9;4;12
;Psychiatrie;94.0;40;54;0;0;3;1;6;8;3;7;12;0;0;0;2;1;9;6;9;27
;Neuropsychiatrie;14.0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
;"Psychiatrie, meer bepaald kinder- en
jeugdpsychiatrie";19.0;12;7;0;2;5;2;2;1;0;0;0;0;1;0;2;0;2;1;0;1
;"Psychiatrie, meer bepaald
volwassenpsychiatrie";34.0;21;13;0;2;4;7;4;3;0;1;0;0;3;0;2;3;2;2;0;1
;Pneumologie;77.0;27;50;0;2;0;4;8;2;2;1;8;0;0;0;1;3;7;8;5;26
;Gastro-enterologie;69.0;20;49;0;1;3;4;2;2;0;1;7;0;1;1;2;4;10;7;6;18
;Cardiologie;108.0;22;86;0;2;3;3;2;3;3;2;4;0;2;1;6;8;5;13;13;38
;Inwendige geneeskunde;190.0;74;116;0;8;17;11;16;11;2;2;7;0;5;4;8;7;9;18;16;49
;Reumatologie;30.0;14;16;0;2;2;2;3;0;1;1;3;0;0;1;0;0;1;2;3;9
;Acute geneeskunde;39.0;19;20;0;0;0;2;5;7;2;2;1;0;0;0;0;1;7;4;4;4
;Gynaecologie-verloskunde;186.0;97;89;0;8;20;8;13;13;14;3;18;0;1;3;5;6;10;9;12;43
;Oftalmologie;76.0;39;37;0;3;4;3;9;2;5;1;12;0;5;2;1;2;2;1;5;19
;Otorhinolaryngologie;61.0;29;32;0;3;3;4;3;4;6;2;4;0;2;0;0;4;2;3;6;15
;Stomatologie;22.0;9;13;0;0;1;0;4;1;0;1;2;0;0;1;0;1;1;3;2;5
;Dermato-venereologie;69.0;48;21;0;4;4;5;4;8;6;3;14;0;0;2;0;3;1;3;2;10
;Pediatrie;169.0;111;58;0;15;17;17;17;12;5;6;22;0;1;4;2;0;5;5;5;36
;Fysische geneeskunde en revalidatie;49.0;25;24;0;2;5;4;4;2;1;2;5;0;0;0;4;1;1;3;2;13
;Klinische biologie;54.0;24;30;0;1;2;2;0;2;2;4;11;0;3;2;1;1;0;1;5;17
;Rontgendiagnose;164.0;57;107;0;5;5;9;8;3;8;7;12;0;4;4;6;5;12;7;17;52
;Radiotherapie-oncologie;19.0;11;8;0;0;5;1;1;1;0;0;3;0;1;2;0;3;1;0;1;0
;Nucleaire geneeskunde;29.0;12;17;0;1;2;1;2;0;2;1;3;0;1;0;0;0;1;2;3;10
;Pathologische anatomie;37.0;21;16;0;4;2;0;2;2;3;1;7;0;1;3;1;2;0;1;1;7
;Medische oncologie;35.0;15;20;0;1;2;2;0;6;2;1;1;0;4;4;0;1;1;3;3;4
;Klinische genetica;3.0;2;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0
;Arbeidsgeneeskunde;89.0;59;30;0;1;0;2;13;7;7;11;18;0;0;0;1;5;1;1;5;17
;"Verzekeringsgeneeskunde en
medische expertise";64.0;17;47;0;0;0;0;1;0;3;7;6;0;0;0;0;2;1;5;8;31
Luik;Alle specialiteiten;3263.0;1495;1768;4;179;217;196;209;177;144;119;250;1;125;131;116;146;164;197;210;678
;Geriatrie;35.0;28;7;0;3;7;6;4;4;3;0;1;0;1;0;2;0;0;1;0;3
;Urgentiegeneeskunde;51.0;24;27;0;8;8;3;4;1;0;0;0;0;5;7;8;4;1;2;0;0
;Gerechtelijke geneeskunde;4.0;1;3;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1
;Beheer van gezondheidsgegevens;1.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
;Anesthesie-reanimatie;344.0;124;220;1;13;24;14;22;15;12;7;16;0;30;24;18;24;34;22;21;47
;Heelkunde;165.0;39;126;0;8;5;3;4;5;10;4;0;0;3;9;12;9;6;16;18;53
;Neurochirurgie;28.0;4;24;0;0;2;0;0;0;1;1;0;0;5;2;1;3;2;4;2;5
;"Plastische, reconstructieve en
esthetische heelkunde";30.0;7;23;0;0;1;1;2;0;1;1;1;0;1;5;5;2;3;2;1;4
;Urologie;57.0;9;48;0;2;2;2;0;0;2;1;0;0;5;4;1;6;6;2;6;18
;Orthopedische heelkunde;93.0;18;75;0;4;3;2;4;1;0;3;1;0;4;8;6;7;6;6;8;30
;Neurologie;72.0;28;44;0;3;6;6;2;5;2;2;2;0;4;5;2;4;3;6;10;10
;Psychiatrie;166.0;84;82;0;0;2;1;13;17;15;11;25;0;0;3;0;4;6;11;6;52
;Neuropsychiatrie;14.0;3;11;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;11
;"Psychiatrie, meer bepaald kinder- en
jeugdpsychiatrie";25.0;19;6;0;4;6;4;3;0;1;0;1;0;2;1;1;0;0;0;2;0
;"Psychiatrie, meer bepaald
volwassenpsychiatrie";52.0;34;18;0;4;5;10;10;4;1;0;0;0;2;3;3;4;3;2;0;1
;Pneumologie;72.0;31;41;0;5;5;7;8;3;1;0;2;0;5;2;3;4;6;5;3;13
;Gastro-enterologie;91.0;40;51;0;8;7;9;5;6;0;3;2;0;4;2;2;6;1;12;6;18
;Cardiologie;165.0;59;106;0;8;11;9;11;7;7;5;1;0;6;4;9;12;13;10;13;39
;Inwendige geneeskunde;205.0;99;106;0;18;17;18;13;13;5;1;14;0;10;2;7;10;13;10;13;41
;Reumatologie;38.0;22;16;0;1;0;3;1;4;5;1;7;0;1;2;1;0;1;1;2;8
;Acute geneeskunde;30.0;9;21;0;0;0;0;1;4;2;1;1;0;0;0;1;1;6;4;4;5
;Gynaecologie-verloskunde;221.0;125;96;0;25;17;13;15;11;13;13;18;0;3;5;3;6;5;13;15;46
;Oftalmologie;149.0;93;56;1;9;14;9;11;9;6;8;26;1;7;7;5;5;5;6;4;16
;Otorhinolaryngologie;95.0;51;44;0;7;5;7;6;9;4;4;9;0;3;3;3;2;3;8;3;19
;Stomatologie;18.0;4;14;0;1;0;2;0;0;0;0;1;0;1;0;0;1;0;2;1;9
;Dermato-venereologie;88.0;60;28;0;5;6;11;6;10;6;4;12;0;0;3;2;1;1;3;6;12
;Pediatrie;254.0;176;78;0;25;33;28;25;17;10;10;28;0;2;7;3;6;7;7;6;40
;Fysische geneeskunde en revalidatie;81.0;43;38;0;2;7;5;4;7;3;6;9;0;3;1;5;5;2;6;7;9
;Klinische biologie;67.0;34;33;1;1;1;3;1;3;4;3;17;0;1;1;1;0;0;4;6;20
;Rontgendiagnose;206.0;56;150;1;6;10;7;5;4;11;5;7;0;10;14;7;12;15;15;23;54
;Radiotherapie-oncologie;21.0;10;11;0;1;1;1;1;0;1;1;4;0;1;1;1;1;3;1;1;2
;Nucleaire geneeskunde;53.0;19;34;0;1;1;1;2;2;3;4;5;0;3;2;2;2;2;0;4;19
;Pathologische anatomie;37.0;22;15;0;3;2;1;3;5;2;3;3;0;2;2;1;0;0;4;2;4
;Medische oncologie;38.0;24;14;0;4;4;0;5;3;4;1;3;0;0;1;0;2;1;5;1;4
;Klinische genetica;10.0;6;4;0;0;2;1;0;1;1;0;1;0;0;0;0;1;2;1;0;0
;Arbeidsgeneeskunde;104.0;60;44;0;0;3;8;16;6;4;8;15;0;1;0;0;1;4;1;5;32
;"Verzekeringsgeneeskunde en
medische expertise";83.0;30;53;0;0;0;1;1;1;4;8;15;0;0;0;0;1;3;5;11;33
Namen;Alle specialiteiten;1432.0;594;838;1;59;76;80;92;73;64;52;97;1;43;66;71;83;75;95;92;312
;Geriatrie;18.0;12;6;0;2;1;2;2;2;1;1;1;0;0;1;0;1;2;0;0;2
;Urgentiegeneeskunde;13.0;3;10;0;0;3;0;0;0;0;0;0;0;2;2;1;2;1;1;1;0
;Gerechtelijke geneeskunde;2.0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
;Beheer van gezondheidsgegevens;3.0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
;Anesthesie-reanimatie;134.0;48;86;0;5;7;7;9;6;2;4;8;1;10;7;7;8;12;13;14;14
;Heelkunde;93.0;15;78;0;1;2;3;2;3;1;2;1;0;2;2;6;10;6;9;11;32
;Neurochirurgie;15.0;1;14;0;0;0;0;1;0;0;0;0;0;0;2;2;2;2;1;1;4
;"Plastische, reconstructieve en
esthetische heelkunde";9.0;2;7;0;0;0;0;0;1;0;0;1;0;1;0;2;1;0;2;1;0
;Urologie;18.0;4;14;0;0;0;0;3;1;0;0;0;0;1;2;2;3;1;1;1;3
;Orthopedische heelkunde;70.0;7;63;0;1;2;2;0;1;0;0;1;0;1;9;9;8;1;7;6;22
;Neurologie;31.0;22;9;0;5;1;3;2;5;3;2;1;0;0;1;0;0;1;2;2;3
;Psychiatrie;46.0;16;30;0;0;0;2;2;3;8;1;0;0;0;0;0;2;6;4;2;16
;Neuropsychiatrie;3.0;1;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2
;"Psychiatrie, meer bepaald kinder- en
jeugdpsychiatrie";10.0;6;4;0;0;4;0;1;0;0;0;1;0;1;0;0;1;1;0;0;1
;"Psychiatrie, meer bepaald
volwassenpsychiatrie";27.0;16;11;0;2;2;5;4;1;0;1;1;0;0;4;5;1;1;0;0;0
;Pneumologie;37.0;15;22;0;2;5;2;2;1;1;1;1;0;1;4;1;2;2;5;4;3
;Gastro-enterologie;39.0;12;27;0;1;2;4;2;0;1;1;1;0;0;2;0;3;3;3;5;11
;Cardiologie;60.0;16;44;0;2;3;3;2;2;4;0;0;0;5;4;3;3;6;5;4;14
;Inwendige geneeskunde;102.0;40;62;0;6;6;8;4;6;3;2;5;0;1;2;5;8;10;8;3;25
;Reumatologie;17.0;7;10;0;1;0;1;1;3;1;0;0;0;0;0;1;0;1;0;3;5
;Acute geneeskunde;32.0;20;12;0;2;0;1;8;4;2;1;2;0;1;1;0;3;2;3;1;1
;Gynaecologie-verloskunde;70.0;43;27;0;3;6;10;7;3;6;2;6;0;1;1;1;4;1;1;2;16
