territoire;spécialité;total;genre_femme;genre_homme;femme_min25;femme_25-29;femme_30-34;femme_35-39;femme_40-44;femme_45-49;femme_50-54;femme_55-59;homme_min25;homme_25-29;homme_30-34;homme_35-39;homme_40-44;homme_45-49;homme_50-54;homme_55-59;homme_60-64
Flandre orientale;Oncologie médicale;10;7;3;0;3;3;1;0;0;0;0;0;2;0;1;0;0;0;0;0
Flandre orientale;Génétique clinique;5;3;2;0;0;2;1;0;0;0;0;1;0;1;0;0;0;0;0;0
Flandre orientale;Médecine du travail;8;4;4;0;0;2;0;1;0;1;0;0;2;0;0;0;0;0;2;0
Anvers;Toutes les spécialités;854;487;367;48;336;88;9;4;0;2;0;23;262;73;7;0;2;0;0;0
Anvers;Gériatrie;9;8;1;0;2;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Anvers;Médecine d'urgence;68;33;35;4;19;8;2;0;0;0;0;6;21;7;1;0;0;0;0;0
Anvers;Médecine légale;5;5;0;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Anvers;Anesthésie-réanimation;98;38;60;1;31;3;1;2;0;0;0;0;46;14;0;0;0;0;0;0
Anvers;Chirurgie;61;33;28;2;25;6;0;0;0;0;0;2;19;7;0;0;0;0;0;0
Anvers;Neurochirurgie;9;3;6;0;2;1;0;0;0;0;0;0;3;3;0;0;0;0;0;0
Anvers;Chirurgie plastique, reconstructrice et esthétique;9;3;6;0;3;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0
Anvers;Urologie;25;10;15;2;6;1;1;0;0;0;0;0;10;5;0;0;0;0;0;0
Anvers;Chirurgie orthopédique;50;19;31;1;10;8;0;0;0;0;0;2;23;5;1;0;0;0;0;0
Anvers;Neurologie;26;18;8;3;11;3;0;1;0;0;0;1;6;1;0;0;0;0;0;0
Anvers;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;14;12;2;1;7;4;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Anvers;Psychiatrie, particulièrement en psychiatrie adulte;33;17;16;2;10;5;0;0;0;0;0;1;12;3;0;0;0;0;0;0
Anvers;Pneumologie;8;6;2;0;1;4;1;0;0;0;0;0;0;2;0;0;0;0;0;0
Anvers;Gastro-entérologie;14;6;8;0;3;3;0;0;0;0;0;0;3;4;1;0;0;0;0;0
Anvers;Cardiologie;15;5;10;0;2;3;0;0;0;0;0;0;4;4;1;0;1;0;0;0
Anvers;Médecine interne;119;76;43;10;63;3;0;0;0;0;0;5;35;2;1;0;0;0;0;0
Anvers;Rhumatologie;3;2;1;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Anvers;Médecine aiguë;6;3;3;0;3;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0
Anvers;Gynécologie-obstétrique;49;44;5;5;32;6;1;0;0;0;0;0;3;2;0;0;0;0;0;0
Anvers;Ophtalmologie;20;8;12;1;7;0;0;0;0;0;0;1;9;1;0;0;1;0;0;0
Anvers;Oto-rhino-laryngologie;23;14;9;1;11;2;0;0;0;0;0;0;8;1;0;0;0;0;0;0
Anvers;Stomatologie;10;4;6;0;3;1;0;0;0;0;0;0;5;1;0;0;0;0;0;0
Anvers;Dermato-vénéréologie;14;9;5;1;6;2;0;0;0;0;0;1;3;1;0;0;0;0;0;0
Anvers;Pédiatrie;68;61;7;8;48;4;1;0;0;0;0;0;7;0;0;0;0;0;0;0
Anvers;Médecine physique et réadaptation;14;8;6;1;6;0;0;1;0;0;0;0;6;0;0;0;0;0;0;0
Anvers;Biologie clinique;14;8;6;0;4;3;1;0;0;0;0;0;5;1;0;0;0;0;0;0
Anvers;Radiodiagnostic;30;5;25;1;3;1;0;0;0;0;0;3;20;2;0;0;0;0;0;0
Anvers;Radiothérapie - oncologie;7;4;3;0;4;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0
Anvers;Médecine nucléaire;4;2;2;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Anvers;Anatomie pathologique;8;6;2;0;4;2;0;0;0;0;0;0;1;0;1;0;0;0;0;0
Anvers;Oncologie médicale;4;1;3;0;1;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0
Anvers;Génétique clinique;4;4;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Anvers;Médecine du travail;13;12;1;0;4;5;1;0;0;2;0;0;1;0;0;0;0;0;0;0
Limbourg;Toutes les spécialités;233;127;106;17;82;22;4;0;1;0;1;13;79;12;0;1;1;0;0;0
Limbourg;Gériatrie;4;3;1;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Limbourg;Médecine d'urgence;16;8;8;0;6;2;0;0;0;0;0;0;5;3;0;0;0;0;0;0
Limbourg;Anesthésie-réanimation;31;14;17;2;7;4;1;0;0;0;0;3;11;2;0;0;1;0;0;0
Limbourg;Chirurgie;24;11;13;2;7;2;0;0;0;0;0;3;9;1;0;0;0;0;0;0
Limbourg;Neurochirurgie;7;1;6;0;1;0;0;0;0;0;0;2;3;1;0;0;0;0;0;0
Limbourg;Chirurgie plastique, reconstructrice et esthétique;2;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Limbourg;Urologie;6;2;4;0;1;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0
Limbourg;Chirurgie orthopédique;11;4;7;0;4;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0
Limbourg;Neurologie;4;4;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Limbourg;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;8;7;1;1;4;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Limbourg;Psychiatrie, particulièrement en psychiatrie adulte;14;9;5;0;7;1;1;0;0;0;0;0;4;1;0;0;0;0;0;0
Limbourg;Pneumologie;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Limbourg;Gastro-entérologie;4;2;2;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Limbourg;Cardiologie;3;1;2;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Limbourg;Médecine interne;27;12;15;3;9;0;0;0;0;0;0;3;12;0;0;0;0;0;0;0
Limbourg;Rhumatologie;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Limbourg;Médecine aiguë;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Limbourg;Gynécologie-obstétrique;16;13;3;1;12;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0
Limbourg;Ophtalmologie;5;4;1;0;3;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
Limbourg;Oto-rhino-laryngologie;8;5;3;0;5;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Limbourg;Stomatologie;5;1;4;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
Limbourg;Dermato-vénéréologie;4;4;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Limbourg;Pédiatrie;9;7;2;2;3;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Limbourg;Médecine physique et réadaptation;4;2;2;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Limbourg;Biologie clinique;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Limbourg;Radiodiagnostic;7;1;6;0;1;0;0;0;0;0;0;0;4;1;0;1;0;0;0;0
Limbourg;Radiothérapie - oncologie;3;2;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Limbourg;Médecine nucléaire;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Limbourg;Anatomie pathologique;2;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Limbourg;Médecine du travail;4;4;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0
Brabant Wallon;Toutes les spécialités;316;191;125;21;131;37;1;0;1;0;0;9;87;24;1;1;2;1;0;0
Brabant Wallon;Gériatrie;16;12;4;1;7;4;0;0;0;0;0;1;1;2;0;0;0;0;0;0
Brabant Wallon;Médecine d'urgence;34;17;17;2;10;4;0;0;1;0;0;0;11;4;0;0;2;0;0;0
Brabant Wallon;Anesthésie-réanimation;26;16;10;0;12;4;0;0;0;0;0;2;6;2;0;0;0;0;0;0
Brabant Wallon;Chirurgie;20;11;9;2;8;1;0;0;0;0;0;1;7;0;0;1;0;0;0;0
Brabant Wallon;Neurochirurgie;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Brabant Wallon;Chirurgie plastique, reconstructrice et esthétique;3;2;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Brabant Wallon;Urologie;6;4;2;0;0;4;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Brabant Wallon;Chirurgie orthopédique;19;3;16;0;2;1;0;0;0;0;0;1;9;5;1;0;0;0;0;0
Brabant Wallon;Neurologie;8;4;4;2;2;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0
Brabant Wallon;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;6;6;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Brabant Wallon;Psychiatrie, particulièrement en psychiatrie adulte;10;7;3;1;5;1;0;0;0;0;0;1;2;0;0;0;0;0;0;0
Brabant Wallon;Pneumologie;5;2;3;0;0;2;0;0;0;0;0;0;1;2;0;0;0;0;0;0
Brabant Wallon;Gastro-entérologie;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Brabant Wallon;Cardiologie;3;0;3;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0
Brabant Wallon;Médecine interne;52;37;15;5;29;3;0;0;0;0;0;1;13;1;0;0;0;0;0;0
Brabant Wallon;Rhumatologie;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Brabant Wallon;Gynécologie-obstétrique;15;13;2;1;9;3;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Brabant Wallon;Ophtalmologie;6;1;5;0;1;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0
Brabant Wallon;Oto-rhino-laryngologie;4;3;1;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Brabant Wallon;Stomatologie;4;1;3;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Brabant Wallon;Dermato-vénéréologie;4;4;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Brabant Wallon;Pédiatrie;28;23;5;3;19;1;0;0;0;0;0;0;4;1;0;0;0;0;0;0
Brabant Wallon;Médecine physique et réadaptation;6;3;3;0;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Brabant Wallon;Biologie clinique;3;2;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Brabant Wallon;Radiodiagnostic;18;7;11;1;5;1;0;0;0;0;0;0;9;2;0;0;0;0;0;0
Brabant Wallon;Radiothérapie - oncologie;2;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Brabant Wallon;Médecine nucléaire;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Brabant Wallon;Anatomie pathologique;4;3;1;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Brabant Wallon;Oncologie médicale;5;3;2;0;0;3;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Brabant Wallon;Génétique clinique;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Brabant Wallon;Médecine du travail;3;2;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
Hainaut;Toutes les spécialités;421;255;166;39;164;41;9;0;1;0;1;17;111;32;3;2;1;0;0;0
Hainaut;Gériatrie;10;9;1;2;6;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Hainaut;Médecine d'urgence;42;24;18;4;17;3;0;0;0;0;0;1;11;6;0;0;0;0;0;0
Hainaut;Médecine légale;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Hainaut;Anesthésie-réanimation;29;14;15;3;7;4;0;0;0;0;0;2;13;0;0;0;0;0;0;0
Hainaut;Chirurgie;35;22;13;1;15;6;0;0;0;0;0;2;10;1;0;0;0;0;0;0
Hainaut;Neurochirurgie;4;1;3;0;1;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0
Hainaut;Chirurgie plastique, reconstructrice et esthétique;4;2;2;0;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Hainaut;Urologie;6;3;3;0;2;1;0;0;0;0;0;0;1;2;0;0;0;0;0;0
Hainaut;Chirurgie orthopédique;24;13;11;0;7;6;0;0;0;0;0;0;7;3;0;0;1;0;0;0
Hainaut;Neurologie;14;7;7;2;4;1;0;0;0;0;0;0;4;3;0;0;0;0;0;0
Hainaut;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;8;7;1;2;3;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
Hainaut;Psychiatrie, particulièrement en psychiatrie adulte;18;13;5;1;7;3;2;0;0;0;0;1;3;1;0;0;0;0;0;0
Hainaut;Pneumologie;5;4;1;0;2;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Hainaut;Gastro-entérologie;4;3;1;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0
Hainaut;Cardiologie;7;2;5;0;1;1;0;0;0;0;0;0;2;3;0;0;0;0;0;0
Hainaut;Médecine interne;61;28;33;12;14;2;0;0;0;0;0;5;25;2;0;1;0;0;0;0
Hainaut;Rhumatologie;4;2;2;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Hainaut;Gynécologie-obstétrique;22;21;1;1;20;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Hainaut;Ophtalmologie;8;7;1;1;5;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
Hainaut;Oto-rhino-laryngologie;9;5;4;0;4;1;0;0;0;0;0;1;2;1;0;0;0;0;0;0
Hainaut;Stomatologie;4;0;4;0;0;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0
Hainaut;Dermato-vénéréologie;13;10;3;5;5;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Hainaut;Pédiatrie;33;26;7;4;20;2;0;0;0;0;0;1;6;0;0;0;0;0;0;0
Hainaut;Médecine physique et réadaptation;7;4;3;1;3;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0
Hainaut;Biologie clinique;6;1;5;0;1;0;0;0;0;0;0;1;3;0;0;1;0;0;0;0
Hainaut;Radiodiagnostic;16;9;7;0;7;2;0;0;0;0;0;1;6;0;0;0;0;0;0;0
Hainaut;Radiothérapie - oncologie;2;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Hainaut;Médecine nucléaire;3;3;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hainaut;Anatomie pathologique;5;3;2;0;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Hainaut;Oncologie médicale;2;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Hainaut;Génétique clinique;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hainaut;Médecine du travail;14;9;5;0;2;1;4;0;1;0;1;0;0;2;3;0;0;0;0;0
Liège;Toutes les spécialités;720;405;315;26;308;59;7;3;2;0;0;17;217;66;9;1;4;1;0;0
Liège;Gériatrie;22;18;4;1;12;5;0;0;0;0;0;0;1;3;0;0;0;0;0;0
Liège;Médecine d'urgence;68;32;36;0;22;8;2;0;0;0;0;0;24;9;1;0;1;1;0;0
Liège;Médecine légale;3;1;2;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Liège;Anesthésie-réanimation;108;44;64;1;36;6;0;1;0;0;0;3;42;12;4;1;2;0;0;0
Liège;Chirurgie;43;26;17;4;15;6;1;0;0;0;0;2;9;5;1;0;0;0;0;0
Liège;Neurochirurgie;4;1;3;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Liège;Chirurgie plastique, reconstructrice et esthétique;8;5;3;1;2;2;0;0;0;0;0;0;1;2;0;0;0;0;0;0
Liège;Urologie;10;4;6;0;4;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0
Liège;Chirurgie orthopédique;28;7;21;0;6;1;0;0;0;0;0;2;13;6;0;0;0;0;0;0
Liège;Neurologie;16;11;5;1;9;1;0;0;0;0;0;1;4;0;0;0;0;0;0;0
Liège;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;17;12;5;0;12;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0
Liège;Psychiatrie, particulièrement en psychiatrie adulte;16;9;7;1;4;2;1;1;0;0;0;0;7;0;0;0;0;0;0;0
Liège;Pneumologie;18;9;9;1;7;1;0;0;0;0;0;1;6;2;0;0;0;0;0;0
Liège;Gastro-entérologie;21;15;6;0;11;3;0;1;0;0;0;0;5;1;0;0;0;0;0;0
Liège;Cardiologie;26;11;15;0;8;3;0;0;0;0;0;2;10;3;0;0;0;0;0;0
Liège;Médecine interne;62;33;29;1;27;4;1;0;0;0;0;2;24;3;0;0;0;0;0;0
Liège;Rhumatologie;5;4;1;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Liège;Médecine aiguë;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Liège;Gynécologie-obstétrique;39;32;7;4;27;1;0;0;0;0;0;0;6;1;0;0;0;0;0;0
Liège;Ophtalmologie;16;11;5;2;8;0;1;0;0;0;0;0;5;0;0;0;0;0;0;0
Liège;Oto-rhino-laryngologie;14;9;5;1;8;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0
Liège;Stomatologie;4;1;3;1;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0
Liège;Dermato-vénéréologie;8;5;3;1;3;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Liège;Pédiatrie;56;45;11;3;36;6;0;0;0;0;0;0;9;2;0;0;0;0;0;0
Liège;Médecine physique et réadaptation;18;8;10;0;6;2;0;0;0;0;0;2;6;2;0;0;0;0;0;0
Liège;Biologie clinique;8;5;3;0;5;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0
Liège;Radiodiagnostic;27;13;14;0;10;3;0;0;0;0;0;1;11;2;0;0;0;0;0;0
Liège;Radiothérapie - oncologie;7;5;2;0;5;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
Liège;Médecine nucléaire;6;2;4;0;1;1;0;0;0;0;0;1;2;1;0;0;0;0;0;0
Liège;Anatomie pathologique;9;4;5;0;4;0;0;0;0;0;0;0;2;2;1;0;0;0;0;0
Liège;Oncologie médicale;14;8;6;2;5;1;0;0;0;0;0;0;4;2;0;0;0;0;0;0
Liège;Génétique clinique;2;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Liège;Médecine du travail;16;12;4;0;7;2;1;0;2;0;0;0;1;1;1;0;1;0;0;0
Namur;Toutes les spécialités;222;113;109;9;77;24;2;0;0;1;0;6;83;17;2;1;0;0;0;0
Namur;Gériatrie;8;6;2;0;6;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Namur;Médecine d'urgence;30;15;15;1;9;4;0;0;0;1;0;0;9;6;0;0;0;0;0;0
Namur;Anesthésie-réanimation;30;11;19;1;7;2;1;0;0;0;0;0;13;5;1;0;0;0;0;0
Namur;Chirurgie;21;3;18;0;3;0;0;0;0;0;0;0;15;3;0;0;0;0;0;0
Namur;Neurochirurgie;3;2;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Namur;Urologie;4;4;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Namur;Chirurgie orthopédique;11;3;8;0;2;1;0;0;0;0;0;0;7;1;0;0;0;0;0;0
Namur;Neurologie;4;2;2;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Namur;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;3;3;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Namur;Psychiatrie, particulièrement en psychiatrie adulte;4;4;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Namur;Pneumologie;7;4;3;0;1;3;0;0;0;0;0;0;2;1;0;0;0;0;0;0
Namur;Gastro-entérologie;2;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Namur;Cardiologie;5;4;1;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Namur;Médecine interne;28;11;17;2;7;2;0;0;0;0;0;3;14;0;0;0;0;0;0;0
Namur;Rhumatologie;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Namur;Médecine aiguë;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Namur;Gynécologie-obstétrique;10;8;2;1;7;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Namur;Ophtalmologie;4;2;2;0;2;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
Namur;Oto-rhino-laryngologie;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Namur;Stomatologie;4;1;3;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Namur;Dermato-vénéréologie;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Namur;Pédiatrie;20;16;4;3;12;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0
Namur;Médecine physique et réadaptation;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Namur;Biologie clinique;3;1;2;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Namur;Radiodiagnostic;7;2;5;0;1;1;0;0;0;0;0;0;5;0;0;0;0;0;0;0
Namur;Radiothérapie - oncologie;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Namur;Médecine nucléaire;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Namur;Anatomie pathologique;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Namur;Oncologie médicale;2;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Namur;Médecine du travail;3;2;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0
Luxembourg;Toutes les spécialités;58;32;26;5;24;2;1;0;0;0;0;2;22;2;0;0;0;0;0;0
Luxembourg;Médecine d'urgence;7;4;3;0;4;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Luxembourg;Anesthésie-réanimation;5;2;3;1;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Luxembourg;Chirurgie;4;3;1;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Luxembourg;Neurochirurgie;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Luxembourg;Chirurgie orthopédique;4;2;2;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Luxembourg;Neurologie;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Luxembourg;Psychiatrie, particulièrement en psychiatrie adulte;3;2;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Luxembourg;Pneumologie;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Luxembourg;Gastro-entérologie;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Luxembourg;Médecine interne;12;5;7;1;4;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0
Luxembourg;Rhumatologie;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Luxembourg;Médecine aiguë;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Luxembourg;Gynécologie-obstétrique;5;4;1;1;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Luxembourg;Ophtalmologie;2;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Luxembourg;Pédiatrie;6;5;1;1;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Luxembourg;Biologie clinique;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Luxembourg;Oncologie médicale;2;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Luxembourg;Médecine du travail;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Région de Bruxelles Capitale;Toutes les spécialités;1397;789;608;33;538;186;21;6;3;2;0;25;392;169;13;5;3;0;0;1
Région de Bruxelles Capitale;Gériatrie;28;22;6;1;9;10;2;0;0;0;0;0;3;2;1;0;0;0;0;0
Région de Bruxelles Capitale;Médecine d'urgence;125;67;58;3;36;22;5;1;0;0;0;0;30;20;3;3;2;0;0;0
Région de Bruxelles Capitale;Médecine légale;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Région de Bruxelles Capitale;Anesthésie-réanimation;130;60;70;1;40;14;5;0;0;0;0;1;46;23;0;0;0;0;0;0
Région de Bruxelles Capitale;Chirurgie;72;35;37;1;25;9;0;0;0;0;0;2;22;12;1;0;0;0;0;0
Région de Bruxelles Capitale;Neurochirurgie;14;5;9;0;5;0;0;0;0;0;0;0;7;2;0;0;0;0;0;0
Région de Bruxelles Capitale;Chirurgie plastique, reconstructrice et esthétique;14;6;8;1;2;3;0;0;0;0;0;0;4;4;0;0;0;0;0;0
Région de Bruxelles Capitale;Urologie;24;10;14;0;8;2;0;0;0;0;0;0;8;6;0;0;0;0;0;0
Région de Bruxelles Capitale;Chirurgie orthopédique;62;16;46;1;10;5;0;0;0;0;0;0;30;15;0;1;0;0;0;0
Région de Bruxelles Capitale;Neurologie;40;25;15;1;19;5;0;0;0;0;0;2;9;4;0;0;0;0;0;0
Région de Bruxelles Capitale;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;37;33;4;0;21;9;2;0;1;0;0;0;4;0;0;0;0;0;0;0
Région de Bruxelles Capitale;Psychiatrie, particulièrement en psychiatrie adulte;83;41;42;2;26;10;0;1;0;2;0;0;33;9;0;0;0;0;0;0
Région de Bruxelles Capitale;Pneumologie;15;9;6;0;4;5;0;0;0;0;0;0;3;3;0;0;0;0;0;0
Région de Bruxelles Capitale;Gastro-entérologie;24;12;12;0;8;4;0;0;0;0;0;0;7;5;0;0;0;0;0;0
Région de Bruxelles Capitale;Cardiologie;33;18;15;0;8;10;0;0;0;0;0;0;4;8;3;0;0;0;0;0
Région de Bruxelles Capitale;Médecine interne;189;90;99;9;68;12;0;1;0;0;0;11;71;14;2;1;0;0;0;0
Région de Bruxelles Capitale;Rhumatologie;9;7;2;0;5;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Région de Bruxelles Capitale;Gynécologie-obstétrique;67;60;7;2;42;16;0;0;0;0;0;0;3;4;0;0;0;0;0;0
Région de Bruxelles Capitale;Ophtalmologie;45;17;28;3;12;1;1;0;0;0;0;4;20;4;0;0;0;0;0;0
Région de Bruxelles Capitale;Oto-rhino-laryngologie;26;11;15;0;10;1;0;0;0;0;0;0;11;4;0;0;0;0;0;0
Région de Bruxelles Capitale;Stomatologie;21;9;12;0;9;0;0;0;0;0;0;0;8;4;0;0;0;0;0;0
Région de Bruxelles Capitale;Dermato-vénéréologie;35;30;5;1;26;3;0;0;0;0;0;0;5;0;0;0;0;0;0;0
Région de Bruxelles Capitale;Pédiatrie;125;105;20;4;77;24;0;0;0;0;0;2;13;5;0;0;0;0;0;0
Région de Bruxelles Capitale;Médecine physique et réadaptation;22;14;8;1;9;4;0;0;0;0;0;0;6;2;0;0;0;0;0;0
