Territoire;Specialité;Total;Total_Femmes;Total_Hommes;Femmes_20_24;Femmes_25_29;Femmes_30_34;Femmes_35_39;Femmes_40_44;Femmes_45_49;Femmes_50_54;Femmes_55_59;Femmes_60_64;Femmes_65plus;Hommes_20_24;Hommes_25_29;Hommes_30_34;Hommes_35_39;Hommes_40_44;Hommes_45_49;Hommes_50_54;Hommes_55_59;Hommes_60_64;Hommes_65plus
Prov Brabant flamand;MEDECINE LEGALE;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
Prov Brabant flamand;MEDECINE D'URGENCE;3;3;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brabant flamand;MEDECINE AIGUE;38;15;23;0;0;1;4;7;1;1;1;0;0;0;0;0;5;9;4;3;0;1;1
Prov Brabant flamand;GERIATRIE;32;20;12;0;0;1;5;9;1;2;2;0;0;0;0;0;1;0;4;2;1;2;2
Prov Brabant flamand;MEDECINE D'ASSURANCE ET EXPERTISE MEDICALE;96;37;59;0;0;0;3;5;11;9;6;3;0;0;0;0;1;4;7;16;16;14;1
Prov Brabant flamand;ONCOLOGIE MEDICALE;27;10;17;0;0;1;2;2;4;1;0;0;0;0;0;0;1;6;3;1;3;2;1
Prov Brabant flamand;GESTION DE DONNEES DE SANTE;11;6;5;0;0;0;0;0;1;3;2;0;0;0;0;0;0;0;0;1;2;1;1
Prov Flandre occidentale;MEDECINE DU TRAVAIL;108;51;57;0;0;1;11;8;12;11;5;3;0;0;0;1;3;0;4;13;8;16;12
Prov Flandre occidentale;ANESTHESIE-REANIMATION;233;69;164;0;0;10;14;14;15;6;1;3;6;0;1;11;21;22;25;20;22;11;31
Prov Flandre occidentale;CHIRURGIE;136;15;121;0;0;5;4;2;0;1;1;1;1;0;0;7;8;6;16;11;20;11;42
Prov Flandre occidentale;NEUROCHIRURGIE;16;1;15;0;0;0;0;1;0;0;0;0;0;0;0;1;4;1;1;1;3;2;2
Prov Flandre occidentale;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;22;3;19;0;0;0;0;1;1;0;1;0;0;0;0;2;2;2;2;2;1;2;6
Prov Flandre occidentale;NEUROLOGIE;40;10;30;0;0;4;1;1;4;0;0;0;0;0;0;2;6;3;4;7;5;2;1
Prov Flandre occidentale;PSYCHIATRIE;33;14;19;0;0;1;0;4;6;2;1;0;0;0;0;0;0;6;10;0;1;1;1
Prov Flandre occidentale;GYNECOLOGIE-OBSTETRIQUE;123;42;81;0;0;10;10;11;7;3;0;0;1;0;0;2;1;3;9;9;8;13;36
Prov Flandre occidentale;OPHTALMOLOGIE;119;67;52;0;0;7;10;12;6;11;9;7;5;0;0;2;1;3;5;5;4;5;27
Prov Flandre occidentale;OTO-RHINO-LARYNGOLOGIE;67;14;53;0;0;2;1;3;7;1;0;0;0;0;0;4;5;5;3;7;5;5;19
Prov Flandre occidentale;UROLOGIE;45;2;43;0;0;0;1;1;0;0;0;0;0;0;0;1;5;8;3;4;11;4;7
Prov Flandre occidentale;CHIRURGIE ORTHOPEDIQUE;124;6;118;0;0;1;1;1;2;1;0;0;0;0;0;11;12;12;17;19;12;8;27
Prov Flandre occidentale;STOMATOLOGIE;33;3;30;0;0;0;0;2;0;1;0;0;0;0;0;4;5;2;6;5;0;4;4
Prov Flandre occidentale;DERMATO-VENEREOLOGIE;68;36;32;0;0;3;6;7;4;1;5;4;6;0;0;0;2;0;5;4;4;2;15
Prov Flandre occidentale;PNEUMOLOGIE;45;16;29;0;0;8;2;3;3;0;0;0;0;0;0;2;2;1;4;4;8;4;4
Prov Flandre occidentale;GASTRO-ENTEROLOGIE;52;5;47;0;0;0;2;1;2;0;0;0;0;0;0;3;8;4;4;8;10;4;6
Prov Flandre occidentale;PEDIATRIE;116;67;49;0;0;8;12;11;11;0;10;8;7;0;0;0;2;4;3;3;6;5;26
Prov Flandre occidentale;CARDIOLOGIE;77;9;68;0;0;4;1;1;2;0;0;1;0;0;0;2;9;9;10;3;14;5;16
Prov Flandre occidentale;NEUROPSYCHIATRIE;31;2;29;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;2;7;20
Prov Flandre occidentale;MEDECINE PHYSIQUE ET READAPTATION;62;20;42;0;0;3;4;7;3;2;1;0;0;0;0;3;3;0;5;7;5;8;11
Prov Flandre occidentale;BIOLOGIE CLINIQUE;59;19;40;0;0;2;4;1;3;1;1;2;5;0;0;4;2;3;2;4;4;5;16
Prov Flandre occidentale;RADIODIAGNOSTIC;170;27;143;0;0;5;4;7;4;3;2;1;1;0;0;10;8;15;23;22;30;11;24
Prov Flandre occidentale;RADIOTHERAPIE-ONCOLOGIE;24;15;9;0;0;4;5;2;3;0;1;0;0;0;0;1;2;1;0;1;1;0;3
Prov Flandre occidentale;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;19;13;6;0;0;4;1;3;0;0;2;2;1;0;0;0;1;0;1;1;2;1;0
Prov Flandre occidentale;MEDECINE NUCLEAIRE;32;9;23;0;0;2;2;3;1;0;1;0;0;0;0;2;0;1;1;2;1;6;10
Prov Flandre occidentale;ANATOMIE PATHOLOGIQUE;37;8;29;0;0;1;2;1;1;0;2;0;1;0;0;2;3;4;1;2;3;4;10
Prov Flandre occidentale;MEDECINE INTERNE;117;27;90;0;0;10;6;4;4;1;1;0;1;0;0;1;7;9;6;6;8;11;42
Prov Flandre occidentale;RHUMATOLOGIE;21;6;15;0;0;0;1;2;1;0;2;0;0;0;0;1;2;0;0;1;1;4;6
Prov Flandre occidentale;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;67;21;46;0;0;6;5;0;0;0;6;2;2;0;0;3;2;1;2;5;6;6;21
Prov Flandre occidentale;MEDECINE AIGUE;19;4;15;0;0;1;0;1;2;0;0;0;0;0;0;5;2;3;3;1;1;0;0
Prov Flandre occidentale;GERIATRIE;32;16;16;0;0;5;2;5;1;0;2;0;1;0;0;0;2;0;1;3;3;3;4
Prov Flandre occidentale;MEDECINE D'ASSURANCE ET EXPERTISE MEDICALE;47;8;39;0;0;0;1;3;1;2;0;1;0;0;0;0;0;0;1;14;14;4;6
Prov Flandre occidentale;ONCOLOGIE MEDICALE;21;11;10;0;0;3;2;3;2;1;0;0;0;0;0;0;0;4;3;1;0;2;0
Prov Flandre occidentale;GESTION DE DONNEES DE SANTE;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
Prov Flandre orientale;MEDECINE DU TRAVAIL;144;81;63;0;0;9;14;8;23;12;8;6;1;0;0;2;8;4;3;5;18;9;14
Prov Flandre orientale;ANESTHESIE-REANIMATION;266;94;172;0;0;15;15;20;18;10;5;5;6;0;0;16;29;23;24;26;20;10;24
Prov Flandre orientale;CHIRURGIE;190;32;158;0;0;7;7;8;3;2;2;2;1;0;0;9;17;17;21;23;16;10;45
Prov Flandre orientale;NEUROCHIRURGIE;30;3;27;0;0;0;1;0;1;0;0;0;1;0;0;4;6;3;2;4;2;1;5
Prov Flandre orientale;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;35;6;29;0;0;0;1;2;1;1;0;1;0;0;0;3;5;2;7;2;3;4;3
Prov Flandre orientale;NEUROLOGIE;53;30;23;0;0;10;9;3;4;1;3;0;0;0;0;1;5;3;4;3;2;4;1
Prov Flandre orientale;PSYCHIATRIE;49;27;22;0;0;0;0;12;10;2;3;0;0;0;0;0;2;8;10;0;0;1;1
Prov Flandre orientale;GYNECOLOGIE-OBSTETRIQUE;160;67;93;0;0;13;13;16;14;4;3;2;2;0;0;3;7;6;7;12;15;9;34
Prov Flandre orientale;OPHTALMOLOGIE;143;81;62;0;1;8;16;10;8;14;8;6;10;0;1;2;2;4;7;9;4;9;24
Prov Flandre orientale;OTO-RHINO-LARYNGOLOGIE;77;28;49;0;0;4;7;2;6;3;3;1;2;0;0;1;6;5;3;9;8;3;14
Prov Flandre orientale;UROLOGIE;54;5;49;0;0;1;1;1;1;0;1;0;0;0;0;6;4;5;6;6;8;6;8
Prov Flandre orientale;CHIRURGIE ORTHOPEDIQUE;146;11;135;0;0;3;3;3;1;1;0;0;0;0;0;8;22;12;18;25;18;12;20
Prov Flandre orientale;STOMATOLOGIE;45;9;36;0;0;2;3;2;0;1;1;0;0;0;0;3;5;1;4;5;4;2;12
Prov Flandre orientale;DERMATO-VENEREOLOGIE;92;74;18;0;0;10;10;18;11;10;4;6;5;0;0;0;0;0;1;2;3;1;11
Prov Flandre orientale;PNEUMOLOGIE;58;17;41;0;0;2;10;4;0;0;1;0;0;0;0;3;3;5;5;13;4;3;5
Prov Flandre orientale;GASTRO-ENTEROLOGIE;76;21;55;0;0;2;12;4;0;1;1;1;0;0;0;3;7;7;8;9;9;5;7
Prov Flandre orientale;PEDIATRIE;173;98;75;0;0;14;16;23;19;11;4;7;4;0;0;3;5;5;5;5;8;12;32
Prov Flandre orientale;CARDIOLOGIE;127;27;100;0;0;5;8;7;5;0;1;0;1;0;0;7;17;12;15;14;10;15;10
Prov Flandre orientale;NEUROPSYCHIATRIE;31;6;25;0;0;0;0;0;1;0;2;1;2;0;0;0;0;0;0;5;2;5;13
Prov Flandre orientale;MEDECINE PHYSIQUE ET READAPTATION;76;35;41;0;0;3;7;7;4;8;2;3;1;0;0;2;5;4;12;5;6;2;5
Prov Flandre orientale;BIOLOGIE CLINIQUE;99;45;54;0;0;4;9;8;4;6;2;5;7;0;0;1;3;6;6;8;10;6;14
Prov Flandre orientale;RADIODIAGNOSTIC;177;34;143;0;1;3;12;8;4;2;1;1;2;0;0;9;17;13;29;20;21;11;23
Prov Flandre orientale;RADIOTHERAPIE-ONCOLOGIE;28;13;15;0;0;5;3;2;1;2;0;0;0;0;0;1;2;2;1;4;2;0;3
Prov Flandre orientale;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;20;17;3;0;0;4;6;3;0;1;1;2;0;0;0;1;1;0;0;0;1;0;0
Prov Flandre orientale;MEDECINE NUCLEAIRE;41;11;30;0;0;1;2;1;1;4;1;0;1;0;0;1;2;3;1;3;4;6;10
Prov Flandre orientale;ANATOMIE PATHOLOGIQUE;47;23;24;0;0;3;3;5;5;3;4;0;0;0;0;2;4;4;2;2;0;2;8
Prov Flandre orientale;MEDECINE INTERNE;191;62;129;0;0;18;11;9;9;6;2;3;4;0;0;3;8;11;10;14;8;16;59
Prov Flandre orientale;RHUMATOLOGIE;38;18;20;0;0;0;3;3;2;3;2;1;4;0;0;1;0;0;5;3;5;2;4
Prov Flandre orientale;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;110;45;65;0;0;12;9;2;0;3;6;12;1;0;0;6;7;1;0;11;12;12;16
Prov Flandre orientale;MEDECINE LEGALE;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1
Prov Flandre orientale;MEDECINE D'URGENCE;3;2;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Prov Flandre orientale;MEDECINE AIGUE;16;10;6;0;0;1;4;1;2;2;0;0;0;0;0;0;1;3;0;1;1;0;0
Prov Flandre orientale;GERIATRIE;33;19;14;0;0;3;4;4;2;3;2;1;0;0;0;0;1;3;0;3;5;2;0
Prov Flandre orientale;MEDECINE D'ASSURANCE ET EXPERTISE MEDICALE;78;22;56;0;0;0;0;7;1;10;2;2;0;0;0;0;1;4;4;7;20;15;5
Prov Flandre orientale;ONCOLOGIE MEDICALE;17;13;4;0;0;1;7;2;3;0;0;0;0;0;0;1;0;1;1;0;1;0;0
Prov Flandre orientale;GESTION DE DONNEES DE SANTE;4;2;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0
Prov Anvers;MEDECINE DU TRAVAIL;175;86;89;0;0;7;19;19;11;12;12;5;1;0;0;0;3;7;6;26;17;18;12
Prov Anvers;ANESTHESIE-REANIMATION;316;125;191;0;0;21;29;24;19;9;8;8;7;0;0;12;19;31;30;27;24;20;28
Prov Anvers;CHIRURGIE;237;37;200;0;0;8;11;5;1;4;5;1;2;0;0;16;20;25;23;33;27;16;40
Prov Anvers;NEUROCHIRURGIE;38;3;35;0;0;0;0;1;2;0;0;0;0;0;0;3;3;8;5;3;4;4;5
Prov Anvers;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;37;9;28;0;0;0;1;0;0;5;1;2;0;0;0;3;3;4;4;5;3;1;5
Prov Anvers;NEUROLOGIE;65;27;38;0;0;9;8;2;3;1;4;0;0;0;0;3;5;5;5;9;6;0;5
Prov Anvers;PSYCHIATRIE;69;36;33;0;0;0;2;17;13;4;0;0;0;0;0;0;3;13;12;5;0;0;0
Prov Anvers;GYNECOLOGIE-OBSTETRIQUE;184;77;107;0;0;13;19;17;13;6;5;0;4;0;0;6;5;7;17;10;14;14;34
Prov Anvers;OPHTALMOLOGIE;170;89;81;0;0;11;12;12;15;10;13;10;6;0;1;5;5;6;8;8;12;7;29
Prov Anvers;OTO-RHINO-LARYNGOLOGIE;93;37;56;0;0;9;5;8;4;5;4;2;0;0;0;1;6;5;7;11;7;4;15
Prov Anvers;UROLOGIE;69;7;62;0;0;2;2;1;0;2;0;0;0;0;0;5;11;5;9;4;11;6;11
Prov Anvers;CHIRURGIE ORTHOPEDIQUE;172;13;159;0;0;1;1;7;1;1;1;1;0;0;0;8;24;18;26;18;23;13;29
Prov Anvers;STOMATOLOGIE;46;8;38;0;0;2;1;3;0;2;0;0;0;0;0;3;3;3;6;7;3;2;11
Prov Anvers;DERMATO-VENEREOLOGIE;92;56;36;0;1;6;7;14;7;6;8;2;5;0;0;1;3;3;4;5;8;2;10
Prov Anvers;PNEUMOLOGIE;63;26;37;0;0;7;6;6;2;3;1;0;1;0;0;0;3;5;9;7;8;2;3
Prov Anvers;GASTRO-ENTEROLOGIE;75;18;57;0;0;5;5;2;5;1;0;0;0;0;0;9;10;4;10;8;6;6;4
Prov Anvers;PEDIATRIE;217;133;84;0;0;16;32;29;26;11;12;2;5;0;0;3;6;5;4;9;8;7;42
Prov Anvers;CARDIOLOGIE;131;22;109;0;0;3;5;5;5;1;1;2;0;0;0;12;17;14;17;12;15;8;14
Prov Anvers;NEUROPSYCHIATRIE;50;12;38;0;0;0;0;0;0;3;3;1;5;0;0;0;0;0;0;6;4;8;20
Prov Anvers;MEDECINE PHYSIQUE ET READAPTATION;74;36;38;0;1;3;6;9;8;4;1;0;4;0;0;3;4;2;9;5;4;7;4
Prov Anvers;BIOLOGIE CLINIQUE;65;36;29;0;0;2;5;6;6;4;4;3;6;0;0;0;0;2;8;6;5;3;5
Prov Anvers;RADIODIAGNOSTIC;206;47;159;0;0;4;6;10;11;4;8;2;2;0;0;10;10;16;22;27;24;16;34
Prov Anvers;RADIOTHERAPIE-ONCOLOGIE;33;17;16;0;0;3;4;5;2;1;1;1;0;0;0;2;1;3;0;7;1;0;2
Prov Anvers;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;58;43;15;0;0;9;18;6;3;5;1;1;0;0;0;2;3;1;1;0;5;1;2
Prov Anvers;MEDECINE NUCLEAIRE;27;4;23;0;0;1;1;0;1;1;0;0;0;0;0;3;0;4;5;3;2;3;3
Prov Anvers;ANATOMIE PATHOLOGIQUE;62;27;35;0;0;4;4;7;4;3;3;0;2;0;0;5;1;2;5;4;4;4;10
Prov Anvers;MEDECINE INTERNE;245;82;163;0;0;16;18;16;12;11;7;0;2;0;0;1;11;12;15;15;30;15;64
Prov Anvers;RHUMATOLOGIE;27;9;18;0;0;2;3;2;2;0;0;0;0;0;0;0;2;0;1;1;1;5;8
Prov Anvers;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;124;36;88;0;0;5;13;1;0;2;6;6;3;0;0;3;12;3;0;13;17;22;18
Prov Anvers;MEDECINE D'URGENCE;3;1;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
Prov Anvers;MEDECINE AIGUE;21;8;13;0;0;0;5;1;1;0;0;0;1;0;1;0;4;3;2;2;1;0;0
Prov Anvers;GERIATRIE;26;14;12;0;0;1;3;5;2;2;1;0;0;0;0;1;1;0;1;1;4;3;1
Prov Anvers;MEDECINE D'ASSURANCE ET EXPERTISE MEDICALE;75;26;49;0;0;1;2;7;6;6;2;2;0;0;0;0;1;3;5;9;13;12;6
Prov Anvers;ONCOLOGIE MEDICALE;20;9;11;0;0;2;2;2;1;2;0;0;0;0;0;0;2;2;1;4;1;0;1
Prov Anvers;GESTION DE DONNEES DE SANTE;6;1;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;1;0
Prov Limbourg;MEDECINE DU TRAVAIL;72;31;41;0;0;1;6;7;7;5;3;2;0;0;0;0;5;1;5;12;9;4;5
Prov Limbourg;ANESTHESIE-REANIMATION;126;52;74;0;0;5;10;15;10;2;5;1;4;0;0;8;15;8;9;12;8;4;10
Prov Limbourg;CHIRURGIE;83;14;69;0;0;1;2;4;2;4;0;1;0;0;0;3;10;9;10;8;6;7;16
Prov Limbourg;NEUROCHIRURGIE;18;3;15;0;0;0;2;0;1;0;0;0;0;0;0;1;2;4;1;2;3;0;2
Prov Limbourg;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;16;1;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;3;2;3;2;3
Prov Limbourg;NEUROLOGIE;18;8;10;0;0;2;1;1;2;1;0;1;0;0;0;3;1;2;1;0;1;2;0
Prov Limbourg;PSYCHIATRIE;42;23;19;0;0;0;2;12;6;2;0;0;1;0;0;0;0;10;6;2;1;0;0
Prov Limbourg;GYNECOLOGIE-OBSTETRIQUE;71;28;43;0;0;5;7;7;2;4;2;1;0;0;0;0;4;4;2;6;7;4;16
Prov Limbourg;OPHTALMOLOGIE;61;38;23;0;1;7;4;11;4;3;3;2;3;0;0;0;3;0;5;2;2;6;5
Prov Limbourg;OTO-RHINO-LARYNGOLOGIE;37;14;23;0;1;2;5;1;1;2;0;1;1;0;0;1;1;2;1;6;5;1;6
Prov Limbourg;UROLOGIE;29;1;28;0;0;0;0;0;1;0;0;0;0;0;0;0;4;7;5;4;4;2;2
Prov Limbourg;CHIRURGIE ORTHOPEDIQUE;62;2;60;0;0;0;1;1;0;0;0;0;0;0;0;7;6;7;7;11;9;5;8
Prov Limbourg;STOMATOLOGIE;18;3;15;0;0;0;1;0;1;0;0;0;1;0;0;4;3;1;1;3;2;1;0
Prov Limbourg;DERMATO-VENEREOLOGIE;50;35;15;0;1;6;9;2;11;2;1;1;2;0;0;0;3;1;1;1;1;1;7
Prov Limbourg;PNEUMOLOGIE;22;5;17;0;0;2;1;0;1;1;0;0;0;0;0;0;4;1;2;3;5;1;1
Prov Limbourg;GASTRO-ENTEROLOGIE;36;11;25;0;0;3;5;0;0;1;1;1;0;0;0;4;3;4;2;7;3;2;0
Prov Limbourg;PEDIATRIE;65;31;34;0;0;5;5;5;3;1;4;3;5;0;0;0;2;4;4;2;10;3;9
Prov Limbourg;CARDIOLOGIE;66;6;60;0;0;0;2;2;1;1;0;0;0;0;0;8;9;8;6;10;4;6;9
Prov Limbourg;NEUROPSYCHIATRIE;18;6;12;0;0;0;0;0;0;3;1;1;1;0;0;0;0;0;0;1;3;4;4
Prov Limbourg;MEDECINE PHYSIQUE ET READAPTATION;39;8;31;0;0;1;2;2;1;2;0;0;0;0;0;2;6;0;0;3;4;9;7
Prov Limbourg;BIOLOGIE CLINIQUE;31;10;21;0;0;1;2;3;3;0;0;0;1;0;0;1;3;1;3;1;5;3;4
Prov Limbourg;RADIODIAGNOSTIC;97;20;77;0;0;1;5;4;8;1;1;0;0;0;0;6;9;6;14;11;14;8;9
Prov Limbourg;RADIOTHERAPIE-ONCOLOGIE;11;4;7;0;0;1;1;1;1;0;0;0;0;0;0;1;0;0;0;3;2;0;1
Prov Limbourg;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;19;14;5;0;0;3;6;1;2;2;0;0;0;0;0;1;1;0;1;1;1;0;0
Prov Limbourg;MEDECINE NUCLEAIRE;21;6;15;0;0;0;1;3;1;0;1;0;0;0;0;0;1;0;4;1;4;1;4
Prov Limbourg;ANATOMIE PATHOLOGIQUE;23;9;14;0;0;0;2;2;4;0;1;0;0;0;0;0;1;1;1;2;3;3;3
Prov Limbourg;MEDECINE INTERNE;74;21;53;0;0;6;4;5;2;2;1;0;1;0;0;4;6;4;6;6;4;5;18
Prov Limbourg;RHUMATOLOGIE;15;5;10;0;0;0;0;1;2;2;0;0;0;0;0;0;0;1;2;0;2;1;4
Prov Limbourg;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;54;17;37;0;0;5;7;1;1;1;2;0;0;0;0;2;6;0;0;5;7;8;9
Prov Limbourg;MEDECINE AIGUE;15;5;10;0;0;0;3;1;1;0;0;0;0;0;1;0;3;3;1;1;1;0;0
Prov Limbourg;GERIATRIE;16;7;9;0;0;0;4;1;2;0;0;0;0;0;0;0;1;1;1;3;3;0;0
Prov Limbourg;MEDECINE D'ASSURANCE ET EXPERTISE MEDICALE;48;12;36;0;0;0;1;3;4;0;1;3;0;0;0;0;0;1;6;10;12;6;1
Prov Limbourg;ONCOLOGIE MEDICALE;8;4;4;0;0;2;2;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;1
Prov Limbourg;GESTION DE DONNEES DE SANTE;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0
Prov Brabant wallon;MEDECINE DU TRAVAIL;52;30;22;0;0;0;5;6;8;6;3;1;1;0;0;0;1;1;4;1;7;4;4
Prov Brabant wallon;ANESTHESIE-REANIMATION;131;57;74;0;0;10;9;5;6;3;5;6;13;0;0;4;10;12;10;11;12;9;6
Prov Brabant wallon;CHIRURGIE;108;14;94;0;0;1;0;2;1;5;3;2;0;0;0;0;10;10;11;10;16;10;27
Prov Brabant wallon;NEUROCHIRURGIE;10;3;7;0;0;0;0;3;0;0;0;0;0;0;0;0;1;1;3;0;0;0;2
Prov Brabant wallon;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;23;6;17;0;0;0;2;0;2;2;0;0;0;0;0;3;1;2;5;1;3;0;2
Prov Brabant wallon;NEUROLOGIE;36;19;17;0;0;1;5;5;2;4;1;1;0;0;0;1;6;4;3;1;0;1;1
Prov Brabant wallon;PSYCHIATRIE;90;37;53;0;0;0;2;8;4;9;7;2;5;0;0;0;4;3;5;5;12;6;18
Prov Brabant wallon;GYNECOLOGIE-OBSTETRIQUE;84;47;37;0;0;5;9;8;7;8;4;3;3;0;0;0;0;7;5;4;7;3;11
Prov Brabant wallon;OPHTALMOLOGIE;67;38;29;0;0;4;4;2;8;8;1;2;9;0;0;0;2;3;5;3;4;2;10
Prov Brabant wallon;OTO-RHINO-LARYNGOLOGIE;49;12;37;0;1;0;3;4;2;2;0;0;0;0;0;2;2;3;1;8;4;6;11
Prov Brabant wallon;UROLOGIE;22;2;20;0;0;0;0;1;1;0;0;0;0;0;0;0;4;2;4;1;1;4;4
Prov Brabant wallon;CHIRURGIE ORTHOPEDIQUE;77;4;73;0;0;0;1;1;1;0;1;0;0;0;0;2;7;9;12;11;12;6;14
Prov Brabant wallon;STOMATOLOGIE;25;4;21;0;0;1;0;1;0;1;0;0;1;0;0;1;0;3;0;2;4;2;9
Prov Brabant wallon;DERMATO-VENEREOLOGIE;54;40;14;0;1;3;6;4;11;4;7;2;2;0;0;0;1;0;1;0;3;2;7
Prov Brabant wallon;PNEUMOLOGIE;29;15;14;0;0;2;3;3;2;1;1;1;2;0;0;0;2;2;0;5;3;1;1
Prov Brabant wallon;GASTRO-ENTEROLOGIE;48;11;37;0;0;0;2;3;2;2;1;0;1;0;0;2;3;2;9;4;6;5;6
Prov Brabant wallon;PEDIATRIE;129;80;49;0;0;4;19;14;12;12;6;1;12;0;0;4;1;5;3;6;4;3;23
Prov Brabant wallon;CARDIOLOGIE;76;17;59;0;0;3;2;1;3;4;1;1;2;0;0;2;6;10;11;11;2;5;12
Prov Brabant wallon;NEUROPSYCHIATRIE;26;6;20;0;0;0;0;0;0;2;0;1;3;0;0;0;0;0;0;2;3;3;12
Prov Brabant wallon;MEDECINE PHYSIQUE ET READAPTATION;26;10;16;0;0;1;1;1;2;1;0;1;3;0;0;0;3;0;1;2;0;5;5
Prov Brabant wallon;BIOLOGIE CLINIQUE;66;32;34;0;0;3;0;1;2;6;6;1;13;0;0;0;1;0;2;2;4;5;20
Prov Brabant wallon;RADIODIAGNOSTIC;133;43;90;0;0;3;7;5;10;14;1;3;0;0;0;3;3;6;15;15;11;10;27
Prov Brabant wallon;RADIOTHERAPIE-ONCOLOGIE;22;8;14;0;0;0;1;0;0;2;2;2;1;0;0;1;1;1;1;5;1;0;4
Prov Brabant wallon;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;13;9;4;0;0;3;3;0;0;0;1;1;1;0;0;0;2;0;0;0;1;0;1
Prov Brabant wallon;MEDECINE NUCLEAIRE;32;12;20;0;0;1;0;1;6;2;1;1;0;0;0;0;0;1;4;2;4;3;6
Prov Brabant wallon;ANATOMIE PATHOLOGIQUE;20;10;10;0;0;0;1;3;2;1;2;1;0;0;0;0;0;0;1;1;3;3;2
Prov Brabant wallon;MEDECINE INTERNE;143;35;108;0;0;3;11;6;4;5;3;1;2;0;0;3;9;9;17;21;16;7;26
Prov Brabant wallon;RHUMATOLOGIE;10;4;6;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;2;0;1;1;2
Prov Brabant wallon;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;19;10;9;0;0;2;5;2;0;1;0;0;0;0;0;2;0;3;0;0;2;1;1
Prov Brabant wallon;MEDECINE D'URGENCE;2;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Prov Brabant wallon;MEDECINE AIGUE;34;13;21;0;0;1;2;7;1;1;1;0;0;0;0;0;5;4;5;3;2;2;0
Prov Brabant wallon;GERIATRIE;17;10;7;0;0;2;4;3;1;0;0;0;0;0;0;0;0;1;1;3;1;1;0
Prov Brabant wallon;MEDECINE D'ASSURANCE ET EXPERTISE MEDICALE;32;10;22;0;0;0;0;2;0;2;4;1;1;0;0;0;0;0;3;6;10;3;0
Prov Brabant wallon;ONCOLOGIE MEDICALE;11;4;7;0;0;1;0;1;1;0;1;0;0;0;0;0;1;2;0;0;1;0;3
Prov Brabant wallon;GESTION DE DONNEES DE SANTE;13;5;8;0;0;0;0;1;1;2;1;0;0;0;0;0;0;1;4;2;0;1;0
Prov Hainaut;MEDECINE DU TRAVAIL;71;43;28;0;0;0;8;3;7;9;8;5;3;0;0;0;5;1;1;2;4;8;7
Prov Hainaut;ANESTHESIE-REANIMATION;190;66;124;0;0;2;10;12;8;4;7;10;13;0;0;3;13;19;30;15;12;12;20
Prov Hainaut;CHIRURGIE;189;27;162;0;0;1;12;2;4;1;3;3;1;0;0;5;8;12;20;24;18;24;51
Prov Hainaut;NEUROCHIRURGIE;12;3;9;0;0;1;0;1;1;0;0;0;0;0;0;1;1;0;0;2;2;0;3
Prov Hainaut;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;8;3;5;0;0;0;2;0;0;1;0;0;0;0;0;0;1;1;1;1;0;1;0
Prov Hainaut;NEUROLOGIE;47;16;31;0;0;0;7;4;1;2;1;0;1;0;0;2;2;2;8;4;5;5;3
