Gebied-Specialiteit;Unnamed: 1;Totaal;Geslacht;Unnamed: 4;Vrouw;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11;Unnamed: 12;Man;Unnamed: 14;Unnamed: 15;Unnamed: 16;Unnamed: 17;Unnamed: 18;Unnamed: 19;Unnamed: 20;Unnamed: 21
;Gynaecologie-verloskunde;52.0;46;6;3;35;7;1;0;0;0;0;1;2;3;0;0;0;0;0;0
;Oftalmologie;20.0;11;9;1;9;1;0;0;0;0;0;0;8;0;0;0;1;0;0;0
;Otorhinolaryngologie;22.0;14;8;3;9;2;0;0;0;0;0;3;4;1;0;0;0;0;0;0
;Stomatologie;5.0;3;2;0;2;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Dermato-venereologie;13.0;10;3;1;8;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0
;Pediatrie;62.0;52;10;5;36;11;0;0;0;0;0;2;6;2;0;0;0;0;0;0
;Fysische geneeskunde en revalidatie;13.0;5;8;0;4;0;0;1;0;0;0;1;7;0;0;0;0;0;0;0
;Klinische biologie;12.0;7;5;0;4;3;0;0;0;0;0;0;5;0;0;0;0;0;0;0
;Rontgendiagnose;27.0;7;20;0;5;1;0;0;1;0;0;2;16;2;0;0;0;0;0;0
;Radiotherapie - oncologie;4.0;1;3;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
;Nucleaire geneeskunde;6.0;4;2;1;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Pathologische anatomie;5.0;4;1;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Medische oncologie;6.0;3;3;0;2;1;0;0;0;0;0;0;1;2;0;0;0;0;0;0
;Arbeidsgeneeskunde;6.0;2;4;0;0;0;1;0;0;1;0;0;1;0;1;2;0;0;0;0
Limburg;Alle specialiteiten;227.0;119;108;13;89;15;1;0;0;1;0;12;85;8;1;0;2;0;0;0
;Geriatrie;2.0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Urgentiegeneeskunde;16.0;7;9;2;4;1;0;0;0;0;0;0;8;0;0;0;1;0;0;0
;Gerechtelijke geneeskunde;1.0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Anesthesie-reanimatie;35.0;17;18;1;14;2;0;0;0;0;0;1;15;1;0;0;1;0;0;0
;Heelkunde;12.0;5;7;0;5;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0
;Neurochirurgie;3.0;1;2;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;"Plastische, reconstructieve en
esthetische heelkunde";2.0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Urologie;8.0;2;6;1;1;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0
;Orthopedische heelkunde;13.0;3;10;0;2;1;0;0;0;0;0;3;5;2;0;0;0;0;0;0
;Neurologie;5.0;3;2;1;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
;"Psychiatrie, meer bepaald kinder- en
jeugdpsychiatrie";7.0;7;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;"Psychiatrie, meer bepaald
volwassenpsychiatrie";14.0;9;5;0;8;1;0;0;0;0;0;1;4;0;0;0;0;0;0;0
;Pneumologie;3.0;2;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Gastro-enterologie;6.0;3;3;0;3;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0
;Cardiologie;5.0;2;3;0;0;2;0;0;0;0;0;0;1;2;0;0;0;0;0;0
;Inwendige geneeskunde;28.0;13;15;2;10;1;0;0;0;0;0;3;12;0;0;0;0;0;0;0
;Acute geneeskunde;2.0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
;Gynaecologie-verloskunde;13.0;11;2;2;7;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0
;Oftalmologie;9.0;7;2;1;5;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0
;Otorhinolaryngologie;8.0;8;0;2;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Stomatologie;11.0;2;9;0;2;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0
;Dermato-venereologie;3.0;1;2;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
;Pediatrie;7.0;5;2;1;3;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
;Fysische geneeskunde en revalidatie;2.0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Klinische biologie;1.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Rontgendiagnose;4.0;0;4;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0
;Radiotherapie - oncologie;1.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Pathologische anatomie;4.0;2;2;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Arbeidsgeneeskunde;2.0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Waals Brabant;Alle specialiteiten;290.0;176;114;19;134;22;0;0;1;0;0;9;87;17;0;0;0;0;1;0
;Geriatrie;13.0;10;3;3;6;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0
;Urgentiegeneeskunde;30.0;18;12;1;15;1;0;0;1;0;0;1;8;3;0;0;0;0;0;0
;Anesthesie-reanimatie;23.0;13;10;0;10;3;0;0;0;0;0;0;8;2;0;0;0;0;0;0
;Heelkunde;18.0;6;12;0;6;0;0;0;0;0;0;1;10;1;0;0;0;0;0;0
;Neurochirurgie;2.0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Urologie;6.0;3;3;0;1;2;0;0;0;0;0;0;3;0;0;0;0;0;0;0
;Orthopedische heelkunde;16.0;2;14;1;1;0;0;0;0;0;0;1;12;1;0;0;0;0;0;0
;Neurologie;6.0;2;4;1;1;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0
;"Psychiatrie, meer bepaald kinder- en
jeugdpsychiatrie";6.0;5;1;1;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;"Psychiatrie, meer bepaald
volwassenpsychiatrie";7.0;4;3;0;3;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0
;Pneumologie;5.0;3;2;0;2;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
;Gastro-enterologie;1.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Cardiologie;7.0;3;4;0;1;2;0;0;0;0;0;0;1;3;0;0;0;0;0;0
;Inwendige geneeskunde;44.0;28;16;5;21;2;0;0;0;0;0;2;14;0;0;0;0;0;0;0
;Acute geneeskunde;1.0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Gynaecologie-verloskunde;19.0;18;1;2;13;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0
;Oftalmologie;6.0;4;2;0;4;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Otorhinolaryngologie;4.0;2;2;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Stomatologie;4.0;2;2;0;2;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
;Dermato-venereologie;6.0;5;1;2;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Pediatrie;36.0;32;4;3;27;2;0;0;0;0;0;0;4;0;0;0;0;0;0;0
;Fysische geneeskunde en revalidatie;4.0;1;3;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
;Rontgendiagnose;15.0;5;10;0;5;0;0;0;0;0;0;2;8;0;0;0;0;0;0;0
;Radiotherapie - oncologie;1.0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
;Nucleaire geneeskunde;1.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Pathologische anatomie;1.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Medische oncologie;6.0;4;2;0;2;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0
;Arbeidsgeneeskunde;2.0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Henegouwen;Alle specialiteiten;386.0;235;151;23;172;31;6;2;1;0;0;14;109;24;2;1;0;0;0;1
;Geriatrie;15.0;11;4;1;6;2;0;1;1;0;0;1;2;1;0;0;0;0;0;0
;Urgentiegeneeskunde;34.0;16;18;0;13;3;0;0;0;0;0;1;14;2;1;0;0;0;0;0
;Anesthesie-reanimatie;33.0;15;18;1;14;0;0;0;0;0;0;1;12;5;0;0;0;0;0;0
;Heelkunde;34.0;24;10;2;18;4;0;0;0;0;0;1;8;1;0;0;0;0;0;0
;Neurochirurgie;4.0;2;2;0;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;"Plastische, reconstructieve en
esthetische heelkunde";5.0;3;2;0;2;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
;Urologie;6.0;4;2;0;2;2;0;0;0;0;0;1;0;1;0;0;0;0;0;0
;Orthopedische heelkunde;18.0;11;7;0;11;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0
;Neurologie;12.0;7;5;1;6;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0
;"Psychiatrie, meer bepaald kinder- en
jeugdpsychiatrie";6.0;4;2;1;2;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
;"Psychiatrie, meer bepaald
volwassenpsychiatrie";17.0;10;7;0;6;2;2;0;0;0;0;0;7;0;0;0;0;0;0;0
;Pneumologie;2.0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Gastro-enterologie;3.0;1;2;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Cardiologie;5.0;3;2;0;1;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Inwendige geneeskunde;55.0;27;28;3;23;1;0;0;0;0;0;3;23;2;0;0;0;0;0;0
;Reumatologie;2.0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Gynaecologie-verloskunde;24.0;20;4;3;16;1;0;0;0;0;0;1;2;1;0;0;0;0;0;0
;Oftalmologie;11.0;6;5;0;5;0;1;0;0;0;0;0;5;0;0;0;0;0;0;0
;Otorhinolaryngologie;9.0;7;2;1;4;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0
;Stomatologie;4.0;3;1;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Dermato-venereologie;6.0;6;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Pediatrie;33.0;26;7;3;19;4;0;0;0;0;0;1;6;0;0;0;0;0;0;0
;Fysische geneeskunde en revalidatie;7.0;3;4;0;3;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0
;Klinische biologie;5.0;0;5;0;0;0;0;0;0;0;0;1;1;2;0;1;0;0;0;0
;Rontgendiagnose;11.0;7;4;2;5;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0
;Radiotherapie - oncologie;3.0;1;2;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
;Nucleaire geneeskunde;3.0;2;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Pathologische anatomie;5.0;4;1;1;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
;Medische oncologie;3.0;1;2;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
;Arbeidsgeneeskunde;11.0;8;3;0;3;1;3;1;0;0;0;0;0;2;0;0;0;0;0;1
Luik;Alle specialiteiten;685.0;388;297;31;287;58;5;3;3;0;1;31;202;50;7;2;4;1;0;0
;Geriatrie;15.0;12;3;1;9;2;0;0;0;0;0;0;3;0;0;0;0;0;0;0
;Urgentiegeneeskunde;65.0;30;35;2;20;5;1;0;2;0;0;1;22;7;2;0;2;1;0;0
;Anesthesie-reanimatie;101.0;39;62;1;30;6;2;0;0;0;0;7;36;15;3;0;1;0;0;0
;Heelkunde;38.0;20;18;1;15;4;0;0;0;0;0;3;9;5;0;1;0;0;0;0
;Neurochirurgie;6.0;1;5;0;1;0;0;0;0;0;0;1;3;1;0;0;0;0;0;0
;"Plastische, reconstructieve en
esthetische heelkunde";7.0;3;4;1;1;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0
;Urologie;12.0;4;8;0;4;0;0;0;0;0;0;0;7;1;0;0;0;0;0;0
;Orthopedische heelkunde;25.0;10;15;1;4;5;0;0;0;0;0;2;13;0;0;0;0;0;0;0
;Neurologie;16.0;8;8;2;5;1;0;0;0;0;0;2;3;3;0;0;0;0;0;0
;"Psychiatrie, meer bepaald kinder- en
jeugdpsychiatrie";15.0;10;5;1;8;1;0;0;0;0;0;2;3;0;0;0;0;0;0;0
;"Psychiatrie, meer bepaald
volwassenpsychiatrie";20.0;10;10;0;6;3;0;1;0;0;0;1;9;0;0;0;0;0;0;0
;Pneumologie;17.0;9;8;0;7;2;0;0;0;0;0;0;5;3;0;0;0;0;0;0
;Gastro-enterologie;25.0;16;9;1;11;3;0;1;0;0;0;2;6;1;0;0;0;0;0;0
;Cardiologie;29.0;16;13;2;10;3;0;0;0;0;1;1;10;2;0;0;0;0;0;0
;Inwendige geneeskunde;58.0;41;17;5;31;3;1;1;0;0;0;4;13;0;0;0;0;0;0;0
;Reumatologie;7.0;6;1;0;6;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
;Acute geneeskunde;1.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Gynaecologie-verloskunde;35.0;33;2;4;26;3;0;0;0;0;0;0;1;1;0;0;0;0;0;0
;Oftalmologie;17.0;10;7;1;8;1;0;0;0;0;0;1;5;1;0;0;0;0;0;0
;Otorhinolaryngologie;16.0;11;5;1;9;1;0;0;0;0;0;0;5;0;0;0;0;0;0;0
;Stomatologie;4.0;0;4;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0
;Dermato-venereologie;6.0;4;2;0;4;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Pediatrie;47.0;41;6;5;29;7;0;0;0;0;0;0;6;0;0;0;0;0;0;0
;Fysische geneeskunde en revalidatie;16.0;9;7;0;8;1;0;0;0;0;0;0;5;2;0;0;0;0;0;0
;Klinische biologie;11.0;7;4;0;5;1;1;0;0;0;0;1;3;0;0;0;0;0;0;0
;Rontgendiagnose;29.0;10;19;0;9;1;0;0;0;0;0;2;14;3;0;0;0;0;0;0
;Radiotherapie - oncologie;9.0;7;2;1;5;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
;Nucleaire geneeskunde;6.0;2;4;0;2;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0
;Pathologische anatomie;9.0;4;5;0;4;0;0;0;0;0;0;0;3;0;1;1;0;0;0;0
;Medische oncologie;13.0;7;6;1;5;1;0;0;0;0;0;0;5;1;0;0;0;0;0;0
;Arbeidsgeneeskunde;10.0;7;3;0;4;2;0;0;1;0;0;0;1;0;1;0;1;0;0;0
Namen;Alle specialiteiten;201.0;97;104;14;69;10;4;0;0;0;0;13;67;19;1;1;1;1;0;1
;Geriatrie;6.0;4;2;1;2;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Urgentiegeneeskunde;18.0;9;9;0;7;2;0;0;0;0;0;0;8;1;0;0;0;0;0;0
;Anesthesie-reanimatie;27.0;8;19;0;8;0;0;0;0;0;0;2;15;2;0;0;0;0;0;0
;Heelkunde;14.0;5;9;0;4;1;0;0;0;0;0;2;6;1;0;0;0;0;0;0
;Neurochirurgie;4.0;2;2;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
;Urologie;2.0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Orthopedische heelkunde;12.0;4;8;0;4;0;0;0;0;0;0;0;6;1;0;0;1;0;0;0
;Neurologie;7.0;4;3;0;3;1;0;0;0;0;0;1;2;0;0;0;0;0;0;0
;"Psychiatrie, meer bepaald kinder- en
jeugdpsychiatrie";1.0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;"Psychiatrie, meer bepaald
volwassenpsychiatrie";5.0;5;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Pneumologie;3.0;1;2;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
;Gastro-enterologie;1.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Cardiologie;6.0;0;6;0;0;0;0;0;0;0;0;0;1;5;0;0;0;0;0;0
;Inwendige geneeskunde;27.0;11;16;2;9;0;0;0;0;0;0;5;10;1;0;0;0;0;0;0
;Reumatologie;1.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Gynaecologie-verloskunde;7.0;5;2;2;3;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
;Oftalmologie;6.0;4;2;0;4;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
;Otorhinolaryngologie;2.0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
;Stomatologie;1.0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
;Dermato-venereologie;4.0;4;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Pediatrie;18.0;15;3;5;9;0;1;0;0;0;0;1;2;0;0;0;0;0;0;0
;Fysische geneeskunde en revalidatie;3.0;2;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Klinische biologie;5.0;3;2;1;0;1;1;0;0;0;0;0;2;0;0;0;0;0;0;0
;Rontgendiagnose;7.0;0;7;0;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0
;Radiotherapie - oncologie;1.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
;Nucleaire geneeskunde;2.0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Pathologische anatomie;1.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Medische oncologie;3.0;3;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Arbeidsgeneeskunde;7.0;2;5;0;0;0;2;0;0;0;0;0;0;1;1;1;0;1;0;1
Luxemburg;Alle specialiteiten;62.0;33;29;2;25;5;0;0;1;0;0;2;25;2;0;0;0;0;0;0
;Geriatrie;1.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Urgentiegeneeskunde;1.0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Anesthesie-reanimatie;5.0;1;4;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
;Heelkunde;5.0;4;1;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Neurochirurgie;1.0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
;Orthopedische heelkunde;5.0;2;3;0;2;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
;"Psychiatrie, meer bepaald kinder- en
jeugdpsychiatrie";1.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;"Psychiatrie, meer bepaald
volwassenpsychiatrie";2.0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Pneumologie;1.0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Gastro-enterologie;1.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Cardiologie;1.0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Inwendige geneeskunde;13.0;6;7;0;6;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0
;Reumatologie;1.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Acute geneeskunde;2.0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Gynaecologie-verloskunde;4.0;4;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Oftalmologie;2.0;0;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
;Dermato-venereologie;2.0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Pediatrie;9.0;8;1;2;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Klinische biologie;1.0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Rontgendiagnose;2.0;0;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
;Arbeidsgeneeskunde;2.0;2;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"Brussels
Hoofdstedelijk Gewest";Alle specialiteiten;1211.0;678;533;35;476;143;16;6;1;1;0;27;343;143;15;4;1;0;0;0
;Geriatrie;24.0;20;4;0;14;5;1;0;0;0;0;0;3;1;0;0;0;0;0;0
;Urgentiegeneeskunde;107.0;58;49;3;27;21;6;1;0;0;0;4;20;17;5;3;0;0;0;0
;Gerechtelijke geneeskunde;1.0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Anesthesie-reanimatie;133.0;63;70;1;43;17;2;0;0;0;0;1;45;21;3;0;0;0;0;0
;Heelkunde;79.0;35;44;2;28;5;0;0;0;0;0;1;25;16;2;0;0;0;0;0
;Neurochirurgie;12.0;4;8;0;3;1;0;0;0;0;0;0;6;2;0;0;0;0;0;0
;"Plastische, reconstructieve en
esthetische heelkunde";10.0;4;6;0;4;0;0;0;0;0;0;1;1;4;0;0;0;0;0;0
;Urologie;21.0;9;12;0;7;2;0;0;0;0;0;0;8;4;0;0;0;0;0;0
;Orthopedische heelkunde;51.0;12;39;0;6;6;0;0;0;0;0;2;26;11;0;0;0;0;0;0
;Neurologie;32.0;21;11;2;17;2;0;0;0;0;0;0;9;2;0;0;0;0;0;0
;"Psychiatrie, meer bepaald kinder- en
jeugdpsychiatrie";31.0;28;3;0;19;7;1;1;0;0;0;0;3;0;0;0;0;0;0;0
;"Psychiatrie, meer bepaald
volwassenpsychiatrie";64.0;35;29;1;22;8;1;1;1;1;0;0;20;8;0;0;1;0;0;0
;Pneumologie;15.0;10;5;0;5;5;0;0;0;0;0;0;3;2;0;0;0;0;0;0
;Gastro-enterologie;18.0;10;8;0;5;5;0;0;0;0;0;0;3;4;1;0;0;0;0;0
;Cardiologie;26.0;13;13;0;4;9;0;0;0;0;0;0;2;10;1;0;0;0;0;0
;Inwendige geneeskunde;172.0;88;84;5;77;6;0;0;0;0;0;9;60;12;3;0;0;0;0;0
;Reumatologie;2.0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Gynaecologie-verloskunde;58.0;54;4;6;36;12;0;0;0;0;0;0;4;0;0;0;0;0;0;0
;Oftalmologie;32.0;20;12;0;16;3;0;1;0;0;0;2;8;2;0;0;0;0;0;0
;Otorhinolaryngologie;21.0;8;13;0;7;1;0;0;0;0;0;1;9;3;0;0;0;0;0;0
;Stomatologie;17.0;5;12;1;4;0;0;0;0;0;0;1;9;2;0;0;0;0;0;0
;Dermato-venereologie;25.0;21;4;2;17;2;0;0;0;0;0;0;4;0;0;0;0;0;0;0
;Pediatrie;112.0;86;26;7;68;11;0;0;0;0;0;0;24;2;0;0;0;0;0;0
;Fysische geneeskunde en revalidatie;19.0;12;7;2;5;4;1;0;0;0;0;0;6;1;0;0;0;0;0;0
;Klinische biologie;15.0;3;12;1;1;0;1;0;0;0;0;2;4;6;0;0;0;0;0;0
;Rontgendiagnose;68.0;32;36;2;24;4;2;0;0;0;0;2;28;6;0;0;0;0;0;0
;Radiotherapie - oncologie;8.0;1;7;0;0;1;0;0;0;0;0;0;5;2;0;0;0;0;0;0
;Nucleaire geneeskunde;7.0;2;5;0;1;1;0;0;0;0;0;1;3;1;0;0;0;0;0;0
;Pathologische anatomie;15.0;11;4;0;10;1;0;0;0;0;0;0;1;3;0;0;0;0;0;0
;Medische oncologie;8.0;5;3;0;3;2;0;0;0;0;0;0;3;0;0;0;0;0;0;0
;Arbeidsgeneeskunde;8.0;6;2;0;2;1;1;2;0;0;0;0;0;1;0;1;0;0;0;0
