Gebied-Specialiteit;Unnamed: 1;Totaal;Geslacht;Unnamed: 4;Vrouw;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11;Unnamed: 12;Unnamed: 13;Man;Unnamed: 15;Unnamed: 16;Unnamed: 17;Unnamed: 18;Unnamed: 19;Unnamed: 20;Unnamed: 21;Unnamed: 22
;"Plastische, reconstructieve en
esthetische heelkunde";46.0;8;38;0;0;2;0;2;1;1;1;1;0;4;2;9;2;3;9;2;7
;Urologie;73.0;18;55;0;6;6;2;1;2;0;1;0;0;7;3;8;4;2;8;7;16
;Orthopedische heelkunde;157.0;14;143;0;3;3;1;2;3;2;0;0;0;14;9;19;13;16;21;20;31
;Neurologie;71.0;41;30;0;5;12;8;5;6;2;1;2;0;3;3;3;6;2;4;1;8
;Psychiatrie;48.0;25;23;0;0;0;0;3;15;4;0;3;0;0;0;0;8;7;6;0;2
;Neuropsychiatrie;21.0;5;16;0;0;0;0;0;0;1;1;3;0;0;0;0;0;0;0;4;12
;"Psychiatrie, meer bepaald kinder- en
jeugdpsychiatrie";49.0;43;6;0;9;11;9;7;2;1;1;3;0;1;1;3;0;0;0;1;0
;"Psychiatrie, meer bepaald
volwassenpsychiatrie";133.0;68;65;0;9;17;13;7;2;2;4;14;0;2;4;7;8;0;2;15;27
;Pneumologie;82.0;36;46;0;6;13;7;8;1;0;0;1;0;3;4;4;4;7;4;13;7
;Gastro-enterologie;108.0;39;69;0;9;7;10;7;3;0;1;2;0;6;6;6;6;9;10;9;17
;Cardiologie;148.0;36;112;0;4;8;7;8;5;2;1;1;0;6;9;16;16;15;14;9;27
;Inwendige geneeskunde;210.0;88;122;1;21;17;13;13;5;6;6;6;0;7;7;8;9;7;17;7;60
;Reumatologie;42.0;21;21;0;2;2;2;2;3;2;4;4;0;1;2;1;0;2;4;6;5
;Acute geneeskunde;15.0;8;7;0;0;0;3;1;1;1;2;0;0;0;1;1;2;1;0;1;1
;Gynaecologie-verloskunde;183.0;103;80;0;20;16;18;14;17;10;5;3;0;1;2;4;6;6;13;11;37
;Oftalmologie;161.0;96;65;0;12;6;14;17;6;9;14;18;1;3;4;4;4;6;9;4;30
;Otorhinolaryngologie;91.0;40;51;0;5;4;7;7;6;5;2;4;0;4;2;3;6;6;3;10;17
;Stomatologie;55.0;14;41;0;1;2;3;5;1;0;2;0;0;5;5;3;4;4;3;8;9
;Dermato-venereologie;113.0;96;17;1;17;8;16;12;18;9;5;10;0;2;1;0;0;0;3;3;8
;Pediatrie;215.0;146;69;1;29;14;23;20;19;21;7;12;0;6;1;4;6;3;3;7;39
;Fysische geneeskunde en revalidatie;91.0;43;48;0;8;3;7;6;6;5;5;3;0;7;4;2;4;5;13;4;9
;Klinische biologie;98.0;50;48;0;2;5;12;10;4;7;2;8;0;0;1;1;4;7;9;4;22
;Rontgendiagnose;209.0;59;150;0;9;8;14;14;5;4;1;4;0;13;11;14;14;18;27;22;31
;Radiotherapie - oncologie;30.0;14;16;0;1;3;4;3;2;1;0;0;0;2;1;3;0;3;1;5;1
;Nucleaire geneeskunde;44.0;14;30;0;4;1;2;0;2;2;2;1;0;4;1;1;4;2;2;2;14
;Pathologische anatomie;59.0;30;29;0;4;3;6;3;5;4;2;3;0;2;0;5;8;1;4;0;9
;Medische oncologie;34.0;24;10;0;7;3;4;6;2;1;1;0;0;2;1;1;2;0;2;0;2
;Klinische genetica;13.0;6;7;0;0;0;1;3;0;0;1;1;0;0;0;2;3;1;1;0;0
;Arbeidsgeneeskunde;173.0;97;76;0;0;5;16;20;13;20;13;10;0;1;1;9;8;3;6;12;36
;"Verzekeringsgeneeskunde en
medische expertise";75.0;21;54;0;0;1;0;3;4;3;6;4;0;0;0;1;0;4;10;5;34
Antwerpen;Alle specialiteiten;4056.0;1698;2358;5;257;220;263;282;234;164;118;155;0;167;174;214;243;231;309;292;728
;Geriatrie;50.0;25;25;0;2;4;2;5;7;2;2;1;0;1;4;1;1;2;3;5;8
;Urgentiegeneeskunde;41.0;24;17;0;10;11;0;2;0;1;0;0;0;9;3;2;2;1;0;0;0
;Gerechtelijke geneeskunde;2.0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
;Beheer van gezondheidsgegevens;6.0;1;5;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;2;0
;Anesthesie-reanimatie;407.0;186;221;0;44;21;27;33;20;15;11;15;0;20;23;24;24;36;23;24;47
;Heelkunde;266.0;55;211;0;10;12;8;10;2;5;2;6;0;17;13;19;24;22;24;34;58
;Neurochirurgie;46.0;4;42;0;1;1;0;0;2;0;0;0;0;0;6;10;4;7;4;2;9
;"Plastische, reconstructieve en
esthetische heelkunde";44.0;14;30;0;1;3;1;0;0;1;6;2;0;0;3;2;3;6;3;5;8
;Urologie;82.0;13;69;0;2;3;3;2;1;1;1;0;0;5;5;10;12;4;9;4;20
;Orthopedische heelkunde;207.0;26;181;0;8;5;1;2;6;1;2;1;0;11;15;20;23;19;27;22;44
;Neurologie;101.0;48;53;0;11;13;7;7;4;2;2;2;0;7;2;6;5;7;6;10;10
;Psychiatrie;68.0;37;31;0;0;0;0;8;18;10;1;0;0;0;0;1;10;10;7;3;0
;Neuropsychiatrie;34.0;7;27;0;0;0;0;0;0;1;0;6;0;0;0;0;0;0;0;4;23
;"Psychiatrie, meer bepaald kinder- en
jeugdpsychiatrie";81.0;64;17;0;8;9;20;15;4;4;2;2;0;1;2;2;4;0;1;1;6
;"Psychiatrie, meer bepaald
volwassenpsychiatrie";150.0;59;91;0;9;9;14;10;2;1;4;10;0;7;2;8;11;1;3;17;42
;Pneumologie;86.0;39;47;0;5;5;10;7;5;2;4;1;0;5;3;3;3;4;9;6;14
;Gastro-enterologie;99.0;33;66;0;4;12;3;6;4;3;1;0;0;6;3;12;9;4;11;8;13
;Cardiologie;173.0;36;137;0;5;9;5;7;4;3;0;3;0;11;15;22;17;17;15;14;26
;Inwendige geneeskunde;259.0;110;149;0;16;17;28;14;14;9;7;5;0;9;10;6;12;13;15;9;75
;Reumatologie;29.0;13;16;0;3;1;3;4;2;0;0;0;0;1;1;2;0;0;1;1;10
;Acute geneeskunde;36.0;14;22;1;0;1;4;5;0;0;2;1;0;2;2;5;4;4;2;3;0
;Gynaecologie-verloskunde;227.0;115;112;0;25;15;21;20;14;8;10;2;0;4;2;7;7;12;16;12;52
;Oftalmologie;190.0;113;77;3;13;11;13;14;12;19;7;21;0;3;5;5;7;3;11;8;35
;Otorhinolaryngologie;103.0;51;52;0;10;8;9;4;7;3;4;6;0;1;5;3;5;6;9;8;15
;Stomatologie;57.0;13;44;0;4;2;1;3;1;2;0;0;0;2;6;6;4;4;8;5;9
;Dermato-venereologie;110.0;70;40;1;7;5;11;11;12;4;6;13;0;2;3;3;4;2;6;7;13
;Pediatrie;257.0;171;86;0;29;17;23;33;24;22;10;13;0;7;4;8;5;7;6;8;41
;Fysische geneeskunde en revalidatie;84.0;43;41;0;5;3;4;7;9;8;3;4;0;4;3;3;4;4;8;2;13
;Klinische biologie;75.0;43;32;0;3;4;6;4;9;3;5;9;0;2;3;0;2;5;6;5;9
;Rontgendiagnose;243.0;67;176;0;9;8;7;8;15;6;5;9;0;17;18;11;16;12;33;22;47
;Radiotherapie - oncologie;43.0;22;21;0;4;1;6;2;4;2;2;1;0;2;4;2;2;2;4;3;2
;Nucleaire geneeskunde;32.0;6;26;0;1;0;2;1;1;1;0;0;0;3;2;2;3;4;2;3;7
;Pathologische anatomie;67.0;35;32;0;2;4;5;6;7;3;4;4;0;2;3;2;3;1;5;3;13
;Medische oncologie;29.0;13;16;0;3;2;1;3;2;1;1;0;0;4;1;1;2;3;2;2;1
;Klinische genetica;9.0;7;2;0;0;0;1;1;1;2;1;1;0;0;1;0;0;0;0;1;0
;Arbeidsgeneeskunde;191.0;97;94;0;2;4;15;26;13;13;9;15;0;2;1;6;7;6;21;15;36
;"Verzekeringsgeneeskunde en
medische expertise";72.0;23;49;0;0;0;2;2;8;5;4;2;0;0;0;0;3;2;8;14;22
Limburg;Alle specialiteiten;1620.0;634;986;2;88;93;92;120;94;66;30;49;0;54;58;107;111;88;144;138;286
;Geriatrie;26.0;14;12;0;6;0;1;5;1;1;0;0;0;0;0;2;1;1;2;4;2
;Urgentiegeneeskunde;9.0;6;3;0;1;4;0;1;0;0;0;0;0;2;1;0;0;0;0;0;0
;Beheer van gezondheidsgegevens;3.0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0
;Anesthesie-reanimatie;160.0;68;92;0;9;9;9;11;13;7;3;7;0;13;7;15;10;10;12;10;15
;Heelkunde;101.0;20;81;0;3;4;1;5;2;3;2;0;0;4;6;10;12;6;10;6;27
;Neurochirurgie;22.0;4;18;0;0;0;0;2;1;1;0;0;0;2;1;2;4;1;1;4;3
;"Plastische, reconstructieve en
esthetische heelkunde";14.0;0;14;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;6
;Urologie;32.0;2;30;0;1;0;0;0;1;0;0;0;0;3;3;1;5;4;5;4;5
;Orthopedische heelkunde;67.0;6;61;0;1;1;2;2;0;0;0;0;0;4;3;10;8;6;10;7;13
;Neurologie;39.0;20;19;0;4;5;3;1;3;1;1;2;0;2;3;3;2;0;3;2;4
;Psychiatrie;42.0;24;18;0;0;0;0;8;8;8;0;0;0;0;0;0;2;11;4;0;1
;Neuropsychiatrie;11.0;5;6;0;0;0;0;0;0;1;2;2;0;0;0;0;0;0;0;0;6
;"Psychiatrie, meer bepaald kinder- en
jeugdpsychiatrie";31.0;24;7;0;1;8;6;4;3;1;1;0;0;0;2;1;1;0;2;0;1
;"Psychiatrie, meer bepaald
volwassenpsychiatrie";71.0;30;41;0;3;6;9;6;2;1;3;0;0;0;2;4;6;0;2;5;22
;Pneumologie;33.0;9;24;0;1;2;4;0;1;1;0;0;0;1;3;5;2;1;4;5;3
;Gastro-enterologie;45.0;20;25;0;6;3;5;2;0;1;1;2;0;1;1;4;4;3;5;4;3
;Cardiologie;72.0;9;63;0;2;2;0;2;2;1;0;0;0;4;3;13;6;6;10;7;14
;Inwendige geneeskunde;76.0;26;50;0;2;5;6;7;1;2;1;2;0;1;4;3;3;6;6;3;24
;Reumatologie;18.0;8;10;0;1;2;0;0;1;3;1;0;0;0;1;0;0;1;2;0;6
;Acute geneeskunde;14.0;3;11;0;0;0;0;2;1;0;0;0;0;0;1;1;4;3;0;1;1
;Gynaecologie-verloskunde;85.0;49;36;0;15;5;7;8;7;2;2;3;0;2;0;2;4;4;3;5;16
;Oftalmologie;74.0;50;24;2;9;7;7;6;8;3;2;6;0;2;0;1;2;1;4;4;10
;Otorhinolaryngologie;46.0;22;24;0;4;5;3;5;0;1;2;2;0;3;1;2;1;1;4;8;4
;Stomatologie;26.0;5;21;0;1;0;2;1;1;0;0;0;0;2;2;4;4;1;3;3;2
;Dermato-venereologie;52.0;37;15;0;4;4;5;6;5;7;2;4;0;0;0;2;2;1;1;2;7
;Pediatrie;69.0;38;31;0;4;4;7;9;2;2;1;9;0;0;0;1;3;3;4;6;14
;Fysische geneeskunde en revalidatie;41.0;11;30;0;2;0;3;0;3;1;2;0;0;1;3;2;5;1;3;4;11
;Klinische biologie;29.0;11;18;0;0;2;1;3;4;1;0;0;0;0;3;2;2;1;2;4;4
;Rontgendiagnose;109.0;28;81;0;2;7;2;4;6;5;0;2;0;6;6;9;9;6;14;14;17
;Radiotherapie - oncologie;15.0;8;7;0;2;3;2;1;0;0;0;0;0;0;1;1;0;0;0;4;1
;Nucleaire geneeskunde;20.0;8;12;0;0;2;0;1;3;1;0;1;0;0;0;0;1;0;4;1;6
;Pathologische anatomie;26.0;12;14;0;1;3;0;2;3;2;1;0;0;0;0;1;1;0;2;4;6
;Medische oncologie;11.0;8;3;0;2;0;5;1;0;0;0;0;0;0;0;0;1;1;1;0;0
;Klinische genetica;1.0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Arbeidsgeneeskunde;81.0;36;45;0;1;0;1;12;8;8;3;3;0;1;0;5;4;1;12;8;14
;"Verzekeringsgeneeskunde en
medische expertise";49.0;12;37;0;0;0;0;3;4;1;0;4;0;0;0;0;0;4;7;8;18
Waals Brabant;Alle specialiteiten;2048.0;871;1177;2;81;95;113;119;116;106;107;132;2;45;62;97;103;133;160;144;431
;Geriatrie;20.0;13;7;0;2;1;4;3;3;0;0;0;0;0;0;0;0;1;1;4;1
;Urgentiegeneeskunde;18.0;10;8;0;2;6;0;1;1;0;0;0;0;2;2;1;3;0;0;0;0
;Beheer van gezondheidsgegevens;13.0;5;8;0;0;0;0;0;2;1;2;0;0;0;0;0;1;2;3;1;1
;Anesthesie-reanimatie;186.0;76;110;0;9;10;12;12;6;3;2;22;0;5;21;18;13;11;10;11;21
;Heelkunde;122.0;22;100;0;2;5;1;2;2;0;9;1;0;2;2;6;11;12;13;8;46
;Neurochirurgie;7.0;1;6;0;0;0;0;0;1;0;0;0;0;1;0;0;2;0;2;0;1
;"Plastische, reconstructieve en
esthetische heelkunde";25.0;7;18;0;2;1;0;1;1;1;1;0;0;0;3;1;1;3;4;1;5
;Urologie;28.0;3;25;0;0;0;1;0;1;1;0;0;0;1;5;2;4;2;2;1;8
;Orthopedische heelkunde;88.0;8;80;0;0;3;1;2;0;1;1;0;0;4;3;4;8;11;12;12;26
;Neurologie;51.0;29;22;0;1;6;4;5;4;5;1;3;0;2;1;5;2;6;2;1;3
;Psychiatrie;91.0;37;54;0;0;0;1;4;9;3;12;8;0;0;1;1;4;4;7;8;29
;Neuropsychiatrie;24.0;7;17;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;1;0;16
;"Psychiatrie, meer bepaald kinder- en
jeugdpsychiatrie";21.0;17;4;0;0;4;4;5;1;0;0;3;0;0;0;1;1;0;0;0;2
;"Psychiatrie, meer bepaald
volwassenpsychiatrie";34.0;19;15;0;4;3;6;5;0;0;1;0;0;0;2;4;3;3;0;1;2
;Pneumologie;35.0;18;17;0;0;2;4;3;3;2;0;4;0;0;0;3;1;2;2;6;3
;Gastro-enterologie;64.0;18;46;0;2;4;1;2;2;4;2;1;0;3;1;4;3;8;7;7;13
;Cardiologie;100.0;26;74;0;4;2;6;3;2;2;4;3;0;5;3;10;4;11;13;8;20
;Inwendige geneeskunde;160.0;53;107;0;6;4;7;11;9;8;5;3;1;5;5;4;11;8;23;14;36
;Reumatologie;14.0;6;8;0;2;0;1;1;0;0;0;2;0;1;0;0;1;0;2;0;4
;Acute geneeskunde;31.0;9;22;0;0;0;1;3;3;1;1;0;0;1;0;1;6;6;4;2;2
;Gynaecologie-verloskunde;108.0;68;40;0;9;4;12;10;10;7;10;6;0;1;1;0;3;6;5;6;18
;Oftalmologie;84.0;53;31;1;2;8;6;4;5;12;2;13;1;4;0;2;3;4;4;4;9
;Otorhinolaryngologie;51.0;21;30;0;3;6;3;1;4;2;2;0;0;0;1;1;3;2;4;5;14
;Stomatologie;30.0;5;25;0;2;0;0;1;0;0;1;1;0;2;1;2;1;3;2;4;10
;Dermato-venereologie;63.0;50;13;1;3;3;7;7;7;5;8;9;0;0;0;0;1;2;1;0;9
;Pediatrie;150.0;100;50;0;12;9;18;13;13;12;11;12;0;2;1;5;4;3;3;9;23
;Fysische geneeskunde en revalidatie;35.0;16;19;0;4;2;2;2;2;2;0;2;0;0;1;3;0;1;1;2;11
;Klinische biologie;68.0;36;32;0;1;2;3;1;1;6;5;17;0;0;1;1;1;2;2;3;22
;Rontgendiagnose;145.0;52;93;0;7;4;4;7;8;10;8;4;0;3;6;9;4;12;13;13;33
;Radiotherapie - oncologie;15.0;6;9;0;0;0;0;0;0;1;3;2;0;0;1;1;1;1;1;1;3
;Nucleaire geneeskunde;29.0;12;17;0;0;0;1;0;3;6;0;2;0;0;0;0;1;1;2;1;12
;Pathologische anatomie;28.0;16;12;0;1;2;0;2;4;2;3;2;0;0;0;2;0;0;2;3;5
;Medische oncologie;18.0;8;10;0;1;4;0;0;1;0;1;1;0;1;0;2;1;1;1;1;3
;Klinische genetica;4.0;2;2;0;0;0;1;0;1;0;0;0;0;0;0;2;0;0;0;0;0
;Arbeidsgeneeskunde;53.0;31;22;0;0;0;2;7;6;7;8;1;0;0;0;1;1;4;3;3;10
;"Verzekeringsgeneeskunde en
medische expertise";35.0;11;24;0;0;0;0;1;1;2;3;4;0;0;0;1;0;1;8;4;10
Henegouwen;Alle specialiteiten;2454.0;980;1474;1;94;130;126;151;118;91;75;194;1;49;76;88;130;144;196;199;591
;Geriatrie;34.0;24;10;0;6;4;3;3;1;4;1;2;0;0;1;2;2;0;1;1;3
;Urgentiegeneeskunde;23.0;7;16;0;2;4;1;0;0;0;0;0;0;3;5;1;3;2;1;1;0
;Beheer van gezondheidsgegevens;4.0;2;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;0
;Anesthesie-reanimatie;196.0;76;120;0;6;9;8;13;9;8;3;20;0;3;6;12;11;17;28;12;31
;Heelkunde;176.0;36;140;0;3;7;6;6;3;2;3;6;0;3;8;9;9;12;16;21;62
;Neurochirurgie;18.0;5;13;0;1;2;0;1;0;1;0;0;0;2;1;1;3;1;0;2;3
;"Plastische, reconstructieve en
esthetische heelkunde";18.0;6;12;0;1;1;1;1;1;1;0;0;0;2;1;3;0;2;2;1;1
;Urologie;43.0;7;36;0;1;0;3;0;0;1;2;0;0;2;4;3;3;4;4;4;12
;Orthopedische heelkunde;121.0;6;115;0;0;1;1;1;0;1;0;2;0;7;12;11;7;19;17;11;31
;Neurologie;58.0;21;37;0;0;5;6;4;2;1;1;2;0;1;2;4;4;4;7;6;9
;Psychiatrie;93.0;39;54;0;0;4;0;8;7;3;5;12;0;0;1;1;6;5;6;10;25
;Neuropsychiatrie;18.0;3;15;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;14
;"Psychiatrie, meer bepaald kinder- en
jeugdpsychiatrie";17.0;10;7;0;2;4;1;2;1;0;0;0;0;0;0;2;2;2;0;0;1
;"Psychiatrie, meer bepaald
volwassenpsychiatrie";32.0;22;10;0;3;5;6;4;3;0;1;0;0;1;1;2;3;2;0;0;1
;Pneumologie;79.0;26;53;0;1;1;6;5;3;1;3;6;0;1;1;3;6;6;8;8;20
;Gastro-enterologie;69.0;20;49;0;4;2;2;3;1;1;0;7;0;1;0;4;9;8;4;7;16
;Cardiologie;110.0;22;88;0;4;3;2;2;3;2;2;4;0;1;4;7;7;6;13;13;37
;Inwendige geneeskunde;179.0;63;116;0;7;12;13;11;9;2;2;7;0;4;6;5;9;10;22;17;43
;Reumatologie;30.0;13;17;0;0;3;2;3;1;0;1;3;0;0;1;0;1;1;3;3;8
;Acute geneeskunde;37.0;17;20;0;0;0;3;5;4;3;1;1;0;0;0;0;3;7;4;2;4
;Gynaecologie-verloskunde;183.0;92;91;0;13;12;11;14;16;7;4;15;0;4;2;4;10;6;11;16;38
;Oftalmologie;76.0;40;36;0;5;1;6;5;4;4;3;12;1;0;2;2;1;3;2;6;19
;Otorhinolaryngologie;61.0;27;34;0;2;4;3;3;7;3;3;2;0;1;0;1;4;2;5;4;17
;Stomatologie;24.0;9;15;0;1;0;2;2;1;1;0;2;0;0;1;0;1;3;2;1;7
;Dermato-venereologie;72.0;51;21;1;3;7;4;6;6;6;5;13;0;0;2;2;1;0;4;3;9
;Pediatrie;160.0;104;56;0;12;18;16;17;9;7;5;20;0;1;3;1;2;6;3;4;36
;Fysische geneeskunde en revalidatie;45.0;21;24;0;4;3;2;4;1;1;1;5;0;1;1;1;2;1;2;4;12
;Klinische biologie;56.0;27;29;0;3;1;1;2;1;3;4;12;0;1;1;0;1;0;2;5;19
;Rontgendiagnose;160.0;56;104;0;7;6;9;6;6;8;3;11;0;4;5;5;6;10;11;13;50
;Radiotherapie - oncologie;18.0;9;9;0;1;3;0;2;0;0;0;3;0;0;2;0;4;0;0;2;1
;Nucleaire geneeskunde;28.0;11;17;0;0;3;1;1;1;2;1;2;0;0;0;0;0;2;3;1;11
;Pathologische anatomie;35.0;19;16;0;1;2;1;2;1;5;0;7;0;3;2;1;1;0;1;1;7
;Medische oncologie;26.0;13;13;0;1;2;0;1;7;0;1;1;0;2;1;0;1;1;4;1;3
;Klinische genetica;3.0;2;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0
;Arbeidsgeneeskunde;86.0;57;29;0;0;1;5;12;8;9;11;11;0;1;0;1;5;1;2;5;14
;"Verzekeringsgeneeskunde en
medische expertise";66.0;17;49;0;0;0;0;1;2;2;9;3;0;0;0;0;3;1;5;13;27
Luik;Alle specialiteiten;3156.0;1400;1756;5;179;201;185;218;160;131;96;225;2;114;120;128;155;174;190;215;658
;Geriatrie;34.0;28;6;0;6;5;4;7;4;1;0;1;0;0;1;1;0;1;0;1;2
;Urgentiegeneeskunde;33.0;13;20;0;7;2;2;1;1;0;0;0;0;2;8;5;3;1;1;0;0
;Gerechtelijke geneeskunde;7.0;2;5;0;0;0;1;1;0;0;0;0;0;0;2;2;0;0;0;0;1
;Beheer van gezondheidsgegevens;1.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
;Anesthesie-reanimatie;323.0;117;206;2;12;22;14;26;10;12;2;17;0;27;16;23;31;24;17;23;45
;Heelkunde;164.0;35;129;0;3;6;2;7;8;8;1;0;0;7;8;10;7;7;19;22;49
;Neurochirurgie;25.0;4;21;0;1;1;0;0;0;1;1;0;0;2;3;2;2;2;4;2;4
;"Plastische, reconstructieve en
esthetische heelkunde";29.0;8;21;0;0;2;2;1;0;1;1;1;0;3;4;4;1;3;3;0;3
;Urologie;51.0;6;45;0;1;2;1;0;1;0;1;0;0;4;3;3;6;3;5;5;16
;Orthopedische heelkunde;93.0;18;75;0;5;2;2;5;0;1;3;0;0;1;11;5;7;8;8;10;25
;Neurologie;69.0;26;43;0;4;5;5;4;3;1;2;2;0;5;3;2;4;6;6;7;10
;Psychiatrie;175.0;86;89;0;1;3;8;15;15;10;11;23;0;0;3;2;5;8;7;7;57
;Neuropsychiatrie;16.0;3;13;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;2;11
;"Psychiatrie, meer bepaald kinder- en
jeugdpsychiatrie";22.0;16;6;0;6;3;4;1;1;0;1;0;0;2;1;1;0;0;1;1;0
;"Psychiatrie, meer bepaald
volwassenpsychiatrie";49.0;33;16;0;4;7;8;12;1;1;0;0;0;2;2;6;1;4;0;0;1
;Pneumologie;69.0;30;39;0;6;6;6;7;2;1;1;1;0;2;2;6;5;4;4;4;12
;Gastro-enterologie;88.0;39;49;0;8;11;7;4;4;2;1;2;0;1;2;5;3;5;10;5;18
;Cardiologie;153.0;50;103;0;6;9;10;9;6;7;3;0;0;4;8;6;15;12;10;11;37
;Inwendige geneeskunde;191.0;86;105;0;17;11;20;10;11;1;2;14;0;5;3;8;11;12;12;12;42
;Reumatologie;34.0;21;13;0;0;3;0;2;4;5;0;7;0;1;0;1;0;1;2;2;6
;Acute geneeskunde;32.0;11;21;0;0;0;0;6;2;1;2;0;0;0;1;0;5;4;6;3;2
;Gynaecologie-verloskunde;209.0;112;97;0;22;18;13;11;15;9;12;12;0;4;5;4;8;9;10;14;43
;Oftalmologie;150.0;93;57;1;12;12;9;9;9;7;10;24;2;8;4;7;3;8;3;3;19
;Otorhinolaryngologie;97.0;51;46;1;4;9;6;11;5;3;3;9;0;4;3;2;3;4;7;3;20
;Stomatologie;17.0;3;14;0;1;0;2;0;0;0;0;0;0;0;1;1;0;1;1;1;9
;Dermato-venereologie;91.0;60;31;1;6;10;7;7;9;7;1;12;0;2;2;2;1;3;2;6;13
;Pediatrie;246.0;164;82;0;28;29;22;22;16;11;9;27;0;5;4;4;7;8;5;5;44
;Fysische geneeskunde en revalidatie;86.0;41;45;0;4;4;6;5;7;4;4;7;0;3;5;4;2;3;7;9;12
;Klinische biologie;66.0;31;35;0;1;1;2;2;2;2;3;18;0;0;1;1;0;0;5;6;22
;Rontgendiagnose;201.0;48;153;0;6;7;6;3;6;12;3;5;0;14;11;5;15;15;20;20;53
;Radiotherapie - oncologie;22.0;10;12;0;1;2;0;1;1;1;1;3;0;2;0;2;1;3;0;1;3
;Nucleaire geneeskunde;49.0;19;30;0;2;0;2;1;2;6;2;4;0;1;2;3;1;1;0;6;16
;Pathologische anatomie;33.0;21;12;0;1;2;2;3;4;4;1;4;0;2;0;0;0;1;3;3;3
;Medische oncologie;36.0;22;14;0;4;3;1;7;3;1;0;3;0;1;0;1;1;4;2;1;4
;Klinische genetica;10.0;6;4;0;0;2;1;1;1;0;0;1;0;0;0;0;3;0;1;0;0
;Arbeidsgeneeskunde;101.0;57;44;0;0;2;9;16;4;8;6;12;0;0;1;0;3;3;3;5;29
;"Verzekeringsgeneeskunde en
medische expertise";84.0;30;54;0;0;0;1;1;3;3;9;13;0;0;0;0;1;6;6;15;26
Namen;Alle specialiteiten;1378.0;557;821;1;56;75;80;95;69;55;48;78;0;44;57;70;93;65;105;93;294
;Geriatrie;15.0;10;5;0;1;1;1;3;1;2;0;1;0;1;0;0;2;0;0;0;2
;Urgentiegeneeskunde;10.0;1;9;0;0;1;0;0;0;0;0;0;0;2;1;1;1;2;1;1;0
;Gerechtelijke geneeskunde;1.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
;Beheer van gezondheidsgegevens;3.0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
;Anesthesie-reanimatie;119.0;44;75;0;3;7;6;11;4;1;6;6;0;5;4;8;12;7;13;14;12
;Heelkunde;95.0;15;80;0;2;2;2;3;2;3;1;0;0;1;4;10;10;5;10;9;31
;Neurochirurgie;15.0;1;14;0;0;0;1;0;0;0;0;0;0;3;0;1;2;2;2;2;2
;"Plastische, reconstructieve en
esthetische heelkunde";7.0;1;6;0;0;0;0;1;0;0;0;0;0;0;2;0;1;1;1;1;0
;Urologie;18.0;5;13;0;1;0;1;2;1;0;0;0;0;2;1;1;3;2;0;1;3
;Orthopedische heelkunde;71.0;8;63;0;1;3;1;2;0;0;0;1;0;1;9;8;7;1;9;8;20
;Neurologie;28.0;19;9;0;3;1;3;5;2;2;2;1;0;1;0;0;1;0;3;1;3
;Psychiatrie;48.0;16;32;0;0;2;0;4;5;5;0;0;0;0;0;1;6;1;5;4;15
;Neuropsychiatrie;4.0;1;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3
;"Psychiatrie, meer bepaald kinder- en
jeugdpsychiatrie";9.0;6;3;0;0;4;0;1;0;0;0;1;0;0;0;1;0;1;0;0;1
;"Psychiatrie, meer bepaald
volwassenpsychiatrie";24.0;13;11;0;1;3;4;2;1;0;1;1;0;2;4;3;2;0;0;0;0
;Pneumologie;34.0;14;20;0;2;3;4;2;1;1;0;1;0;3;2;1;2;3;4;2;3
;Gastro-enterologie;36.0;9;27;0;0;4;2;0;0;2;1;0;0;1;1;1;3;1;5;5;10
;Cardiologie;59.0;15;44;0;2;3;2;3;4;1;0;0;0;5;3;3;6;5;6;4;12
;Inwendige geneeskunde;106.0;43;63;0;7;8;8;7;5;2;4;2;0;1;4;4;11;8;7;6;22
;Reumatologie;17.0;7;10;0;1;0;1;3;2;0;0;0;0;0;0;1;0;1;1;2;5
;Acute geneeskunde;30.0;20;10;0;0;1;2;7;6;1;2;1;0;0;1;1;2;2;3;0;1
;Gynaecologie-verloskunde;66.0;39;27;0;3;8;7;6;2;6;2;5;0;0;1;4;2;1;1;3;15
;Oftalmologie;55.0;27;28;0;3;3;4;2;1;2;1;11;0;2;4;3;3;3;3;5;5
