gebied;specialiteit;totaal;geslacht_vrouw;geslacht_man;vrouw_25-29;vrouw_30-34;vrouw_35-39;vrouw_40-44;vrouw_45-49;vrouw_50-54;vrouw_55-59;vrouw_60-64;vrouw_65plus;man_25-29;man_30-34;man_35-39;man_40-44;man_45-49;man_50-54;man_55-59;man_60-64;man_65plus
West-Vlaanderen;Stomatologie;41;7;34;0;3;1;0;1;1;0;1;0;0;4;1;6;4;6;3;3;7
West-Vlaanderen;Dermato-venereologie;82;52;30;0;9;4;4;10;5;3;4;13;0;1;3;0;2;0;5;3;16
West-Vlaanderen;Pediatrie;148;94;54;0;14;11;16;11;12;6;4;20;0;3;2;2;1;7;1;6;32
West-Vlaanderen;Fysische geneeskunde en revalidatie;68;27;41;0;5;3;5;3;4;4;3;0;0;2;5;1;3;1;4;7;18
West-Vlaanderen;Klinische biologie;55;18;37;0;1;2;1;5;0;3;0;6;0;2;1;4;2;3;1;6;18
West-Vlaanderen;Rontgendiagnose;203;38;165;0;9;6;6;5;4;4;2;2;0;11;5;16;7;17;31;28;50
West-Vlaanderen;Radiotherapie - oncologie;26;15;11;0;0;0;4;5;3;2;0;1;0;1;0;3;2;0;1;1;3
West-Vlaanderen;Nucleaire geneeskunde;33;10;23;0;1;1;2;4;1;1;0;0;0;1;2;1;0;1;2;1;15
West-Vlaanderen;Pathologische anatomie;40;14;26;0;4;1;2;4;1;0;0;2;0;1;1;4;3;2;1;3;11
West-Vlaanderen;Medische oncologie;28;19;9;0;3;4;3;4;2;1;1;1;0;0;1;0;2;3;1;0;2
West-Vlaanderen;Klinische genetica;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
West-Vlaanderen;Arbeidsgeneeskunde;118;63;55;0;2;1;9;14;6;16;7;8;0;0;0;3;2;1;9;8;32
West-Vlaanderen;Verzekeringsgeneeskunde en medische expertise;48;10;38;0;0;0;0;3;3;0;3;1;0;0;0;0;0;0;9;9;20
Oost-Vlaanderen;Alle specialiteiten;3518;1537;1981;3;244;215;260;239;188;147;100;141;3;158;122;191;202;187;251;246;621
Oost-Vlaanderen;Geriatrie;52;32;20;0;8;4;5;7;2;2;2;2;0;2;1;0;1;3;2;4;7
Oost-Vlaanderen;Urgentiegeneeskunde;25;14;11;0;7;3;3;0;1;0;0;0;0;7;2;2;0;0;0;0;0
Oost-Vlaanderen;Gerechtelijke geneeskunde;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
Oost-Vlaanderen;Beheer van gezondheidsgegevens;4;2;2;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0
Oost-Vlaanderen;Anesthesie-reanimatie;342;135;207;0;23;22;19;17;18;18;4;14;2;30;19;23;29;22;23;25;34
Oost-Vlaanderen;Heelkunde;213;47;166;0;11;6;11;4;7;1;3;4;0;9;12;18;17;20;15;21;54
Oost-Vlaanderen;Neurochirurgie;33;4;29;0;2;0;0;1;1;0;0;0;0;4;2;6;3;2;2;2;8
Oost-Vlaanderen;Plastische, reconstructieve en esthetische heelkunde;46;8;38;0;0;2;0;2;1;1;1;1;0;4;2;9;2;3;9;2;7
Oost-Vlaanderen;Urologie;73;18;55;0;6;6;2;1;2;0;1;0;0;7;3;8;4;2;8;7;16
Oost-Vlaanderen;Orthopedische heelkunde;157;14;143;0;3;3;1;2;3;2;0;0;0;14;9;19;13;16;21;20;31
Oost-Vlaanderen;Neurologie;71;41;30;0;5;12;8;5;6;2;1;2;0;3;3;3;6;2;4;1;8
Oost-Vlaanderen;Psychiatrie;48;25;23;0;0;0;0;3;15;4;0;3;0;0;0;0;8;7;6;0;2
Oost-Vlaanderen;Neuropsychiatrie;21;5;16;0;0;0;0;0;0;1;1;3;0;0;0;0;0;0;0;4;12
Oost-Vlaanderen;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;49;43;6;0;9;11;9;7;2;1;1;3;0;1;1;3;0;0;0;1;0
Oost-Vlaanderen;Psychiatrie, meer bepaald volwassenpsychiatrie;133;68;65;0;9;17;13;7;2;2;4;14;0;2;4;7;8;0;2;15;27
Oost-Vlaanderen;Pneumologie;82;36;46;0;6;13;7;8;1;0;0;1;0;3;4;4;4;7;4;13;7
Oost-Vlaanderen;Gastro-enterologie;108;39;69;0;9;7;10;7;3;0;1;2;0;6;6;6;6;9;10;9;17
Oost-Vlaanderen;Cardiologie;148;36;112;0;4;8;7;8;5;2;1;1;0;6;9;16;16;15;14;9;27
Oost-Vlaanderen;Inwendige geneeskunde;210;88;122;1;21;17;13;13;5;6;6;6;0;7;7;8;9;7;17;7;60
Oost-Vlaanderen;Reumatologie;42;21;21;0;2;2;2;2;3;2;4;4;0;1;2;1;0;2;4;6;5
Oost-Vlaanderen;Acute geneeskunde;15;8;7;0;0;0;3;1;1;1;2;0;0;0;1;1;2;1;0;1;1
Oost-Vlaanderen;Gynaecologie-verloskunde;183;103;80;0;20;16;18;14;17;10;5;3;0;1;2;4;6;6;13;11;37
Oost-Vlaanderen;Oftalmologie;161;96;65;0;12;6;14;17;6;9;14;18;1;3;4;4;4;6;9;4;30
Oost-Vlaanderen;Otorhinolaryngologie;91;40;51;0;5;4;7;7;6;5;2;4;0;4;2;3;6;6;3;10;17
Oost-Vlaanderen;Stomatologie;55;14;41;0;1;2;3;5;1;0;2;0;0;5;5;3;4;4;3;8;9
Oost-Vlaanderen;Dermato-venereologie;113;96;17;1;17;8;16;12;18;9;5;10;0;2;1;0;0;0;3;3;8
Oost-Vlaanderen;Pediatrie;215;146;69;1;29;14;23;20;19;21;7;12;0;6;1;4;6;3;3;7;39
Oost-Vlaanderen;Fysische geneeskunde en revalidatie;91;43;48;0;8;3;7;6;6;5;5;3;0;7;4;2;4;5;13;4;9
Oost-Vlaanderen;Klinische biologie;98;50;48;0;2;5;12;10;4;7;2;8;0;0;1;1;4;7;9;4;22
Oost-Vlaanderen;Rontgendiagnose;209;59;150;0;9;8;14;14;5;4;1;4;0;13;11;14;14;18;27;22;31
Oost-Vlaanderen;Radiotherapie - oncologie;30;14;16;0;1;3;4;3;2;1;0;0;0;2;1;3;0;3;1;5;1
Oost-Vlaanderen;Nucleaire geneeskunde;44;14;30;0;4;1;2;0;2;2;2;1;0;4;1;1;4;2;2;2;14
Oost-Vlaanderen;Pathologische anatomie;59;30;29;0;4;3;6;3;5;4;2;3;0;2;0;5;8;1;4;0;9
Oost-Vlaanderen;Medische oncologie;34;24;10;0;7;3;4;6;2;1;1;0;0;2;1;1;2;0;2;0;2
Oost-Vlaanderen;Klinische genetica;13;6;7;0;0;0;1;3;0;0;1;1;0;0;0;2;3;1;1;0;0
Oost-Vlaanderen;Arbeidsgeneeskunde;173;97;76;0;0;5;16;20;13;20;13;10;0;1;1;9;8;3;6;12;36
Oost-Vlaanderen;Verzekeringsgeneeskunde en medische expertise;75;21;54;0;0;1;0;3;4;3;6;4;0;0;0;1;0;4;10;5;34
Antwerpen;Alle specialiteiten;4056;1698;2358;5;257;220;263;282;234;164;118;155;0;167;174;214;243;231;309;292;728
Antwerpen;Geriatrie;50;25;25;0;2;4;2;5;7;2;2;1;0;1;4;1;1;2;3;5;8
Antwerpen;Urgentiegeneeskunde;41;24;17;0;10;11;0;2;0;1;0;0;0;9;3;2;2;1;0;0;0
Antwerpen;Gerechtelijke geneeskunde;2;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Antwerpen;Beheer van gezondheidsgegevens;6;1;5;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;2;0
Antwerpen;Anesthesie-reanimatie;407;186;221;0;44;21;27;33;20;15;11;15;0;20;23;24;24;36;23;24;47
Antwerpen;Heelkunde;266;55;211;0;10;12;8;10;2;5;2;6;0;17;13;19;24;22;24;34;58
Antwerpen;Neurochirurgie;46;4;42;0;1;1;0;0;2;0;0;0;0;0;6;10;4;7;4;2;9
Antwerpen;Plastische, reconstructieve en esthetische heelkunde;44;14;30;0;1;3;1;0;0;1;6;2;0;0;3;2;3;6;3;5;8
Antwerpen;Urologie;82;13;69;0;2;3;3;2;1;1;1;0;0;5;5;10;12;4;9;4;20
Antwerpen;Orthopedische heelkunde;207;26;181;0;8;5;1;2;6;1;2;1;0;11;15;20;23;19;27;22;44
Antwerpen;Neurologie;101;48;53;0;11;13;7;7;4;2;2;2;0;7;2;6;5;7;6;10;10
Antwerpen;Psychiatrie;68;37;31;0;0;0;0;8;18;10;1;0;0;0;0;1;10;10;7;3;0
Antwerpen;Neuropsychiatrie;34;7;27;0;0;0;0;0;0;1;0;6;0;0;0;0;0;0;0;4;23
Antwerpen;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;81;64;17;0;8;9;20;15;4;4;2;2;0;1;2;2;4;0;1;1;6
Antwerpen;Psychiatrie, meer bepaald volwassenpsychiatrie;150;59;91;0;9;9;14;10;2;1;4;10;0;7;2;8;11;1;3;17;42
Antwerpen;Pneumologie;86;39;47;0;5;5;10;7;5;2;4;1;0;5;3;3;3;4;9;6;14
Antwerpen;Gastro-enterologie;99;33;66;0;4;12;3;6;4;3;1;0;0;6;3;12;9;4;11;8;13
Antwerpen;Cardiologie;173;36;137;0;5;9;5;7;4;3;0;3;0;11;15;22;17;17;15;14;26
Antwerpen;Inwendige geneeskunde;259;110;149;0;16;17;28;14;14;9;7;5;0;9;10;6;12;13;15;9;75
Antwerpen;Reumatologie;29;13;16;0;3;1;3;4;2;0;0;0;0;1;1;2;0;0;1;1;10
Antwerpen;Acute geneeskunde;36;14;22;1;0;1;4;5;0;0;2;1;0;2;2;5;4;4;2;3;0
Antwerpen;Gynaecologie-verloskunde;227;115;112;0;25;15;21;20;14;8;10;2;0;4;2;7;7;12;16;12;52
Antwerpen;Oftalmologie;190;113;77;3;13;11;13;14;12;19;7;21;0;3;5;5;7;3;11;8;35
Antwerpen;Otorhinolaryngologie;103;51;52;0;10;8;9;4;7;3;4;6;0;1;5;3;5;6;9;8;15
Antwerpen;Stomatologie;57;13;44;0;4;2;1;3;1;2;0;0;0;2;6;6;4;4;8;5;9
Antwerpen;Dermato-venereologie;110;70;40;1;7;5;11;11;12;4;6;13;0;2;3;3;4;2;6;7;13
Antwerpen;Pediatrie;257;171;86;0;29;17;23;33;24;22;10;13;0;7;4;8;5;7;6;8;41
Antwerpen;Fysische geneeskunde en revalidatie;84;43;41;0;5;3;4;7;9;8;3;4;0;4;3;3;4;4;8;2;13
Antwerpen;Klinische biologie;75;43;32;0;3;4;6;4;9;3;5;9;0;2;3;0;2;5;6;5;9
Antwerpen;Rontgendiagnose;243;67;176;0;9;8;7;8;15;6;5;9;0;17;18;11;16;12;33;22;47
Antwerpen;Radiotherapie - oncologie;43;22;21;0;4;1;6;2;4;2;2;1;0;2;4;2;2;2;4;3;2
Antwerpen;Nucleaire geneeskunde;32;6;26;0;1;0;2;1;1;1;0;0;0;3;2;2;3;4;2;3;7
Antwerpen;Pathologische anatomie;67;35;32;0;2;4;5;6;7;3;4;4;0;2;3;2;3;1;5;3;13
Antwerpen;Medische oncologie;29;13;16;0;3;2;1;3;2;1;1;0;0;4;1;1;2;3;2;2;1
Antwerpen;Klinische genetica;9;7;2;0;0;0;1;1;1;2;1;1;0;0;1;0;0;0;0;1;0
Antwerpen;Arbeidsgeneeskunde;191;97;94;0;2;4;15;26;13;13;9;15;0;2;1;6;7;6;21;15;36
Antwerpen;Verzekeringsgeneeskunde en medische expertise;72;23;49;0;0;0;2;2;8;5;4;2;0;0;0;0;3;2;8;14;22
Limburg;Alle specialiteiten;1620;634;986;2;88;93;92;120;94;66;30;49;0;54;58;107;111;88;144;138;286
Limburg;Geriatrie;26;14;12;0;6;0;1;5;1;1;0;0;0;0;0;2;1;1;2;4;2
Limburg;Urgentiegeneeskunde;9;6;3;0;1;4;0;1;0;0;0;0;0;2;1;0;0;0;0;0;0
Limburg;Beheer van gezondheidsgegevens;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0
Limburg;Anesthesie-reanimatie;160;68;92;0;9;9;9;11;13;7;3;7;0;13;7;15;10;10;12;10;15
Limburg;Heelkunde;101;20;81;0;3;4;1;5;2;3;2;0;0;4;6;10;12;6;10;6;27
Limburg;Neurochirurgie;22;4;18;0;0;0;0;2;1;1;0;0;0;2;1;2;4;1;1;4;3
Limburg;Plastische, reconstructieve en esthetische heelkunde;14;0;14;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;6
Limburg;Urologie;32;2;30;0;1;0;0;0;1;0;0;0;0;3;3;1;5;4;5;4;5
Limburg;Orthopedische heelkunde;67;6;61;0;1;1;2;2;0;0;0;0;0;4;3;10;8;6;10;7;13
Limburg;Neurologie;39;20;19;0;4;5;3;1;3;1;1;2;0;2;3;3;2;0;3;2;4
Limburg;Psychiatrie;42;24;18;0;0;0;0;8;8;8;0;0;0;0;0;0;2;11;4;0;1
Limburg;Neuropsychiatrie;11;5;6;0;0;0;0;0;0;1;2;2;0;0;0;0;0;0;0;0;6
Limburg;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;31;24;7;0;1;8;6;4;3;1;1;0;0;0;2;1;1;0;2;0;1
Limburg;Psychiatrie, meer bepaald volwassenpsychiatrie;71;30;41;0;3;6;9;6;2;1;3;0;0;0;2;4;6;0;2;5;22
Limburg;Pneumologie;33;9;24;0;1;2;4;0;1;1;0;0;0;1;3;5;2;1;4;5;3
Limburg;Gastro-enterologie;45;20;25;0;6;3;5;2;0;1;1;2;0;1;1;4;4;3;5;4;3
Limburg;Cardiologie;72;9;63;0;2;2;0;2;2;1;0;0;0;4;3;13;6;6;10;7;14
Limburg;Inwendige geneeskunde;76;26;50;0;2;5;6;7;1;2;1;2;0;1;4;3;3;6;6;3;24
Limburg;Reumatologie;18;8;10;0;1;2;0;0;1;3;1;0;0;0;1;0;0;1;2;0;6
Limburg;Acute geneeskunde;14;3;11;0;0;0;0;2;1;0;0;0;0;0;1;1;4;3;0;1;1
Limburg;Gynaecologie-verloskunde;85;49;36;0;15;5;7;8;7;2;2;3;0;2;0;2;4;4;3;5;16
Limburg;Oftalmologie;74;50;24;2;9;7;7;6;8;3;2;6;0;2;0;1;2;1;4;4;10
Limburg;Otorhinolaryngologie;46;22;24;0;4;5;3;5;0;1;2;2;0;3;1;2;1;1;4;8;4
Limburg;Stomatologie;26;5;21;0;1;0;2;1;1;0;0;0;0;2;2;4;4;1;3;3;2
Limburg;Dermato-venereologie;52;37;15;0;4;4;5;6;5;7;2;4;0;0;0;2;2;1;1;2;7
Limburg;Pediatrie;69;38;31;0;4;4;7;9;2;2;1;9;0;0;0;1;3;3;4;6;14
Limburg;Fysische geneeskunde en revalidatie;41;11;30;0;2;0;3;0;3;1;2;0;0;1;3;2;5;1;3;4;11
Limburg;Klinische biologie;29;11;18;0;0;2;1;3;4;1;0;0;0;0;3;2;2;1;2;4;4
Limburg;Rontgendiagnose;109;28;81;0;2;7;2;4;6;5;0;2;0;6;6;9;9;6;14;14;17
Limburg;Radiotherapie - oncologie;15;8;7;0;2;3;2;1;0;0;0;0;0;0;1;1;0;0;0;4;1
Limburg;Nucleaire geneeskunde;20;8;12;0;0;2;0;1;3;1;0;1;0;0;0;0;1;0;4;1;6
Limburg;Pathologische anatomie;26;12;14;0;1;3;0;2;3;2;1;0;0;0;0;1;1;0;2;4;6
Limburg;Medische oncologie;11;8;3;0;2;0;5;1;0;0;0;0;0;0;0;0;1;1;1;0;0
Limburg;Klinische genetica;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Limburg;Arbeidsgeneeskunde;81;36;45;0;1;0;1;12;8;8;3;3;0;1;0;5;4;1;12;8;14
Limburg;Verzekeringsgeneeskunde en medische expertise;49;12;37;0;0;0;0;3;4;1;0;4;0;0;0;0;0;4;7;8;18
Waals Brabant;Alle specialiteiten;2048;871;1177;2;81;95;113;119;116;106;107;132;2;45;62;97;103;133;160;144;431
Waals Brabant;Geriatrie;20;13;7;0;2;1;4;3;3;0;0;0;0;0;0;0;0;1;1;4;1
Waals Brabant;Urgentiegeneeskunde;18;10;8;0;2;6;0;1;1;0;0;0;0;2;2;1;3;0;0;0;0
Waals Brabant;Beheer van gezondheidsgegevens;13;5;8;0;0;0;0;0;2;1;2;0;0;0;0;0;1;2;3;1;1
Waals Brabant;Anesthesie-reanimatie;186;76;110;0;9;10;12;12;6;3;2;22;0;5;21;18;13;11;10;11;21
Waals Brabant;Heelkunde;122;22;100;0;2;5;1;2;2;0;9;1;0;2;2;6;11;12;13;8;46
Waals Brabant;Neurochirurgie;7;1;6;0;0;0;0;0;1;0;0;0;0;1;0;0;2;0;2;0;1
Waals Brabant;Plastische, reconstructieve en esthetische heelkunde;25;7;18;0;2;1;0;1;1;1;1;0;0;0;3;1;1;3;4;1;5
Waals Brabant;Urologie;28;3;25;0;0;0;1;0;1;1;0;0;0;1;5;2;4;2;2;1;8
Waals Brabant;Orthopedische heelkunde;88;8;80;0;0;3;1;2;0;1;1;0;0;4;3;4;8;11;12;12;26
Waals Brabant;Neurologie;51;29;22;0;1;6;4;5;4;5;1;3;0;2;1;5;2;6;2;1;3
Waals Brabant;Psychiatrie;91;37;54;0;0;0;1;4;9;3;12;8;0;0;1;1;4;4;7;8;29
Waals Brabant;Neuropsychiatrie;24;7;17;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;1;0;16
Waals Brabant;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;21;17;4;0;0;4;4;5;1;0;0;3;0;0;0;1;1;0;0;0;2
Waals Brabant;Psychiatrie, meer bepaald volwassenpsychiatrie;34;19;15;0;4;3;6;5;0;0;1;0;0;0;2;4;3;3;0;1;2
Waals Brabant;Pneumologie;35;18;17;0;0;2;4;3;3;2;0;4;0;0;0;3;1;2;2;6;3
Waals Brabant;Gastro-enterologie;64;18;46;0;2;4;1;2;2;4;2;1;0;3;1;4;3;8;7;7;13
Waals Brabant;Cardiologie;100;26;74;0;4;2;6;3;2;2;4;3;0;5;3;10;4;11;13;8;20
Waals Brabant;Inwendige geneeskunde;160;53;107;0;6;4;7;11;9;8;5;3;1;5;5;4;11;8;23;14;36
Waals Brabant;Reumatologie;14;6;8;0;2;0;1;1;0;0;0;2;0;1;0;0;1;0;2;0;4
Waals Brabant;Acute geneeskunde;31;9;22;0;0;0;1;3;3;1;1;0;0;1;0;1;6;6;4;2;2
Waals Brabant;Gynaecologie-verloskunde;108;68;40;0;9;4;12;10;10;7;10;6;0;1;1;0;3;6;5;6;18
Waals Brabant;Oftalmologie;84;53;31;1;2;8;6;4;5;12;2;13;1;4;0;2;3;4;4;4;9
Waals Brabant;Otorhinolaryngologie;51;21;30;0;3;6;3;1;4;2;2;0;0;0;1;1;3;2;4;5;14
Waals Brabant;Stomatologie;30;5;25;0;2;0;0;1;0;0;1;1;0;2;1;2;1;3;2;4;10
Waals Brabant;Dermato-venereologie;63;50;13;1;3;3;7;7;7;5;8;9;0;0;0;0;1;2;1;0;9
Waals Brabant;Pediatrie;150;100;50;0;12;9;18;13;13;12;11;12;0;2;1;5;4;3;3;9;23
Waals Brabant;Fysische geneeskunde en revalidatie;35;16;19;0;4;2;2;2;2;2;0;2;0;0;1;3;0;1;1;2;11
Waals Brabant;Klinische biologie;68;36;32;0;1;2;3;1;1;6;5;17;0;0;1;1;1;2;2;3;22
Waals Brabant;Rontgendiagnose;145;52;93;0;7;4;4;7;8;10;8;4;0;3;6;9;4;12;13;13;33
Waals Brabant;Radiotherapie - oncologie;15;6;9;0;0;0;0;0;0;1;3;2;0;0;1;1;1;1;1;1;3
Waals Brabant;Nucleaire geneeskunde;29;12;17;0;0;0;1;0;3;6;0;2;0;0;0;0;1;1;2;1;12
Waals Brabant;Pathologische anatomie;28;16;12;0;1;2;0;2;4;2;3;2;0;0;0;2;0;0;2;3;5
Waals Brabant;Medische oncologie;18;8;10;0;1;4;0;0;1;0;1;1;0;1;0;2;1;1;1;1;3
Waals Brabant;Klinische genetica;4;2;2;0;0;0;1;0;1;0;0;0;0;0;0;2;0;0;0;0;0
Waals Brabant;Arbeidsgeneeskunde;53;31;22;0;0;0;2;7;6;7;8;1;0;0;0;1;1;4;3;3;10
Waals Brabant;Verzekeringsgeneeskunde en medische expertise;35;11;24;0;0;0;0;1;1;2;3;4;0;0;0;1;0;1;8;4;10
Henegouwen;Alle specialiteiten;2454;980;1474;1;94;130;126;151;118;91;75;194;1;49;76;88;130;144;196;199;591
Henegouwen;Geriatrie;34;24;10;0;6;4;3;3;1;4;1;2;0;0;1;2;2;0;1;1;3
Henegouwen;Urgentiegeneeskunde;23;7;16;0;2;4;1;0;0;0;0;0;0;3;5;1;3;2;1;1;0
Henegouwen;Beheer van gezondheidsgegevens;4;2;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;0
Henegouwen;Anesthesie-reanimatie;196;76;120;0;6;9;8;13;9;8;3;20;0;3;6;12;11;17;28;12;31
Henegouwen;Heelkunde;176;36;140;0;3;7;6;6;3;2;3;6;0;3;8;9;9;12;16;21;62
Henegouwen;Neurochirurgie;18;5;13;0;1;2;0;1;0;1;0;0;0;2;1;1;3;1;0;2;3
Henegouwen;Plastische, reconstructieve en esthetische heelkunde;18;6;12;0;1;1;1;1;1;1;0;0;0;2;1;3;0;2;2;1;1
Henegouwen;Urologie;43;7;36;0;1;0;3;0;0;1;2;0;0;2;4;3;3;4;4;4;12
Henegouwen;Orthopedische heelkunde;121;6;115;0;0;1;1;1;0;1;0;2;0;7;12;11;7;19;17;11;31
Henegouwen;Neurologie;58;21;37;0;0;5;6;4;2;1;1;2;0;1;2;4;4;4;7;6;9
Henegouwen;Psychiatrie;93;39;54;0;0;4;0;8;7;3;5;12;0;0;1;1;6;5;6;10;25
Henegouwen;Neuropsychiatrie;18;3;15;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;14
Henegouwen;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;17;10;7;0;2;4;1;2;1;0;0;0;0;0;0;2;2;2;0;0;1
Henegouwen;Psychiatrie, meer bepaald volwassenpsychiatrie;32;22;10;0;3;5;6;4;3;0;1;0;0;1;1;2;3;2;0;0;1
Henegouwen;Pneumologie;79;26;53;0;1;1;6;5;3;1;3;6;0;1;1;3;6;6;8;8;20
Henegouwen;Gastro-enterologie;69;20;49;0;4;2;2;3;1;1;0;7;0;1;0;4;9;8;4;7;16
Henegouwen;Cardiologie;110;22;88;0;4;3;2;2;3;2;2;4;0;1;4;7;7;6;13;13;37
Henegouwen;Inwendige geneeskunde;179;63;116;0;7;12;13;11;9;2;2;7;0;4;6;5;9;10;22;17;43
Henegouwen;Reumatologie;30;13;17;0;0;3;2;3;1;0;1;3;0;0;1;0;1;1;3;3;8
Henegouwen;Acute geneeskunde;37;17;20;0;0;0;3;5;4;3;1;1;0;0;0;0;3;7;4;2;4
Henegouwen;Gynaecologie-verloskunde;183;92;91;0;13;12;11;14;16;7;4;15;0;4;2;4;10;6;11;16;38
Henegouwen;Oftalmologie;76;40;36;0;5;1;6;5;4;4;3;12;1;0;2;2;1;3;2;6;19
Henegouwen;Otorhinolaryngologie;61;27;34;0;2;4;3;3;7;3;3;2;0;1;0;1;4;2;5;4;17
Henegouwen;Stomatologie;24;9;15;0;1;0;2;2;1;1;0;2;0;0;1;0;1;3;2;1;7
Henegouwen;Dermato-venereologie;72;51;21;1;3;7;4;6;6;6;5;13;0;0;2;2;1;0;4;3;9
Henegouwen;Pediatrie;160;104;56;0;12;18;16;17;9;7;5;20;0;1;3;1;2;6;3;4;36
Henegouwen;Fysische geneeskunde en revalidatie;45;21;24;0;4;3;2;4;1;1;1;5;0;1;1;1;2;1;2;4;12
Henegouwen;Klinische biologie;56;27;29;0;3;1;1;2;1;3;4;12;0;1;1;0;1;0;2;5;19
Henegouwen;Rontgendiagnose;160;56;104;0;7;6;9;6;6;8;3;11;0;4;5;5;6;10;11;13;50
Henegouwen;Radiotherapie - oncologie;18;9;9;0;1;3;0;2;0;0;0;3;0;0;2;0;4;0;0;2;1
Henegouwen;Nucleaire geneeskunde;28;11;17;0;0;3;1;1;1;2;1;2;0;0;0;0;0;2;3;1;11
Henegouwen;Pathologische anatomie;35;19;16;0;1;2;1;2;1;5;0;7;0;3;2;1;1;0;1;1;7
Henegouwen;Medische oncologie;26;13;13;0;1;2;0;1;7;0;1;1;0;2;1;0;1;1;4;1;3
Henegouwen;Klinische genetica;3;2;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0
Henegouwen;Arbeidsgeneeskunde;86;57;29;0;0;1;5;12;8;9;11;11;0;1;0;1;5;1;2;5;14
Henegouwen;Verzekeringsgeneeskunde en medische expertise;66;17;49;0;0;0;0;1;2;2;9;3;0;0;0;0;3;1;5;13;27
Luik;Alle specialiteiten;3156;1400;1756;5;179;201;185;218;160;131;96;225;2;114;120;128;155;174;190;215;658
Luik;Geriatrie;34;28;6;0;6;5;4;7;4;1;0;1;0;0;1;1;0;1;0;1;2
Luik;Urgentiegeneeskunde;33;13;20;0;7;2;2;1;1;0;0;0;0;2;8;5;3;1;1;0;0
Luik;Gerechtelijke geneeskunde;7;2;5;0;0;0;1;1;0;0;0;0;0;0;2;2;0;0;0;0;1
Luik;Beheer van gezondheidsgegevens;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Luik;Anesthesie-reanimatie;323;117;206;2;12;22;14;26;10;12;2;17;0;27;16;23;31;24;17;23;45
Luik;Heelkunde;164;35;129;0;3;6;2;7;8;8;1;0;0;7;8;10;7;7;19;22;49
Luik;Neurochirurgie;25;4;21;0;1;1;0;0;0;1;1;0;0;2;3;2;2;2;4;2;4
Luik;Plastische, reconstructieve en esthetische heelkunde;29;8;21;0;0;2;2;1;0;1;1;1;0;3;4;4;1;3;3;0;3
Luik;Urologie;51;6;45;0;1;2;1;0;1;0;1;0;0;4;3;3;6;3;5;5;16
Luik;Orthopedische heelkunde;93;18;75;0;5;2;2;5;0;1;3;0;0;1;11;5;7;8;8;10;25
Luik;Neurologie;69;26;43;0;4;5;5;4;3;1;2;2;0;5;3;2;4;6;6;7;10
Luik;Psychiatrie;175;86;89;0;1;3;8;15;15;10;11;23;0;0;3;2;5;8;7;7;57
Luik;Neuropsychiatrie;16;3;13;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;2;11
Luik;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;22;16;6;0;6;3;4;1;1;0;1;0;0;2;1;1;0;0;1;1;0
Luik;Psychiatrie, meer bepaald volwassenpsychiatrie;49;33;16;0;4;7;8;12;1;1;0;0;0;2;2;6;1;4;0;0;1
Luik;Pneumologie;69;30;39;0;6;6;6;7;2;1;1;1;0;2;2;6;5;4;4;4;12
Luik;Gastro-enterologie;88;39;49;0;8;11;7;4;4;2;1;2;0;1;2;5;3;5;10;5;18
Luik;Cardiologie;153;50;103;0;6;9;10;9;6;7;3;0;0;4;8;6;15;12;10;11;37
Luik;Inwendige geneeskunde;191;86;105;0;17;11;20;10;11;1;2;14;0;5;3;8;11;12;12;12;42
Luik;Reumatologie;34;21;13;0;0;3;0;2;4;5;0;7;0;1;0;1;0;1;2;2;6
Luik;Acute geneeskunde;32;11;21;0;0;0;0;6;2;1;2;0;0;0;1;0;5;4;6;3;2
Luik;Gynaecologie-verloskunde;209;112;97;0;22;18;13;11;15;9;12;12;0;4;5;4;8;9;10;14;43
Luik;Oftalmologie;150;93;57;1;12;12;9;9;9;7;10;24;2;8;4;7;3;8;3;3;19
Luik;Otorhinolaryngologie;97;51;46;1;4;9;6;11;5;3;3;9;0;4;3;2;3;4;7;3;20
Luik;Stomatologie;17;3;14;0;1;0;2;0;0;0;0;0;0;0;1;1;0;1;1;1;9
