Territoire;Specialité;Total;Total_Femmes;Total_Hommes;Femmes_20_24;Femmes_25_29;Femmes_30_34;Femmes_35_39;Femmes_40_44;Femmes_45_49;Femmes_50_54;Femmes_55_59;Femmes_60_64;Femmes_65plus;Hommes_20_24;Hommes_25_29;Hommes_30_34;Hommes_35_39;Hommes_40_44;Hommes_45_49;Hommes_50_54;Hommes_55_59;Hommes_60_64;Hommes_65plus
Prov Flandre occidentale;BIOLOGIE CLINIQUE;3;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Flandre occidentale;RADIODIAGNOSTIC;17;8;9;0;6;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0
Prov Flandre occidentale;RADIOTHERAPIE-ONCOLOGIE;2;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Flandre occidentale;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;6;6;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Flandre occidentale;ANATOMIE PATHOLOGIQUE;3;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Flandre occidentale;MEDECINE INTERNE;36;19;17;1;16;1;1;0;0;0;0;0;0;0;16;1;0;0;0;0;0;0;0
Prov Flandre occidentale;RHUMATOLOGIE;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Flandre occidentale;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;12;7;5;0;6;1;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0
Prov Flandre occidentale;MEDECINE D'URGENCE;4;3;1;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Flandre occidentale;GERIATRIE;5;3;2;0;2;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Prov Flandre occidentale;ONCOLOGIE MEDICALE;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Flandre orientale;ANESTHESIE-REANIMATION;41;23;18;0;19;3;1;0;0;0;0;0;0;0;15;0;1;1;1;0;0;0;0
Prov Flandre orientale;CHIRURGIE;31;13;18;0;12;1;0;0;0;0;0;0;0;0;13;4;1;0;0;0;0;0;0
Prov Flandre orientale;NEUROCHIRURGIE;5;0;5;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0
Prov Flandre orientale;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;9;3;6;0;2;1;0;0;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0
Prov Flandre orientale;NEUROLOGIE;18;13;5;0;11;2;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0
Prov Flandre orientale;GYNECOLOGIE-OBSTETRIQUE;27;23;4;0;20;2;0;0;0;1;0;0;0;0;3;0;1;0;0;0;0;0;0
Prov Flandre orientale;OPHTALMOLOGIE;17;14;3;0;13;1;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0
Prov Flandre orientale;OTO-RHINO-LARYNGOLOGIE;14;8;6;0;7;1;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0
Prov Flandre orientale;UROLOGIE;11;6;5;0;4;2;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0
Prov Flandre orientale;CHIRURGIE ORTHOPEDIQUE;22;2;20;0;1;1;0;0;0;0;0;0;0;0;15;3;2;0;0;0;0;0;0
Prov Flandre orientale;STOMATOLOGIE;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Flandre orientale;DERMATO-VENEREOLOGIE;12;10;2;0;8;1;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Prov Flandre orientale;PNEUMOLOGIE;6;5;1;0;3;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Flandre orientale;GASTRO-ENTEROLOGIE;8;3;5;0;2;1;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0
Prov Flandre orientale;PEDIATRIE;33;28;5;0;25;3;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0
Prov Flandre orientale;CARDIOLOGIE;6;3;3;0;1;1;1;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0
Prov Flandre orientale;MEDECINE PHYSIQUE ET READAPTATION;12;9;3;0;8;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
Prov Flandre orientale;BIOLOGIE CLINIQUE;4;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Flandre orientale;RADIODIAGNOSTIC;29;13;16;0;10;3;0;0;0;0;0;0;0;0;13;2;1;0;0;0;0;0;0
Prov Flandre orientale;RADIOTHERAPIE-ONCOLOGIE;7;2;5;0;0;1;0;1;0;0;0;0;0;0;3;1;1;0;0;0;0;0;0
Prov Flandre orientale;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;17;16;1;0;15;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Flandre orientale;MEDECINE NUCLEAIRE;3;2;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Flandre orientale;ANATOMIE PATHOLOGIQUE;7;5;2;0;3;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Prov Flandre orientale;MEDECINE INTERNE;94;65;29;0;59;5;1;0;0;0;0;0;0;0;22;4;2;0;1;0;0;0;0
Prov Flandre orientale;RHUMATOLOGIE;4;2;2;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Prov Flandre orientale;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;20;19;1;0;13;6;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Flandre orientale;MEDECINE D'URGENCE;12;8;4;0;7;1;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0
Prov Flandre orientale;MEDECINE AIGUE;5;1;4;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
Prov Flandre orientale;GERIATRIE;6;5;1;0;3;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Flandre orientale;ONCOLOGIE MEDICALE;4;3;1;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Anvers;ANESTHESIE-REANIMATION;64;34;30;0;28;5;1;0;0;0;0;0;0;0;23;3;1;3;0;0;0;0;0
Prov Anvers;CHIRURGIE;47;15;32;0;11;4;0;0;0;0;0;0;0;1;25;5;0;1;0;0;0;0;0
Prov Anvers;NEUROCHIRURGIE;5;0;5;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0
Prov Anvers;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;6;5;1;0;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Anvers;NEUROLOGIE;14;8;6;0;8;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0
Prov Anvers;GYNECOLOGIE-OBSTETRIQUE;30;27;3;0;20;4;3;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0
Prov Anvers;OPHTALMOLOGIE;14;11;3;0;11;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
Prov Anvers;OTO-RHINO-LARYNGOLOGIE;10;6;4;0;5;1;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0
Prov Anvers;UROLOGIE;14;8;6;0;5;3;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0
Prov Anvers;CHIRURGIE ORTHOPEDIQUE;22;5;17;0;2;3;0;0;0;0;0;0;0;1;10;5;1;0;0;0;0;0;0
Prov Anvers;STOMATOLOGIE;6;0;6;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0
Prov Anvers;DERMATO-VENEREOLOGIE;8;7;1;0;7;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Anvers;PNEUMOLOGIE;8;6;2;0;4;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Prov Anvers;GASTRO-ENTEROLOGIE;10;5;5;0;5;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0
Prov Anvers;PEDIATRIE;34;25;9;0;21;3;1;0;0;0;0;0;0;0;5;4;0;0;0;0;0;0;0
Prov Anvers;CARDIOLOGIE;22;8;14;0;6;2;0;0;0;0;0;0;0;0;9;5;0;0;0;0;0;0;0
Prov Anvers;MEDECINE PHYSIQUE ET READAPTATION;6;4;2;0;4;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Prov Anvers;BIOLOGIE CLINIQUE;4;1;3;0;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0
Prov Anvers;RADIODIAGNOSTIC;31;10;21;1;6;1;1;1;0;0;0;0;0;0;15;5;0;1;0;0;0;0;0
Prov Anvers;RADIOTHERAPIE-ONCOLOGIE;6;1;5;0;1;0;0;0;0;0;0;0;0;0;3;1;1;0;0;0;0;0;0
Prov Anvers;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;16;16;0;0;13;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Anvers;MEDECINE NUCLEAIRE;3;2;1;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Anvers;ANATOMIE PATHOLOGIQUE;3;3;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Anvers;MEDECINE INTERNE;65;41;24;0;35;6;0;0;0;0;0;0;0;0;20;1;2;1;0;0;0;0;0
Prov Anvers;RHUMATOLOGIE;3;1;2;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Prov Anvers;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;20;11;9;0;8;2;0;1;0;0;0;0;0;0;8;0;1;0;0;0;0;0;0
Prov Anvers;MEDECINE LEGALE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Anvers;MEDECINE D'URGENCE;15;9;6;0;7;2;0;0;0;0;0;0;0;0;3;0;2;1;0;0;0;0;0
Prov Anvers;MEDECINE AIGUE;14;7;7;1;4;2;0;0;0;0;0;0;0;0;3;3;1;0;0;0;0;0;0
Prov Anvers;GERIATRIE;5;3;2;0;1;1;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Prov Anvers;MEDECINE D'ASSURANCE ET EXPERTISE MEDICALE;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Anvers;ONCOLOGIE MEDICALE;3;0;3;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
Prov Limbourg;ANESTHESIE-REANIMATION;16;11;5;0;9;2;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0
Prov Limbourg;CHIRURGIE;10;5;5;0;4;1;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0
Prov Limbourg;NEUROCHIRURGIE;3;1;2;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
Prov Limbourg;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Limbourg;NEUROLOGIE;3;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Limbourg;GYNECOLOGIE-OBSTETRIQUE;13;13;0;1;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Limbourg;OPHTALMOLOGIE;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Limbourg;OTO-RHINO-LARYNGOLOGIE;4;3;1;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Limbourg;UROLOGIE;2;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Limbourg;CHIRURGIE ORTHOPEDIQUE;10;1;9;0;1;0;0;0;0;0;0;0;0;0;7;1;1;0;0;0;0;0;0
Prov Limbourg;DERMATO-VENEREOLOGIE;3;2;1;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Limbourg;PNEUMOLOGIE;3;0;3;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0
Prov Limbourg;GASTRO-ENTEROLOGIE;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Limbourg;PEDIATRIE;5;4;1;0;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Limbourg;CARDIOLOGIE;5;1;4;0;1;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0
Prov Limbourg;MEDECINE PHYSIQUE ET READAPTATION;3;2;1;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Limbourg;BIOLOGIE CLINIQUE;4;2;2;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Prov Limbourg;RADIODIAGNOSTIC;5;3;2;0;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Prov Limbourg;RADIOTHERAPIE-ONCOLOGIE;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Limbourg;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;9;8;1;0;6;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Limbourg;MEDECINE NUCLEAIRE;3;3;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Limbourg;ANATOMIE PATHOLOGIQUE;4;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Limbourg;MEDECINE INTERNE;16;11;5;0;11;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0
Prov Limbourg;RHUMATOLOGIE;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Limbourg;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;4;3;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Limbourg;MEDECINE D'URGENCE;8;5;3;0;4;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
Prov Limbourg;MEDECINE AIGUE;2;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Prov Limbourg;GERIATRIE;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Limbourg;ONCOLOGIE MEDICALE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brabant wallon;ANESTHESIE-REANIMATION;15;8;7;0;5;2;1;0;0;0;0;0;0;0;2;4;0;1;0;0;0;0;0
Prov Brabant wallon;CHIRURGIE;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brabant wallon;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brabant wallon;NEUROLOGIE;5;5;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brabant wallon;GYNECOLOGIE-OBSTETRIQUE;9;9;0;0;7;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brabant wallon;OPHTALMOLOGIE;2;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brabant wallon;OTO-RHINO-LARYNGOLOGIE;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brabant wallon;UROLOGIE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Brabant wallon;CHIRURGIE ORTHOPEDIQUE;9;5;4;0;4;1;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0
Prov Brabant wallon;STOMATOLOGIE;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brabant wallon;DERMATO-VENEREOLOGIE;4;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brabant wallon;PNEUMOLOGIE;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Prov Brabant wallon;GASTRO-ENTEROLOGIE;3;2;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Brabant wallon;PEDIATRIE;16;14;2;0;12;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Prov Brabant wallon;MEDECINE PHYSIQUE ET READAPTATION;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Brabant wallon;BIOLOGIE CLINIQUE;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brabant wallon;RADIODIAGNOSTIC;7;4;3;0;4;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0
Prov Brabant wallon;RADIOTHERAPIE-ONCOLOGIE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Brabant wallon;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;5;5;0;0;1;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brabant wallon;ANATOMIE PATHOLOGIQUE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brabant wallon;MEDECINE INTERNE;20;12;8;0;12;0;0;0;0;0;0;0;0;1;7;0;0;0;0;0;0;0;0
Prov Brabant wallon;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;5;4;1;0;2;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Brabant wallon;MEDECINE D'URGENCE;4;2;2;0;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Prov Brabant wallon;MEDECINE AIGUE;2;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Brabant wallon;GERIATRIE;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brabant wallon;ONCOLOGIE MEDICALE;3;2;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Hainaut;ANESTHESIE-REANIMATION;17;12;5;1;11;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0
Prov Hainaut;CHIRURGIE;16;7;9;0;5;1;1;0;0;0;0;0;0;0;5;3;0;0;1;0;0;0;0
Prov Hainaut;NEUROCHIRURGIE;3;0;3;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0
Prov Hainaut;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Hainaut;NEUROLOGIE;4;3;1;0;2;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Hainaut;GYNECOLOGIE-OBSTETRIQUE;22;18;4;0;16;2;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0
Prov Hainaut;OPHTALMOLOGIE;6;5;1;0;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Hainaut;OTO-RHINO-LARYNGOLOGIE;6;6;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Hainaut;UROLOGIE;6;2;4;0;1;1;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0
Prov Hainaut;CHIRURGIE ORTHOPEDIQUE;11;0;11;0;0;0;0;0;0;0;0;0;0;0;9;2;0;0;0;0;0;0;0
Prov Hainaut;STOMATOLOGIE;3;3;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Hainaut;DERMATO-VENEREOLOGIE;4;3;1;1;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Hainaut;PNEUMOLOGIE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Hainaut;GASTRO-ENTEROLOGIE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Hainaut;PEDIATRIE;18;14;4;1;12;1;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0
Prov Hainaut;CARDIOLOGIE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Hainaut;MEDECINE PHYSIQUE ET READAPTATION;5;3;2;0;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Prov Hainaut;RADIODIAGNOSTIC;11;6;5;0;4;1;1;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0
Prov Hainaut;RADIOTHERAPIE-ONCOLOGIE;3;2;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Hainaut;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;5;5;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Hainaut;MEDECINE NUCLEAIRE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Hainaut;ANATOMIE PATHOLOGIQUE;2;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Hainaut;MEDECINE INTERNE;24;16;8;0;13;3;0;0;0;0;0;0;0;1;7;0;0;0;0;0;0;0;0
Prov Hainaut;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;6;5;1;0;4;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Hainaut;MEDECINE D'URGENCE;9;4;5;0;1;3;0;0;0;0;0;0;0;0;3;0;0;0;0;1;1;0;0
Prov Hainaut;GERIATRIE;5;5;0;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Hainaut;ONCOLOGIE MEDICALE;5;2;3;0;0;2;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0
Prov Liège;ANESTHESIE-REANIMATION;45;21;24;0;20;1;0;0;0;0;0;0;0;0;17;4;2;0;1;0;0;0;0
Prov Liège;CHIRURGIE;25;7;18;0;6;1;0;0;0;0;0;0;0;0;15;3;0;0;0;0;0;0;0
Prov Liège;NEUROCHIRURGIE;6;2;4;0;2;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0
Prov Liège;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;6;0;6;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0
Prov Liège;NEUROLOGIE;13;6;7;0;5;1;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0
Prov Liège;GYNECOLOGIE-OBSTETRIQUE;24;19;5;1;15;3;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0
Prov Liège;OPHTALMOLOGIE;15;10;5;0;10;0;0;0;0;0;0;0;0;0;4;0;0;1;0;0;0;0;0
Prov Liège;OTO-RHINO-LARYNGOLOGIE;10;6;4;0;6;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0
Prov Liège;UROLOGIE;5;3;2;0;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Prov Liège;CHIRURGIE ORTHOPEDIQUE;17;5;12;0;3;1;1;0;0;0;0;0;0;0;7;5;0;0;0;0;0;0;0
Prov Liège;STOMATOLOGIE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Liège;DERMATO-VENEREOLOGIE;8;6;2;0;6;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Prov Liège;PNEUMOLOGIE;8;5;3;0;2;2;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
Prov Liège;GASTRO-ENTEROLOGIE;13;10;3;0;8;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1
Prov Liège;PEDIATRIE;29;26;3;0;23;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
Prov Liège;CARDIOLOGIE;16;9;7;0;7;2;0;0;0;0;0;0;0;0;4;3;0;0;0;0;0;0;0
Prov Liège;MEDECINE PHYSIQUE ET READAPTATION;12;9;3;0;8;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Prov Liège;BIOLOGIE CLINIQUE;2;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Liège;RADIODIAGNOSTIC;24;12;12;0;7;5;0;0;0;0;0;0;0;0;9;3;0;0;0;0;0;0;0
Prov Liège;RADIOTHERAPIE-ONCOLOGIE;2;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Liège;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;7;6;1;0;5;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Liège;MEDECINE NUCLEAIRE;5;3;2;0;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Prov Liège;ANATOMIE PATHOLOGIQUE;7;4;3;0;3;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0
Prov Liège;MEDECINE INTERNE;22;15;7;0;14;1;0;0;0;0;0;0;0;2;4;1;0;0;0;0;0;0;0
Prov Liège;RHUMATOLOGIE;3;2;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Liège;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;11;6;5;1;4;0;0;0;1;0;0;0;0;0;4;0;0;1;0;0;0;0;0
Prov Liège;MEDECINE LEGALE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Liège;MEDECINE D'URGENCE;30;14;16;1;10;2;1;0;0;0;0;0;0;0;6;5;2;3;0;0;0;0;0
Prov Liège;MEDECINE AIGUE;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0
Prov Liège;GERIATRIE;9;8;1;0;6;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Liège;ONCOLOGIE MEDICALE;5;4;1;0;3;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Namur;ANESTHESIE-REANIMATION;11;4;7;0;3;1;0;0;0;0;0;0;0;0;6;0;1;0;0;0;0;0;0
Prov Namur;CHIRURGIE;6;3;3;0;1;2;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0
Prov Namur;NEUROCHIRURGIE;3;0;3;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0
