territoire;spécialité;total;genre_femme;genre_homme;femme_min25;femme_25-29;femme_30-34;femme_35-39;femme_40-44;femme_45-49;femme_50-54;femme_55-59;homme_min25;homme_25-29;homme_30-34;homme_35-39;homme_40-44;homme_45-49;homme_50-54;homme_55-59;homme_60-64
Flandre orientale;Médecine du travail;4;3;1;0;1;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0
Anvers;Toutes les spécialités;841;485;356;42;347;87;5;2;1;1;0;24;253;70;5;2;2;0;0;0
Anvers;Gériatrie;12;10;2;0;3;7;0;0;0;0;0;0;0;2;0;0;0;0;0;0
Anvers;Médecine d'urgence;63;32;31;2;19;11;0;0;0;0;0;2;20;6;2;1;0;0;0;0
Anvers;Médecine légale;4;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Anvers;Anesthésie-réanimation;103;43;60;4;33;4;1;1;0;0;0;7;43;10;0;0;0;0;0;0
Anvers;Chirurgie;60;28;32;4;21;3;0;0;0;0;0;1;22;9;0;0;0;0;0;0
Anvers;Neurochirurgie;9;3;6;0;2;1;0;0;0;0;0;0;5;1;0;0;0;0;0;0
Anvers;Chirurgie plastique, reconstructrice et esthétique;8;3;5;0;2;1;0;0;0;0;0;0;5;0;0;0;0;0;0;0
Anvers;Urologie;24;12;12;1;7;3;1;0;0;0;0;0;9;3;0;0;0;0;0;0
Anvers;Chirurgie orthopédique;36;16;20;1;10;5;0;0;0;0;0;1;15;3;1;0;0;0;0;0
Anvers;Neurologie;28;20;8;0;13;6;1;0;0;0;0;0;6;2;0;0;0;0;0;0
Anvers;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;18;17;1;1;12;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Anvers;Psychiatrie, particulièrement en psychiatrie adulte;34;18;16;2;10;6;0;0;0;0;0;0;12;3;0;0;1;0;0;0
Anvers;Pneumologie;6;5;1;0;1;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Anvers;Gastro-entérologie;17;8;9;0;5;3;0;0;0;0;0;0;5;4;0;0;0;0;0;0
Anvers;Cardiologie;19;7;12;0;4;3;0;0;0;0;0;0;6;6;0;0;0;0;0;0
Anvers;Médecine interne;118;70;48;10;59;1;0;0;0;0;0;6;34;6;1;1;0;0;0;0
Anvers;Rhumatologie;3;2;1;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Anvers;Médecine aiguë;6;2;4;1;1;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0
Anvers;Gynécologie-obstétrique;52;49;3;3;41;4;1;0;0;0;0;0;2;1;0;0;0;0;0;0
Anvers;Ophtalmologie;24;14;10;1;11;2;0;0;0;0;0;0;8;1;0;0;1;0;0;0
Anvers;Oto-rhino-laryngologie;23;13;10;0;11;2;0;0;0;0;0;1;8;1;0;0;0;0;0;0
Anvers;Stomatologie;8;5;3;2;3;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0
Anvers;Dermato-vénéréologie;16;12;4;2;9;1;0;0;0;0;0;0;3;1;0;0;0;0;0;0
Anvers;Pédiatrie;63;53;10;7;38;8;0;0;0;0;0;1;8;1;0;0;0;0;0;0
Anvers;Médecine physique et réadaptation;12;5;7;0;4;0;0;1;0;0;0;0;7;0;0;0;0;0;0;0
Anvers;Biologie clinique;14;7;7;0;5;2;0;0;0;0;0;2;5;0;0;0;0;0;0;0
Anvers;Radiodiagnostic;26;5;21;0;4;0;0;0;1;0;0;2;18;1;0;0;0;0;0;0
Anvers;Radiothérapie - oncologie;8;3;5;0;2;1;0;0;0;0;0;0;4;1;0;0;0;0;0;0
Anvers;Médecine nucléaire;6;3;3;0;3;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0
Anvers;Anatomie pathologique;6;4;2;0;3;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Anvers;Oncologie médicale;2;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Anvers;Génétique clinique;5;4;1;1;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Anvers;Médecine du travail;8;7;1;0;3;2;1;0;0;1;0;0;0;1;0;0;0;0;0;0
Limbourg;Toutes les spécialités;241;128;113;17;91;19;1;0;0;0;0;14;83;13;0;1;2;0;0;0
Limbourg;Gériatrie;4;2;2;0;2;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Limbourg;Médecine d'urgence;14;6;8;1;3;2;0;0;0;0;0;1;6;0;0;0;1;0;0;0
Limbourg;Anesthésie-réanimation;31;11;20;0;9;2;0;0;0;0;0;4;14;1;0;0;1;0;0;0
Limbourg;Chirurgie;20;9;11;0;7;2;0;0;0;0;0;1;9;0;0;1;0;0;0;0
Limbourg;Neurochirurgie;4;2;2;0;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Limbourg;Chirurgie plastique, reconstructrice et esthétique;2;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Limbourg;Urologie;8;2;6;0;2;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0
Limbourg;Chirurgie orthopédique;15;5;10;3;1;1;0;0;0;0;0;0;7;3;0;0;0;0;0;0
Limbourg;Neurologie;5;3;2;0;2;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Limbourg;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;8;7;1;0;6;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Limbourg;Psychiatrie, particulièrement en psychiatrie adulte;14;9;5;1;7;1;0;0;0;0;0;0;5;0;0;0;0;0;0;0
Limbourg;Pneumologie;2;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Limbourg;Gastro-entérologie;8;4;4;0;3;1;0;0;0;0;0;0;2;2;0;0;0;0;0;0
Limbourg;Cardiologie;4;1;3;0;1;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0
Limbourg;Médecine interne;30;17;13;5;11;1;0;0;0;0;0;2;11;0;0;0;0;0;0;0
Limbourg;Médecine aiguë;2;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Limbourg;Gynécologie-obstétrique;13;10;3;0;10;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0
Limbourg;Ophtalmologie;7;5;2;1;2;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0
Limbourg;Oto-rhino-laryngologie;7;6;1;0;5;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Limbourg;Stomatologie;8;2;6;0;2;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0
Limbourg;Dermato-vénéréologie;3;3;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Limbourg;Pédiatrie;11;8;3;1;6;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0
Limbourg;Médecine physique et réadaptation;3;3;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Limbourg;Biologie clinique;2;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Limbourg;Radiodiagnostic;6;0;6;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0
Limbourg;Radiothérapie - oncologie;2;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Limbourg;Anatomie pathologique;5;3;2;1;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Limbourg;Génétique clinique;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Limbourg;Médecine du travail;2;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Brabant Wallon;Toutes les spécialités;315;188;127;21;133;31;1;1;1;0;0;13;87;23;0;0;2;1;1;0
Brabant Wallon;Gériatrie;15;11;4;2;7;2;0;0;0;0;0;1;0;3;0;0;0;0;0;0
Brabant Wallon;Médecine d'urgence;33;19;14;0;14;4;0;0;1;0;0;0;9;3;0;0;2;0;0;0
Brabant Wallon;Anesthésie-réanimation;27;14;13;1;10;3;0;0;0;0;0;1;8;4;0;0;0;0;0;0
Brabant Wallon;Chirurgie;21;8;13;1;5;2;0;0;0;0;0;1;10;2;0;0;0;0;0;0
Brabant Wallon;Neurochirurgie;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Brabant Wallon;Chirurgie plastique, reconstructrice et esthétique;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Brabant Wallon;Urologie;6;4;2;0;1;2;1;0;0;0;0;0;2;0;0;0;0;0;0;0
Brabant Wallon;Chirurgie orthopédique;20;4;16;1;3;0;0;0;0;0;0;1;12;3;0;0;0;0;0;0
Brabant Wallon;Neurologie;6;3;3;1;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0
Brabant Wallon;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;7;7;0;1;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Brabant Wallon;Psychiatrie, particulièrement en psychiatrie adulte;10;7;3;1;6;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0
Brabant Wallon;Pneumologie;6;3;3;0;1;2;0;0;0;0;0;0;1;2;0;0;0;0;0;0
Brabant Wallon;Gastro-entérologie;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Brabant Wallon;Cardiologie;6;3;3;0;0;3;0;0;0;0;0;0;1;2;0;0;0;0;0;0
Brabant Wallon;Médecine interne;54;32;22;4;25;3;0;0;0;0;0;6;15;1;0;0;0;0;0;0
Brabant Wallon;Rhumatologie;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Brabant Wallon;Médecine aiguë;2;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Brabant Wallon;Gynécologie-obstétrique;17;15;2;4;10;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Brabant Wallon;Ophtalmologie;4;2;2;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Brabant Wallon;Oto-rhino-laryngologie;7;4;3;0;4;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Brabant Wallon;Stomatologie;3;2;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Brabant Wallon;Dermato-vénéréologie;4;3;1;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Brabant Wallon;Pédiatrie;32;27;5;2;24;1;0;0;0;0;0;0;5;0;0;0;0;0;0;0
Brabant Wallon;Médecine physique et réadaptation;6;3;3;1;2;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Brabant Wallon;Biologie clinique;2;2;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Brabant Wallon;Radiodiagnostic;10;2;8;0;2;0;0;0;0;0;0;1;7;0;0;0;0;0;0;0
Brabant Wallon;Radiothérapie - oncologie;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Brabant Wallon;Médecine nucléaire;2;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Brabant Wallon;Anatomie pathologique;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Brabant Wallon;Oncologie médicale;6;5;1;0;1;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Brabant Wallon;Médecine du travail;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
Hainaut;Toutes les spécialités;425;255;170;36;174;36;6;0;2;0;1;16;122;30;1;1;0;0;0;0
Hainaut;Gériatrie;14;10;4;1;6;2;0;0;1;0;0;0;3;1;0;0;0;0;0;0
Hainaut;Médecine d'urgence;42;22;20;2;16;3;1;0;0;0;0;0;13;6;1;0;0;0;0;0
Hainaut;Anesthésie-réanimation;30;14;16;2;11;1;0;0;0;0;0;3;10;3;0;0;0;0;0;0
Hainaut;Chirurgie;35;24;11;2;16;6;0;0;0;0;0;0;11;0;0;0;0;0;0;0
Hainaut;Neurochirurgie;5;2;3;0;2;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0
Hainaut;Chirurgie plastique, reconstructrice et esthétique;5;2;3;0;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0
Hainaut;Urologie;7;4;3;0;2;2;0;0;0;0;0;0;1;2;0;0;0;0;0;0
Hainaut;Chirurgie orthopédique;19;11;8;0;7;4;0;0;0;0;0;0;7;1;0;0;0;0;0;0
Hainaut;Neurologie;15;9;6;1;7;1;0;0;0;0;0;1;1;4;0;0;0;0;0;0
Hainaut;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;8;6;2;4;1;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0
Hainaut;Psychiatrie, particulièrement en psychiatrie adulte;18;9;9;1;6;1;1;0;0;0;0;0;9;0;0;0;0;0;0;0
Hainaut;Pneumologie;5;4;1;0;2;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Hainaut;Gastro-entérologie;4;2;2;0;1;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0
Hainaut;Cardiologie;11;4;7;0;2;2;0;0;0;0;0;0;5;2;0;0;0;0;0;0
Hainaut;Médecine interne;52;25;27;5;20;0;0;0;0;0;0;6;21;0;0;0;0;0;0;0
Hainaut;Rhumatologie;4;2;2;0;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Hainaut;Gynécologie-obstétrique;23;21;2;3;18;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Hainaut;Ophtalmologie;11;6;5;1;4;0;1;0;0;0;0;0;5;0;0;0;0;0;0;0
Hainaut;Oto-rhino-laryngologie;8;5;3;0;4;1;0;0;0;0;0;1;2;0;0;0;0;0;0;0
Hainaut;Stomatologie;4;2;2;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Hainaut;Dermato-vénéréologie;9;7;2;4;3;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Hainaut;Pédiatrie;35;28;7;6;19;3;0;0;0;0;0;1;6;0;0;0;0;0;0;0
Hainaut;Médecine physique et réadaptation;8;5;3;1;3;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0
Hainaut;Biologie clinique;6;0;6;0;0;0;0;0;0;0;0;0;4;1;0;1;0;0;0;0
Hainaut;Radiodiagnostic;19;12;7;2;9;1;0;0;0;0;0;1;6;0;0;0;0;0;0;0
Hainaut;Radiothérapie - oncologie;3;2;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Hainaut;Médecine nucléaire;4;3;1;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Hainaut;Anatomie pathologique;7;5;2;1;4;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Hainaut;Oncologie médicale;2;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Hainaut;Médecine du travail;12;8;4;0;3;1;2;0;1;0;1;0;0;4;0;0;0;0;0;0
Liège;Toutes les spécialités;711;397;314;31;295;64;2;3;2;0;0;26;216;57;9;1;3;2;0;0
Liège;Gériatrie;15;13;2;1;7;5;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Liège;Médecine d'urgence;70;35;35;2;24;9;0;0;0;0;0;0;23;7;2;0;1;2;0;0
Liège;Médecine légale;4;1;3;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Liège;Anesthésie-réanimation;107;41;66;6;29;4;1;1;0;0;0;5;43;13;4;0;1;0;0;0
Liège;Chirurgie;35;21;14;0;17;4;0;0;0;0;0;2;6;5;1;0;0;0;0;0
Liège;Neurochirurgie;6;2;4;0;1;1;0;0;0;0;0;0;2;2;0;0;0;0;0;0
Liège;Chirurgie plastique, reconstructrice et esthétique;7;4;3;1;1;2;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Liège;Urologie;13;5;8;1;2;2;0;0;0;0;0;0;6;2;0;0;0;0;0;0
Liège;Chirurgie orthopédique;26;7;19;0;5;2;0;0;0;0;0;0;16;3;0;0;0;0;0;0
Liège;Neurologie;17;10;7;1;9;0;0;0;0;0;0;1;5;1;0;0;0;0;0;0
Liège;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;14;9;5;0;9;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0
Liège;Psychiatrie, particulièrement en psychiatrie adulte;20;10;10;1;5;2;1;1;0;0;0;0;10;0;0;0;0;0;0;0
Liège;Pneumologie;17;8;9;0;7;1;0;0;0;0;0;2;4;3;0;0;0;0;0;0
Liège;Gastro-entérologie;22;16;6;2;10;3;0;1;0;0;0;0;4;2;0;0;0;0;0;0
Liège;Cardiologie;27;13;14;0;9;4;0;0;0;0;0;2;9;3;0;0;0;0;0;0
Liège;Médecine interne;64;38;26;3;29;6;0;0;0;0;0;6;17;3;0;0;0;0;0;0
Liège;Rhumatologie;9;7;2;0;6;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0
Liège;Médecine aiguë;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Liège;Gynécologie-obstétrique;39;34;5;4;28;2;0;0;0;0;0;1;3;1;0;0;0;0;0;0
Liège;Ophtalmologie;16;11;5;1;9;1;0;0;0;0;0;1;4;0;0;0;0;0;0;0
Liège;Oto-rhino-laryngologie;17;10;7;0;10;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0
Liège;Stomatologie;5;1;4;1;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0
Liège;Dermato-vénéréologie;6;4;2;0;4;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Liège;Pédiatrie;48;39;9;3;30;6;0;0;0;0;0;2;7;0;0;0;0;0;0;0
Liège;Médecine physique et réadaptation;18;10;8;1;8;1;0;0;0;0;0;0;6;2;0;0;0;0;0;0
Liège;Biologie clinique;8;5;3;0;5;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0
Liège;Radiodiagnostic;31;13;18;2;9;2;0;0;0;0;0;1;15;2;0;0;0;0;0;0
Liège;Radiothérapie - oncologie;7;6;1;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Liège;Médecine nucléaire;8;3;5;0;1;2;0;0;0;0;0;1;3;1;0;0;0;0;0;0
Liège;Anatomie pathologique;9;4;5;0;3;1;0;0;0;0;0;1;2;0;1;1;0;0;0;0
Liège;Oncologie médicale;14;8;6;1;6;1;0;0;0;0;0;0;4;2;0;0;0;0;0;0
Liège;Médecine du travail;11;8;3;0;4;2;0;0;2;0;0;0;1;0;1;0;1;0;0;0
Namur;Toutes les spécialités;209;102;107;5;78;14;4;0;0;1;0;9;79;15;1;1;1;0;0;1
Namur;Gériatrie;8;5;3;1;3;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0
Namur;Médecine d'urgence;21;10;11;0;7;2;0;0;0;1;0;1;9;1;0;0;0;0;0;0
Namur;Anesthésie-réanimation;30;9;21;0;9;0;0;0;0;0;0;1;16;4;0;0;0;0;0;0
Namur;Chirurgie;20;5;15;1;3;1;0;0;0;0;0;2;12;1;0;0;0;0;0;0
Namur;Neurochirurgie;4;2;2;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Namur;Urologie;3;2;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Namur;Chirurgie orthopédique;11;4;7;0;2;2;0;0;0;0;0;0;5;1;0;0;1;0;0;0
Namur;Neurologie;6;3;3;0;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Namur;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;3;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Namur;Psychiatrie, particulièrement en psychiatrie adulte;5;5;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Namur;Pneumologie;3;1;2;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Namur;Gastro-entérologie;2;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Namur;Cardiologie;4;1;3;0;1;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0
Namur;Médecine interne;29;12;17;1;10;1;0;0;0;0;0;3;13;0;1;0;0;0;0;0
Namur;Rhumatologie;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Namur;Médecine aiguë;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Namur;Gynécologie-obstétrique;7;5;2;0;5;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Namur;Ophtalmologie;5;4;1;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Namur;Oto-rhino-laryngologie;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Namur;Stomatologie;3;1;2;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Namur;Dermato-vénéréologie;5;5;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Namur;Pédiatrie;16;12;4;1;10;0;1;0;0;0;0;1;3;0;0;0;0;0;0;0
Namur;Médecine physique et réadaptation;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Namur;Biologie clinique;2;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Namur;Radiodiagnostic;5;0;5;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0
Namur;Radiothérapie - oncologie;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Namur;Médecine nucléaire;2;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
Namur;Anatomie pathologique;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Namur;Oncologie médicale;3;3;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Namur;Médecine du travail;5;3;2;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;1
Luxembourg;Toutes les spécialités;75;42;33;7;31;3;0;0;1;0;0;5;25;3;0;0;0;0;0;0
Luxembourg;Médecine d'urgence;8;6;2;5;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Luxembourg;Anesthésie-réanimation;6;2;4;0;2;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0
Luxembourg;Chirurgie;5;4;1;1;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Luxembourg;Neurochirurgie;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Luxembourg;Chirurgie orthopédique;4;2;2;0;2;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Luxembourg;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Luxembourg;Psychiatrie, particulièrement en psychiatrie adulte;3;2;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Luxembourg;Pneumologie;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Luxembourg;Gastro-entérologie;2;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Luxembourg;Cardiologie;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Luxembourg;Médecine interne;14;6;8;0;6;0;0;0;0;0;0;2;6;0;0;0;0;0;0;0
Luxembourg;Rhumatologie;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Luxembourg;Médecine aiguë;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Luxembourg;Gynécologie-obstétrique;6;5;1;1;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Luxembourg;Ophtalmologie;2;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Luxembourg;Oto-rhino-laryngologie;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Luxembourg;Dermato-vénéréologie;3;1;2;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Luxembourg;Pédiatrie;9;8;1;0;7;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Luxembourg;Biologie clinique;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Luxembourg;Radiodiagnostic;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Luxembourg;Oncologie médicale;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Luxembourg;Médecine du travail;2;2;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Région de Bruxelles Capitale;Toutes les spécialités;1270;717;553;29;490;168;19;7;2;2;0;23;353;157;13;5;2;0;0;0
Région de Bruxelles Capitale;Gériatrie;23;20;3;2;9;7;2;0;0;0;0;0;3;0;0;0;0;0;0;0
Région de Bruxelles Capitale;Médecine d'urgence;115;60;55;1;33;18;7;1;0;0;0;1;26;19;5;2;2;0;0;0
Région de Bruxelles Capitale;Médecine légale;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Région de Bruxelles Capitale;Anesthésie-réanimation;129;58;71;2;36;18;2;0;0;0;0;2;44;25;0;0;0;0;0;0
Région de Bruxelles Capitale;Chirurgie;71;33;38;1;27;5;0;0;0;0;0;2;21;13;2;0;0;0;0;0
Région de Bruxelles Capitale;Neurochirurgie;14;4;10;0;3;1;0;0;0;0;0;1;7;2;0;0;0;0;0;0
Région de Bruxelles Capitale;Chirurgie plastique, reconstructrice et esthétique;10;6;4;0;4;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0
Région de Bruxelles Capitale;Urologie;23;8;15;0;6;2;0;0;0;0;0;0;8;7;0;0;0;0;0;0
Région de Bruxelles Capitale;Chirurgie orthopédique;57;14;43;1;7;6;0;0;0;0;0;2;26;13;1;1;0;0;0;0
Région de Bruxelles Capitale;Neurologie;35;23;12;4;15;4;0;0;0;0;0;2;9;1;0;0;0;0;0;0
Région de Bruxelles Capitale;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;33;28;5;0;15;11;1;1;0;0;0;1;2;2;0;0;0;0;0;0
Région de Bruxelles Capitale;Psychiatrie, particulièrement en psychiatrie adulte;70;40;30;1;24;10;2;1;0;2;0;1;21;7;1;0;0;0;0;0
Région de Bruxelles Capitale;Pneumologie;16;10;6;0;5;5;0;0;0;0;0;0;4;2;0;0;0;0;0;0
Région de Bruxelles Capitale;Gastro-entérologie;18;10;8;0;4;6;0;0;0;0;0;0;5;3;0;0;0;0;0;0
Région de Bruxelles Capitale;Cardiologie;28;12;16;0;3;9;0;0;0;0;0;0;4;11;1;0;0;0;0;0
Région de Bruxelles Capitale;Médecine interne;186;93;93;4;78;10;0;1;0;0;0;7;67;17;1;1;0;0;0;0
Région de Bruxelles Capitale;Rhumatologie;2;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Région de Bruxelles Capitale;Gynécologie-obstétrique;61;56;5;1;43;12;0;0;0;0;0;1;4;0;0;0;0;0;0;0
Région de Bruxelles Capitale;Ophtalmologie;37;20;17;1;15;3;0;1;0;0;0;1;13;2;1;0;0;0;0;0
Région de Bruxelles Capitale;Oto-rhino-laryngologie;25;11;14;0;7;4;0;0;0;0;0;0;9;5;0;0;0;0;0;0
Région de Bruxelles Capitale;Stomatologie;18;6;12;0;6;0;0;0;0;0;0;0;8;4;0;0;0;0;0;0
Région de Bruxelles Capitale;Dermato-vénéréologie;24;20;4;1;17;2;0;0;0;0;0;0;4;0;0;0;0;0;0;0
Région de Bruxelles Capitale;Pédiatrie;120;101;19;7;78;16;0;0;0;0;0;0;13;6;0;0;0;0;0;0
Région de Bruxelles Capitale;Médecine physique et réadaptation;19;12;7;1;6;3;1;0;1;0;0;0;4;3;0;0;0;0;0;0
Région de Bruxelles Capitale;Biologie clinique;12;4;8;0;3;0;1;0;0;0;0;0;5;3;0;0;0;0;0;0
