territoire;spécialité;total;genre_femme;genre_homme;femme_25-29;femme_30-34;femme_35-39;femme_40-44;femme_45-49;femme_50-54;femme_55-59;femme_60-64;femme_65plus;homme_25-29;homme_30-34;homme_35-39;homme_40-44;homme_45-49;homme_50-54;homme_55-59;homme_60-64;homme_65plus
Flandre occidentale;Génétique clinique;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Flandre occidentale;Médecine du travail;114;62;52;0;2;1;5;12;7;12;13;10;0;0;0;1;4;0;5;11;31
Flandre occidentale;Médecine d'assurance et expertise médicale;51;10;41;0;0;0;0;1;3;2;3;1;0;0;0;0;0;1;1;11;28
Flandre orientale;Toutes les spécialités;3682;1642;2040;7;242;250;250;236;215;161;119;162;0;185;167;152;213;176;230;242;675
Flandre orientale;Gériatrie;53;33;20;0;9;3;6;4;4;3;3;1;0;2;2;0;1;3;0;3;9
Flandre orientale;Médecine d'urgence;43;24;19;0;11;8;3;1;1;0;0;0;0;8;6;3;2;0;0;0;0
Flandre orientale;Médecine légale;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
Flandre orientale;Gestion des données de santé;4;2;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0
Flandre orientale;Anesthésie-réanimation;374;143;231;0;18;27;23;15;20;16;10;14;0;43;27;20;28;23;24;22;44
Flandre orientale;Chirurgie;208;48;160;0;6;8;10;7;8;2;2;5;0;5;14;17;16;15;20;22;51
Flandre orientale;Neurochirurgie;31;4;27;0;0;2;0;1;0;1;0;0;0;1;5;4;4;3;1;3;6
Flandre orientale;Chirurgie plastique, reconstructive et esthétique;49;9;40;0;1;1;1;1;2;1;1;1;0;4;2;6;5;3;9;1;10
Flandre orientale;Urologie;83;20;63;0;4;5;7;1;1;1;0;1;0;14;5;5;4;5;5;6;19
Flandre orientale;Orthopédie;173;18;155;0;6;3;2;2;3;1;1;0;0;18;15;10;22;10;21;22;37
Flandre orientale;Neurologie;85;49;36;1;10;8;12;7;3;4;1;3;0;3;6;3;7;2;4;3;8
Flandre orientale;Psychiatrie;49;25;24;0;0;0;0;0;11;9;2;3;0;0;0;0;3;8;10;2;1
Flandre orientale;Neuropsychiatrie;18;5;13;0;0;0;0;0;0;1;0;4;0;0;0;0;0;0;0;2;11
Flandre orientale;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;50;44;6;0;5;17;5;8;4;1;1;3;0;0;1;3;1;0;0;0;1
Flandre orientale;Psychiatrie, particulièrement en psychiatrie adulte;144;77;67;1;13;13;17;9;3;0;3;18;0;6;4;3;11;1;0;11;31
Flandre orientale;Pneumologie;86;36;50;0;3;11;7;10;4;0;0;1;0;5;2;6;3;5;7;12;10
Flandre orientale;Gastro-entérologie;112;39;73;0;8;8;6;11;5;0;0;1;0;8;6;7;6;7;8;9;22
Flandre orientale;Cardiologie;156;37;119;0;2;8;6;9;7;3;0;2;0;11;13;13;16;11;15;10;30
Flandre orientale;Médecine interne;223;102;121;1;23;21;17;13;8;7;6;6;0;14;6;7;7;10;9;13;55
Flandre orientale;Rhumatologie;48;25;23;0;4;5;1;2;3;2;3;5;0;0;2;2;0;0;5;3;11
Flandre orientale;Médecine aiguë;16;9;7;0;0;0;1;3;0;2;3;0;0;0;0;1;1;3;0;1;1
Flandre orientale;Gynécologie-obstétrique;187;110;77;1;22;16;20;13;17;13;4;4;0;2;3;2;5;6;8;12;39
Flandre orientale;Ophtalmologie;156;98;58;2;11;9;11;16;10;6;14;19;0;3;1;4;4;4;6;9;27
Flandre orientale;Oto-rhino-laryngologie;92;44;48;0;7;5;6;9;3;6;3;5;0;0;3;2;6;5;3;10;19
Flandre orientale;Stomatologie;56;17;39;0;2;4;3;3;3;0;1;1;0;4;5;3;5;2;4;6;10
Flandre orientale;Dermato-vénéréologie;110;94;16;0;12;10;13;11;17;11;9;11;0;1;2;0;0;0;2;2;9
Flandre orientale;Pédiatrie;224;161;63;1;37;18;21;16;23;22;10;13;0;3;4;2;6;6;3;6;33
Flandre orientale;Médecine physique et réadaptation;94;43;51;0;4;5;4;8;7;4;6;5;0;9;4;3;5;4;11;4;11
Flandre orientale;Biologie clinique;100;51;49;0;3;3;10;9;7;5;5;9;0;1;0;1;4;6;6;8;23
Flandre orientale;Radiodiagnostic;222;64;158;0;11;11;9;14;9;4;2;4;0;16;17;11;16;12;27;19;40
Flandre orientale;Radiothérapie-oncologie;29;13;16;0;0;1;5;3;2;1;1;0;0;1;1;2;2;2;1;4;3
Flandre orientale;Médecine nucléaire;43;14;29;0;2;3;0;2;1;1;4;1;0;2;4;1;2;3;2;3;12
Flandre orientale;Anatomie pathologique;61;32;29;0;3;5;6;3;4;5;3;3;0;0;2;4;6;4;2;2;9
Flandre orientale;Oncologie médicale;39;27;12;0;4;7;4;6;3;2;1;0;0;0;5;1;1;1;2;0;2
Flandre orientale;Génétique clinique;13;6;7;0;0;0;0;1;3;0;0;2;0;0;0;2;1;2;2;0;0
Flandre orientale;Médecine du travail;174;97;77;0;0;4;14;17;13;24;13;12;0;1;0;4;12;5;6;6;43
Flandre orientale;Médecine d'assurance et expertise médicale;75;22;53;0;1;1;0;0;6;2;7;5;0;0;0;0;1;4;7;4;37
Anvers;Toutes les spécialités;4252;1855;2397;11;275;276;238;275;264;193;125;198;1;182;189;202;232;232;282;289;788
Anvers;Gériatrie;60;34;26;0;10;3;4;4;6;2;3;2;0;2;3;1;2;2;3;3;10
Anvers;Médecine d'urgence;57;33;24;0;13;14;3;0;2;1;0;0;0;12;6;2;2;2;0;0;0
Anvers;Médecine légale;2;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Anvers;Gestion des données de santé;6;1;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2;1;1
Anvers;Anesthésie-réanimation;428;198;230;1;35;35;24;31;24;20;8;20;0;27;23;22;22;31;27;26;52
Anvers;Chirurgie;267;56;211;0;8;9;10;11;5;1;4;8;0;17;11;21;21;24;25;29;63
Anvers;Neurochirurgie;49;5;44;0;2;1;0;0;1;1;0;0;0;2;4;8;5;8;5;3;9
Anvers;Chirurgie plastique, reconstructive et esthétique;45;15;30;0;1;4;0;1;0;0;5;4;0;1;3;3;3;4;4;5;7
Anvers;Urologie;84;15;69;0;5;2;3;3;1;0;1;0;0;3;8;9;10;4;9;3;23
Anvers;Orthopédie;211;31;180;0;9;4;6;1;6;2;1;2;0;7;15;18;26;18;25;16;55
Anvers;Neurologie;115;56;59;0;9;19;9;9;3;2;1;4;0;8;5;7;5;6;4;12;12
Anvers;Psychiatrie;68;37;31;0;0;0;0;2;18;13;4;0;0;0;0;0;4;11;12;4;0
Anvers;Neuropsychiatrie;31;6;25;0;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;3;22
Anvers;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;84;67;17;0;5;11;16;19;6;3;5;2;0;1;0;4;3;1;1;0;7
Anvers;Psychiatrie, particulièrement en psychiatrie adulte;158;65;93;2;11;9;10;15;3;1;2;12;0;9;4;3;14;4;0;13;46
Anvers;Pneumologie;90;43;47;0;6;4;11;7;8;3;3;1;0;4;5;2;3;5;8;6;14
Anvers;Gastro-entérologie;112;39;73;0;8;11;4;7;2;5;1;1;0;7;8;9;10;4;11;9;15
Anvers;Cardiologie;178;39;139;0;6;7;6;7;5;4;1;3;0;11;12;19;23;14;20;9;31
Anvers;Médecine interne;260;116;144;0;15;20;22;18;17;11;6;7;0;9;10;5;10;13;15;12;70
Anvers;Rhumatologie;31;14;17;0;2;3;2;3;2;2;0;0;0;1;1;1;2;0;1;1;10
Anvers;Médecine aiguë;35;14;21;0;2;1;2;6;1;0;0;2;0;0;3;3;6;4;2;2;1
Anvers;Gynécologie-obstétrique;251;140;111;1;32;27;18;20;16;13;6;7;0;6;3;8;5;8;18;9;54
Anvers;Ophtalmologie;209;127;82;4;17;15;12;14;12;16;12;25;1;8;6;5;5;7;7;8;35
Anvers;Oto-rhino-laryngologie;105;54;51;0;10;8;10;4;8;4;5;5;0;3;4;2;7;6;5;8;16
Anvers;Stomatologie;60;15;45;0;5;2;2;1;3;0;2;0;0;3;7;7;3;3;5;7;10
Anvers;Dermato-vénéréologie;117;76;41;1;4;11;8;8;16;7;6;15;0;3;3;3;3;3;4;4;18
Anvers;Pédiatrie;264;181;83;0;26;25;19;32;27;27;10;15;0;6;4;8;7;5;5;9;39
Anvers;Médecine physique et réadaptation;94;48;46;2;6;4;3;6;10;7;5;5;0;6;3;3;4;2;10;5;13
Anvers;Biologie clinique;78;47;31;0;6;6;3;5;5;6;4;12;0;3;1;2;1;2;8;4;10
Anvers;Radiodiagnostic;257;73;184;0;7;10;6;9;10;14;5;12;0;15;17;13;12;19;24;25;59
Anvers;Radiothérapie-oncologie;43;22;21;0;4;1;4;4;5;2;0;2;0;0;6;3;2;2;0;7;1
Anvers;Médecine nucléaire;33;7;26;0;2;0;1;1;1;1;1;0;0;1;4;3;0;4;4;2;8
Anvers;Anatomie pathologique;69;38;31;0;3;2;6;4;10;4;4;5;0;3;1;4;1;2;5;4;11
Anvers;Oncologie médicale;31;14;17;0;2;2;3;2;2;1;2;0;0;3;4;0;3;1;1;4;1
Anvers;Génétique clinique;10;8;2;0;0;0;2;0;2;1;1;2;0;0;1;0;0;0;0;0;1
Anvers;Médecine du travail;188;96;92;0;2;6;8;20;20;13;10;17;0;1;2;4;6;9;6;27;37
Anvers;Médecine d'assurance et expertise médicale;72;24;48;0;1;0;1;1;7;5;6;3;0;0;1;0;2;3;6;9;27
Limbourg;Toutes les spécialités;1703;699;1004;3;85;126;97;106;103;81;42;56;2;56;79;83;118;96;113;135;322
Limbourg;Gériatrie;31;18;13;0;5;5;0;5;1;2;0;0;0;1;0;1;1;1;1;3;5
Limbourg;Médecine d'urgence;13;7;6;0;2;3;1;1;0;0;0;0;0;2;2;1;1;0;0;0;0
Limbourg;Médecine légale;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Limbourg;Gestion des données de santé;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
Limbourg;Anesthésie-réanimation;171;78;93;1;9;13;9;10;14;11;2;9;0;11;11;11;15;9;8;11;17
Limbourg;Chirurgie;100;22;78;0;4;4;2;1;5;2;4;0;0;2;7;9;11;8;10;7;24
Limbourg;Neurochirurgie;23;3;20;0;0;0;0;2;0;1;0;0;0;2;3;1;2;4;1;2;5
Limbourg;Chirurgie plastique, reconstructive et esthétique;16;2;14;0;2;0;0;0;0;0;0;0;0;0;2;1;0;2;3;0;6
Limbourg;Urologie;31;2;29;0;1;1;0;0;0;0;0;0;0;3;3;1;4;4;5;3;6
Limbourg;Orthopédie;79;8;71;0;2;1;3;1;1;0;0;0;0;7;7;9;7;8;7;10;16
Limbourg;Neurologie;42;23;19;0;4;5;5;2;2;2;1;2;0;1;2;4;3;1;2;2;4
Limbourg;Psychiatrie;42;24;18;0;0;0;0;3;12;7;2;0;0;0;0;0;0;11;4;2;1
Limbourg;Neuropsychiatrie;11;5;6;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;6
Limbourg;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;35;27;8;0;1;7;6;8;1;2;2;0;0;0;2;2;1;0;1;1;1
Limbourg;Psychiatrie, particulièrement en psychiatrie adulte;75;34;41;0;4;8;8;8;1;2;1;2;0;0;3;2;9;0;0;5;22
Limbourg;Pneumologie;36;12;24;0;2;3;2;2;0;1;1;1;0;1;4;2;5;1;2;3;6
Limbourg;Gastro-entérologie;48;23;25;0;3;8;3;5;0;0;2;2;0;1;2;3;3;4;2;6;4
Limbourg;Cardiologie;77;9;68;0;1;2;1;1;2;1;1;0;0;5;6;9;8;8;7;10;15
Limbourg;Médecine interne;75;28;47;0;2;4;8;4;5;3;1;1;0;0;3;3;5;3;7;5;21
Limbourg;Rhumatologie;20;10;10;0;0;4;1;0;1;2;2;0;0;0;1;0;0;1;2;0;6
Limbourg;Médecine aiguë;14;3;11;0;0;0;0;1;1;1;0;0;1;0;1;0;3;4;0;1;1
Limbourg;Gynécologie-obstétrique;84;52;32;0;11;11;8;6;8;2;3;3;0;1;1;1;3;4;2;5;15
Limbourg;Ophtalmologie;77;53;24;2;6;8;9;5;11;3;3;6;1;1;0;0;3;0;5;2;12
Limbourg;Oto-rhino-laryngologie;47;21;26;0;2;5;3;5;1;1;2;2;0;2;1;2;1;2;1;7;10
Limbourg;Stomatologie;30;6;24;0;2;0;2;1;0;1;0;0;0;4;2;4;4;2;1;4;3
Limbourg;Dermato-vénéréologie;55;40;15;0;2;7;5;7;3;10;2;4;0;0;0;1;3;1;1;1;8
Limbourg;Pédiatrie;78;49;29;0;11;8;7;5;5;2;1;10;0;0;1;1;2;4;3;2;16
Limbourg;Médecine physique et réadaptation;42;13;29;0;2;2;1;2;3;1;2;0;0;3;2;3;5;0;1;3;12
Limbourg;Biologie clinique;29;12;17;0;0;2;2;2;4;2;0;0;0;0;2;2;2;0;3;1;7
Limbourg;Radiodiagnostic;113;30;83;0;4;5;2;5;4;7;1;2;0;4;10;7;9;7;15;11;20
Limbourg;Radiothérapie-oncologie;16;9;7;0;0;4;3;1;1;0;0;0;0;0;1;1;0;0;0;3;2
Limbourg;Médecine nucléaire;19;7;12;0;0;0;1;1;3;1;0;1;0;0;0;0;1;0;3;1;7
Limbourg;Anatomie pathologique;29;13;16;0;1;4;0;1;2;4;0;1;0;3;0;1;0;1;1;1;9
Limbourg;Oncologie médicale;12;8;4;0;0;2;4;2;0;0;0;0;0;0;0;0;0;3;1;0;0
Limbourg;Génétique clinique;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Limbourg;Médecine du travail;81;35;46;0;2;0;0;8;9;6;6;4;0;1;0;1;6;2;7;12;17
Limbourg;Médecine d'assurance et expertise médicale;48;12;36;0;0;0;0;1;3;4;0;4;0;0;0;0;0;1;6;11;18
Brabant Wallon;Toutes les spécialités;2142;949;1193;2;81;127;96;141;118;111;113;160;0;57;70;86;105;119;157;142;457
Brabant Wallon;Gériatrie;20;14;6;0;2;2;2;4;3;1;0;0;0;0;0;0;0;1;1;3;1
Brabant Wallon;Médecine d'urgence;31;16;15;0;4;8;2;0;2;0;0;0;0;5;5;1;2;2;0;0;0
Brabant Wallon;Gestion des données de santé;13;5;8;0;0;0;0;0;1;1;2;1;0;0;0;0;0;1;4;2;1
Brabant Wallon;Anesthésie-réanimation;199;81;118;0;3;15;12;15;6;6;3;21;0;5;20;22;12;16;9;9;25
Brabant Wallon;Chirurgie;126;25;101;0;5;3;3;0;3;2;5;4;0;3;5;6;11;9;11;8;48
Brabant Wallon;Neurochirurgie;7;1;6;0;0;0;0;0;1;0;0;0;0;1;0;0;1;2;2;0;0
Brabant Wallon;Chirurgie plastique, reconstructive et esthétique;29;10;19;0;0;4;1;1;0;2;2;0;0;0;0;4;2;2;4;1;6
Brabant Wallon;Urologie;31;4;27;0;1;1;0;0;1;1;0;0;0;3;1;3;5;3;3;1;8
Brabant Wallon;Orthopédie;101;7;94;0;0;0;3;2;0;1;0;1;0;9;5;6;7;11;13;10;33
Brabant Wallon;Neurologie;51;30;21;0;2;6;2;6;5;2;4;3;0;0;3;1;5;3;4;2;3
Brabant Wallon;Psychiatrie;90;38;52;0;0;0;0;3;8;5;8;14;0;0;1;0;3;2;6;7;33
Brabant Wallon;Neuropsychiatrie;19;4;15;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;1;14
Brabant Wallon;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;24;18;6;0;0;2;5;4;4;0;0;3;0;0;0;0;4;0;0;0;2
Brabant Wallon;Psychiatrie, particulièrement en psychiatrie adulte;41;24;17;0;4;6;4;7;2;0;1;0;0;2;3;3;1;4;1;0;3
Brabant Wallon;Pneumologie;42;22;20;0;4;1;4;3;3;1;2;4;0;2;0;0;3;2;3;5;5
Brabant Wallon;Gastro-entérologie;67;22;45;0;1;6;2;2;4;3;2;2;0;1;4;2;4;4;10;8;12
Brabant Wallon;Cardiologie;102;29;73;0;3;4;5;4;3;2;4;4;0;3;7;4;8;10;10;13;18
Brabant Wallon;Médecine interne;165;60;105;0;4;7;8;13;8;9;5;6;0;6;2;5;8;8;19;17;40
Brabant Wallon;Rhumatologie;16;7;9;0;1;1;1;1;1;0;0;2;0;0;1;0;1;0;2;0;5
Brabant Wallon;Médecine aiguë;31;11;20;0;0;0;0;2;6;1;1;1;0;0;1;0;5;4;3;2;5
Brabant Wallon;Gynécologie-obstétrique;113;73;40;1;11;7;5;14;10;9;10;6;0;0;0;1;2;7;5;6;19
Brabant Wallon;Ophtalmologie;82;53;29;1;5;4;9;6;2;9;6;11;0;3;2;0;3;5;5;2;9
Brabant Wallon;Oto-rhino-laryngologie;60;26;34;0;5;7;1;5;4;3;1;0;0;1;2;1;1;3;2;8;16
Brabant Wallon;Stomatologie;29;6;23;0;0;2;0;1;1;0;1;1;0;1;2;2;0;3;2;1;12
Brabant Wallon;Dermato-vénéréologie;63;52;11;0;4;4;3;8;5;9;6;13;0;0;0;0;1;1;2;0;7
Brabant Wallon;Pédiatrie;153;108;45;0;9;15;10;20;11;13;15;15;0;3;0;5;3;3;4;5;22
Brabant Wallon;Médecine physique et réadaptation;37;18;19;0;2;6;1;2;2;2;1;2;0;0;0;1;3;0;1;3;11
Brabant Wallon;Biologie clinique;68;37;31;0;0;2;4;2;1;3;6;19;0;1;1;1;1;1;2;2;22
Brabant Wallon;Radiodiagnostic;150;56;94;0;6;8;2;10;5;9;12;4;0;6;4;10;4;7;15;14;34
Brabant Wallon;Radiothérapie-oncologie;14;6;8;0;0;0;0;0;0;0;2;4;0;1;0;2;1;0;1;2;1
Brabant Wallon;Médecine nucléaire;28;13;15;0;0;0;2;0;2;6;1;2;0;0;1;0;0;1;3;1;9
Brabant Wallon;Anatomie pathologique;27;17;10;0;1;3;1;1;4;3;1;3;0;0;0;2;0;0;1;2;5
Brabant Wallon;Oncologie médicale;21;11;10;0;3;3;2;0;1;0;0;2;0;1;0;1;2;1;1;0;4
Brabant Wallon;Génétique clinique;4;2;2;0;0;0;1;0;1;0;0;0;0;0;0;2;0;0;0;0;0
Brabant Wallon;Médecine du travail;55;33;22;0;1;0;1;5;6;8;8;4;0;0;0;0;2;3;4;1;12
Brabant Wallon;Médecine d'assurance et expertise médicale;33;10;23;0;0;0;0;0;2;0;3;5;0;0;0;1;0;0;4;6;12
Hainaut;Toutes les spécialités;2521;1032;1489;0;93;141;121;163;121;98;79;216;0;58;72;83;115;140;185;206;630
Hainaut;Gériatrie;39;27;12;0;3;6;5;3;3;4;1;2;0;1;0;5;1;0;0;2;3
Hainaut;Médecine d'urgence;33;13;20;0;8;2;3;0;0;0;0;0;0;5;5;1;1;6;0;1;1
Hainaut;Gestion des données de santé;4;2;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1
Hainaut;Anesthésie-réanimation;207;80;127;0;5;13;5;10;13;8;4;22;0;11;3;6;17;16;26;15;33
Hainaut;Chirurgie;178;38;140;0;4;5;6;8;2;4;1;8;0;2;6;9;9;10;18;22;64
Hainaut;Neurochirurgie;21;7;14;0;2;2;1;0;1;1;0;0;0;0;2;1;4;0;1;2;4
Hainaut;Chirurgie plastique, reconstructive et esthétique;19;7;12;0;1;1;1;2;0;1;1;0;0;1;1;3;1;1;2;2;1
Hainaut;Urologie;42;8;34;0;2;0;1;2;0;0;2;1;0;0;6;2;3;3;3;5;12
Hainaut;Orthopédie;121;6;115;0;0;0;1;2;0;1;0;2;0;1;15;8;11;11;17;18;34
Hainaut;Neurologie;57;19;38;0;1;3;4;5;2;1;2;1;0;2;0;4;5;2;9;4;12
Hainaut;Psychiatrie;94;40;54;0;0;3;1;6;8;3;7;12;0;0;0;2;1;9;6;9;27
Hainaut;Neuropsychiatrie;14;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
Hainaut;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;19;12;7;0;2;5;2;2;1;0;0;0;0;1;0;2;0;2;1;0;1
Hainaut;Psychiatrie, particulièrement en psychiatrie adulte;34;21;13;0;2;4;7;4;3;0;1;0;0;3;0;2;3;2;2;0;1
Hainaut;Pneumologie;77;27;50;0;2;0;4;8;2;2;1;8;0;0;0;1;3;7;8;5;26
Hainaut;Gastro-entérologie;69;20;49;0;1;3;4;2;2;0;1;7;0;1;1;2;4;10;7;6;18
Hainaut;Cardiologie;108;22;86;0;2;3;3;2;3;3;2;4;0;2;1;6;8;5;13;13;38
Hainaut;Médecine interne;190;74;116;0;8;17;11;16;11;2;2;7;0;5;4;8;7;9;18;16;49
Hainaut;Rhumatologie;30;14;16;0;2;2;2;3;0;1;1;3;0;0;1;0;0;1;2;3;9
Hainaut;Médecine aiguë;39;19;20;0;0;0;2;5;7;2;2;1;0;0;0;0;1;7;4;4;4
Hainaut;Gynécologie-obstétrique;186;97;89;0;8;20;8;13;13;14;3;18;0;1;3;5;6;10;9;12;43
Hainaut;Ophtalmologie;76;39;37;0;3;4;3;9;2;5;1;12;0;5;2;1;2;2;1;5;19
Hainaut;Oto-rhino-laryngologie;61;29;32;0;3;3;4;3;4;6;2;4;0;2;0;0;4;2;3;6;15
Hainaut;Stomatologie;22;9;13;0;0;1;0;4;1;0;1;2;0;0;1;0;1;1;3;2;5
Hainaut;Dermato-vénéréologie;69;48;21;0;4;4;5;4;8;6;3;14;0;0;2;0;3;1;3;2;10
Hainaut;Pédiatrie;169;111;58;0;15;17;17;17;12;5;6;22;0;1;4;2;0;5;5;5;36
Hainaut;Médecine physique et réadaptation;49;25;24;0;2;5;4;4;2;1;2;5;0;0;0;4;1;1;3;2;13
Hainaut;Biologie clinique;54;24;30;0;1;2;2;0;2;2;4;11;0;3;2;1;1;0;1;5;17
Hainaut;Radiodiagnostic;164;57;107;0;5;5;9;8;3;8;7;12;0;4;4;6;5;12;7;17;52
Hainaut;Radiothérapie-oncologie;19;11;8;0;0;5;1;1;1;0;0;3;0;1;2;0;3;1;0;1;0
Hainaut;Médecine nucléaire;29;12;17;0;1;2;1;2;0;2;1;3;0;1;0;0;0;1;2;3;10
Hainaut;Anatomie pathologique;37;21;16;0;4;2;0;2;2;3;1;7;0;1;3;1;2;0;1;1;7
Hainaut;Oncologie médicale;35;15;20;0;1;2;2;0;6;2;1;1;0;4;4;0;1;1;3;3;4
Hainaut;Génétique clinique;3;2;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0
Hainaut;Médecine du travail;89;59;30;0;1;0;2;13;7;7;11;18;0;0;0;1;5;1;1;5;17
Hainaut;Médecine d'assurance et expertise médicale;64;17;47;0;0;0;0;1;0;3;7;6;0;0;0;0;2;1;5;8;31
Liège;Toutes les spécialités;3263;1495;1768;4;179;217;196;209;177;144;119;250;1;125;131;116;146;164;197;210;678
Liège;Gériatrie;35;28;7;0;3;7;6;4;4;3;0;1;0;1;0;2;0;0;1;0;3
Liège;Médecine d'urgence;51;24;27;0;8;8;3;4;1;0;0;0;0;5;7;8;4;1;2;0;0
Liège;Médecine légale;4;1;3;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1
Liège;Gestion des données de santé;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Liège;Anesthésie-réanimation;344;124;220;1;13;24;14;22;15;12;7;16;0;30;24;18;24;34;22;21;47
Liège;Chirurgie;165;39;126;0;8;5;3;4;5;10;4;0;0;3;9;12;9;6;16;18;53
Liège;Neurochirurgie;28;4;24;0;0;2;0;0;0;1;1;0;0;5;2;1;3;2;4;2;5
Liège;Chirurgie plastique, reconstructive et esthétique;30;7;23;0;0;1;1;2;0;1;1;1;0;1;5;5;2;3;2;1;4
Liège;Urologie;57;9;48;0;2;2;2;0;0;2;1;0;0;5;4;1;6;6;2;6;18
Liège;Orthopédie;93;18;75;0;4;3;2;4;1;0;3;1;0;4;8;6;7;6;6;8;30
Liège;Neurologie;72;28;44;0;3;6;6;2;5;2;2;2;0;4;5;2;4;3;6;10;10
Liège;Psychiatrie;166;84;82;0;0;2;1;13;17;15;11;25;0;0;3;0;4;6;11;6;52
Liège;Neuropsychiatrie;14;3;11;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;11
Liège;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;25;19;6;0;4;6;4;3;0;1;0;1;0;2;1;1;0;0;0;2;0
Liège;Psychiatrie, particulièrement en psychiatrie adulte;52;34;18;0;4;5;10;10;4;1;0;0;0;2;3;3;4;3;2;0;1
Liège;Pneumologie;72;31;41;0;5;5;7;8;3;1;0;2;0;5;2;3;4;6;5;3;13
Liège;Gastro-entérologie;91;40;51;0;8;7;9;5;6;0;3;2;0;4;2;2;6;1;12;6;18
Liège;Cardiologie;165;59;106;0;8;11;9;11;7;7;5;1;0;6;4;9;12;13;10;13;39
Liège;Médecine interne;205;99;106;0;18;17;18;13;13;5;1;14;0;10;2;7;10;13;10;13;41
Liège;Rhumatologie;38;22;16;0;1;0;3;1;4;5;1;7;0;1;2;1;0;1;1;2;8
Liège;Médecine aiguë;30;9;21;0;0;0;0;1;4;2;1;1;0;0;0;1;1;6;4;4;5
Liège;Gynécologie-obstétrique;221;125;96;0;25;17;13;15;11;13;13;18;0;3;5;3;6;5;13;15;46
Liège;Ophtalmologie;149;93;56;1;9;14;9;11;9;6;8;26;1;7;7;5;5;5;6;4;16
Liège;Oto-rhino-laryngologie;95;51;44;0;7;5;7;6;9;4;4;9;0;3;3;3;2;3;8;3;19
Liège;Stomatologie;18;4;14;0;1;0;2;0;0;0;0;1;0;1;0;0;1;0;2;1;9
Liège;Dermato-vénéréologie;88;60;28;0;5;6;11;6;10;6;4;12;0;0;3;2;1;1;3;6;12
Liège;Pédiatrie;254;176;78;0;25;33;28;25;17;10;10;28;0;2;7;3;6;7;7;6;40
Liège;Médecine physique et réadaptation;81;43;38;0;2;7;5;4;7;3;6;9;0;3;1;5;5;2;6;7;9
Liège;Biologie clinique;67;34;33;1;1;1;3;1;3;4;3;17;0;1;1;1;0;0;4;6;20
Liège;Radiodiagnostic;206;56;150;1;6;10;7;5;4;11;5;7;0;10;14;7;12;15;15;23;54
Liège;Radiothérapie-oncologie;21;10;11;0;1;1;1;1;0;1;1;4;0;1;1;1;1;3;1;1;2
Liège;Médecine nucléaire;53;19;34;0;1;1;1;2;2;3;4;5;0;3;2;2;2;2;0;4;19
Liège;Anatomie pathologique;37;22;15;0;3;2;1;3;5;2;3;3;0;2;2;1;0;0;4;2;4
Liège;Oncologie médicale;38;24;14;0;4;4;0;5;3;4;1;3;0;0;1;0;2;1;5;1;4
Liège;Génétique clinique;10;6;4;0;0;2;1;0;1;1;0;1;0;0;0;0;1;2;1;0;0
Liège;Médecine du travail;104;60;44;0;0;3;8;16;6;4;8;15;0;1;0;0;1;4;1;5;32
Liège;Médecine d'assurance et expertise médicale;83;30;53;0;0;0;1;1;1;4;8;15;0;0;0;0;1;3;5;11;33
Namur;Toutes les spécialités;1432;594;838;1;59;76;80;92;73;64;52;97;1;43;66;71;83;75;95;92;312
Namur;Gériatrie;18;12;6;0;2;1;2;2;2;1;1;1;0;0;1;0;1;2;0;0;2
Namur;Médecine d'urgence;13;3;10;0;0;3;0;0;0;0;0;0;0;2;2;1;2;1;1;1;0
Namur;Médecine légale;2;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
Namur;Gestion des données de santé;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
Namur;Anesthésie-réanimation;134;48;86;0;5;7;7;9;6;2;4;8;1;10;7;7;8;12;13;14;14
