Territoire-Spécialité;Unnamed: 1;Total;Genre;Unnamed: 4;Femme;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11;Unnamed: 12;Unnamed: 13;Homme;Unnamed: 15;Unnamed: 16;Unnamed: 17;Unnamed: 18;Unnamed: 19;Unnamed: 20;Unnamed: 21;Unnamed: 22
;"Psychiatrie, particulièrement en
psychiatrie infanto-juvénile";47.0;41;6;0;13;8;8;6;1;1;2;2;0;1;2;2;0;0;0;1;0
;"Psychiatrie, particulièrement en
psychiatrie adulte";131.0;66;65;0;13;17;7;8;1;3;4;13;0;2;4;9;6;0;7;11;26
;Pneumologie;77.0;34;43;0;9;8;7;8;1;0;1;0;0;1;4;3;4;7;8;10;6
;Gastro-entérologie;98.0;33;65;0;5;8;9;6;2;1;0;2;0;3;5;6;8;9;8;9;17
;Cardiologie;148.0;37;111;0;8;5;9;7;5;1;1;1;0;8;9;15;15;15;14;8;27
;Médecine interne;212.0;85;127;0;20;19;10;13;8;6;3;6;0;9;8;5;10;7;17;9;62
;Rhumatologie;42.0;21;21;0;2;2;2;2;4;2;3;4;0;1;2;1;0;3;4;5;5
;Médecine aiguë;15.0;8;7;0;0;0;3;1;1;2;1;0;0;0;1;1;2;1;1;0;1
;Gynécologie-obstétrique;177.0;97;80;0;19;15;16;15;15;9;4;4;0;0;3;5;6;7;11;12;36
;Ophtalmologie;160.0;97;63;1;13;7;15;13;9;12;9;18;0;3;5;2;4;7;9;4;29
;Oto-rhino-laryngologie;86.0;38;48;0;4;3;11;3;7;4;3;3;0;1;2;4;5;6;4;11;15
;Stomatologie;50.0;12;38;0;1;2;2;5;0;0;2;0;0;5;3;2;5;4;4;7;8
;Dermato-vénéréologie;110.0;92;18;1;13;11;14;15;14;11;3;10;0;3;0;0;0;1;2;4;8
;Pédiatrie;200.0;133;67;1;22;13;19;25;17;18;7;11;0;3;2;3;8;1;5;10;35
;"Médecine physique et
réadaptation";89.0;43;46;0;8;3;8;5;7;6;3;3;0;7;3;2;5;8;9;5;7
;Biologie clinique;100.0;51;49;0;3;8;10;10;3;6;3;8;0;0;1;2;3;7;9;5;22
;Radiodiagnostic;206.0;59;147;0;11;8;17;9;6;4;0;4;0;16;10;14;14;24;24;17;28
;Radiothérapie - oncologie;29.0;13;16;0;0;3;5;2;2;1;0;0;0;2;1;3;2;1;2;4;1
;Médecine nucléaire;43.0;13;30;0;3;1;2;0;2;3;1;1;0;4;1;2;4;1;3;1;14
;Anatomie pathologique;59.0;30;29;0;5;4;6;2;5;4;2;2;0;2;0;7;7;0;4;1;8
;Oncologie médicale;31.0;22;9;0;5;4;5;4;3;1;0;0;0;1;1;1;2;1;1;1;1
;Génétique clinique;13.0;6;7;0;0;0;1;3;0;0;1;1;0;0;1;1;3;1;1;0;0
;Médecine du travail;173.0;97;76;0;2;5;18;17;16;20;11;8;0;0;2;10;7;2;7;16;32
;"Médecine d'assurance et
expertise médicale";76.0;21;55;0;0;1;0;4;3;3;8;2;0;0;0;1;1;4;9;9;31
Anvers;Toutes les spécialités;3949.0;1628;2321;2;246;214;263;277;224;154;117;131;2;151;157;237;232;253;304;309;676
;Gériatrie;49.0;25;24;0;4;3;4;5;4;2;2;1;0;3;1;1;2;3;0;7;7
;Médecine d'urgence;31.0;21;10;0;12;6;0;2;0;1;0;0;0;3;3;2;2;0;0;0;0
;Médecine légale;2.0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
;Gestion de données de santé;6.0;1;5;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2;1;1;0
;Anesthésie-réanimation;388.0;173;215;0;38;17;31;30;22;11;12;12;0;18;18;25;28;32;26;23;45
;Chirurgie;262.0;55;207;0;13;12;8;7;2;5;3;5;0;14;15;18;26;23;29;30;52
;Neurochirurgie;44.0;3;41;0;1;0;0;0;2;0;0;0;0;2;3;11;5;6;4;2;8
;"Chirurgie plastique,
reconstructrice et esthétique";44.0;13;31;0;2;2;1;0;0;1;5;2;0;2;1;3;3;5;3;7;7
;Urologie;79.0;12;67;0;2;3;3;2;0;2;0;0;0;4;5;12;9;4;9;7;17
;Chirurgie orthopédique;203.0;23;180;0;5;5;2;4;3;1;2;1;0;13;13;24;21;19;25;25;40
;Neurologie;99.0;46;53;0;8;13;10;4;5;1;4;1;1;5;4;4;8;5;8;10;8
;Psychiatrie;68.0;37;31;0;0;0;0;11;16;10;0;0;0;0;0;1;12;11;5;2;0
;Neuropsychiatrie;35.0;8;27;0;0;0;0;0;0;1;1;6;0;0;0;0;0;0;2;3;22
;"Psychiatrie, particulièrement en
psychiatrie infanto-juvénile";79.0;61;18;0;9;10;18;13;3;4;2;2;0;2;2;2;3;1;0;2;6
;"Psychiatrie, particulièrement en
psychiatrie adulte";144.0;53;91;0;6;10;13;8;1;1;6;8;0;6;4;9;8;0;5;19;40
;Pneumologie;83.0;38;45;0;4;9;6;7;6;2;3;1;0;5;1;3;4;4;10;9;9
;Gastro-entérologie;96.0;32;64;0;7;8;4;5;6;1;1;0;0;5;4;11;9;7;8;8;12
;Cardiologie;168.0;36;132;0;6;8;7;4;6;2;0;3;0;7;13;24;15;20;15;14;24
;Médecine interne;256.0;108;148;0;19;18;22;17;14;7;6;5;0;7;8;10;10;15;14;17;67
;Rhumatologie;29.0;13;16;0;4;1;2;4;2;0;0;0;0;1;1;2;0;0;1;2;9
;Médecine aiguë;36.0;14;22;1;0;2;4;4;0;1;1;1;0;2;3;5;5;3;2;2;0
;Gynécologie-obstétrique;216.0;107;109;0;18;16;23;20;12;8;8;2;0;1;3;9;4;16;15;12;49
;Ophtalmologie;188.0;110;78;1;16;9;12;13;18;14;9;18;1;3;6;4;8;4;10;8;34
;Oto-rhino-laryngologie;101.0;49;52;0;8;11;6;6;7;3;5;3;0;1;4;6;3;7;7;8;16
;Stomatologie;56.0;12;44;0;4;2;0;4;0;2;0;0;0;4;5;6;4;3;9;5;8
;Dermato-vénéréologie;109.0;70;39;0;9;6;8;12;10;7;6;12;0;3;1;4;3;3;5;9;11
;Pédiatrie;245.0;161;84;0;22;16;28;29;24;20;11;11;0;6;4;8;5;8;7;6;40
;"Médecine physique et
réadaptation";81.0;41;40;0;4;3;7;6;9;6;2;4;0;3;3;5;2;5;7;3;12
;Biologie clinique;75.0;43;32;0;5;2;6;5;8;4;6;7;0;3;2;0;2;7;4;5;9
;Radiodiagnostic;240.0;64;176;0;9;7;6;10;12;7;5;8;0;18;16;14;12;16;33;19;48
;Radiothérapie - oncologie;42.0;21;21;0;3;1;7;2;4;2;1;1;0;2;5;1;2;2;5;2;2
;Médecine nucléaire;32.0;6;26;0;1;1;1;1;1;1;0;0;0;3;2;2;3;5;1;3;7
;Anatomie pathologique;67.0;35;32;0;1;4;6;8;6;3;5;2;0;2;3;1;3;4;2;5;12
;Oncologie médicale;25.0;12;13;0;2;2;2;2;2;2;0;0;0;1;1;2;1;3;2;2;1
;Génétique clinique;7.0;5;2;0;0;0;0;1;1;2;1;0;0;0;1;0;0;0;0;1;0
;Médecine du travail;190.0;96;94;0;3;6;15;27;11;14;7;13;0;2;1;7;6;6;24;15;33
;"Médecine d'assurance et
expertise médicale";74.0;23;51;0;0;1;1;4;7;5;3;2;0;0;0;1;3;4;6;16;21
Limbourg;Toutes les spécialités;1570.0;602;968;1;84;88;98;111;90;59;27;44;1;45;66;115;106;93;137;139;266
;Gériatrie;25.0;13;12;0;5;0;4;2;2;0;0;0;0;0;0;2;1;1;2;4;2
;Médecine d'urgence;6.0;4;2;0;2;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0
;Gestion de données de santé;3.0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0
;Anesthésie-réanimation;152.0;65;87;0;10;6;9;12;12;5;4;7;0;10;8;13;11;8;12;11;14
;Chirurgie;95.0;17;78;0;4;2;1;3;2;3;2;0;0;3;8;9;11;8;8;7;24
;Neurochirurgie;21.0;4;17;0;0;0;2;0;2;0;0;0;0;1;1;3;3;1;2;4;2
;"Chirurgie plastique,
reconstructrice et esthétique";14.0;0;14;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;2;2;5
;Urologie;32.0;2;30;0;1;0;0;0;1;0;0;0;0;4;2;2;5;5;4;4;4
;Chirurgie orthopédique;66.0;5;61;0;0;2;2;1;0;0;0;0;0;3;5;9;10;5;9;6;14
;Neurologie;36.0;18;18;0;3;5;2;2;2;1;2;1;0;1;3;4;1;2;1;2;4
;Psychiatrie;43.0;25;18;0;0;0;1;9;9;5;0;1;0;0;0;0;4;9;4;0;1
;Neuropsychiatrie;11.0;5;6;0;0;0;0;0;0;1;2;2;0;0;0;0;0;0;0;0;6
;"Psychiatrie, particulièrement en
psychiatrie infanto-juvénile";31.0;24;7;0;2;7;9;1;3;2;0;0;0;0;3;0;1;1;1;0;1
;"Psychiatrie, particulièrement en
psychiatrie adulte";71.0;30;41;0;6;7;7;4;2;2;2;0;0;0;3;7;2;0;2;5;22
;Pneumologie;33.0;9;24;0;1;2;4;0;1;1;0;0;0;1;4;5;1;2;5;3;3
;Gastro-entérologie;41.0;17;24;0;4;3;5;1;0;1;2;1;0;1;2;3;5;1;6;3;3
;Cardiologie;65.0;7;58;0;0;2;0;3;1;1;0;0;0;2;3;13;5;9;7;7;12
;Médecine interne;73.0;24;49;0;1;6;4;7;2;2;0;2;0;2;2;4;4;5;6;4;22
;Rhumatologie;17.0;7;10;0;1;1;0;0;2;3;0;0;0;0;1;0;1;0;2;1;5
;Médecine aiguë;14.0;3;11;0;0;0;0;2;1;0;0;0;0;0;1;1;4;3;0;2;0
;Gynécologie-obstétrique;83.0;45;38;0;12;6;6;9;5;3;1;3;0;2;1;4;5;1;3;6;16
;Ophtalmologie;68.0;45;23;1;6;8;6;9;4;4;2;5;1;0;0;3;0;4;2;3;10
;Oto-rhino-laryngologie;45.0;21;24;0;3;5;5;3;1;1;1;2;0;3;1;2;1;1;5;7;4
;Stomatologie;24.0;4;20;0;0;0;2;1;1;0;0;0;0;2;2;5;2;1;3;3;2
;Dermato-vénéréologie;52.0;37;15;0;4;5;6;4;6;8;0;4;0;0;0;3;1;1;2;1;7
;Pédiatrie;67.0;36;31;0;4;5;7;7;1;2;1;9;0;0;0;1;4;3;3;8;12
;"Médecine physique et
réadaptation";41.0;10;31;0;2;0;3;0;2;2;1;0;0;1;2;3;4;1;3;4;13
;Biologie clinique;30.0;12;18;0;1;2;2;2;5;0;0;0;0;0;4;2;1;2;1;5;3
;Radiodiagnostic;110.0;28;82;0;3;6;3;4;5;5;1;1;0;8;6;9;9;8;15;13;14
;Radiothérapie - oncologie;15.0;8;7;0;2;3;2;1;0;0;0;0;0;0;1;1;0;0;1;3;1
;Médecine nucléaire;20.0;8;12;0;1;1;0;2;3;0;1;0;0;0;0;0;1;1;3;1;6
;Anatomie pathologique;26.0;12;14;0;3;1;0;3;2;2;1;0;0;0;1;0;1;0;2;4;6
;Oncologie médicale;12.0;9;3;0;2;2;4;1;0;0;0;0;0;0;0;0;2;1;0;0;0
;Médecine du travail;79.0;36;43;0;1;0;2;13;9;5;4;2;0;0;0;6;2;3;11;8;13
;"Médecine d'assurance et
expertise médicale";49.0;12;37;0;0;0;0;4;4;0;0;4;0;0;0;0;0;4;10;8;15
Brabant Wallon;Toutes les spécialités;2013.0;844;1169;3;73;92;118;121;114;110;91;122;0;33;68;92;122;139;156;153;406
;Gériatrie;18.0;11;7;0;0;2;4;2;3;0;0;0;0;0;0;0;0;1;2;3;1
;Médecine d'urgence;19.0;10;9;0;2;6;0;1;1;0;0;0;0;2;3;1;3;0;0;0;0
;Gestion de données de santé;13.0;5;8;0;0;0;0;1;1;2;1;0;0;0;0;0;1;2;4;0;1
;Anesthésie-réanimation;178.0;71;107;0;10;11;8;11;5;3;3;20;0;5;21;14;17;8;10;12;20
;Chirurgie;117.0;20;97;0;1;4;1;2;2;1;8;1;0;1;1;7;12;12;11;11;42
;Neurochirurgie;6.0;1;5;0;0;0;0;1;0;0;0;0;0;0;0;0;2;1;1;0;1
;"Chirurgie plastique,
reconstructrice et esthétique";25.0;7;18;0;2;1;1;0;1;1;1;0;0;0;3;1;2;3;3;2;4
;Urologie;29.0;3;26;0;0;0;1;0;2;0;0;0;0;1;5;2;4;3;1;1;9
;Chirurgie orthopédique;90.0;9;81;0;1;2;3;0;1;1;1;0;0;4;4;4;11;12;10;11;25
;Neurologie;51.0;30;21;0;3;4;5;6;2;6;1;3;0;1;0;5;4;6;2;1;2
;Psychiatrie;91.0;37;54;0;0;0;2;5;8;6;10;6;0;1;0;2;3;5;7;9;27
;Neuropsychiatrie;25.0;7;18;0;0;0;0;0;0;1;1;5;0;0;0;0;0;0;1;1;16
;"Psychiatrie, particulièrement en
psychiatrie infanto-juvénile";22.0;18;4;0;0;6;3;6;0;0;0;3;0;0;0;2;0;0;0;1;1
;"Psychiatrie, particulièrement en
psychiatrie adulte";34.0;19;15;0;4;4;6;4;0;0;1;0;0;0;2;4;4;2;0;2;1
;Pneumologie;35.0;18;17;0;0;2;5;3;2;2;1;3;0;0;0;3;2;1;4;4;3
;Gastro-entérologie;63.0;17;46;0;1;4;1;2;3;4;1;1;0;3;2;3;3;9;8;5;13
;Cardiologie;98.0;24;74;0;2;2;6;3;2;2;4;3;0;3;3;10;6;12;14;7;19
;Médecine interne;153.0;49;104;0;6;4;5;10;11;5;6;2;0;2;6;3;12;12;20;16;33
;Rhumatologie;12.0;5;7;0;1;1;0;1;0;0;0;2;0;0;0;1;0;1;1;0;4
;Médecine aiguë;31.0;10;21;1;0;0;1;5;1;2;0;0;0;1;0;1;8;4;3;2;2
;Gynécologie-obstétrique;107.0;66;41;1;7;3;13;11;9;10;7;5;0;1;1;1;5;4;5;8;16
;Ophtalmologie;80.0;51;29;1;3;7;6;5;5;10;2;12;0;3;0;2;3;6;3;3;9
;Oto-rhino-laryngologie;52.0;21;31;0;5;4;3;3;2;2;2;0;0;0;1;1;3;3;4;7;12
;Stomatologie;27.0;4;23;0;1;0;0;1;0;1;0;1;0;0;1;2;3;2;1;5;9
;Dermato-vénéréologie;62.0;48;14;0;2;4;7;7;9;3;8;8;0;0;0;0;2;2;0;1;9
;Pédiatrie;154.0;101;53;0;11;9;21;11;16;10;10;13;0;2;2;5;4;3;6;7;24
;"Médecine physique et
réadaptation";35.0;16;19;0;3;2;3;1;2;2;0;3;0;0;1;3;0;1;2;1;11
;Biologie clinique;66.0;34;32;0;1;1;3;1;1;6;5;16;0;0;1;2;0;2;3;2;22
;Radiodiagnostic;144.0;50;94;0;5;4;5;8;7;12;5;4;0;3;9;6;5;12;14;14;31
;Radiothérapie - oncologie;15.0;6;9;0;0;0;0;0;0;2;2;2;0;0;1;1;1;1;1;1;3
;Médecine nucléaire;29.0;12;17;0;0;0;1;1;3;5;0;2;0;0;0;0;1;1;3;1;11
;Anatomie pathologique;26.0;15;11;0;1;1;0;3;5;1;2;2;0;0;0;1;0;1;1;4;4
;Oncologie médicale;18.0;8;10;0;1;4;0;0;1;0;1;1;0;0;1;2;1;2;0;1;3
;Médecine du travail;53.0;31;22;0;0;0;4;5;8;7;6;1;0;0;0;2;0;4;3;3;10
;"Médecine d'assurance et
expertise médicale";35.0;10;25;0;0;0;0;1;1;3;2;3;0;0;0;1;0;1;8;7;8
Hainaut;Toutes les spécialités;2443.0;961;1482;2;101;117;140;150;101;92;76;182;1;49;76;95;132;161;199;190;579
;Gériatrie;33.0;21;12;0;3;4;3;4;1;4;0;2;0;0;3;0;3;0;2;0;4
;Médecine d'urgence;17.0;4;13;0;1;2;1;0;0;0;0;0;0;4;2;1;2;2;1;1;0
;Gestion de données de santé;4.0;2;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;0
;Anesthésie-réanimation;199.0;79;120;0;9;9;9;13;9;6;5;19;0;2;8;11;15;21;20;14;29
;Chirurgie;180.0;39;141;0;6;6;9;5;4;0;3;6;0;3;10;8;12;16;14;19;59
;Neurochirurgie;17.0;4;13;0;1;1;0;1;0;1;0;0;0;2;1;2;2;1;0;2;3
;"Chirurgie plastique,
reconstructrice et esthétique";17.0;6;11;0;1;1;2;0;1;1;0;0;0;1;2;2;0;2;3;0;1
;Urologie;41.0;6;35;0;0;1;2;0;0;2;1;0;0;3;2;3;4;4;5;3;11
;Chirurgie orthopédique;119.0;6;113;0;0;1;2;0;1;0;0;2;0;9;9;11;9;19;16;10;30
;Neurologie;58.0;22;36;0;3;3;6;4;2;1;1;2;0;0;3;4;3;5;7;6;8
;Psychiatrie;96.0;40;56;0;2;3;2;9;4;4;5;11;0;0;1;2;5;6;6;11;25
;Neuropsychiatrie;18.0;3;15;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;14
;"Psychiatrie, particulièrement en
psychiatrie infanto-juvénile";17.0;10;7;0;4;2;1;2;1;0;0;0;0;0;1;1;2;2;0;0;1
;"Psychiatrie, particulièrement en
psychiatrie adulte";28.0;18;10;0;3;4;6;4;1;0;0;0;0;1;1;2;3;2;0;0;1
;Pneumologie;80.0;27;53;0;2;3;5;5;2;1;4;5;0;0;1;4;7;5;9;9;18
;Gastro-entérologie;69.0;19;50;0;4;2;1;3;1;1;0;7;0;1;0;5;9;8;5;7;15
;Cardiologie;109.0;20;89;0;2;3;2;4;1;2;2;4;0;1;5;7;7;7;13;12;37
;Médecine interne;180.0;61;119;0;8;12;13;10;8;1;2;7;0;5;6;6;7;16;19;17;43
;Rhumatologie;31.0;13;18;0;1;2;4;1;1;0;1;3;0;1;0;0;1;1;3;4;8
;Médecine aiguë;39.0;17;22;0;0;0;5;4;4;2;1;1;0;0;0;0;4;7;5;1;5
;Gynécologie-obstétrique;183.0;91;92;0;16;9;11;15;13;8;6;13;0;3;4;5;8;11;7;16;38
;Ophtalmologie;77.0;41;36;1;4;1;7;4;4;4;4;12;1;0;3;2;3;0;3;6;18
;Oto-rhino-laryngologie;58.0;26;32;0;1;5;3;3;8;1;3;2;0;0;0;2;3;1;7;2;17
;Stomatologie;24.0;9;15;0;1;0;2;2;1;1;0;2;0;0;1;0;1;3;3;0;7
;Dermato-vénéréologie;69.0;48;21;0;3;7;4;5;7;4;6;12;0;2;0;2;1;0;5;2;9
;Pédiatrie;157.0;101;56;0;11;18;18;17;6;7;5;19;0;3;2;0;4;4;4;4;35
;"Médecine physique et
réadaptation";41.0;18;23;0;2;2;1;5;1;2;1;4;0;0;1;2;1;2;1;5;11
;Biologie clinique;55.0;27;28;0;3;1;1;2;1;4;4;11;0;0;1;1;0;0;3;5;18
;Radiodiagnostic;162.0;56;106;1;4;7;11;4;6;8;4;11;0;4;5;6;6;9;16;11;49
;Radiothérapie - oncologie;19.0;10;9;0;2;2;1;1;0;1;0;3;0;0;1;2;2;0;1;1;2
;Médecine nucléaire;30.0;11;19;0;1;2;1;1;1;2;1;2;0;0;0;0;0;2;4;1;12
;Anatomie pathologique;36.0;18;18;0;3;0;1;3;0;5;1;5;0;2;2;1;1;0;3;0;9
;Oncologie médicale;25.0;13;12;0;0;3;0;5;3;0;1;1;0;1;1;0;1;1;4;2;2
;Médecine du travail;87.0;57;30;0;0;1;6;13;7;12;8;10;0;1;0;3;3;1;4;4;14
;"Médecine d'assurance et
expertise médicale";68.0;18;50;0;0;0;0;1;2;5;7;3;0;0;0;0;3;3;4;14;26
Liège;Toutes les spécialités;3083.0;1343;1740;2;172;189;187;204;170;125;97;197;2;106;116;131;161;180;196;229;619
;Gériatrie;33.0;26;7;0;6;4;5;6;3;1;1;0;0;0;1;1;0;1;0;2;2
;Médecine d'urgence;30.0;12;18;0;7;2;1;2;0;0;0;0;0;1;8;5;2;2;0;0;0
;Médecine légale;7.0;2;5;0;0;0;1;1;0;0;0;0;0;0;2;2;0;0;0;0;1
;Gestion de données de santé;1.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
;Anesthésie-réanimation;309.0;112;197;0;13;20;18;22;12;11;4;12;0;17;17;27;31;23;18;20;44
;Chirurgie;160.0;32;128;0;2;4;2;7;12;4;1;0;0;6;11;7;6;10;21;20;47
;Neurochirurgie;25.0;4;21;0;1;1;0;0;0;2;0;0;0;3;1;2;3;3;2;2;5
;"Chirurgie plastique,
reconstructrice et esthétique";29.0;8;21;0;0;2;3;0;1;0;2;0;0;4;3;5;1;2;3;0;3
;Urologie;51.0;7;44;0;1;3;1;0;1;1;0;0;0;4;2;3;6;3;6;5;15
;Chirurgie orthopédique;91.0;14;77;0;1;2;4;3;0;1;3;0;0;6;8;4;10;6;8;11;24
;Neurologie;63.0;24;39;0;5;5;2;4;3;2;1;2;0;4;1;3;3;5;8;9;6
;Psychiatrie;175.0;85;90;0;1;1;10;14;15;14;7;23;0;0;3;3;4;10;8;11;51
;Neuropsychiatrie;16.0;3;13;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;2;11
;"Psychiatrie, particulièrement en
psychiatrie infanto-juvénile";21.0;15;6;0;5;6;1;1;1;0;1;0;0;2;1;1;0;0;1;1;0
;"Psychiatrie, particulièrement en
psychiatrie adulte";48.0;32;16;0;3;9;6;13;1;0;0;0;0;3;3;4;2;3;0;0;1
;Pneumologie;66.0;28;38;0;5;6;6;6;3;0;1;1;0;2;2;7;4;4;4;6;9
;Gastro-entérologie;88.0;38;50;0;9;10;6;4;3;3;1;2;0;1;2;4;5;6;8;5;19
;Cardiologie;149.0;47;102;0;7;8;9;8;6;6;3;0;0;3;9;8;13;14;8;15;32
;Médecine interne;185.0;79;106;0;14;12;15;13;9;1;3;12;0;6;3;9;12;10;13;15;38
;Rhumatologie;35.0;22;13;0;0;3;1;3;5;3;1;6;0;1;0;1;1;0;3;1;6
;Médecine aiguë;32.0;11;21;0;0;0;0;6;3;1;1;0;0;0;1;1;5;4;5;3;2
;Gynécologie-obstétrique;205.0;105;100;0;21;12;15;13;14;8;12;10;0;4;7;5;6;12;10;14;42
;Ophtalmologie;145.0;91;54;2;12;10;9;9;10;8;10;21;1;8;4;5;6;5;3;4;18
;Oto-rhino-laryngologie;93.0;46;47;0;3;8;4;12;5;2;5;7;0;4;4;2;1;6;6;3;21
;Stomatologie;17.0;3;14;0;1;1;1;0;0;0;0;0;0;0;1;1;0;1;1;1;9
;Dermato-vénéréologie;91.0;60;31;0;7;10;9;8;8;6;2;10;1;2;1;2;2;2;4;6;11
;Pédiatrie;245.0;157;88;0;27;25;23;19;17;12;8;26;0;6;5;2;9;8;5;6;47
;"Médecine physique et
réadaptation";84.0;41;43;0;5;4;6;4;7;4;5;6;0;3;4;4;2;4;7;7;12
;Biologie clinique;70.0;33;37;0;1;1;2;3;3;2;4;17;0;0;1;1;1;1;6;4;23
;Radiodiagnostic;195.0;48;147;0;6;9;4;3;8;11;4;3;0;11;9;6;17;16;21;24;43
;Radiothérapie - oncologie;19.0;9;10;0;0;2;0;1;1;1;2;2;0;0;0;2;2;2;1;0;3
;Médecine nucléaire;49.0;19;30;0;2;0;2;1;4;5;1;4;0;1;2;3;1;1;1;5;16
;Anatomie pathologique;35.0;21;14;0;2;2;2;4;4;2;1;4;0;2;0;0;0;1;5;3;3
;Oncologie médicale;36.0;22;14;0;4;3;2;6;3;1;0;3;0;1;0;1;1;6;0;1;4
;Médecine du travail;101.0;57;44;0;1;4;15;7;5;8;6;11;0;1;0;0;3;3;4;7;26
;"Médecine d'assurance et
expertise médicale";84.0;30;54;0;0;0;2;1;3;5;7;12;0;0;0;0;2;6;6;15;25
Namur;Toutes les spécialités;1349.0;532;817;1;53;71;83;91;60;63;41;69;1;46;61;64;90;76;104;98;277
;Gériatrie;13.0;9;4;0;0;2;2;1;1;2;0;1;0;1;0;0;1;0;0;0;2
;Médecine d'urgence;9.0;1;8;0;0;1;0;0;0;0;0;0;0;1;1;1;3;0;1;1;0
;Médecine légale;1.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
;Gestion de données de santé;3.0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0
;Anesthésie-réanimation;118.0;42;76;0;4;7;5;9;4;1;6;6;0;3;6;10;9;8;14;11;15
;Chirurgie;95.0;13;82;0;1;3;0;4;2;2;1;0;0;1;6;10;9;5;12;8;31
;Neurochirurgie;15.0;1;14;0;0;0;1;0;0;0;0;0;0;3;0;2;1;2;2;2;2
;"Chirurgie plastique,
reconstructrice et esthétique";7.0;1;6;0;0;0;0;1;0;0;0;0;0;0;2;0;1;1;2;0;0
;Urologie;17.0;4;13;0;0;0;3;0;1;0;0;0;0;2;2;0;3;2;0;2;2
;Chirurgie orthopédique;70.0;8;62;0;1;2;2;2;0;0;0;1;0;3;8;7;6;5;8;6;19
;Neurologie;28.0;18;10;0;3;1;2;5;2;4;0;1;0;2;0;0;1;1;2;2;2
;Psychiatrie;48.0;16;32;0;0;2;1;3;5;5;0;0;0;0;0;1;6;1;5;6;13
;Neuropsychiatrie;3.0;1;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2
;"Psychiatrie, particulièrement en
psychiatrie infanto-juvénile";9.0;6;3;0;2;2;0;1;0;0;0;1;0;0;0;1;0;1;0;0;1
;"Psychiatrie, particulièrement en
psychiatrie adulte";24.0;13;11;0;1;3;4;3;0;1;0;1;0;3;4;3;1;0;0;0;0
;Pneumologie;31.0;12;19;0;2;1;5;1;1;1;0;1;0;3;1;1;2;4;4;1;3
;Gastro-entérologie;36.0;9;27;0;0;4;2;0;0;2;1;0;0;2;0;1;4;1;5;5;9
;Cardiologie;54.0;14;40;0;2;3;1;3;4;1;0;0;0;4;2;2;5;6;5;6;10
;Médecine interne;102.0;38;64;0;2;9;8;8;4;2;4;1;0;1;6;2;13;9;5;5;23
;Rhumatologie;17.0;7;10;0;1;0;2;2;2;0;0;0;0;0;0;1;1;0;2;2;4
;Médecine aiguë;32.0;20;12;0;0;1;2;9;4;2;1;1;0;0;1;3;1;3;2;1;1
;Gynécologie-obstétrique;63.0;36;27;0;3;8;8;4;3;4;3;3;0;1;1;2;3;1;1;3;15
;Ophtalmologie;54.0;26;28;0;3;3;4;2;1;1;1;11;1;4;3;1;3;4;3;4;5
;Oto-rhino-laryngologie;39.0;16;23;0;2;1;1;1;3;6;1;1;0;1;0;3;1;2;3;4;9
;Stomatologie;21.0;3;18;0;0;0;1;0;1;0;1;0;0;4;1;0;3;2;0;0;8
;Dermato-vénéréologie;31.0;18;13;1;5;3;1;1;3;1;1;2;0;0;0;0;1;1;2;1;8
;Pédiatrie;84.0;48;36;0;9;6;6;6;2;5;4;10;0;2;5;3;1;4;2;3;16
;"Médecine physique et
réadaptation";26.0;17;9;0;1;1;3;0;4;3;1;4;0;0;0;1;0;2;0;2;4
;Biologie clinique;42.0;23;19;0;1;0;3;2;2;0;5;10;0;0;1;1;0;0;1;3;13
;Radiodiagnostic;95.0;28;67;0;5;3;4;6;5;2;0;3;0;5;9;4;4;5;9;8;23
;Radiothérapie - oncologie;17.0;13;4;0;2;3;1;2;0;4;1;0;0;0;0;3;0;1;0;0;0
;Médecine nucléaire;20.0;7;13;0;0;0;2;1;0;3;1;0;0;0;0;0;1;1;3;0;8
;Anatomie pathologique;9.0;7;2;0;1;1;0;3;0;1;0;1;0;0;0;0;0;1;1;0;0
;Oncologie médicale;16.0;7;9;0;2;1;1;0;0;2;0;1;0;0;2;0;2;2;1;2;0
;Médecine du travail;57.0;38;19;0;0;0;7;10;4;6;6;5;0;0;0;0;2;1;1;6;9
;"Médecine d'assurance et
expertise médicale";43.0;12;31;0;0;0;1;1;2;2;3;3;0;0;0;0;2;0;6;3;20
Luxembourg;Toutes les spécialités;483.0;191;292;0;16;26;37;31;27;18;18;18;0;6;8;26;25;35;39;43;110
