gebied;specialiteit;totaal;geslacht_vrouw;geslacht_man;vrouw_25-29;vrouw_30-34;vrouw_35-39;vrouw_40-44;vrouw_45-49;vrouw_50-54;vrouw_55-59;vrouw_60-64;vrouw_65plus;man_25-29;man_30-34;man_35-39;man_40-44;man_45-49;man_50-54;man_55-59;man_60-64;man_65plus
West-Vlaanderen;Dermato-venereologie;83;52;31;2;9;3;4;9;6;2;6;11;0;1;3;2;0;4;1;4;16
West-Vlaanderen;Pediatrie;149;95;54;0;20;12;12;10;12;5;7;17;0;2;3;1;2;6;3;5;32
West-Vlaanderen;Fysische geneeskunde en revalidatie;67;26;41;0;4;4;5;3;4;5;1;0;0;4;3;1;3;1;4;7;18
West-Vlaanderen;Klinische biologie;54;18;36;0;1;2;1;5;0;3;0;6;0;1;3;3;1;3;3;6;16
West-Vlaanderen;Rontgendiagnose;195;33;162;0;4;6;7;7;3;2;4;0;0;10;5;16;6;21;27;33;44
West-Vlaanderen;Radiotherapie - oncologie;25;15;10;0;0;1;4;5;3;1;1;0;0;1;1;2;1;0;1;1;3
West-Vlaanderen;Nucleaire geneeskunde;31;8;23;0;0;2;2;2;1;1;0;0;0;2;1;1;0;1;2;1;15
West-Vlaanderen;Pathologische anatomie;38;13;25;0;2;1;3;3;1;0;0;3;0;0;1;4;5;1;1;2;11
West-Vlaanderen;Medische oncologie;27;18;9;0;2;5;2;4;3;1;1;0;0;0;1;0;2;3;1;0;2
West-Vlaanderen;Klinische genetica;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
West-Vlaanderen;Arbeidsgeneeskunde;116;61;55;0;1;2;8;13;10;14;5;8;0;0;1;2;2;4;9;6;31
West-Vlaanderen;Verzekeringsgeneeskunde en medische expertise;48;10;38;0;0;0;0;4;2;1;2;1;0;0;0;0;0;0;10;13;15
Oost-Vlaanderen;Alle specialiteiten;3417;1474;1943;3;233;218;245;231;184;144;86;130;0;139;121;194;207;196;258;240;588
Oost-Vlaanderen;Geriatrie;47;28;19;0;5;4;6;5;2;2;2;2;0;1;1;1;2;1;3;4;6
Oost-Vlaanderen;Urgentiegeneeskunde;17;10;7;0;3;3;3;0;1;0;0;0;0;3;3;1;0;0;0;0;0
Oost-Vlaanderen;Gerechtelijke geneeskunde;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
Oost-Vlaanderen;Beheer van gezondheidsgegevens;4;2;2;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0
Oost-Vlaanderen;Anesthesie-reanimatie;328;132;196;0;25;22;15;20;20;12;7;11;0;26;19;21;32;20;25;24;29
Oost-Vlaanderen;Heelkunde;211;44;167;0;9;9;7;7;4;3;1;4;0;10;11;21;16;22;19;18;50
Oost-Vlaanderen;Neurochirurgie;33;5;28;0;2;0;0;1;1;0;0;1;0;3;2;8;1;2;3;1;8
Oost-Vlaanderen;Plastische, reconstructieve en esthetische heelkunde;45;8;37;0;0;2;0;2;1;2;0;1;0;3;3;7;2;6;6;2;8
Oost-Vlaanderen;Urologie;69;14;55;0;2;7;2;1;1;0;1;0;0;6;3;8;3;3;8;7;17
Oost-Vlaanderen;Orthopedische heelkunde;151;12;139;0;2;2;2;3;2;1;0;0;0;13;7;21;14;15;23;17;29
Oost-Vlaanderen;Neurologie;67;39;28;0;6;14;5;4;5;2;2;1;0;2;2;5;4;3;3;2;7
Oost-Vlaanderen;Psychiatrie;48;25;23;0;0;0;0;5;15;2;0;3;0;0;0;0;11;7;3;0;2
Oost-Vlaanderen;Neuropsychiatrie;23;6;17;0;0;0;0;0;0;1;1;4;0;0;0;0;0;0;1;3;13
Oost-Vlaanderen;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;47;41;6;0;13;8;8;6;1;1;2;2;0;1;2;2;0;0;0;1;0
Oost-Vlaanderen;Psychiatrie, meer bepaald volwassenpsychiatrie;131;66;65;0;13;17;7;8;1;3;4;13;0;2;4;9;6;0;7;11;26
Oost-Vlaanderen;Pneumologie;77;34;43;0;9;8;7;8;1;0;1;0;0;1;4;3;4;7;8;10;6
Oost-Vlaanderen;Gastro-enterologie;98;33;65;0;5;8;9;6;2;1;0;2;0;3;5;6;8;9;8;9;17
Oost-Vlaanderen;Cardiologie;148;37;111;0;8;5;9;7;5;1;1;1;0;8;9;15;15;15;14;8;27
Oost-Vlaanderen;Inwendige geneeskunde;212;85;127;0;20;19;10;13;8;6;3;6;0;9;8;5;10;7;17;9;62
Oost-Vlaanderen;Reumatologie;42;21;21;0;2;2;2;2;4;2;3;4;0;1;2;1;0;3;4;5;5
Oost-Vlaanderen;Acute geneeskunde;15;8;7;0;0;0;3;1;1;2;1;0;0;0;1;1;2;1;1;0;1
Oost-Vlaanderen;Gynaecologie-verloskunde;177;97;80;0;19;15;16;15;15;9;4;4;0;0;3;5;6;7;11;12;36
Oost-Vlaanderen;Oftalmologie;160;97;63;1;13;7;15;13;9;12;9;18;0;3;5;2;4;7;9;4;29
Oost-Vlaanderen;Otorhinolaryngologie;86;38;48;0;4;3;11;3;7;4;3;3;0;1;2;4;5;6;4;11;15
Oost-Vlaanderen;Stomatologie;50;12;38;0;1;2;2;5;0;0;2;0;0;5;3;2;5;4;4;7;8
Oost-Vlaanderen;Dermato-venereologie;110;92;18;1;13;11;14;15;14;11;3;10;0;3;0;0;0;1;2;4;8
Oost-Vlaanderen;Pediatrie;200;133;67;1;22;13;19;25;17;18;7;11;0;3;2;3;8;1;5;10;35
Oost-Vlaanderen;Fysische geneeskunde en revalidatie;89;43;46;0;8;3;8;5;7;6;3;3;0;7;3;2;5;8;9;5;7
Oost-Vlaanderen;Klinische biologie;100;51;49;0;3;8;10;10;3;6;3;8;0;0;1;2;3;7;9;5;22
Oost-Vlaanderen;Rontgendiagnose;206;59;147;0;11;8;17;9;6;4;0;4;0;16;10;14;14;24;24;17;28
Oost-Vlaanderen;Radiotherapie - oncologie;29;13;16;0;0;3;5;2;2;1;0;0;0;2;1;3;2;1;2;4;1
Oost-Vlaanderen;Nucleaire geneeskunde;43;13;30;0;3;1;2;0;2;3;1;1;0;4;1;2;4;1;3;1;14
Oost-Vlaanderen;Pathologische anatomie;59;30;29;0;5;4;6;2;5;4;2;2;0;2;0;7;7;0;4;1;8
Oost-Vlaanderen;Medische oncologie;31;22;9;0;5;4;5;4;3;1;0;0;0;1;1;1;2;1;1;1;1
Oost-Vlaanderen;Klinische genetica;13;6;7;0;0;0;1;3;0;0;1;1;0;0;1;1;3;1;1;0;0
Oost-Vlaanderen;Arbeidsgeneeskunde;173;97;76;0;2;5;18;17;16;20;11;8;0;0;2;10;7;2;7;16;32
Oost-Vlaanderen;Verzekeringsgeneeskunde en medische expertise;76;21;55;0;0;1;0;4;3;3;8;2;0;0;0;1;1;4;9;9;31
Antwerpen;Alle specialiteiten;3949;1628;2321;2;246;214;263;277;224;154;117;131;2;151;157;237;232;253;304;309;676
Antwerpen;Geriatrie;49;25;24;0;4;3;4;5;4;2;2;1;0;3;1;1;2;3;0;7;7
Antwerpen;Urgentiegeneeskunde;31;21;10;0;12;6;0;2;0;1;0;0;0;3;3;2;2;0;0;0;0
Antwerpen;Gerechtelijke geneeskunde;2;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Antwerpen;Beheer van gezondheidsgegevens;6;1;5;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2;1;1;0
Antwerpen;Anesthesie-reanimatie;388;173;215;0;38;17;31;30;22;11;12;12;0;18;18;25;28;32;26;23;45
Antwerpen;Heelkunde;262;55;207;0;13;12;8;7;2;5;3;5;0;14;15;18;26;23;29;30;52
Antwerpen;Neurochirurgie;44;3;41;0;1;0;0;0;2;0;0;0;0;2;3;11;5;6;4;2;8
Antwerpen;Plastische, reconstructieve en esthetische heelkunde;44;13;31;0;2;2;1;0;0;1;5;2;0;2;1;3;3;5;3;7;7
Antwerpen;Urologie;79;12;67;0;2;3;3;2;0;2;0;0;0;4;5;12;9;4;9;7;17
Antwerpen;Orthopedische heelkunde;203;23;180;0;5;5;2;4;3;1;2;1;0;13;13;24;21;19;25;25;40
Antwerpen;Neurologie;99;46;53;0;8;13;10;4;5;1;4;1;1;5;4;4;8;5;8;10;8
Antwerpen;Psychiatrie;68;37;31;0;0;0;0;11;16;10;0;0;0;0;0;1;12;11;5;2;0
Antwerpen;Neuropsychiatrie;35;8;27;0;0;0;0;0;0;1;1;6;0;0;0;0;0;0;2;3;22
Antwerpen;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;79;61;18;0;9;10;18;13;3;4;2;2;0;2;2;2;3;1;0;2;6
Antwerpen;Psychiatrie, meer bepaald volwassenpsychiatrie;144;53;91;0;6;10;13;8;1;1;6;8;0;6;4;9;8;0;5;19;40
Antwerpen;Pneumologie;83;38;45;0;4;9;6;7;6;2;3;1;0;5;1;3;4;4;10;9;9
Antwerpen;Gastro-enterologie;96;32;64;0;7;8;4;5;6;1;1;0;0;5;4;11;9;7;8;8;12
Antwerpen;Cardiologie;168;36;132;0;6;8;7;4;6;2;0;3;0;7;13;24;15;20;15;14;24
Antwerpen;Inwendige geneeskunde;256;108;148;0;19;18;22;17;14;7;6;5;0;7;8;10;10;15;14;17;67
Antwerpen;Reumatologie;29;13;16;0;4;1;2;4;2;0;0;0;0;1;1;2;0;0;1;2;9
Antwerpen;Acute geneeskunde;36;14;22;1;0;2;4;4;0;1;1;1;0;2;3;5;5;3;2;2;0
Antwerpen;Gynaecologie-verloskunde;216;107;109;0;18;16;23;20;12;8;8;2;0;1;3;9;4;16;15;12;49
Antwerpen;Oftalmologie;188;110;78;1;16;9;12;13;18;14;9;18;1;3;6;4;8;4;10;8;34
Antwerpen;Otorhinolaryngologie;101;49;52;0;8;11;6;6;7;3;5;3;0;1;4;6;3;7;7;8;16
Antwerpen;Stomatologie;56;12;44;0;4;2;0;4;0;2;0;0;0;4;5;6;4;3;9;5;8
Antwerpen;Dermato-venereologie;109;70;39;0;9;6;8;12;10;7;6;12;0;3;1;4;3;3;5;9;11
Antwerpen;Pediatrie;245;161;84;0;22;16;28;29;24;20;11;11;0;6;4;8;5;8;7;6;40
Antwerpen;Fysische geneeskunde en revalidatie;81;41;40;0;4;3;7;6;9;6;2;4;0;3;3;5;2;5;7;3;12
Antwerpen;Klinische biologie;75;43;32;0;5;2;6;5;8;4;6;7;0;3;2;0;2;7;4;5;9
Antwerpen;Rontgendiagnose;240;64;176;0;9;7;6;10;12;7;5;8;0;18;16;14;12;16;33;19;48
Antwerpen;Radiotherapie - oncologie;42;21;21;0;3;1;7;2;4;2;1;1;0;2;5;1;2;2;5;2;2
Antwerpen;Nucleaire geneeskunde;32;6;26;0;1;1;1;1;1;1;0;0;0;3;2;2;3;5;1;3;7
Antwerpen;Pathologische anatomie;67;35;32;0;1;4;6;8;6;3;5;2;0;2;3;1;3;4;2;5;12
Antwerpen;Medische oncologie;25;12;13;0;2;2;2;2;2;2;0;0;0;1;1;2;1;3;2;2;1
Antwerpen;Klinische genetica;7;5;2;0;0;0;0;1;1;2;1;0;0;0;1;0;0;0;0;1;0
Antwerpen;Arbeidsgeneeskunde;190;96;94;0;3;6;15;27;11;14;7;13;0;2;1;7;6;6;24;15;33
Antwerpen;Verzekeringsgeneeskunde en medische expertise;74;23;51;0;0;1;1;4;7;5;3;2;0;0;0;1;3;4;6;16;21
Limburg;Alle specialiteiten;1570;602;968;1;84;88;98;111;90;59;27;44;1;45;66;115;106;93;137;139;266
Limburg;Geriatrie;25;13;12;0;5;0;4;2;2;0;0;0;0;0;0;2;1;1;2;4;2
Limburg;Urgentiegeneeskunde;6;4;2;0;2;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0
Limburg;Beheer van gezondheidsgegevens;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0
Limburg;Anesthesie-reanimatie;152;65;87;0;10;6;9;12;12;5;4;7;0;10;8;13;11;8;12;11;14
Limburg;Heelkunde;95;17;78;0;4;2;1;3;2;3;2;0;0;3;8;9;11;8;8;7;24
Limburg;Neurochirurgie;21;4;17;0;0;0;2;0;2;0;0;0;0;1;1;3;3;1;2;4;2
Limburg;Plastische, reconstructieve en esthetische heelkunde;14;0;14;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;2;2;5
Limburg;Urologie;32;2;30;0;1;0;0;0;1;0;0;0;0;4;2;2;5;5;4;4;4
Limburg;Orthopedische heelkunde;66;5;61;0;0;2;2;1;0;0;0;0;0;3;5;9;10;5;9;6;14
Limburg;Neurologie;36;18;18;0;3;5;2;2;2;1;2;1;0;1;3;4;1;2;1;2;4
Limburg;Psychiatrie;43;25;18;0;0;0;1;9;9;5;0;1;0;0;0;0;4;9;4;0;1
Limburg;Neuropsychiatrie;11;5;6;0;0;0;0;0;0;1;2;2;0;0;0;0;0;0;0;0;6
Limburg;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;31;24;7;0;2;7;9;1;3;2;0;0;0;0;3;0;1;1;1;0;1
Limburg;Psychiatrie, meer bepaald volwassenpsychiatrie;71;30;41;0;6;7;7;4;2;2;2;0;0;0;3;7;2;0;2;5;22
Limburg;Pneumologie;33;9;24;0;1;2;4;0;1;1;0;0;0;1;4;5;1;2;5;3;3
Limburg;Gastro-enterologie;41;17;24;0;4;3;5;1;0;1;2;1;0;1;2;3;5;1;6;3;3
Limburg;Cardiologie;65;7;58;0;0;2;0;3;1;1;0;0;0;2;3;13;5;9;7;7;12
Limburg;Inwendige geneeskunde;73;24;49;0;1;6;4;7;2;2;0;2;0;2;2;4;4;5;6;4;22
Limburg;Reumatologie;17;7;10;0;1;1;0;0;2;3;0;0;0;0;1;0;1;0;2;1;5
Limburg;Acute geneeskunde;14;3;11;0;0;0;0;2;1;0;0;0;0;0;1;1;4;3;0;2;0
Limburg;Gynaecologie-verloskunde;83;45;38;0;12;6;6;9;5;3;1;3;0;2;1;4;5;1;3;6;16
Limburg;Oftalmologie;68;45;23;1;6;8;6;9;4;4;2;5;1;0;0;3;0;4;2;3;10
Limburg;Otorhinolaryngologie;45;21;24;0;3;5;5;3;1;1;1;2;0;3;1;2;1;1;5;7;4
Limburg;Stomatologie;24;4;20;0;0;0;2;1;1;0;0;0;0;2;2;5;2;1;3;3;2
Limburg;Dermato-venereologie;52;37;15;0;4;5;6;4;6;8;0;4;0;0;0;3;1;1;2;1;7
Limburg;Pediatrie;67;36;31;0;4;5;7;7;1;2;1;9;0;0;0;1;4;3;3;8;12
Limburg;Fysische geneeskunde en revalidatie;41;10;31;0;2;0;3;0;2;2;1;0;0;1;2;3;4;1;3;4;13
Limburg;Klinische biologie;30;12;18;0;1;2;2;2;5;0;0;0;0;0;4;2;1;2;1;5;3
Limburg;Rontgendiagnose;110;28;82;0;3;6;3;4;5;5;1;1;0;8;6;9;9;8;15;13;14
Limburg;Radiotherapie - oncologie;15;8;7;0;2;3;2;1;0;0;0;0;0;0;1;1;0;0;1;3;1
Limburg;Nucleaire geneeskunde;20;8;12;0;1;1;0;2;3;0;1;0;0;0;0;0;1;1;3;1;6
Limburg;Pathologische anatomie;26;12;14;0;3;1;0;3;2;2;1;0;0;0;1;0;1;0;2;4;6
Limburg;Medische oncologie;12;9;3;0;2;2;4;1;0;0;0;0;0;0;0;0;2;1;0;0;0
Limburg;Arbeidsgeneeskunde;79;36;43;0;1;0;2;13;9;5;4;2;0;0;0;6;2;3;11;8;13
Limburg;Verzekeringsgeneeskunde en medische expertise;49;12;37;0;0;0;0;4;4;0;0;4;0;0;0;0;0;4;10;8;15
Waals Brabant;Alle specialiteiten;2013;844;1169;3;73;92;118;121;114;110;91;122;0;33;68;92;122;139;156;153;406
Waals Brabant;Geriatrie;18;11;7;0;0;2;4;2;3;0;0;0;0;0;0;0;0;1;2;3;1
Waals Brabant;Urgentiegeneeskunde;19;10;9;0;2;6;0;1;1;0;0;0;0;2;3;1;3;0;0;0;0
Waals Brabant;Beheer van gezondheidsgegevens;13;5;8;0;0;0;0;1;1;2;1;0;0;0;0;0;1;2;4;0;1
Waals Brabant;Anesthesie-reanimatie;178;71;107;0;10;11;8;11;5;3;3;20;0;5;21;14;17;8;10;12;20
Waals Brabant;Heelkunde;117;20;97;0;1;4;1;2;2;1;8;1;0;1;1;7;12;12;11;11;42
Waals Brabant;Neurochirurgie;6;1;5;0;0;0;0;1;0;0;0;0;0;0;0;0;2;1;1;0;1
Waals Brabant;Plastische, reconstructieve en esthetische heelkunde;25;7;18;0;2;1;1;0;1;1;1;0;0;0;3;1;2;3;3;2;4
Waals Brabant;Urologie;29;3;26;0;0;0;1;0;2;0;0;0;0;1;5;2;4;3;1;1;9
Waals Brabant;Orthopedische heelkunde;90;9;81;0;1;2;3;0;1;1;1;0;0;4;4;4;11;12;10;11;25
Waals Brabant;Neurologie;51;30;21;0;3;4;5;6;2;6;1;3;0;1;0;5;4;6;2;1;2
Waals Brabant;Psychiatrie;91;37;54;0;0;0;2;5;8;6;10;6;0;1;0;2;3;5;7;9;27
Waals Brabant;Neuropsychiatrie;25;7;18;0;0;0;0;0;0;1;1;5;0;0;0;0;0;0;1;1;16
Waals Brabant;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;22;18;4;0;0;6;3;6;0;0;0;3;0;0;0;2;0;0;0;1;1
Waals Brabant;Psychiatrie, meer bepaald volwassenpsychiatrie;34;19;15;0;4;4;6;4;0;0;1;0;0;0;2;4;4;2;0;2;1
Waals Brabant;Pneumologie;35;18;17;0;0;2;5;3;2;2;1;3;0;0;0;3;2;1;4;4;3
Waals Brabant;Gastro-enterologie;63;17;46;0;1;4;1;2;3;4;1;1;0;3;2;3;3;9;8;5;13
Waals Brabant;Cardiologie;98;24;74;0;2;2;6;3;2;2;4;3;0;3;3;10;6;12;14;7;19
Waals Brabant;Inwendige geneeskunde;153;49;104;0;6;4;5;10;11;5;6;2;0;2;6;3;12;12;20;16;33
Waals Brabant;Reumatologie;12;5;7;0;1;1;0;1;0;0;0;2;0;0;0;1;0;1;1;0;4
Waals Brabant;Acute geneeskunde;31;10;21;1;0;0;1;5;1;2;0;0;0;1;0;1;8;4;3;2;2
Waals Brabant;Gynaecologie-verloskunde;107;66;41;1;7;3;13;11;9;10;7;5;0;1;1;1;5;4;5;8;16
Waals Brabant;Oftalmologie;80;51;29;1;3;7;6;5;5;10;2;12;0;3;0;2;3;6;3;3;9
Waals Brabant;Otorhinolaryngologie;52;21;31;0;5;4;3;3;2;2;2;0;0;0;1;1;3;3;4;7;12
Waals Brabant;Stomatologie;27;4;23;0;1;0;0;1;0;1;0;1;0;0;1;2;3;2;1;5;9
Waals Brabant;Dermato-venereologie;62;48;14;0;2;4;7;7;9;3;8;8;0;0;0;0;2;2;0;1;9
Waals Brabant;Pediatrie;154;101;53;0;11;9;21;11;16;10;10;13;0;2;2;5;4;3;6;7;24
Waals Brabant;Fysische geneeskunde en revalidatie;35;16;19;0;3;2;3;1;2;2;0;3;0;0;1;3;0;1;2;1;11
Waals Brabant;Klinische biologie;66;34;32;0;1;1;3;1;1;6;5;16;0;0;1;2;0;2;3;2;22
Waals Brabant;Rontgendiagnose;144;50;94;0;5;4;5;8;7;12;5;4;0;3;9;6;5;12;14;14;31
Waals Brabant;Radiotherapie - oncologie;15;6;9;0;0;0;0;0;0;2;2;2;0;0;1;1;1;1;1;1;3
Waals Brabant;Nucleaire geneeskunde;29;12;17;0;0;0;1;1;3;5;0;2;0;0;0;0;1;1;3;1;11
Waals Brabant;Pathologische anatomie;26;15;11;0;1;1;0;3;5;1;2;2;0;0;0;1;0;1;1;4;4
Waals Brabant;Medische oncologie;18;8;10;0;1;4;0;0;1;0;1;1;0;0;1;2;1;2;0;1;3
Waals Brabant;Arbeidsgeneeskunde;53;31;22;0;0;0;4;5;8;7;6;1;0;0;0;2;0;4;3;3;10
Waals Brabant;Verzekeringsgeneeskunde en medische expertise;35;10;25;0;0;0;0;1;1;3;2;3;0;0;0;1;0;1;8;7;8
Henegouwen;Alle specialiteiten;2443;961;1482;2;101;117;140;150;101;92;76;182;1;49;76;95;132;161;199;190;579
Henegouwen;Geriatrie;33;21;12;0;3;4;3;4;1;4;0;2;0;0;3;0;3;0;2;0;4
Henegouwen;Urgentiegeneeskunde;17;4;13;0;1;2;1;0;0;0;0;0;0;4;2;1;2;2;1;1;0
Henegouwen;Beheer van gezondheidsgegevens;4;2;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;0
Henegouwen;Anesthesie-reanimatie;199;79;120;0;9;9;9;13;9;6;5;19;0;2;8;11;15;21;20;14;29
Henegouwen;Heelkunde;180;39;141;0;6;6;9;5;4;0;3;6;0;3;10;8;12;16;14;19;59
Henegouwen;Neurochirurgie;17;4;13;0;1;1;0;1;0;1;0;0;0;2;1;2;2;1;0;2;3
Henegouwen;Plastische, reconstructieve en esthetische heelkunde;17;6;11;0;1;1;2;0;1;1;0;0;0;1;2;2;0;2;3;0;1
Henegouwen;Urologie;41;6;35;0;0;1;2;0;0;2;1;0;0;3;2;3;4;4;5;3;11
Henegouwen;Orthopedische heelkunde;119;6;113;0;0;1;2;0;1;0;0;2;0;9;9;11;9;19;16;10;30
Henegouwen;Neurologie;58;22;36;0;3;3;6;4;2;1;1;2;0;0;3;4;3;5;7;6;8
Henegouwen;Psychiatrie;96;40;56;0;2;3;2;9;4;4;5;11;0;0;1;2;5;6;6;11;25
Henegouwen;Neuropsychiatrie;18;3;15;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;14
Henegouwen;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;17;10;7;0;4;2;1;2;1;0;0;0;0;0;1;1;2;2;0;0;1
Henegouwen;Psychiatrie, meer bepaald volwassenpsychiatrie;28;18;10;0;3;4;6;4;1;0;0;0;0;1;1;2;3;2;0;0;1
Henegouwen;Pneumologie;80;27;53;0;2;3;5;5;2;1;4;5;0;0;1;4;7;5;9;9;18
Henegouwen;Gastro-enterologie;69;19;50;0;4;2;1;3;1;1;0;7;0;1;0;5;9;8;5;7;15
Henegouwen;Cardiologie;109;20;89;0;2;3;2;4;1;2;2;4;0;1;5;7;7;7;13;12;37
Henegouwen;Inwendige geneeskunde;180;61;119;0;8;12;13;10;8;1;2;7;0;5;6;6;7;16;19;17;43
Henegouwen;Reumatologie;31;13;18;0;1;2;4;1;1;0;1;3;0;1;0;0;1;1;3;4;8
Henegouwen;Acute geneeskunde;39;17;22;0;0;0;5;4;4;2;1;1;0;0;0;0;4;7;5;1;5
Henegouwen;Gynaecologie-verloskunde;183;91;92;0;16;9;11;15;13;8;6;13;0;3;4;5;8;11;7;16;38
Henegouwen;Oftalmologie;77;41;36;1;4;1;7;4;4;4;4;12;1;0;3;2;3;0;3;6;18
Henegouwen;Otorhinolaryngologie;58;26;32;0;1;5;3;3;8;1;3;2;0;0;0;2;3;1;7;2;17
Henegouwen;Stomatologie;24;9;15;0;1;0;2;2;1;1;0;2;0;0;1;0;1;3;3;0;7
Henegouwen;Dermato-venereologie;69;48;21;0;3;7;4;5;7;4;6;12;0;2;0;2;1;0;5;2;9
Henegouwen;Pediatrie;157;101;56;0;11;18;18;17;6;7;5;19;0;3;2;0;4;4;4;4;35
Henegouwen;Fysische geneeskunde en revalidatie;41;18;23;0;2;2;1;5;1;2;1;4;0;0;1;2;1;2;1;5;11
Henegouwen;Klinische biologie;55;27;28;0;3;1;1;2;1;4;4;11;0;0;1;1;0;0;3;5;18
Henegouwen;Rontgendiagnose;162;56;106;1;4;7;11;4;6;8;4;11;0;4;5;6;6;9;16;11;49
Henegouwen;Radiotherapie - oncologie;19;10;9;0;2;2;1;1;0;1;0;3;0;0;1;2;2;0;1;1;2
Henegouwen;Nucleaire geneeskunde;30;11;19;0;1;2;1;1;1;2;1;2;0;0;0;0;0;2;4;1;12
Henegouwen;Pathologische anatomie;36;18;18;0;3;0;1;3;0;5;1;5;0;2;2;1;1;0;3;0;9
Henegouwen;Medische oncologie;25;13;12;0;0;3;0;5;3;0;1;1;0;1;1;0;1;1;4;2;2
Henegouwen;Arbeidsgeneeskunde;87;57;30;0;0;1;6;13;7;12;8;10;0;1;0;3;3;1;4;4;14
Henegouwen;Verzekeringsgeneeskunde en medische expertise;68;18;50;0;0;0;0;1;2;5;7;3;0;0;0;0;3;3;4;14;26
Luik;Alle specialiteiten;3083;1343;1740;2;172;189;187;204;170;125;97;197;2;106;116;131;161;180;196;229;619
Luik;Geriatrie;33;26;7;0;6;4;5;6;3;1;1;0;0;0;1;1;0;1;0;2;2
Luik;Urgentiegeneeskunde;30;12;18;0;7;2;1;2;0;0;0;0;0;1;8;5;2;2;0;0;0
Luik;Gerechtelijke geneeskunde;7;2;5;0;0;0;1;1;0;0;0;0;0;0;2;2;0;0;0;0;1
Luik;Beheer van gezondheidsgegevens;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Luik;Anesthesie-reanimatie;309;112;197;0;13;20;18;22;12;11;4;12;0;17;17;27;31;23;18;20;44
Luik;Heelkunde;160;32;128;0;2;4;2;7;12;4;1;0;0;6;11;7;6;10;21;20;47
Luik;Neurochirurgie;25;4;21;0;1;1;0;0;0;2;0;0;0;3;1;2;3;3;2;2;5
Luik;Plastische, reconstructieve en esthetische heelkunde;29;8;21;0;0;2;3;0;1;0;2;0;0;4;3;5;1;2;3;0;3
Luik;Urologie;51;7;44;0;1;3;1;0;1;1;0;0;0;4;2;3;6;3;6;5;15
Luik;Orthopedische heelkunde;91;14;77;0;1;2;4;3;0;1;3;0;0;6;8;4;10;6;8;11;24
Luik;Neurologie;63;24;39;0;5;5;2;4;3;2;1;2;0;4;1;3;3;5;8;9;6
Luik;Psychiatrie;175;85;90;0;1;1;10;14;15;14;7;23;0;0;3;3;4;10;8;11;51
Luik;Neuropsychiatrie;16;3;13;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;2;11
Luik;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;21;15;6;0;5;6;1;1;1;0;1;0;0;2;1;1;0;0;1;1;0
Luik;Psychiatrie, meer bepaald volwassenpsychiatrie;48;32;16;0;3;9;6;13;1;0;0;0;0;3;3;4;2;3;0;0;1
Luik;Pneumologie;66;28;38;0;5;6;6;6;3;0;1;1;0;2;2;7;4;4;4;6;9
Luik;Gastro-enterologie;88;38;50;0;9;10;6;4;3;3;1;2;0;1;2;4;5;6;8;5;19
Luik;Cardiologie;149;47;102;0;7;8;9;8;6;6;3;0;0;3;9;8;13;14;8;15;32
Luik;Inwendige geneeskunde;185;79;106;0;14;12;15;13;9;1;3;12;0;6;3;9;12;10;13;15;38
Luik;Reumatologie;35;22;13;0;0;3;1;3;5;3;1;6;0;1;0;1;1;0;3;1;6
Luik;Acute geneeskunde;32;11;21;0;0;0;0;6;3;1;1;0;0;0;1;1;5;4;5;3;2
Luik;Gynaecologie-verloskunde;205;105;100;0;21;12;15;13;14;8;12;10;0;4;7;5;6;12;10;14;42
Luik;Oftalmologie;145;91;54;2;12;10;9;9;10;8;10;21;1;8;4;5;6;5;3;4;18
Luik;Otorhinolaryngologie;93;46;47;0;3;8;4;12;5;2;5;7;0;4;4;2;1;6;6;3;21
Luik;Stomatologie;17;3;14;0;1;1;1;0;0;0;0;0;0;0;1;1;0;1;1;1;9
Luik;Dermato-venereologie;91;60;31;0;7;10;9;8;8;6;2;10;1;2;1;2;2;2;4;6;11
Luik;Pediatrie;245;157;88;0;27;25;23;19;17;12;8;26;0;6;5;2;9;8;5;6;47
Luik;Fysische geneeskunde en revalidatie;84;41;43;0;5;4;6;4;7;4;5;6;0;3;4;4;2;4;7;7;12
Luik;Klinische biologie;70;33;37;0;1;1;2;3;3;2;4;17;0;0;1;1;1;1;6;4;23
