Territoire-Spécialité;Unnamed: 1;Total;Genre;Unnamed: 4;Femme;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11;Unnamed: 12;Homme;Unnamed: 14;Unnamed: 15;Unnamed: 16;Unnamed: 17;Unnamed: 18;Unnamed: 19;Unnamed: 20;Unnamed: 21
;Gastro-entérologie;14.0;6;8;0;3;3;0;0;0;0;0;0;3;4;1;0;0;0;0;0
;Cardiologie;15.0;5;10;0;2;3;0;0;0;0;0;0;4;4;1;0;1;0;0;0
;Médecine interne;119.0;76;43;10;63;3;0;0;0;0;0;5;35;2;1;0;0;0;0;0
;Rhumatologie;3.0;2;1;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0
;Médecine aiguë;6.0;3;3;0;3;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0
;Gynécologie-obstétrique;49.0;44;5;5;32;6;1;0;0;0;0;0;3;2;0;0;0;0;0;0
;Ophtalmologie;20.0;8;12;1;7;0;0;0;0;0;0;1;9;1;0;0;1;0;0;0
;Oto-rhino-laryngologie;23.0;14;9;1;11;2;0;0;0;0;0;0;8;1;0;0;0;0;0;0
;Stomatologie;10.0;4;6;0;3;1;0;0;0;0;0;0;5;1;0;0;0;0;0;0
;Dermato-vénéréologie;14.0;9;5;1;6;2;0;0;0;0;0;1;3;1;0;0;0;0;0;0
;Pédiatrie;68.0;61;7;8;48;4;1;0;0;0;0;0;7;0;0;0;0;0;0;0
;Médecine physique et réadaptation;14.0;8;6;1;6;0;0;1;0;0;0;0;6;0;0;0;0;0;0;0
;Biologie clinique;14.0;8;6;0;4;3;1;0;0;0;0;0;5;1;0;0;0;0;0;0
;Radiodiagnostic;30.0;5;25;1;3;1;0;0;0;0;0;3;20;2;0;0;0;0;0;0
;Radiothérapie - oncologie;7.0;4;3;0;4;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0
;Médecine nucléaire;4.0;2;2;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
;Anatomie pathologique;8.0;6;2;0;4;2;0;0;0;0;0;0;1;0;1;0;0;0;0;0
;Oncologie médicale;4.0;1;3;0;1;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0
;Génétique clinique;4.0;4;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Médecine du travail;13.0;12;1;0;4;5;1;0;0;2;0;0;1;0;0;0;0;0;0;0
Limbourg;Toutes les spécialités;233.0;127;106;17;82;22;4;0;1;0;1;13;79;12;0;1;1;0;0;0
;Gériatrie;4.0;3;1;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Médecine d'urgence;16.0;8;8;0;6;2;0;0;0;0;0;0;5;3;0;0;0;0;0;0
;Anesthésie-réanimation;31.0;14;17;2;7;4;1;0;0;0;0;3;11;2;0;0;1;0;0;0
;Chirurgie;24.0;11;13;2;7;2;0;0;0;0;0;3;9;1;0;0;0;0;0;0
;Neurochirurgie;7.0;1;6;0;1;0;0;0;0;0;0;2;3;1;0;0;0;0;0;0
;"Chirurgie plastique, reconstructrice et
esthétique";2.0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Urologie;6.0;2;4;0;1;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0
;Chirurgie orthopédique;11.0;4;7;0;4;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0
;Neurologie;4.0;4;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;"Psychiatrie, particulièrement en psychiatrie
infanto-juvénile";8.0;7;1;1;4;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;"Psychiatrie, particulièrement en psychiatrie
adulte";14.0;9;5;0;7;1;1;0;0;0;0;0;4;1;0;0;0;0;0;0
;Pneumologie;1.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Gastro-entérologie;4.0;2;2;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
;Cardiologie;3.0;1;2;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
;Médecine interne;27.0;12;15;3;9;0;0;0;0;0;0;3;12;0;0;0;0;0;0;0
;Rhumatologie;1.0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Médecine aiguë;1.0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Gynécologie-obstétrique;16.0;13;3;1;12;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0
;Ophtalmologie;5.0;4;1;0;3;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
;Oto-rhino-laryngologie;8.0;5;3;0;5;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
;Stomatologie;5.0;1;4;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
;Dermato-vénéréologie;4.0;4;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Pédiatrie;9.0;7;2;2;3;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Médecine physique et réadaptation;4.0;2;2;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
;Biologie clinique;1.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Radiodiagnostic;7.0;1;6;0;1;0;0;0;0;0;0;0;4;1;0;1;0;0;0;0
;Radiothérapie - oncologie;3.0;2;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Médecine nucléaire;1.0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Anatomie pathologique;2.0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Médecine du travail;4.0;4;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0
Brabant Wallon;Toutes les spécialités;316.0;191;125;21;131;37;1;0;1;0;0;9;87;24;1;1;2;1;0;0
;Gériatrie;16.0;12;4;1;7;4;0;0;0;0;0;1;1;2;0;0;0;0;0;0
;Médecine d'urgence;34.0;17;17;2;10;4;0;0;1;0;0;0;11;4;0;0;2;0;0;0
;Anesthésie-réanimation;26.0;16;10;0;12;4;0;0;0;0;0;2;6;2;0;0;0;0;0;0
;Chirurgie;20.0;11;9;2;8;1;0;0;0;0;0;1;7;0;0;1;0;0;0;0
;Neurochirurgie;2.0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;"Chirurgie plastique, reconstructrice et
esthétique";3.0;2;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Urologie;6.0;4;2;0;0;4;0;0;0;0;0;0;1;1;0;0;0;0;0;0
;Chirurgie orthopédique;19.0;3;16;0;2;1;0;0;0;0;0;1;9;5;1;0;0;0;0;0
;Neurologie;8.0;4;4;2;2;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0
;"Psychiatrie, particulièrement en psychiatrie
infanto-juvénile";6.0;6;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;"Psychiatrie, particulièrement en psychiatrie
adulte";10.0;7;3;1;5;1;0;0;0;0;0;1;2;0;0;0;0;0;0;0
;Pneumologie;5.0;2;3;0;0;2;0;0;0;0;0;0;1;2;0;0;0;0;0;0
;Gastro-entérologie;1.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Cardiologie;3.0;0;3;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0
;Médecine interne;52.0;37;15;5;29;3;0;0;0;0;0;1;13;1;0;0;0;0;0;0
;Rhumatologie;1.0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Gynécologie-obstétrique;15.0;13;2;1;9;3;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Ophtalmologie;6.0;1;5;0;1;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0
;Oto-rhino-laryngologie;4.0;3;1;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Stomatologie;4.0;1;3;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
;Dermato-vénéréologie;4.0;4;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Pédiatrie;28.0;23;5;3;19;1;0;0;0;0;0;0;4;1;0;0;0;0;0;0
;Médecine physique et réadaptation;6.0;3;3;0;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
;Biologie clinique;3.0;2;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Radiodiagnostic;18.0;7;11;1;5;1;0;0;0;0;0;0;9;2;0;0;0;0;0;0
;Radiothérapie - oncologie;2.0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
;Médecine nucléaire;1.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Anatomie pathologique;4.0;3;1;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Oncologie médicale;5.0;3;2;0;0;3;0;0;0;0;0;0;1;1;0;0;0;0;0;0
;Génétique clinique;1.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
;Médecine du travail;3.0;2;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
Hainaut;Toutes les spécialités;421.0;255;166;39;164;41;9;0;1;0;1;17;111;32;3;2;1;0;0;0
;Gériatrie;10.0;9;1;2;6;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Médecine d'urgence;42.0;24;18;4;17;3;0;0;0;0;0;1;11;6;0;0;0;0;0;0
;Médecine légale;1.0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Anesthésie-réanimation;29.0;14;15;3;7;4;0;0;0;0;0;2;13;0;0;0;0;0;0;0
;Chirurgie;35.0;22;13;1;15;6;0;0;0;0;0;2;10;1;0;0;0;0;0;0
;Neurochirurgie;4.0;1;3;0;1;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0
;"Chirurgie plastique, reconstructrice et
esthétique";4.0;2;2;0;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Urologie;6.0;3;3;0;2;1;0;0;0;0;0;0;1;2;0;0;0;0;0;0
;Chirurgie orthopédique;24.0;13;11;0;7;6;0;0;0;0;0;0;7;3;0;0;1;0;0;0
;Neurologie;14.0;7;7;2;4;1;0;0;0;0;0;0;4;3;0;0;0;0;0;0
;"Psychiatrie, particulièrement en psychiatrie
infanto-juvénile";8.0;7;1;2;3;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
;"Psychiatrie, particulièrement en psychiatrie
adulte";18.0;13;5;1;7;3;2;0;0;0;0;1;3;1;0;0;0;0;0;0
;Pneumologie;5.0;4;1;0;2;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Gastro-entérologie;4.0;3;1;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0
;Cardiologie;7.0;2;5;0;1;1;0;0;0;0;0;0;2;3;0;0;0;0;0;0
;Médecine interne;61.0;28;33;12;14;2;0;0;0;0;0;5;25;2;0;1;0;0;0;0
;Rhumatologie;4.0;2;2;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
;Gynécologie-obstétrique;22.0;21;1;1;20;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Ophtalmologie;8.0;7;1;1;5;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
;Oto-rhino-laryngologie;9.0;5;4;0;4;1;0;0;0;0;0;1;2;1;0;0;0;0;0;0
;Stomatologie;4.0;0;4;0;0;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0
;Dermato-vénéréologie;13.0;10;3;5;5;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
;Pédiatrie;33.0;26;7;4;20;2;0;0;0;0;0;1;6;0;0;0;0;0;0;0
;Médecine physique et réadaptation;7.0;4;3;1;3;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0
;Biologie clinique;6.0;1;5;0;1;0;0;0;0;0;0;1;3;0;0;1;0;0;0;0
;Radiodiagnostic;16.0;9;7;0;7;2;0;0;0;0;0;1;6;0;0;0;0;0;0;0
;Radiothérapie - oncologie;2.0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Médecine nucléaire;3.0;3;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Anatomie pathologique;5.0;3;2;0;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Oncologie médicale;2.0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
;Génétique clinique;1.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Médecine du travail;14.0;9;5;0;2;1;4;0;1;0;1;0;0;2;3;0;0;0;0;0
Liège;Toutes les spécialités;720.0;405;315;26;308;59;7;3;2;0;0;17;217;66;9;1;4;1;0;0
;Gériatrie;22.0;18;4;1;12;5;0;0;0;0;0;0;1;3;0;0;0;0;0;0
;Médecine d'urgence;68.0;32;36;0;22;8;2;0;0;0;0;0;24;9;1;0;1;1;0;0
;Médecine légale;3.0;1;2;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
;Anesthésie-réanimation;108.0;44;64;1;36;6;0;1;0;0;0;3;42;12;4;1;2;0;0;0
;Chirurgie;43.0;26;17;4;15;6;1;0;0;0;0;2;9;5;1;0;0;0;0;0
;Neurochirurgie;4.0;1;3;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
;"Chirurgie plastique, reconstructrice et
esthétique";8.0;5;3;1;2;2;0;0;0;0;0;0;1;2;0;0;0;0;0;0
;Urologie;10.0;4;6;0;4;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0
;Chirurgie orthopédique;28.0;7;21;0;6;1;0;0;0;0;0;2;13;6;0;0;0;0;0;0
;Neurologie;16.0;11;5;1;9;1;0;0;0;0;0;1;4;0;0;0;0;0;0;0
;"Psychiatrie, particulièrement en psychiatrie
infanto-juvénile";17.0;12;5;0;12;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0
;"Psychiatrie, particulièrement en psychiatrie
adulte";16.0;9;7;1;4;2;1;1;0;0;0;0;7;0;0;0;0;0;0;0
;Pneumologie;18.0;9;9;1;7;1;0;0;0;0;0;1;6;2;0;0;0;0;0;0
;Gastro-entérologie;21.0;15;6;0;11;3;0;1;0;0;0;0;5;1;0;0;0;0;0;0
;Cardiologie;26.0;11;15;0;8;3;0;0;0;0;0;2;10;3;0;0;0;0;0;0
;Médecine interne;62.0;33;29;1;27;4;1;0;0;0;0;2;24;3;0;0;0;0;0;0
;Rhumatologie;5.0;4;1;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Médecine aiguë;1.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Gynécologie-obstétrique;39.0;32;7;4;27;1;0;0;0;0;0;0;6;1;0;0;0;0;0;0
;Ophtalmologie;16.0;11;5;2;8;0;1;0;0;0;0;0;5;0;0;0;0;0;0;0
;Oto-rhino-laryngologie;14.0;9;5;1;8;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0
;Stomatologie;4.0;1;3;1;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0
;Dermato-vénéréologie;8.0;5;3;1;3;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0
;Pédiatrie;56.0;45;11;3;36;6;0;0;0;0;0;0;9;2;0;0;0;0;0;0
;Médecine physique et réadaptation;18.0;8;10;0;6;2;0;0;0;0;0;2;6;2;0;0;0;0;0;0
;Biologie clinique;8.0;5;3;0;5;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0
;Radiodiagnostic;27.0;13;14;0;10;3;0;0;0;0;0;1;11;2;0;0;0;0;0;0
;Radiothérapie - oncologie;7.0;5;2;0;5;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
;Médecine nucléaire;6.0;2;4;0;1;1;0;0;0;0;0;1;2;1;0;0;0;0;0;0
;Anatomie pathologique;9.0;4;5;0;4;0;0;0;0;0;0;0;2;2;1;0;0;0;0;0
;Oncologie médicale;14.0;8;6;2;5;1;0;0;0;0;0;0;4;2;0;0;0;0;0;0
;Génétique clinique;2.0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Médecine du travail;16.0;12;4;0;7;2;1;0;2;0;0;0;1;1;1;0;1;0;0;0
Namur;Toutes les spécialités;222.0;113;109;9;77;24;2;0;0;1;0;6;83;17;2;1;0;0;0;0
;Gériatrie;8.0;6;2;0;6;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Médecine d'urgence;30.0;15;15;1;9;4;0;0;0;1;0;0;9;6;0;0;0;0;0;0
;Anesthésie-réanimation;30.0;11;19;1;7;2;1;0;0;0;0;0;13;5;1;0;0;0;0;0
;Chirurgie;21.0;3;18;0;3;0;0;0;0;0;0;0;15;3;0;0;0;0;0;0
;Neurochirurgie;3.0;2;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
;Urologie;4.0;4;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Chirurgie orthopédique;11.0;3;8;0;2;1;0;0;0;0;0;0;7;1;0;0;0;0;0;0
;Neurologie;4.0;2;2;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0
;"Psychiatrie, particulièrement en psychiatrie
infanto-juvénile";3.0;3;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;"Psychiatrie, particulièrement en psychiatrie
adulte";4.0;4;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Pneumologie;7.0;4;3;0;1;3;0;0;0;0;0;0;2;1;0;0;0;0;0;0
;Gastro-entérologie;2.0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Cardiologie;5.0;4;1;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Médecine interne;28.0;11;17;2;7;2;0;0;0;0;0;3;14;0;0;0;0;0;0;0
;Rhumatologie;1.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Médecine aiguë;1.0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Gynécologie-obstétrique;10.0;8;2;1;7;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Ophtalmologie;4.0;2;2;0;2;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
;Oto-rhino-laryngologie;1.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Stomatologie;4.0;1;3;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
;Dermato-vénéréologie;2.0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Pédiatrie;20.0;16;4;3;12;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0
;Médecine physique et réadaptation;1.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Biologie clinique;3.0;1;2;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Radiodiagnostic;7.0;2;5;0;1;1;0;0;0;0;0;0;5;0;0;0;0;0;0;0
;Radiothérapie - oncologie;1.0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Médecine nucléaire;1.0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
;Anatomie pathologique;1.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
;Oncologie médicale;2.0;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Médecine du travail;3.0;2;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0
Luxembourg;Toutes les spécialités;58.0;32;26;5;24;2;1;0;0;0;0;2;22;2;0;0;0;0;0;0
;Médecine d'urgence;7.0;4;3;0;4;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
;Anesthésie-réanimation;5.0;2;3;1;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
;Chirurgie;4.0;3;1;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Neurochirurgie;1.0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
;Chirurgie orthopédique;4.0;2;2;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Neurologie;1.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
;"Psychiatrie, particulièrement en psychiatrie
adulte";3.0;2;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Pneumologie;1.0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
;Gastro-entérologie;1.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Médecine interne;12.0;5;7;1;4;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0
;Rhumatologie;1.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Médecine aiguë;1.0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Gynécologie-obstétrique;5.0;4;1;1;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Ophtalmologie;2.0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Pédiatrie;6.0;5;1;1;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
;Biologie clinique;1.0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Oncologie médicale;2.0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Médecine du travail;1.0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"Région de Bruxelles
Capitale";Toutes les spécialités;1397.0;789;608;33;538;186;21;6;3;2;0;25;392;169;13;5;3;0;0;1
;Gériatrie;28.0;22;6;1;9;10;2;0;0;0;0;0;3;2;1;0;0;0;0;0
;Médecine d'urgence;125.0;67;58;3;36;22;5;1;0;0;0;0;30;20;3;3;2;0;0;0
;Médecine légale;1.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Anesthésie-réanimation;130.0;60;70;1;40;14;5;0;0;0;0;1;46;23;0;0;0;0;0;0
;Chirurgie;72.0;35;37;1;25;9;0;0;0;0;0;2;22;12;1;0;0;0;0;0
;Neurochirurgie;14.0;5;9;0;5;0;0;0;0;0;0;0;7;2;0;0;0;0;0;0
;"Chirurgie plastique, reconstructrice et
esthétique";14.0;6;8;1;2;3;0;0;0;0;0;0;4;4;0;0;0;0;0;0
;Urologie;24.0;10;14;0;8;2;0;0;0;0;0;0;8;6;0;0;0;0;0;0
;Chirurgie orthopédique;62.0;16;46;1;10;5;0;0;0;0;0;0;30;15;0;1;0;0;0;0
;Neurologie;40.0;25;15;1;19;5;0;0;0;0;0;2;9;4;0;0;0;0;0;0
;"Psychiatrie, particulièrement en psychiatrie
infanto-juvénile";37.0;33;4;0;21;9;2;0;1;0;0;0;4;0;0;0;0;0;0;0
;"Psychiatrie, particulièrement en psychiatrie
adulte";83.0;41;42;2;26;10;0;1;0;2;0;0;33;9;0;0;0;0;0;0
;Pneumologie;15.0;9;6;0;4;5;0;0;0;0;0;0;3;3;0;0;0;0;0;0
;Gastro-entérologie;24.0;12;12;0;8;4;0;0;0;0;0;0;7;5;0;0;0;0;0;0
;Cardiologie;33.0;18;15;0;8;10;0;0;0;0;0;0;4;8;3;0;0;0;0;0
;Médecine interne;189.0;90;99;9;68;12;0;1;0;0;0;11;71;14;2;1;0;0;0;0
;Rhumatologie;9.0;7;2;0;5;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Gynécologie-obstétrique;67.0;60;7;2;42;16;0;0;0;0;0;0;3;4;0;0;0;0;0;0
;Ophtalmologie;45.0;17;28;3;12;1;1;0;0;0;0;4;20;4;0;0;0;0;0;0
;Oto-rhino-laryngologie;26.0;11;15;0;10;1;0;0;0;0;0;0;11;4;0;0;0;0;0;0
;Stomatologie;21.0;9;12;0;9;0;0;0;0;0;0;0;8;4;0;0;0;0;0;0
;Dermato-vénéréologie;35.0;30;5;1;26;3;0;0;0;0;0;0;5;0;0;0;0;0;0;0
;Pédiatrie;125.0;105;20;4;77;24;0;0;0;0;0;2;13;5;0;0;0;0;0;0
;Médecine physique et réadaptation;22.0;14;8;1;9;4;0;0;0;0;0;0;6;2;0;0;0;0;0;0
;Biologie clinique;12.0;4;8;0;3;0;1;0;0;0;0;0;6;1;1;0;0;0;0;0
;Radiodiagnostic;75.0;40;35;1;31;6;2;0;0;0;0;2;24;9;0;0;0;0;0;0
;Radiothérapie - oncologie;9.0;3;6;0;3;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0
;Médecine nucléaire;12.0;4;8;0;4;0;0;0;0;0;0;1;5;2;0;0;0;0;0;0
;Anatomie pathologique;12.0;10;2;0;8;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0
;Oncologie médicale;11.0;7;4;0;4;3;0;0;0;0;0;0;1;3;0;0;0;0;0;0
;Génétique clinique;3.0;3;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Médecine du travail;22.0;15;7;0;3;4;3;3;2;0;0;0;2;1;2;0;1;0;0;1
