Territoire-Spécialité;Unnamed: 1;Total;Genre;Unnamed: 4;Femme;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11;Unnamed: 12;Unnamed: 13;Homme;Unnamed: 15;Unnamed: 16;Unnamed: 17;Unnamed: 18;Unnamed: 19;Unnamed: 20;Unnamed: 21;Unnamed: 22;Unnamed: 23
;Biologie clinique;12.0;5;7;0;3;1;0;1;0;0;0;0;0;5;1;1;0;0;0;0;0;0
;Radiodiagnostic;42.0;11;31;0;7;2;1;1;0;0;0;0;6;20;1;3;1;0;0;0;0;0
;Radiothérapie-oncologie;8.0;2;6;0;1;1;0;0;0;0;0;0;1;4;1;0;0;0;0;0;0;0
;Médecine nucléaire;3.0;0;3;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0
;Anatomie pathologique;11.0;8;3;1;2;4;0;1;0;0;0;0;0;2;1;0;0;0;0;0;0;0
;Oncologie médicale;9.0;6;3;0;4;1;1;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0
;Génétique clinique;9.0;6;3;1;2;2;1;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0
;Médecine du travail;14.0;7;7;0;2;4;1;0;0;0;0;0;0;1;3;0;2;0;0;1;0;0
;"Médecine d'assurance et expertise
médicale";1.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Anvers;Toutes les spécialités;902.0;523;379;58;361;92;4;4;1;3;0;0;36;263;71;6;2;1;0;0;0;0
;Gériatrie;15.0;12;3;0;7;5;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
;Médecine d'urgence;78.0;46;32;6;30;8;2;0;0;0;0;0;1;20;10;1;0;0;0;0;0;0
;Médecine légale;5.0;4;1;0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
;Anesthésie-réanimation;81.0;34;47;2;23;6;1;2;0;0;0;0;4;32;8;2;1;0;0;0;0;0
;Chirurgie;65.0;36;29;1;27;8;0;0;0;0;0;0;2;19;8;0;0;0;0;0;0;0
;Neurochirurgie;11.0;4;7;2;2;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0
;"Chirurgie plastique, reconstructive et
esthétique";11.0;6;5;2;4;0;0;0;0;0;0;0;1;3;1;0;0;0;0;0;0;0
;Urologie;32.0;13;19;1;9;3;0;0;0;0;0;0;3;10;6;0;0;0;0;0;0;0
;Orthopédie;49.0;12;37;1;5;6;0;0;0;0;0;0;4;24;9;0;0;0;0;0;0;0
;Neurologie;27.0;19;8;4;10;4;0;1;0;0;0;0;1;7;0;0;0;0;0;0;0;0
;"Psychiatrie, particulièrement en
psychiatrie infanto-juvénile";20.0;17;3;4;13;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0
;"Psychiatrie, particulièrement en
psychiatrie adulte";44.0;21;23;2;16;3;0;0;0;0;0;0;4;15;4;0;0;0;0;0;0;0
;Pneumologie;13.0;6;7;0;4;2;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0
;Gastro-entérologie;20.0;13;7;0;8;5;0;0;0;0;0;0;0;4;3;0;0;0;0;0;0;0
;Cardiologie;12.0;4;8;0;3;1;0;0;0;0;0;0;0;5;3;0;0;0;0;0;0;0
;Médecine interne;131.0;80;51;14;59;7;0;0;0;0;0;0;7;39;3;1;0;1;0;0;0;0
;Rhumatologie;2.0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
;Médecine aiguë;3.0;1;2;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
;Gynécologie-obstétrique;47.0;41;6;6;29;6;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0
;Ophtalmologie;21.0;14;7;0;11;3;0;0;0;0;0;0;2;5;0;0;0;0;0;0;0;0
;Oto-rhino-laryngologie;26.0;19;7;3;14;2;0;0;0;0;0;0;1;5;1;0;0;0;0;0;0;0
;Stomatologie;9.0;2;7;0;2;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0
;Dermato-vénéréologie;16.0;12;4;1;7;4;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0
;Pédiatrie;66.0;58;8;7;45;6;0;0;0;0;0;0;1;6;1;0;0;0;0;0;0;0
;Médecine physique et réadaptation;12.0;8;4;0;6;0;0;1;0;1;0;0;0;2;2;0;0;0;0;0;0;0
;Biologie clinique;8.0;5;3;1;2;2;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
;Radiodiagnostic;31.0;8;23;1;6;1;0;0;0;0;0;0;2;17;3;0;1;0;0;0;0;0
;Radiothérapie-oncologie;11.0;6;5;0;4;2;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0
;Médecine nucléaire;4.0;0;4;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0
;Anatomie pathologique;9.0;5;4;0;4;0;1;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0
;Oncologie médicale;3.0;2;1;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Génétique clinique;7.0;6;1;0;4;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
;Médecine du travail;13.0;9;4;0;1;5;0;0;1;2;0;0;0;2;1;1;0;0;0;0;0;0
Limbourg;Toutes les spécialités;228.0;129;99;21;81;20;5;0;0;1;1;0;17;66;13;1;1;1;0;0;0;0
;Gériatrie;1.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Médecine d'urgence;18.0;11;7;2;8;1;0;0;0;0;0;0;2;4;1;0;0;0;0;0;0;0
;Médecine légale;1.0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
;Anesthésie-réanimation;26.0;15;11;0;11;3;1;0;0;0;0;0;0;9;2;0;0;0;0;0;0;0
;Chirurgie;18.0;10;8;2;5;3;0;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0
;Neurochirurgie;7.0;1;6;0;1;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0
;Urologie;6.0;2;4;1;1;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0
;Orthopédie;11.0;2;9;0;2;0;0;0;0;0;0;0;1;7;0;1;0;0;0;0;0;0
;Neurologie;4.0;2;2;0;1;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
;"Psychiatrie, particulièrement en
psychiatrie infanto-juvénile";2.0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
;"Psychiatrie, particulièrement en
psychiatrie adulte";12.0;8;4;1;4;1;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0
;Pneumologie;2.0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Gastro-entérologie;3.0;0;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
;Cardiologie;7.0;3;4;0;0;3;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0
;Médecine interne;27.0;14;13;3;11;0;0;0;0;0;0;0;4;8;1;0;0;0;0;0;0;0
;Rhumatologie;1.0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Gynécologie-obstétrique;22.0;19;3;4;13;2;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0
;Ophtalmologie;8.0;6;2;3;2;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
;Oto-rhino-laryngologie;3.0;2;1;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
;Stomatologie;7.0;2;5;0;2;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0
;Dermato-vénéréologie;4.0;4;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Pédiatrie;6.0;6;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Médecine physique et réadaptation;7.0;5;2;0;3;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
;Biologie clinique;2.0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Radiodiagnostic;12.0;3;9;1;2;0;0;0;0;0;0;0;1;6;1;0;1;0;0;0;0;0
;Médecine nucléaire;3.0;2;1;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
;Anatomie pathologique;1.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Médecine du travail;7.0;5;2;0;0;2;1;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0
Brabant Wallon;Toutes les spécialités;312.0;200;112;21;130;43;3;1;2;0;0;0;6;72;30;2;1;1;0;0;0;0
;Gériatrie;15.0;10;5;0;5;5;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0
;Médecine d'urgence;39.0;26;13;1;12;11;0;0;2;0;0;0;0;7;4;1;0;1;0;0;0;0
;Anesthésie-réanimation;24.0;11;13;1;8;2;0;0;0;0;0;0;0;10;3;0;0;0;0;0;0;0
;Chirurgie;16.0;9;7;0;8;1;0;0;0;0;0;0;1;4;2;0;0;0;0;0;0;0
;Neurochirurgie;1.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;"Chirurgie plastique, reconstructive et
esthétique";7.0;4;3;0;3;1;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0
;Urologie;3.0;0;3;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0
;Orthopédie;14.0;1;13;0;1;0;0;0;0;0;0;0;0;3;9;1;0;0;0;0;0;0
;Neurologie;5.0;3;2;0;3;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
;"Psychiatrie, particulièrement en
psychiatrie infanto-juvénile";7.0;7;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;"Psychiatrie, particulièrement en
psychiatrie adulte";11.0;8;3;1;5;2;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0
;Pneumologie;6.0;6;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Gastro-entérologie;8.0;6;2;0;5;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
;Cardiologie;5.0;3;2;0;2;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
;Médecine interne;47.0;24;23;2;19;3;0;0;0;0;0;0;3;20;0;0;0;0;0;0;0;0
;Gynécologie-obstétrique;16.0;15;1;3;10;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
;Ophtalmologie;5.0;1;4;0;1;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0
;Oto-rhino-laryngologie;5.0;5;0;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Stomatologie;1.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Dermato-vénéréologie;5.0;5;0;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Pédiatrie;42.0;37;5;10;21;6;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0
;Médecine physique et réadaptation;5.0;3;2;0;3;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
;Biologie clinique;2.0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
;Radiodiagnostic;10.0;4;6;0;2;2;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0
;Radiothérapie-oncologie;3.0;2;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Anatomie pathologique;2.0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Oncologie médicale;2.0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Médecine du travail;3.0;2;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
;"Médecine d'assurance et expertise
médicale";3.0;2;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Hainaut;Toutes les spécialités;436.0;263;173;24;178;47;9;2;1;1;0;1;11;118;38;4;0;1;0;0;0;1
;Gériatrie;8.0;6;2;0;6;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
;Médecine d'urgence;45.0;28;17;3;17;6;1;0;0;1;0;0;0;11;6;0;0;0;0;0;0;0
;Anesthésie-réanimation;29.0;15;14;1;9;4;1;0;0;0;0;0;0;10;3;1;0;0;0;0;0;0
;Chirurgie;35.0;18;17;3;11;4;0;0;0;0;0;0;2;10;5;0;0;0;0;0;0;0
;Neurochirurgie;5.0;2;3;0;1;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
;"Chirurgie plastique, reconstructive et
esthétique";2.0;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Urologie;9.0;3;6;0;1;1;1;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0
;Orthopédie;27.0;14;13;1;9;4;0;0;0;0;0;0;0;10;3;0;0;0;0;0;0;0
;Neurologie;11.0;5;6;1;3;1;0;0;0;0;0;0;1;3;2;0;0;0;0;0;0;0
;"Psychiatrie, particulièrement en
psychiatrie infanto-juvénile";9.0;9;0;0;8;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;"Psychiatrie, particulièrement en
psychiatrie adulte";17.0;15;2;0;12;2;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
;Pneumologie;5.0;3;2;0;0;3;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
;Gastro-entérologie;8.0;3;5;0;2;1;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0
;Cardiologie;8.0;0;8;0;0;0;0;0;0;0;0;0;0;6;2;0;0;0;0;0;0;0
;Médecine interne;73.0;35;38;5;27;3;0;0;0;0;0;0;6;27;5;0;0;0;0;0;0;0
;Rhumatologie;3.0;2;1;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Gynécologie-obstétrique;20.0;19;1;1;16;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
;Ophtalmologie;6.0;5;1;1;3;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
;Oto-rhino-laryngologie;4.0;2;2;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
;Stomatologie;3.0;2;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
;Dermato-vénéréologie;11.0;9;2;0;9;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
;Pédiatrie;35.0;28;7;4;20;4;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0
;Médecine physique et réadaptation;8.0;4;4;0;3;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0
;Biologie clinique;5.0;1;4;0;1;0;0;0;0;0;0;0;0;2;1;0;0;1;0;0;0;0
;Radiodiagnostic;18.0;10;8;3;7;0;0;0;0;0;0;0;1;7;0;0;0;0;0;0;0;0
;Radiothérapie-oncologie;3.0;3;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Médecine nucléaire;1.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Anatomie pathologique;7.0;5;2;0;3;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
;Oncologie médicale;1.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Génétique clinique;1.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Médecine du travail;18.0;12;6;0;1;4;3;2;1;0;0;1;0;1;2;3;0;0;0;0;0;0
;"Médecine d'assurance et expertise
médicale";1.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Liège;Toutes les spécialités;719.0;422;297;43;289;84;4;0;2;0;0;0;23;199;64;9;1;0;0;0;1;0
;Gériatrie;21.0;15;6;2;7;6;0;0;0;0;0;0;1;3;2;0;0;0;0;0;0;0
;Médecine d'urgence;71.0;35;36;1;28;6;0;0;0;0;0;0;1;17;15;2;0;0;0;0;1;0
;Médecine légale;2.0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Gestion des données de santé;1.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
;Anesthésie-réanimation;93.0;43;50;2;33;8;0;0;0;0;0;0;2;38;8;2;0;0;0;0;0;0
;Chirurgie;47.0;25;22;4;13;8;0;0;0;0;0;0;4;15;3;0;0;0;0;0;0;0
;Neurochirurgie;6.0;3;3;0;2;1;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0
;"Chirurgie plastique, reconstructive et
esthétique";6.0;5;1;0;4;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
;Urologie;9.0;4;5;0;3;1;0;0;0;0;0;0;1;3;1;0;0;0;0;0;0;0
;Orthopédie;32.0;11;21;2;6;3;0;0;0;0;0;0;2;13;5;1;0;0;0;0;0;0
;Neurologie;20.0;12;8;1;9;2;0;0;0;0;0;0;1;6;1;0;0;0;0;0;0;0
;"Psychiatrie, particulièrement en
psychiatrie infanto-juvénile";18.0;14;4;0;10;4;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0
;"Psychiatrie, particulièrement en
psychiatrie adulte";16.0;9;7;0;8;1;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0
;Pneumologie;20.0;12;8;1;7;4;0;0;0;0;0;0;1;6;1;0;0;0;0;0;0;0
;Gastro-entérologie;22.0;12;10;1;7;4;0;0;0;0;0;0;2;6;2;0;0;0;0;0;0;0
;Cardiologie;24.0;10;14;3;4;3;0;0;0;0;0;0;1;11;2;0;0;0;0;0;0;0
;Médecine interne;50.0;33;17;4;28;1;0;0;0;0;0;0;1;14;2;0;0;0;0;0;0;0
;Rhumatologie;9.0;7;2;0;5;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
;Gynécologie-obstétrique;42.0;36;6;4;26;5;1;0;0;0;0;0;1;4;0;1;0;0;0;0;0;0
;Ophtalmologie;13.0;8;5;2;6;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0
;Oto-rhino-laryngologie;14.0;6;8;1;5;0;0;0;0;0;0;0;0;6;2;0;0;0;0;0;0;0
;Stomatologie;5.0;3;2;2;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
;Dermato-vénéréologie;7.0;6;1;2;3;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Pédiatrie;61.0;51;10;4;37;9;1;0;0;0;0;0;0;6;3;1;0;0;0;0;0;0
;Médecine physique et réadaptation;17.0;6;11;1;3;2;0;0;0;0;0;0;1;8;2;0;0;0;0;0;0;0
;Biologie clinique;5.0;2;3;0;2;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
;Radiodiagnostic;31.0;17;14;4;10;3;0;0;0;0;0;0;1;12;1;0;0;0;0;0;0;0
;Radiothérapie-oncologie;6.0;4;2;0;4;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
;Médecine nucléaire;5.0;2;3;0;2;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0
;Anatomie pathologique;7.0;3;4;0;2;1;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0
;Oncologie médicale;16.0;10;6;2;6;2;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0
;Génétique clinique;4.0;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Médecine du travail;19.0;12;7;0;4;5;2;0;1;0;0;0;0;3;3;0;1;0;0;0;0;0
Namur;Toutes les spécialités;218.0;124;94;10;77;33;3;1;0;0;0;0;4;67;20;1;1;1;0;0;0;0
;Gériatrie;2.0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
;Médecine d'urgence;36.0;20;16;1;13;6;0;0;0;0;0;0;1;8;5;1;0;1;0;0;0;0
;Médecine légale;1.0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
;Anesthésie-réanimation;22.0;9;13;0;3;5;1;0;0;0;0;0;1;10;2;0;0;0;0;0;0;0
;Chirurgie;16.0;8;8;1;4;3;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0
;Neurochirurgie;2.0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
;Urologie;4.0;2;2;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
;Orthopédie;11.0;3;8;0;2;1;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0
;Neurologie;3.0;1;2;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
;"Psychiatrie, particulièrement en
psychiatrie infanto-juvénile";4.0;4;0;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;"Psychiatrie, particulièrement en
psychiatrie adulte";7.0;5;2;1;4;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
;Pneumologie;5.0;3;2;0;0;3;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
;Gastro-entérologie;5.0;4;1;0;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
;Cardiologie;7.0;2;5;0;1;1;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0
;Médecine interne;27.0;16;11;2;12;2;0;0;0;0;0;0;0;10;1;0;0;0;0;0;0;0
;Gynécologie-obstétrique;12.0;11;1;1;9;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
;Ophtalmologie;6.0;5;1;3;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
;Oto-rhino-laryngologie;2.0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
;Stomatologie;4.0;1;3;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
;Dermato-vénéréologie;3.0;3;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Pédiatrie;17.0;15;2;1;14;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
;Médecine physique et réadaptation;2.0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
;Radiodiagnostic;7.0;1;6;0;1;0;0;0;0;0;0;0;1;4;1;0;0;0;0;0;0;0
;Radiothérapie-oncologie;4.0;3;1;0;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
;Anatomie pathologique;2.0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
;Oncologie médicale;2.0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
;Médecine du travail;5.0;4;1;0;2;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Luxembourg;Toutes les spécialités;74.0;47;27;8;31;5;2;0;0;1;0;0;3;17;7;0;0;0;0;0;0;0
;Gériatrie;4.0;2;2;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
;Médecine d'urgence;8.0;4;4;1;3;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0
;Anesthésie-réanimation;9.0;5;4;1;4;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0
;Chirurgie;6.0;4;2;1;2;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Urologie;1.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Orthopédie;1.0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
;Neurologie;1.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;"Psychiatrie, particulièrement en
psychiatrie infanto-juvénile";1.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;"Psychiatrie, particulièrement en
psychiatrie adulte";3.0;3;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Cardiologie;5.0;1;4;0;1;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0
;Médecine interne;10.0;6;4;2;4;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0
;Gynécologie-obstétrique;6.0;5;1;1;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
;Pédiatrie;7.0;6;1;0;6;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
;Médecine physique et réadaptation;3.0;1;2;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
;Biologie clinique;1.0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
;Médecine nucléaire;2.0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
;Oncologie médicale;1.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Médecine du travail;5.0;5;0;0;0;2;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"Région de
Bruxelles Capitale";Toutes les spécialités;1455.0;818;637;41;533;215;17;6;4;1;1;0;27;375;198;24;6;4;1;1;1;0
;Gériatrie;34.0;29;5;0;14;13;1;1;0;0;0;0;0;1;3;1;0;0;0;0;0;0
;Médecine d'urgence;130.0;80;50;1;45;26;6;2;0;0;0;0;1;22;20;5;0;2;0;0;0;0
;Médecine légale;2.0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Anesthésie-réanimation;117.0;41;76;0;27;14;0;0;0;0;0;0;6;48;21;1;0;0;0;0;0;0
;Chirurgie;80.0;42;38;3;28;11;0;0;0;0;0;0;1;24;12;1;0;0;0;0;0;0
;Neurochirurgie;14.0;5;9;0;3;2;0;0;0;0;0;0;0;3;5;1;0;0;0;0;0;0
;"Chirurgie plastique, reconstructive et
esthétique";13.0;5;8;0;3;2;0;0;0;0;0;0;0;3;5;0;0;0;0;0;0;0
;Urologie;34.0;17;17;1;12;4;0;0;0;0;0;0;0;10;7;0;0;0;0;0;0;0
;Orthopédie;63.0;15;48;1;5;8;1;0;0;0;0;0;1;30;15;2;0;0;0;0;0;0
;Neurologie;54.0;37;17;2;29;6;0;0;0;0;0;0;0;13;4;0;0;0;0;0;0;0
;"Psychiatrie, particulièrement en
psychiatrie infanto-juvénile";30.0;26;4;2;16;7;1;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0
;"Psychiatrie, particulièrement en
psychiatrie adulte";85.0;44;41;0;33;11;0;0;0;0;0;0;1;27;11;1;1;0;0;0;0;0
;Pneumologie;19.0;11;8;0;7;4;0;0;0;0;0;0;0;5;3;0;0;0;0;0;0;0
;Gastro-entérologie;28.0;17;11;0;6;10;1;0;0;0;0;0;0;5;6;0;0;0;0;0;0;0
;Cardiologie;48.0;24;24;0;7;17;0;0;0;0;0;0;0;12;11;1;0;0;0;0;0;0
;Médecine interne;178.0;95;83;15;71;9;0;0;0;0;0;0;9;56;16;2;0;0;0;0;0;0
;Rhumatologie;12.0;9;3;0;0;9;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0
;Médecine aiguë;1.0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Gynécologie-obstétrique;75.0;64;11;5;45;13;1;0;0;0;0;0;0;5;6;0;0;0;0;0;0;0
;Ophtalmologie;41.0;12;29;1;9;2;0;0;0;0;0;0;3;19;6;1;0;0;0;0;0;0
;Oto-rhino-laryngologie;31.0;16;15;0;14;2;0;0;0;0;0;0;2;11;2;0;0;0;0;0;0;0
