Gebied-Specialiteit;Unnamed: 1;Totaal;Geslacht;Unnamed: 4;Vrouw;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11;Unnamed: 12;Man;Unnamed: 14;Unnamed: 15;Unnamed: 16;Unnamed: 17;Unnamed: 18;Unnamed: 19;Unnamed: 20;Unnamed: 21
;Neurologie;26.0;18;8;3;11;3;0;1;0;0;0;1;6;1;0;0;0;0;0;0
;"Psychiatrie, meer bepaald kinder- en
jeugdpsychiatrie";14.0;12;2;1;7;4;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;"Psychiatrie, meer bepaald
volwassenpsychiatrie";33.0;17;16;2;10;5;0;0;0;0;0;1;12;3;0;0;0;0;0;0
;Pneumologie;8.0;6;2;0;1;4;1;0;0;0;0;0;0;2;0;0;0;0;0;0
;Gastro-enterologie;14.0;6;8;0;3;3;0;0;0;0;0;0;3;4;1;0;0;0;0;0
;Cardiologie;15.0;5;10;0;2;3;0;0;0;0;0;0;4;4;1;0;1;0;0;0
;Inwendige geneeskunde;119.0;76;43;10;63;3;0;0;0;0;0;5;35;2;1;0;0;0;0;0
;Reumatologie;3.0;2;1;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0
;Acute geneeskunde;6.0;3;3;0;3;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0
;Gynaecologie-verloskunde;49.0;44;5;5;32;6;1;0;0;0;0;0;3;2;0;0;0;0;0;0
;Oftalmologie;20.0;8;12;1;7;0;0;0;0;0;0;1;9;1;0;0;1;0;0;0
;Otorhinolaryngologie;23.0;14;9;1;11;2;0;0;0;0;0;0;8;1;0;0;0;0;0;0
;Stomatologie;10.0;4;6;0;3;1;0;0;0;0;0;0;5;1;0;0;0;0;0;0
;Dermato-venereologie;14.0;9;5;1;6;2;0;0;0;0;0;1;3;1;0;0;0;0;0;0
;Pediatrie;68.0;61;7;8;48;4;1;0;0;0;0;0;7;0;0;0;0;0;0;0
;Fysische geneeskunde en revalidatie;14.0;8;6;1;6;0;0;1;0;0;0;0;6;0;0;0;0;0;0;0
;Klinische biologie;14.0;8;6;0;4;3;1;0;0;0;0;0;5;1;0;0;0;0;0;0
;Rontgendiagnose;30.0;5;25;1;3;1;0;0;0;0;0;3;20;2;0;0;0;0;0;0
;Radiotherapie - oncologie;7.0;4;3;0;4;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0
;Nucleaire geneeskunde;4.0;2;2;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
;Pathologische anatomie;8.0;6;2;0;4;2;0;0;0;0;0;0;1;0;1;0;0;0;0;0
;Medische oncologie;4.0;1;3;0;1;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0
;Klinische genetica;4.0;4;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Arbeidsgeneeskunde;13.0;12;1;0;4;5;1;0;0;2;0;0;1;0;0;0;0;0;0;0
Limburg;Alle specialiteiten;233.0;127;106;17;82;22;4;0;1;0;1;13;79;12;0;1;1;0;0;0
;Geriatrie;4.0;3;1;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Urgentiegeneeskunde;16.0;8;8;0;6;2;0;0;0;0;0;0;5;3;0;0;0;0;0;0
;Anesthesie-reanimatie;31.0;14;17;2;7;4;1;0;0;0;0;3;11;2;0;0;1;0;0;0
;Heelkunde;24.0;11;13;2;7;2;0;0;0;0;0;3;9;1;0;0;0;0;0;0
;Neurochirurgie;7.0;1;6;0;1;0;0;0;0;0;0;2;3;1;0;0;0;0;0;0
;"Plastische, reconstructieve en esthetische
heelkunde";2.0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Urologie;6.0;2;4;0;1;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0
;Orthopedische heelkunde;11.0;4;7;0;4;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0
;Neurologie;4.0;4;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;"Psychiatrie, meer bepaald kinder- en
jeugdpsychiatrie";8.0;7;1;1;4;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;"Psychiatrie, meer bepaald
volwassenpsychiatrie";14.0;9;5;0;7;1;1;0;0;0;0;0;4;1;0;0;0;0;0;0
;Pneumologie;1.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Gastro-enterologie;4.0;2;2;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
;Cardiologie;3.0;1;2;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
;Inwendige geneeskunde;27.0;12;15;3;9;0;0;0;0;0;0;3;12;0;0;0;0;0;0;0
;Reumatologie;1.0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Acute geneeskunde;1.0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Gynaecologie-verloskunde;16.0;13;3;1;12;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0
;Oftalmologie;5.0;4;1;0;3;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
;Otorhinolaryngologie;8.0;5;3;0;5;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
;Stomatologie;5.0;1;4;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
;Dermato-venereologie;4.0;4;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Pediatrie;9.0;7;2;2;3;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Fysische geneeskunde en revalidatie;4.0;2;2;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
;Klinische biologie;1.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Rontgendiagnose;7.0;1;6;0;1;0;0;0;0;0;0;0;4;1;0;1;0;0;0;0
;Radiotherapie - oncologie;3.0;2;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Nucleaire geneeskunde;1.0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Pathologische anatomie;2.0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Arbeidsgeneeskunde;4.0;4;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0
Waals Brabant;Alle specialiteiten;316.0;191;125;21;131;37;1;0;1;0;0;9;87;24;1;1;2;1;0;0
;Geriatrie;16.0;12;4;1;7;4;0;0;0;0;0;1;1;2;0;0;0;0;0;0
;Urgentiegeneeskunde;34.0;17;17;2;10;4;0;0;1;0;0;0;11;4;0;0;2;0;0;0
;Anesthesie-reanimatie;26.0;16;10;0;12;4;0;0;0;0;0;2;6;2;0;0;0;0;0;0
;Heelkunde;20.0;11;9;2;8;1;0;0;0;0;0;1;7;0;0;1;0;0;0;0
;Neurochirurgie;2.0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;"Plastische, reconstructieve en esthetische
heelkunde";3.0;2;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Urologie;6.0;4;2;0;0;4;0;0;0;0;0;0;1;1;0;0;0;0;0;0
;Orthopedische heelkunde;19.0;3;16;0;2;1;0;0;0;0;0;1;9;5;1;0;0;0;0;0
;Neurologie;8.0;4;4;2;2;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0
;"Psychiatrie, meer bepaald kinder- en
jeugdpsychiatrie";6.0;6;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;"Psychiatrie, meer bepaald
volwassenpsychiatrie";10.0;7;3;1;5;1;0;0;0;0;0;1;2;0;0;0;0;0;0;0
;Pneumologie;5.0;2;3;0;0;2;0;0;0;0;0;0;1;2;0;0;0;0;0;0
;Gastro-enterologie;1.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Cardiologie;3.0;0;3;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0
;Inwendige geneeskunde;52.0;37;15;5;29;3;0;0;0;0;0;1;13;1;0;0;0;0;0;0
;Reumatologie;1.0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Gynaecologie-verloskunde;15.0;13;2;1;9;3;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Oftalmologie;6.0;1;5;0;1;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0
;Otorhinolaryngologie;4.0;3;1;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Stomatologie;4.0;1;3;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
;Dermato-venereologie;4.0;4;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Pediatrie;28.0;23;5;3;19;1;0;0;0;0;0;0;4;1;0;0;0;0;0;0
;Fysische geneeskunde en revalidatie;6.0;3;3;0;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
;Klinische biologie;3.0;2;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Rontgendiagnose;18.0;7;11;1;5;1;0;0;0;0;0;0;9;2;0;0;0;0;0;0
;Radiotherapie - oncologie;2.0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
;Nucleaire geneeskunde;1.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Pathologische anatomie;4.0;3;1;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Medische oncologie;5.0;3;2;0;0;3;0;0;0;0;0;0;1;1;0;0;0;0;0;0
;Klinische genetica;1.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
;Arbeidsgeneeskunde;3.0;2;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
Henegouwen;Alle specialiteiten;421.0;255;166;39;164;41;9;0;1;0;1;17;111;32;3;2;1;0;0;0
;Geriatrie;10.0;9;1;2;6;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Urgentiegeneeskunde;42.0;24;18;4;17;3;0;0;0;0;0;1;11;6;0;0;0;0;0;0
;Gerechtelijke geneeskunde;1.0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Anesthesie-reanimatie;29.0;14;15;3;7;4;0;0;0;0;0;2;13;0;0;0;0;0;0;0
;Heelkunde;35.0;22;13;1;15;6;0;0;0;0;0;2;10;1;0;0;0;0;0;0
;Neurochirurgie;4.0;1;3;0;1;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0
;"Plastische, reconstructieve en esthetische
heelkunde";4.0;2;2;0;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Urologie;6.0;3;3;0;2;1;0;0;0;0;0;0;1;2;0;0;0;0;0;0
;Orthopedische heelkunde;24.0;13;11;0;7;6;0;0;0;0;0;0;7;3;0;0;1;0;0;0
;Neurologie;14.0;7;7;2;4;1;0;0;0;0;0;0;4;3;0;0;0;0;0;0
;"Psychiatrie, meer bepaald kinder- en
jeugdpsychiatrie";8.0;7;1;2;3;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
;"Psychiatrie, meer bepaald
volwassenpsychiatrie";18.0;13;5;1;7;3;2;0;0;0;0;1;3;1;0;0;0;0;0;0
;Pneumologie;5.0;4;1;0;2;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Gastro-enterologie;4.0;3;1;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0
;Cardiologie;7.0;2;5;0;1;1;0;0;0;0;0;0;2;3;0;0;0;0;0;0
;Inwendige geneeskunde;61.0;28;33;12;14;2;0;0;0;0;0;5;25;2;0;1;0;0;0;0
;Reumatologie;4.0;2;2;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
;Gynaecologie-verloskunde;22.0;21;1;1;20;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Oftalmologie;8.0;7;1;1;5;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
;Otorhinolaryngologie;9.0;5;4;0;4;1;0;0;0;0;0;1;2;1;0;0;0;0;0;0
;Stomatologie;4.0;0;4;0;0;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0
;Dermato-venereologie;13.0;10;3;5;5;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
;Pediatrie;33.0;26;7;4;20;2;0;0;0;0;0;1;6;0;0;0;0;0;0;0
;Fysische geneeskunde en revalidatie;7.0;4;3;1;3;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0
;Klinische biologie;6.0;1;5;0;1;0;0;0;0;0;0;1;3;0;0;1;0;0;0;0
;Rontgendiagnose;16.0;9;7;0;7;2;0;0;0;0;0;1;6;0;0;0;0;0;0;0
;Radiotherapie - oncologie;2.0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Nucleaire geneeskunde;3.0;3;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Pathologische anatomie;5.0;3;2;0;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Medische oncologie;2.0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
;Klinische genetica;1.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Arbeidsgeneeskunde;14.0;9;5;0;2;1;4;0;1;0;1;0;0;2;3;0;0;0;0;0
Luik;Alle specialiteiten;720.0;405;315;26;308;59;7;3;2;0;0;17;217;66;9;1;4;1;0;0
;Geriatrie;22.0;18;4;1;12;5;0;0;0;0;0;0;1;3;0;0;0;0;0;0
;Urgentiegeneeskunde;68.0;32;36;0;22;8;2;0;0;0;0;0;24;9;1;0;1;1;0;0
;Gerechtelijke geneeskunde;3.0;1;2;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
;Anesthesie-reanimatie;108.0;44;64;1;36;6;0;1;0;0;0;3;42;12;4;1;2;0;0;0
;Heelkunde;43.0;26;17;4;15;6;1;0;0;0;0;2;9;5;1;0;0;0;0;0
;Neurochirurgie;4.0;1;3;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
;"Plastische, reconstructieve en esthetische
heelkunde";8.0;5;3;1;2;2;0;0;0;0;0;0;1;2;0;0;0;0;0;0
;Urologie;10.0;4;6;0;4;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0
;Orthopedische heelkunde;28.0;7;21;0;6;1;0;0;0;0;0;2;13;6;0;0;0;0;0;0
;Neurologie;16.0;11;5;1;9;1;0;0;0;0;0;1;4;0;0;0;0;0;0;0
;"Psychiatrie, meer bepaald kinder- en
jeugdpsychiatrie";17.0;12;5;0;12;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0
;"Psychiatrie, meer bepaald
volwassenpsychiatrie";16.0;9;7;1;4;2;1;1;0;0;0;0;7;0;0;0;0;0;0;0
;Pneumologie;18.0;9;9;1;7;1;0;0;0;0;0;1;6;2;0;0;0;0;0;0
;Gastro-enterologie;21.0;15;6;0;11;3;0;1;0;0;0;0;5;1;0;0;0;0;0;0
;Cardiologie;26.0;11;15;0;8;3;0;0;0;0;0;2;10;3;0;0;0;0;0;0
;Inwendige geneeskunde;62.0;33;29;1;27;4;1;0;0;0;0;2;24;3;0;0;0;0;0;0
;Reumatologie;5.0;4;1;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Acute geneeskunde;1.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Gynaecologie-verloskunde;39.0;32;7;4;27;1;0;0;0;0;0;0;6;1;0;0;0;0;0;0
;Oftalmologie;16.0;11;5;2;8;0;1;0;0;0;0;0;5;0;0;0;0;0;0;0
;Otorhinolaryngologie;14.0;9;5;1;8;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0
;Stomatologie;4.0;1;3;1;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0
;Dermato-venereologie;8.0;5;3;1;3;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0
;Pediatrie;56.0;45;11;3;36;6;0;0;0;0;0;0;9;2;0;0;0;0;0;0
;Fysische geneeskunde en revalidatie;18.0;8;10;0;6;2;0;0;0;0;0;2;6;2;0;0;0;0;0;0
;Klinische biologie;8.0;5;3;0;5;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0
;Rontgendiagnose;27.0;13;14;0;10;3;0;0;0;0;0;1;11;2;0;0;0;0;0;0
;Radiotherapie - oncologie;7.0;5;2;0;5;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
;Nucleaire geneeskunde;6.0;2;4;0;1;1;0;0;0;0;0;1;2;1;0;0;0;0;0;0
;Pathologische anatomie;9.0;4;5;0;4;0;0;0;0;0;0;0;2;2;1;0;0;0;0;0
;Medische oncologie;14.0;8;6;2;5;1;0;0;0;0;0;0;4;2;0;0;0;0;0;0
;Klinische genetica;2.0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Arbeidsgeneeskunde;16.0;12;4;0;7;2;1;0;2;0;0;0;1;1;1;0;1;0;0;0
Namen;Alle specialiteiten;222.0;113;109;9;77;24;2;0;0;1;0;6;83;17;2;1;0;0;0;0
;Geriatrie;8.0;6;2;0;6;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Urgentiegeneeskunde;30.0;15;15;1;9;4;0;0;0;1;0;0;9;6;0;0;0;0;0;0
;Anesthesie-reanimatie;30.0;11;19;1;7;2;1;0;0;0;0;0;13;5;1;0;0;0;0;0
;Heelkunde;21.0;3;18;0;3;0;0;0;0;0;0;0;15;3;0;0;0;0;0;0
;Neurochirurgie;3.0;2;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
;Urologie;4.0;4;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Orthopedische heelkunde;11.0;3;8;0;2;1;0;0;0;0;0;0;7;1;0;0;0;0;0;0
;Neurologie;4.0;2;2;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0
;"Psychiatrie, meer bepaald kinder- en
jeugdpsychiatrie";3.0;3;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;"Psychiatrie, meer bepaald
volwassenpsychiatrie";4.0;4;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Pneumologie;7.0;4;3;0;1;3;0;0;0;0;0;0;2;1;0;0;0;0;0;0
;Gastro-enterologie;2.0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Cardiologie;5.0;4;1;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Inwendige geneeskunde;28.0;11;17;2;7;2;0;0;0;0;0;3;14;0;0;0;0;0;0;0
;Reumatologie;1.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Acute geneeskunde;1.0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Gynaecologie-verloskunde;10.0;8;2;1;7;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Oftalmologie;4.0;2;2;0;2;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
;Otorhinolaryngologie;1.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Stomatologie;4.0;1;3;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
;Dermato-venereologie;2.0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Pediatrie;20.0;16;4;3;12;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0
;Fysische geneeskunde en revalidatie;1.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Klinische biologie;3.0;1;2;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Rontgendiagnose;7.0;2;5;0;1;1;0;0;0;0;0;0;5;0;0;0;0;0;0;0
;Radiotherapie - oncologie;1.0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Nucleaire geneeskunde;1.0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
;Pathologische anatomie;1.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
;Medische oncologie;2.0;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Arbeidsgeneeskunde;3.0;2;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0
Luxemburg;Alle specialiteiten;58.0;32;26;5;24;2;1;0;0;0;0;2;22;2;0;0;0;0;0;0
;Urgentiegeneeskunde;7.0;4;3;0;4;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
;Anesthesie-reanimatie;5.0;2;3;1;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
;Heelkunde;4.0;3;1;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Neurochirurgie;1.0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
;Orthopedische heelkunde;4.0;2;2;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Neurologie;1.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
;"Psychiatrie, meer bepaald
volwassenpsychiatrie";3.0;2;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Pneumologie;1.0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
;Gastro-enterologie;1.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Inwendige geneeskunde;12.0;5;7;1;4;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0
;Reumatologie;1.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Acute geneeskunde;1.0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Gynaecologie-verloskunde;5.0;4;1;1;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Oftalmologie;2.0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Pediatrie;6.0;5;1;1;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
;Klinische biologie;1.0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Medische oncologie;2.0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Arbeidsgeneeskunde;1.0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"Brussels Hoofdstedelijk
Gewest";Alle specialiteiten;1397.0;789;608;33;538;186;21;6;3;2;0;25;392;169;13;5;3;0;0;1
;Geriatrie;28.0;22;6;1;9;10;2;0;0;0;0;0;3;2;1;0;0;0;0;0
;Urgentiegeneeskunde;125.0;67;58;3;36;22;5;1;0;0;0;0;30;20;3;3;2;0;0;0
;Gerechtelijke geneeskunde;1.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Anesthesie-reanimatie;130.0;60;70;1;40;14;5;0;0;0;0;1;46;23;0;0;0;0;0;0
;Heelkunde;72.0;35;37;1;25;9;0;0;0;0;0;2;22;12;1;0;0;0;0;0
;Neurochirurgie;14.0;5;9;0;5;0;0;0;0;0;0;0;7;2;0;0;0;0;0;0
;"Plastische, reconstructieve en esthetische
heelkunde";14.0;6;8;1;2;3;0;0;0;0;0;0;4;4;0;0;0;0;0;0
;Urologie;24.0;10;14;0;8;2;0;0;0;0;0;0;8;6;0;0;0;0;0;0
;Orthopedische heelkunde;62.0;16;46;1;10;5;0;0;0;0;0;0;30;15;0;1;0;0;0;0
;Neurologie;40.0;25;15;1;19;5;0;0;0;0;0;2;9;4;0;0;0;0;0;0
;"Psychiatrie, meer bepaald kinder- en
jeugdpsychiatrie";37.0;33;4;0;21;9;2;0;1;0;0;0;4;0;0;0;0;0;0;0
;"Psychiatrie, meer bepaald
volwassenpsychiatrie";83.0;41;42;2;26;10;0;1;0;2;0;0;33;9;0;0;0;0;0;0
;Pneumologie;15.0;9;6;0;4;5;0;0;0;0;0;0;3;3;0;0;0;0;0;0
;Gastro-enterologie;24.0;12;12;0;8;4;0;0;0;0;0;0;7;5;0;0;0;0;0;0
;Cardiologie;33.0;18;15;0;8;10;0;0;0;0;0;0;4;8;3;0;0;0;0;0
;Inwendige geneeskunde;189.0;90;99;9;68;12;0;1;0;0;0;11;71;14;2;1;0;0;0;0
;Reumatologie;9.0;7;2;0;5;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Gynaecologie-verloskunde;67.0;60;7;2;42;16;0;0;0;0;0;0;3;4;0;0;0;0;0;0
;Oftalmologie;45.0;17;28;3;12;1;1;0;0;0;0;4;20;4;0;0;0;0;0;0
;Otorhinolaryngologie;26.0;11;15;0;10;1;0;0;0;0;0;0;11;4;0;0;0;0;0;0
;Stomatologie;21.0;9;12;0;9;0;0;0;0;0;0;0;8;4;0;0;0;0;0;0
;Dermato-venereologie;35.0;30;5;1;26;3;0;0;0;0;0;0;5;0;0;0;0;0;0;0
;Pediatrie;125.0;105;20;4;77;24;0;0;0;0;0;2;13;5;0;0;0;0;0;0
;Fysische geneeskunde en revalidatie;22.0;14;8;1;9;4;0;0;0;0;0;0;6;2;0;0;0;0;0;0
;Klinische biologie;12.0;4;8;0;3;0;1;0;0;0;0;0;6;1;1;0;0;0;0;0
;Rontgendiagnose;75.0;40;35;1;31;6;2;0;0;0;0;2;24;9;0;0;0;0;0;0
;Radiotherapie - oncologie;9.0;3;6;0;3;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0
;Nucleaire geneeskunde;12.0;4;8;0;4;0;0;0;0;0;0;1;5;2;0;0;0;0;0;0
;Pathologische anatomie;12.0;10;2;0;8;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0
;Medische oncologie;11.0;7;4;0;4;3;0;0;0;0;0;0;1;3;0;0;0;0;0;0
;Klinische genetica;3.0;3;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Arbeidsgeneeskunde;22.0;15;7;0;3;4;3;3;2;0;0;0;2;1;2;0;1;0;0;1
