Territoire-Spécialité;Unnamed: 1;Total;Genre;Unnamed: 4;Femme;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11;Unnamed: 12;Homme;Unnamed: 14;Unnamed: 15;Unnamed: 16;Unnamed: 17;Unnamed: 18;Unnamed: 19;Unnamed: 20;Unnamed: 21
;Dermato-vénéréologie;13.0;10;3;1;8;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0
;Pédiatrie;62.0;52;10;5;36;11;0;0;0;0;0;2;6;2;0;0;0;0;0;0
;Médecine physique et réadaptation;13.0;5;8;0;4;0;0;1;0;0;0;1;7;0;0;0;0;0;0;0
;Biologie clinique;12.0;7;5;0;4;3;0;0;0;0;0;0;5;0;0;0;0;0;0;0
;Radiodiagnostic;27.0;7;20;0;5;1;0;0;1;0;0;2;16;2;0;0;0;0;0;0
;Radiothérapie - oncologie;4.0;1;3;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
;Médecine nucléaire;6.0;4;2;1;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Anatomie pathologique;5.0;4;1;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Oncologie médicale;6.0;3;3;0;2;1;0;0;0;0;0;0;1;2;0;0;0;0;0;0
;Médecine du travail;6.0;2;4;0;0;0;1;0;0;1;0;0;1;0;1;2;0;0;0;0
Limbourg;Toutes les spécialités;227.0;119;108;13;89;15;1;0;0;1;0;12;85;8;1;0;2;0;0;0
;Gériatrie;2.0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Médecine d'urgence;16.0;7;9;2;4;1;0;0;0;0;0;0;8;0;0;0;1;0;0;0
;Médecine légale;1.0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Anesthésie-réanimation;35.0;17;18;1;14;2;0;0;0;0;0;1;15;1;0;0;1;0;0;0
;Chirurgie;12.0;5;7;0;5;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0
;Neurochirurgie;3.0;1;2;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;"Chirurgie plastique, reconstructrice et
esthétique";2.0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Urologie;8.0;2;6;1;1;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0
;Chirurgie orthopédique;13.0;3;10;0;2;1;0;0;0;0;0;3;5;2;0;0;0;0;0;0
;Neurologie;5.0;3;2;1;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
;"Psychiatrie, particulièrement en
psychiatrie infanto-juvénile";7.0;7;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;"Psychiatrie, particulièrement en
psychiatrie adulte";14.0;9;5;0;8;1;0;0;0;0;0;1;4;0;0;0;0;0;0;0
;Pneumologie;3.0;2;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Gastro-entérologie;6.0;3;3;0;3;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0
;Cardiologie;5.0;2;3;0;0;2;0;0;0;0;0;0;1;2;0;0;0;0;0;0
;Médecine interne;28.0;13;15;2;10;1;0;0;0;0;0;3;12;0;0;0;0;0;0;0
;Médecine aiguë;2.0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
;Gynécologie-obstétrique;13.0;11;2;2;7;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0
;Ophtalmologie;9.0;7;2;1;5;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0
;Oto-rhino-laryngologie;8.0;8;0;2;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Stomatologie;11.0;2;9;0;2;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0
;Dermato-vénéréologie;3.0;1;2;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
;Pédiatrie;7.0;5;2;1;3;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
;Médecine physique et réadaptation;2.0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Biologie clinique;1.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Radiodiagnostic;4.0;0;4;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0
;Radiothérapie - oncologie;1.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Anatomie pathologique;4.0;2;2;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Médecine du travail;2.0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Brabant Wallon;Toutes les spécialités;290.0;176;114;19;134;22;0;0;1;0;0;9;87;17;0;0;0;0;1;0
;Gériatrie;13.0;10;3;3;6;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0
;Médecine d'urgence;30.0;18;12;1;15;1;0;0;1;0;0;1;8;3;0;0;0;0;0;0
;Anesthésie-réanimation;23.0;13;10;0;10;3;0;0;0;0;0;0;8;2;0;0;0;0;0;0
;Chirurgie;18.0;6;12;0;6;0;0;0;0;0;0;1;10;1;0;0;0;0;0;0
;Neurochirurgie;2.0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Urologie;6.0;3;3;0;1;2;0;0;0;0;0;0;3;0;0;0;0;0;0;0
;Chirurgie orthopédique;16.0;2;14;1;1;0;0;0;0;0;0;1;12;1;0;0;0;0;0;0
;Neurologie;6.0;2;4;1;1;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0
;"Psychiatrie, particulièrement en
psychiatrie infanto-juvénile";6.0;5;1;1;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;"Psychiatrie, particulièrement en
psychiatrie adulte";7.0;4;3;0;3;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0
;Pneumologie;5.0;3;2;0;2;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
;Gastro-entérologie;1.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Cardiologie;7.0;3;4;0;1;2;0;0;0;0;0;0;1;3;0;0;0;0;0;0
;Médecine interne;44.0;28;16;5;21;2;0;0;0;0;0;2;14;0;0;0;0;0;0;0
;Médecine aiguë;1.0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Gynécologie-obstétrique;19.0;18;1;2;13;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0
;Ophtalmologie;6.0;4;2;0;4;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Oto-rhino-laryngologie;4.0;2;2;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Stomatologie;4.0;2;2;0;2;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
;Dermato-vénéréologie;6.0;5;1;2;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Pédiatrie;36.0;32;4;3;27;2;0;0;0;0;0;0;4;0;0;0;0;0;0;0
;Médecine physique et réadaptation;4.0;1;3;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
;Radiodiagnostic;15.0;5;10;0;5;0;0;0;0;0;0;2;8;0;0;0;0;0;0;0
;Radiothérapie - oncologie;1.0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
;Médecine nucléaire;1.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Anatomie pathologique;1.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Oncologie médicale;6.0;4;2;0;2;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0
;Médecine du travail;2.0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Hainaut;Toutes les spécialités;386.0;235;151;23;172;31;6;2;1;0;0;14;109;24;2;1;0;0;0;1
;Gériatrie;15.0;11;4;1;6;2;0;1;1;0;0;1;2;1;0;0;0;0;0;0
;Médecine d'urgence;34.0;16;18;0;13;3;0;0;0;0;0;1;14;2;1;0;0;0;0;0
;Anesthésie-réanimation;33.0;15;18;1;14;0;0;0;0;0;0;1;12;5;0;0;0;0;0;0
;Chirurgie;34.0;24;10;2;18;4;0;0;0;0;0;1;8;1;0;0;0;0;0;0
;Neurochirurgie;4.0;2;2;0;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;"Chirurgie plastique, reconstructrice et
esthétique";5.0;3;2;0;2;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
;Urologie;6.0;4;2;0;2;2;0;0;0;0;0;1;0;1;0;0;0;0;0;0
;Chirurgie orthopédique;18.0;11;7;0;11;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0
;Neurologie;12.0;7;5;1;6;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0
;"Psychiatrie, particulièrement en
psychiatrie infanto-juvénile";6.0;4;2;1;2;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
;"Psychiatrie, particulièrement en
psychiatrie adulte";17.0;10;7;0;6;2;2;0;0;0;0;0;7;0;0;0;0;0;0;0
;Pneumologie;2.0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Gastro-entérologie;3.0;1;2;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Cardiologie;5.0;3;2;0;1;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Médecine interne;55.0;27;28;3;23;1;0;0;0;0;0;3;23;2;0;0;0;0;0;0
;Rhumatologie;2.0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Gynécologie-obstétrique;24.0;20;4;3;16;1;0;0;0;0;0;1;2;1;0;0;0;0;0;0
;Ophtalmologie;11.0;6;5;0;5;0;1;0;0;0;0;0;5;0;0;0;0;0;0;0
;Oto-rhino-laryngologie;9.0;7;2;1;4;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0
;Stomatologie;4.0;3;1;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Dermato-vénéréologie;6.0;6;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Pédiatrie;33.0;26;7;3;19;4;0;0;0;0;0;1;6;0;0;0;0;0;0;0
;Médecine physique et réadaptation;7.0;3;4;0;3;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0
;Biologie clinique;5.0;0;5;0;0;0;0;0;0;0;0;1;1;2;0;1;0;0;0;0
;Radiodiagnostic;11.0;7;4;2;5;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0
;Radiothérapie - oncologie;3.0;1;2;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
;Médecine nucléaire;3.0;2;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Anatomie pathologique;5.0;4;1;1;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
;Oncologie médicale;3.0;1;2;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
;Médecine du travail;11.0;8;3;0;3;1;3;1;0;0;0;0;0;2;0;0;0;0;0;1
Liège;Toutes les spécialités;685.0;388;297;31;287;58;5;3;3;0;1;31;202;50;7;2;4;1;0;0
;Gériatrie;15.0;12;3;1;9;2;0;0;0;0;0;0;3;0;0;0;0;0;0;0
;Médecine d'urgence;65.0;30;35;2;20;5;1;0;2;0;0;1;22;7;2;0;2;1;0;0
;Anesthésie-réanimation;101.0;39;62;1;30;6;2;0;0;0;0;7;36;15;3;0;1;0;0;0
;Chirurgie;38.0;20;18;1;15;4;0;0;0;0;0;3;9;5;0;1;0;0;0;0
;Neurochirurgie;6.0;1;5;0;1;0;0;0;0;0;0;1;3;1;0;0;0;0;0;0
;"Chirurgie plastique, reconstructrice et
esthétique";7.0;3;4;1;1;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0
;Urologie;12.0;4;8;0;4;0;0;0;0;0;0;0;7;1;0;0;0;0;0;0
;Chirurgie orthopédique;25.0;10;15;1;4;5;0;0;0;0;0;2;13;0;0;0;0;0;0;0
;Neurologie;16.0;8;8;2;5;1;0;0;0;0;0;2;3;3;0;0;0;0;0;0
;"Psychiatrie, particulièrement en
psychiatrie infanto-juvénile";15.0;10;5;1;8;1;0;0;0;0;0;2;3;0;0;0;0;0;0;0
;"Psychiatrie, particulièrement en
psychiatrie adulte";20.0;10;10;0;6;3;0;1;0;0;0;1;9;0;0;0;0;0;0;0
;Pneumologie;17.0;9;8;0;7;2;0;0;0;0;0;0;5;3;0;0;0;0;0;0
;Gastro-entérologie;25.0;16;9;1;11;3;0;1;0;0;0;2;6;1;0;0;0;0;0;0
;Cardiologie;29.0;16;13;2;10;3;0;0;0;0;1;1;10;2;0;0;0;0;0;0
;Médecine interne;58.0;41;17;5;31;3;1;1;0;0;0;4;13;0;0;0;0;0;0;0
;Rhumatologie;7.0;6;1;0;6;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
;Médecine aiguë;1.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Gynécologie-obstétrique;35.0;33;2;4;26;3;0;0;0;0;0;0;1;1;0;0;0;0;0;0
;Ophtalmologie;17.0;10;7;1;8;1;0;0;0;0;0;1;5;1;0;0;0;0;0;0
;Oto-rhino-laryngologie;16.0;11;5;1;9;1;0;0;0;0;0;0;5;0;0;0;0;0;0;0
;Stomatologie;4.0;0;4;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0
;Dermato-vénéréologie;6.0;4;2;0;4;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Pédiatrie;47.0;41;6;5;29;7;0;0;0;0;0;0;6;0;0;0;0;0;0;0
;Médecine physique et réadaptation;16.0;9;7;0;8;1;0;0;0;0;0;0;5;2;0;0;0;0;0;0
;Biologie clinique;11.0;7;4;0;5;1;1;0;0;0;0;1;3;0;0;0;0;0;0;0
;Radiodiagnostic;29.0;10;19;0;9;1;0;0;0;0;0;2;14;3;0;0;0;0;0;0
;Radiothérapie - oncologie;9.0;7;2;1;5;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
;Médecine nucléaire;6.0;2;4;0;2;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0
;Anatomie pathologique;9.0;4;5;0;4;0;0;0;0;0;0;0;3;0;1;1;0;0;0;0
;Oncologie médicale;13.0;7;6;1;5;1;0;0;0;0;0;0;5;1;0;0;0;0;0;0
;Médecine du travail;10.0;7;3;0;4;2;0;0;1;0;0;0;1;0;1;0;1;0;0;0
Namur;Toutes les spécialités;201.0;97;104;14;69;10;4;0;0;0;0;13;67;19;1;1;1;1;0;1
;Gériatrie;6.0;4;2;1;2;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Médecine d'urgence;18.0;9;9;0;7;2;0;0;0;0;0;0;8;1;0;0;0;0;0;0
;Anesthésie-réanimation;27.0;8;19;0;8;0;0;0;0;0;0;2;15;2;0;0;0;0;0;0
;Chirurgie;14.0;5;9;0;4;1;0;0;0;0;0;2;6;1;0;0;0;0;0;0
;Neurochirurgie;4.0;2;2;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
;Urologie;2.0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Chirurgie orthopédique;12.0;4;8;0;4;0;0;0;0;0;0;0;6;1;0;0;1;0;0;0
;Neurologie;7.0;4;3;0;3;1;0;0;0;0;0;1;2;0;0;0;0;0;0;0
;"Psychiatrie, particulièrement en
psychiatrie infanto-juvénile";1.0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;"Psychiatrie, particulièrement en
psychiatrie adulte";5.0;5;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Pneumologie;3.0;1;2;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
;Gastro-entérologie;1.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Cardiologie;6.0;0;6;0;0;0;0;0;0;0;0;0;1;5;0;0;0;0;0;0
;Médecine interne;27.0;11;16;2;9;0;0;0;0;0;0;5;10;1;0;0;0;0;0;0
;Rhumatologie;1.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Gynécologie-obstétrique;7.0;5;2;2;3;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
;Ophtalmologie;6.0;4;2;0;4;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
;Oto-rhino-laryngologie;2.0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
;Stomatologie;1.0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
;Dermato-vénéréologie;4.0;4;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Pédiatrie;18.0;15;3;5;9;0;1;0;0;0;0;1;2;0;0;0;0;0;0;0
;Médecine physique et réadaptation;3.0;2;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Biologie clinique;5.0;3;2;1;0;1;1;0;0;0;0;0;2;0;0;0;0;0;0;0
;Radiodiagnostic;7.0;0;7;0;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0
;Radiothérapie - oncologie;1.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
;Médecine nucléaire;2.0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Anatomie pathologique;1.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Oncologie médicale;3.0;3;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Médecine du travail;7.0;2;5;0;0;0;2;0;0;0;0;0;0;1;1;1;0;1;0;1
Luxembourg;Toutes les spécialités;62.0;33;29;2;25;5;0;0;1;0;0;2;25;2;0;0;0;0;0;0
;Gériatrie;1.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Médecine d'urgence;1.0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Anesthésie-réanimation;5.0;1;4;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
;Chirurgie;5.0;4;1;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Neurochirurgie;1.0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
;Chirurgie orthopédique;5.0;2;3;0;2;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
;"Psychiatrie, particulièrement en
psychiatrie infanto-juvénile";1.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;"Psychiatrie, particulièrement en
psychiatrie adulte";2.0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Pneumologie;1.0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Gastro-entérologie;1.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Cardiologie;1.0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Médecine interne;13.0;6;7;0;6;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0
;Rhumatologie;1.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Médecine aiguë;2.0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Gynécologie-obstétrique;4.0;4;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Ophtalmologie;2.0;0;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
;Dermato-vénéréologie;2.0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Pédiatrie;9.0;8;1;2;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Biologie clinique;1.0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Radiodiagnostic;2.0;0;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
;Médecine du travail;2.0;2;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"Région de
Bruxelles Capitale";Toutes les spécialités;1211.0;678;533;35;476;143;16;6;1;1;0;27;343;143;15;4;1;0;0;0
;Gériatrie;24.0;20;4;0;14;5;1;0;0;0;0;0;3;1;0;0;0;0;0;0
;Médecine d'urgence;107.0;58;49;3;27;21;6;1;0;0;0;4;20;17;5;3;0;0;0;0
;Médecine légale;1.0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Anesthésie-réanimation;133.0;63;70;1;43;17;2;0;0;0;0;1;45;21;3;0;0;0;0;0
;Chirurgie;79.0;35;44;2;28;5;0;0;0;0;0;1;25;16;2;0;0;0;0;0
;Neurochirurgie;12.0;4;8;0;3;1;0;0;0;0;0;0;6;2;0;0;0;0;0;0
;"Chirurgie plastique, reconstructrice et
esthétique";10.0;4;6;0;4;0;0;0;0;0;0;1;1;4;0;0;0;0;0;0
;Urologie;21.0;9;12;0;7;2;0;0;0;0;0;0;8;4;0;0;0;0;0;0
;Chirurgie orthopédique;51.0;12;39;0;6;6;0;0;0;0;0;2;26;11;0;0;0;0;0;0
;Neurologie;32.0;21;11;2;17;2;0;0;0;0;0;0;9;2;0;0;0;0;0;0
;"Psychiatrie, particulièrement en
psychiatrie infanto-juvénile";31.0;28;3;0;19;7;1;1;0;0;0;0;3;0;0;0;0;0;0;0
;"Psychiatrie, particulièrement en
psychiatrie adulte";64.0;35;29;1;22;8;1;1;1;1;0;0;20;8;0;0;1;0;0;0
;Pneumologie;15.0;10;5;0;5;5;0;0;0;0;0;0;3;2;0;0;0;0;0;0
;Gastro-entérologie;18.0;10;8;0;5;5;0;0;0;0;0;0;3;4;1;0;0;0;0;0
;Cardiologie;26.0;13;13;0;4;9;0;0;0;0;0;0;2;10;1;0;0;0;0;0
;Médecine interne;172.0;88;84;5;77;6;0;0;0;0;0;9;60;12;3;0;0;0;0;0
;Rhumatologie;2.0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Gynécologie-obstétrique;58.0;54;4;6;36;12;0;0;0;0;0;0;4;0;0;0;0;0;0;0
;Ophtalmologie;32.0;20;12;0;16;3;0;1;0;0;0;2;8;2;0;0;0;0;0;0
;Oto-rhino-laryngologie;21.0;8;13;0;7;1;0;0;0;0;0;1;9;3;0;0;0;0;0;0
;Stomatologie;17.0;5;12;1;4;0;0;0;0;0;0;1;9;2;0;0;0;0;0;0
;Dermato-vénéréologie;25.0;21;4;2;17;2;0;0;0;0;0;0;4;0;0;0;0;0;0;0
;Pédiatrie;112.0;86;26;7;68;11;0;0;0;0;0;0;24;2;0;0;0;0;0;0
;Médecine physique et réadaptation;19.0;12;7;2;5;4;1;0;0;0;0;0;6;1;0;0;0;0;0;0
;Biologie clinique;15.0;3;12;1;1;0;1;0;0;0;0;2;4;6;0;0;0;0;0;0
;Radiodiagnostic;68.0;32;36;2;24;4;2;0;0;0;0;2;28;6;0;0;0;0;0;0
;Radiothérapie - oncologie;8.0;1;7;0;0;1;0;0;0;0;0;0;5;2;0;0;0;0;0;0
;Médecine nucléaire;7.0;2;5;0;1;1;0;0;0;0;0;1;3;1;0;0;0;0;0;0
;Anatomie pathologique;15.0;11;4;0;10;1;0;0;0;0;0;0;1;3;0;0;0;0;0;0
;Oncologie médicale;8.0;5;3;0;3;2;0;0;0;0;0;0;3;0;0;0;0;0;0;0
;Médecine du travail;8.0;6;2;0;2;1;1;2;0;0;0;0;0;1;0;1;0;0;0;0
