territoire;spécialité;total;genre_femme;genre_homme;femme_min25;femme_25-29;femme_30-34;femme_35-39;femme_40-44;femme_45-49;femme_50-54;femme_55-59;homme_min25;homme_25-29;homme_30-34;homme_35-39;homme_40-44;homme_45-49;homme_50-54;homme_55-59;homme_60-64
Flandre orientale;Génétique clinique;8;4;4;1;0;2;1;0;0;0;0;0;1;1;2;0;0;0;0;0
Flandre orientale;Médecine du travail;9;4;5;0;0;3;0;1;0;0;0;0;1;1;1;1;0;0;1;0
Anvers;Toutes les spécialités;876;506;370;50;359;82;10;3;1;1;0;38;257;66;8;0;1;0;0;0
Anvers;Gériatrie;13;10;3;0;6;3;1;0;0;0;0;0;3;0;0;0;0;0;0;0
Anvers;Médecine d'urgence;78;43;35;6;26;8;3;0;0;0;0;1;24;9;1;0;0;0;0;0
Anvers;Médecine légale;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Anvers;Anesthésie-réanimation;90;36;54;1;30;1;2;1;1;0;0;3;43;7;1;0;0;0;0;0
Anvers;Chirurgie;62;34;28;2;23;9;0;0;0;0;0;3;21;4;0;0;0;0;0;0
Anvers;Neurochirurgie;8;2;6;0;2;0;0;0;0;0;0;2;3;1;0;0;0;0;0;0
Anvers;Chirurgie plastique, reconstructive et esthétique;10;5;5;1;4;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0
Anvers;Urologie;26;12;14;0;11;1;0;0;0;0;0;1;9;4;0;0;0;0;0;0
Anvers;Orthopédie;49;15;34;0;9;6;0;0;0;0;0;5;20;8;1;0;0;0;0;0
Anvers;Neurologie;26;19;7;2;13;3;0;1;0;0;0;2;4;1;0;0;0;0;0;0
Anvers;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;16;15;1;2;9;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Anvers;Psychiatrie, particulièrement en psychiatrie adulte;38;16;22;2;11;3;0;0;0;0;0;5;14;3;0;0;0;0;0;0
Anvers;Pneumologie;10;6;4;0;4;1;1;0;0;0;0;0;3;1;0;0;0;0;0;0
Anvers;Gastro-entérologie;16;8;8;0;6;2;0;0;0;0;0;0;5;2;1;0;0;0;0;0
Anvers;Cardiologie;14;5;9;0;1;4;0;0;0;0;0;0;3;5;1;0;0;0;0;0
Anvers;Médecine interne;129;77;52;12;60;5;0;0;0;0;0;9;38;3;1;0;1;0;0;0
Anvers;Rhumatologie;3;1;2;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Anvers;Médecine aiguë;3;1;2;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
Anvers;Gynécologie-obstétrique;51;47;4;3;38;5;1;0;0;0;0;0;4;0;0;0;0;0;0;0
Anvers;Ophtalmologie;20;12;8;3;7;2;0;0;0;0;0;0;8;0;0;0;0;0;0;0
Anvers;Oto-rhino-laryngologie;24;17;7;4;11;2;0;0;0;0;0;1;5;1;0;0;0;0;0;0
Anvers;Stomatologie;9;2;7;0;1;1;0;0;0;0;0;0;6;1;0;0;0;0;0;0
Anvers;Dermato-vénéréologie;17;13;4;2;9;2;0;0;0;0;0;0;3;1;0;0;0;0;0;0
Anvers;Pédiatrie;68;60;8;6;47;7;0;0;0;0;0;0;8;0;0;0;0;0;0;0
Anvers;Médecine physique et réadaptation;13;8;5;1;6;0;0;1;0;0;0;2;1;2;0;0;0;0;0;0
Anvers;Biologie clinique;11;5;6;0;2;2;1;0;0;0;0;0;4;2;0;0;0;0;0;0
Anvers;Radiodiagnostic;25;6;19;2;3;1;0;0;0;0;0;1;16;2;0;0;0;0;0;0
Anvers;Radiothérapie-oncologie;9;5;4;0;4;1;0;0;0;0;0;1;2;1;0;0;0;0;0;0
Anvers;Médecine nucléaire;3;0;3;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0
Anvers;Anatomie pathologique;11;7;4;0;6;1;0;0;0;0;0;1;2;0;1;0;0;0;0;0
Anvers;Oncologie médicale;5;3;2;0;1;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0
Anvers;Génétique clinique;6;6;0;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Anvers;Médecine du travail;11;8;3;0;2;4;1;0;0;1;0;0;2;1;0;0;0;0;0;0
Limbourg;Toutes les spécialités;226;133;93;19;82;22;7;0;1;1;1;5;69;16;0;2;1;0;0;0
Limbourg;Gériatrie;3;2;1;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Limbourg;Médecine d'urgence;16;9;7;2;6;1;0;0;0;0;0;0;3;4;0;0;0;0;0;0
Limbourg;Anesthésie-réanimation;31;18;13;1;11;5;1;0;0;0;0;0;12;1;0;0;0;0;0;0
Limbourg;Chirurgie;17;8;9;1;6;1;0;0;0;0;0;1;5;3;0;0;0;0;0;0
Limbourg;Neurochirurgie;8;2;6;1;1;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0
Limbourg;Chirurgie plastique, reconstructive et esthétique;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Limbourg;Urologie;9;4;5;1;0;1;2;0;0;0;0;0;4;1;0;0;0;0;0;0
Limbourg;Orthopédie;12;5;7;1;3;1;0;0;0;0;0;0;6;1;0;0;0;0;0;0
Limbourg;Neurologie;4;4;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Limbourg;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;6;5;1;1;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Limbourg;Psychiatrie, particulièrement en psychiatrie adulte;11;8;3;0;6;1;1;0;0;0;0;0;2;1;0;0;0;0;0;0
Limbourg;Pneumologie;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Limbourg;Gastro-entérologie;4;1;3;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Limbourg;Cardiologie;7;4;3;0;2;2;0;0;0;0;0;0;0;3;0;0;0;0;0;0
Limbourg;Médecine interne;24;15;9;6;9;0;0;0;0;0;0;2;7;0;0;0;0;0;0;0
Limbourg;Rhumatologie;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Limbourg;Gynécologie-obstétrique;20;16;4;1;13;2;0;0;0;0;0;0;3;0;0;1;0;0;0;0
Limbourg;Ophtalmologie;4;3;1;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Limbourg;Oto-rhino-laryngologie;4;2;2;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Limbourg;Stomatologie;5;2;3;1;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Limbourg;Dermato-vénéréologie;3;3;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Limbourg;Pédiatrie;6;5;1;2;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Limbourg;Médecine physique et réadaptation;4;3;1;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Limbourg;Biologie clinique;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Limbourg;Radiodiagnostic;9;1;8;0;1;0;0;0;0;0;0;1;5;1;0;1;0;0;0;0
Limbourg;Radiothérapie-oncologie;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Limbourg;Médecine nucléaire;2;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Limbourg;Oncologie médicale;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Limbourg;Génétique clinique;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Limbourg;Médecine du travail;10;8;2;0;1;2;2;0;1;1;1;0;1;0;0;0;1;0;0;0
Brabant Wallon;Toutes les spécialités;313;192;121;17;127;43;2;1;2;0;0;13;77;26;1;1;2;1;0;0
Brabant Wallon;Gériatrie;15;10;5;0;7;3;0;0;0;0;0;0;3;2;0;0;0;0;0;0
Brabant Wallon;Médecine d'urgence;40;25;15;1;16;7;0;0;1;0;0;1;7;5;0;0;2;0;0;0
Brabant Wallon;Gestion des données de santé;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Brabant Wallon;Anesthésie-réanimation;29;16;13;0;9;6;1;0;0;0;0;2;7;4;0;0;0;0;0;0
Brabant Wallon;Chirurgie;19;11;8;2;7;2;0;0;0;0;0;0;5;3;0;0;0;0;0;0
Brabant Wallon;Neurochirurgie;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Brabant Wallon;Chirurgie plastique, reconstructive et esthétique;5;4;1;1;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Brabant Wallon;Urologie;5;3;2;1;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Brabant Wallon;Orthopédie;16;2;14;0;1;1;0;0;0;0;0;1;10;2;1;0;0;0;0;0
Brabant Wallon;Neurologie;7;4;3;1;3;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0
Brabant Wallon;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;5;5;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Brabant Wallon;Psychiatrie, particulièrement en psychiatrie adulte;9;7;2;1;5;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Brabant Wallon;Pneumologie;5;3;2;0;2;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0
Brabant Wallon;Gastro-entérologie;4;4;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Brabant Wallon;Cardiologie;5;4;1;0;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Brabant Wallon;Médecine interne;44;23;21;4;17;2;0;0;0;0;0;5;16;0;0;0;0;0;0;0
Brabant Wallon;Rhumatologie;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Brabant Wallon;Gynécologie-obstétrique;12;10;2;0;9;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Brabant Wallon;Ophtalmologie;6;1;5;0;1;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0
Brabant Wallon;Oto-rhino-laryngologie;5;4;1;1;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Brabant Wallon;Stomatologie;3;1;2;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Brabant Wallon;Dermato-vénéréologie;5;5;0;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Brabant Wallon;Pédiatrie;34;29;5;4;20;5;0;0;0;0;0;1;3;1;0;0;0;0;0;0
Brabant Wallon;Médecine physique et réadaptation;6;3;3;0;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Brabant Wallon;Biologie clinique;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Brabant Wallon;Radiodiagnostic;16;6;10;0;4;2;0;0;0;0;0;1;8;1;0;0;0;0;0;0
Brabant Wallon;Radiothérapie-oncologie;2;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Brabant Wallon;Anatomie pathologique;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Brabant Wallon;Oncologie médicale;5;4;1;0;1;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Brabant Wallon;Médecine du travail;5;3;2;0;1;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0
Hainaut;Toutes les spécialités;448;272;176;29;178;49;13;1;0;1;1;20;110;39;6;0;1;0;0;0
Hainaut;Gériatrie;10;9;1;1;4;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Hainaut;Médecine d'urgence;51;31;20;1;24;3;2;0;0;1;0;1;9;10;0;0;0;0;0;0
Hainaut;Anesthésie-réanimation;33;17;16;1;10;6;0;0;0;0;0;2;12;1;1;0;0;0;0;0
Hainaut;Chirurgie;36;19;17;1;9;9;0;0;0;0;0;4;10;3;0;0;0;0;0;0
Hainaut;Neurochirurgie;5;2;3;1;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Hainaut;Chirurgie plastique, reconstructive et esthétique;3;2;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Hainaut;Urologie;7;3;4;0;1;1;1;0;0;0;0;0;2;2;0;0;0;0;0;0
Hainaut;Orthopédie;27;14;13;0;7;7;0;0;0;0;0;0;9;4;0;0;0;0;0;0
Hainaut;Neurologie;8;3;5;0;3;0;0;0;0;0;0;1;1;3;0;0;0;0;0;0
Hainaut;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;13;13;0;2;9;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
Hainaut;Psychiatrie, particulièrement en psychiatrie adulte;18;15;3;1;9;3;2;0;0;0;0;1;2;0;0;0;0;0;0;0
Hainaut;Pneumologie;4;3;1;0;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Hainaut;Gastro-entérologie;7;2;5;0;0;2;0;0;0;0;0;0;3;2;0;0;0;0;0;0
Hainaut;Cardiologie;7;2;5;0;0;2;0;0;0;0;0;0;4;1;0;0;0;0;0;0
Hainaut;Médecine interne;68;33;35;7;24;2;0;0;0;0;0;9;24;2;0;0;0;0;0;0
Hainaut;Rhumatologie;5;3;2;0;2;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0
Hainaut;Gynécologie-obstétrique;27;26;1;3;23;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Hainaut;Ophtalmologie;7;5;2;0;4;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0
Hainaut;Oto-rhino-laryngologie;6;2;4;0;2;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0
Hainaut;Stomatologie;3;1;2;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Hainaut;Dermato-vénéréologie;13;9;4;1;8;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
Hainaut;Pédiatrie;29;22;7;4;16;2;0;0;0;0;0;1;6;0;0;0;0;0;0;0
Hainaut;Médecine physique et réadaptation;8;5;3;1;4;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0
Hainaut;Biologie clinique;5;1;4;0;1;0;0;0;0;0;0;0;2;1;0;0;1;0;0;0
Hainaut;Radiodiagnostic;15;8;7;1;7;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0
Hainaut;Radiothérapie-oncologie;4;3;1;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Hainaut;Médecine nucléaire;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hainaut;Anatomie pathologique;6;4;2;0;3;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Hainaut;Génétique clinique;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hainaut;Médecine du travail;20;12;8;0;2;3;5;1;0;0;1;0;1;2;5;0;0;0;0;0
Liège;Toutes les spécialités;717;414;303;38;293;74;3;2;4;0;0;17;213;66;3;1;2;0;0;1
Liège;Gériatrie;24;19;5;4;8;7;0;0;0;0;0;0;3;2;0;0;0;0;0;0
Liège;Médecine d'urgence;64;30;34;2;23;4;0;1;0;0;0;0;22;11;0;0;0;0;0;1
Liège;Médecine légale;3;1;2;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Liège;Anesthésie-réanimation;106;50;56;7;33;9;0;1;0;0;0;2;39;12;2;0;1;0;0;0
Liège;Chirurgie;42;22;20;1;15;6;0;0;0;0;0;1;14;5;0;0;0;0;0;0
Liège;Neurochirurgie;4;1;3;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Liège;Chirurgie plastique, reconstructive et esthétique;8;6;2;0;5;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0
Liège;Urologie;10;5;5;0;4;1;0;0;0;0;0;1;2;2;0;0;0;0;0;0
Liège;Orthopédie;29;7;22;1;6;0;0;0;0;0;0;2;13;7;0;0;0;0;0;0
Liège;Neurologie;17;10;7;1;8;1;0;0;0;0;0;2;4;1;0;0;0;0;0;0
Liège;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;17;13;4;0;12;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0
Liège;Psychiatrie, particulièrement en psychiatrie adulte;15;8;7;0;5;2;1;0;0;0;0;0;6;1;0;0;0;0;0;0
Liège;Pneumologie;16;10;6;0;8;2;0;0;0;0;0;0;6;0;0;0;0;0;0;0
Liège;Gastro-entérologie;21;15;6;1;8;5;0;0;1;0;0;0;6;0;0;0;0;0;0;0
Liège;Cardiologie;24;10;14;2;6;2;0;0;0;0;0;1;10;3;0;0;0;0;0;0
Liège;Médecine interne;58;33;25;4;26;3;0;0;0;0;0;1;21;3;0;0;0;0;0;0
Liège;Rhumatologie;7;6;1;2;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Liège;Gynécologie-obstétrique;35;29;6;3;21;4;1;0;0;0;0;0;5;1;0;0;0;0;0;0
Liège;Ophtalmologie;15;10;5;1;9;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0
Liège;Oto-rhino-laryngologie;16;8;8;0;7;1;0;0;0;0;0;2;5;1;0;0;0;0;0;0
Liège;Stomatologie;3;1;2;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Liège;Dermato-vénéréologie;9;6;3;1;4;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Liège;Pédiatrie;63;52;11;3;41;8;0;0;0;0;0;1;5;5;0;0;0;0;0;0
Liège;Médecine physique et réadaptation;18;7;11;0;5;2;0;0;0;0;0;0;10;1;0;0;0;0;0;0
Liège;Biologie clinique;7;4;3;0;3;1;0;0;0;0;0;1;2;0;0;0;0;0;0;0
Liège;Radiodiagnostic;29;14;15;2;9;3;0;0;0;0;0;2;10;3;0;0;0;0;0;0
Liège;Radiothérapie-oncologie;7;5;2;0;4;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0
Liège;Médecine nucléaire;5;2;3;0;2;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Liège;Anatomie pathologique;7;4;3;0;3;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0
Liège;Oncologie médicale;15;9;6;2;5;2;0;0;0;0;0;0;5;1;0;0;0;0;0;0
Liège;Génétique clinique;4;4;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Liège;Médecine du travail;19;13;6;0;5;4;1;0;3;0;0;0;2;2;0;1;1;0;0;0
Namur;Toutes les spécialités;211;117;94;12;74;28;2;1;0;0;0;4;68;20;2;0;0;0;0;0
Namur;Gériatrie;6;5;1;0;3;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Namur;Médecine d'urgence;27;14;13;0;9;5;0;0;0;0;0;0;6;6;1;0;0;0;0;0
Namur;Médecine légale;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Namur;Anesthésie-réanimation;25;11;14;0;7;3;1;0;0;0;0;1;9;3;1;0;0;0;0;0
Namur;Chirurgie;20;7;13;2;3;2;0;0;0;0;0;0;10;3;0;0;0;0;0;0
Namur;Neurochirurgie;3;2;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Namur;Urologie;3;3;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Namur;Orthopédie;13;4;9;0;3;1;0;0;0;0;0;1;5;3;0;0;0;0;0;0
Namur;Neurologie;2;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Namur;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;3;3;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Namur;Psychiatrie, particulièrement en psychiatrie adulte;4;4;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Namur;Pneumologie;5;3;2;0;2;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Namur;Gastro-entérologie;5;4;1;0;2;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Namur;Cardiologie;7;4;3;0;2;2;0;0;0;0;0;0;2;1;0;0;0;0;0;0
Namur;Médecine interne;28;13;15;3;8;2;0;0;0;0;0;1;13;1;0;0;0;0;0;0
Namur;Rhumatologie;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Namur;Gynécologie-obstétrique;11;9;2;2;7;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Namur;Ophtalmologie;4;3;1;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Namur;Oto-rhino-laryngologie;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Namur;Stomatologie;4;1;3;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Namur;Dermato-vénéréologie;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Namur;Pédiatrie;18;15;3;2;12;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Namur;Médecine physique et réadaptation;2;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Namur;Biologie clinique;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Namur;Radiodiagnostic;7;1;6;1;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0
Namur;Radiothérapie-oncologie;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Namur;Anatomie pathologique;2;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Namur;Oncologie médicale;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Namur;Médecine du travail;4;4;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Luxembourg;Toutes les spécialités;65;40;25;7;29;3;0;0;0;1;0;3;18;4;0;0;0;0;0;0
Luxembourg;Gériatrie;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Luxembourg;Médecine d'urgence;9;4;5;2;2;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0
Luxembourg;Anesthésie-réanimation;6;4;2;1;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Luxembourg;Chirurgie;6;4;2;0;3;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Luxembourg;Urologie;2;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Luxembourg;Orthopédie;3;1;2;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Luxembourg;Neurologie;2;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Luxembourg;Psychiatrie, particulièrement en psychiatrie adulte;4;3;1;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Luxembourg;Gastro-entérologie;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Luxembourg;Cardiologie;3;1;2;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Luxembourg;Médecine interne;10;6;4;1;4;1;0;0;0;0;0;1;3;0;0;0;0;0;0;0
Luxembourg;Gynécologie-obstétrique;6;5;1;1;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Luxembourg;Ophtalmologie;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Luxembourg;Pédiatrie;8;7;1;0;7;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Luxembourg;Biologie clinique;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Luxembourg;Oncologie médicale;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Luxembourg;Médecine du travail;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Région de Bruxelles Capitale;Toutes les spécialités;1443;793;650;41;519;203;19;7;3;0;1;28;420;171;21;5;3;1;0;1
Région de Bruxelles Capitale;Gériatrie;29;24;5;0;11;11;1;1;0;0;0;0;3;1;1;0;0;0;0;0
Région de Bruxelles Capitale;Médecine d'urgence;125;73;52;2;42;22;4;3;0;0;0;0;27;19;2;2;2;0;0;0
Région de Bruxelles Capitale;Médecine légale;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Région de Bruxelles Capitale;Anesthésie-réanimation;128;53;75;0;33;16;4;0;0;0;0;5;48;20;2;0;0;0;0;0
Région de Bruxelles Capitale;Chirurgie;74;36;38;2;25;9;0;0;0;0;0;1;22;14;1;0;0;0;0;0
Région de Bruxelles Capitale;Neurochirurgie;14;5;9;1;2;2;0;0;0;0;0;0;5;4;0;0;0;0;0;0
Région de Bruxelles Capitale;Chirurgie plastique, reconstructive et esthétique;13;4;9;0;3;1;0;0;0;0;0;0;5;4;0;0;0;0;0;0
Région de Bruxelles Capitale;Urologie;33;12;21;0;11;1;0;0;0;0;0;2;11;7;0;1;0;0;0;0
Région de Bruxelles Capitale;Orthopédie;62;11;51;0;4;7;0;0;0;0;0;2;31;17;1;0;0;0;0;0
Région de Bruxelles Capitale;Neurologie;49;31;18;3;21;7;0;0;0;0;0;0;14;4;0;0;0;0;0;0
Région de Bruxelles Capitale;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;28;24;4;0;18;6;0;0;0;0;0;0;4;0;0;0;0;0;0;0
Région de Bruxelles Capitale;Psychiatrie, particulièrement en psychiatrie adulte;93;47;46;1;33;12;1;0;0;0;0;1;32;13;0;0;0;0;0;0
Région de Bruxelles Capitale;Pneumologie;16;10;6;0;5;5;0;0;0;0;0;0;2;4;0;0;0;0;0;0
Région de Bruxelles Capitale;Gastro-entérologie;31;18;13;0;9;8;1;0;0;0;0;0;8;5;0;0;0;0;0;0
Région de Bruxelles Capitale;Cardiologie;39;17;22;0;7;10;0;0;0;0;0;0;13;6;3;0;0;0;0;0
Région de Bruxelles Capitale;Médecine interne;180;89;91;12;62;14;1;0;0;0;0;8;69;13;1;0;0;0;0;0
Région de Bruxelles Capitale;Rhumatologie;10;7;3;0;2;5;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Région de Bruxelles Capitale;Gynécologie-obstétrique;74;66;8;3;46;16;1;0;0;0;0;0;5;3;0;0;0;0;0;0
Région de Bruxelles Capitale;Ophtalmologie;49;18;31;0;15;2;1;0;0;0;0;4;22;2;3;0;0;0;0;0
Région de Bruxelles Capitale;Oto-rhino-laryngologie;29;15;14;1;13;1;0;0;0;0;0;2;10;2;0;0;0;0;0;0
Région de Bruxelles Capitale;Stomatologie;17;6;11;0;5;1;0;0;0;0;0;0;9;2;0;0;0;0;0;0
Région de Bruxelles Capitale;Dermato-vénéréologie;37;29;8;2;24;3;0;0;0;0;0;1;5;2;0;0;0;0;0;0
Région de Bruxelles Capitale;Pédiatrie;112;92;20;6;66;20;0;0;0;0;0;1;14;5;0;0;0;0;0;0
Région de Bruxelles Capitale;Médecine physique et réadaptation;21;8;13;0;8;0;0;0;0;0;0;1;8;4;0;0;0;0;0;0
Région de Bruxelles Capitale;Biologie clinique;15;7;8;1;5;0;1;0;0;0;0;0;7;0;1;0;0;0;0;0
Région de Bruxelles Capitale;Radiodiagnostic;79;43;36;6;27;8;2;0;0;0;0;0;25;9;2;0;0;0;0;0
Région de Bruxelles Capitale;Radiothérapie-oncologie;11;5;6;0;5;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0
Région de Bruxelles Capitale;Médecine nucléaire;12;3;9;0;3;0;0;0;0;0;0;0;5;4;0;0;0;0;0;0
Région de Bruxelles Capitale;Anatomie pathologique;14;10;4;1;6;3;0;0;0;0;0;0;3;1;0;0;0;0;0;0
Région de Bruxelles Capitale;Oncologie médicale;15;9;6;0;4;5;0;0;0;0;0;0;3;3;0;0;0;0;0;0
Région de Bruxelles Capitale;Génétique clinique;5;4;1;0;2;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
