gebied;specialiteit;totaal;geslacht_vrouw;geslacht_man;vrouw_min25;vrouw_25-29;vrouw_30-34;vrouw_35-39;vrouw_40-44;vrouw_45-49;vrouw_50-54;vrouw_55-59;man_min25;man_25-29;man_30-34;man_35-39;man_40-44;man_45-49;man_50-54;man_55-59;man_60-64
Oost-Vlaanderen;Stomatologie;6;3;3;1;2;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0
Oost-Vlaanderen;Dermato-venereologie;14;12;2;0;12;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Oost-Vlaanderen;Pediatrie;58;46;12;7;32;7;0;0;0;0;0;3;8;1;0;0;0;0;0;0
Oost-Vlaanderen;Fysische geneeskunde en revalidatie;19;3;16;0;3;0;0;0;0;0;0;2;13;1;0;0;0;0;0;0
Oost-Vlaanderen;Klinische biologie;13;5;8;1;3;1;0;0;0;0;0;0;5;2;1;0;0;0;0;0
Oost-Vlaanderen;Rontgendiagnose;35;11;24;1;7;2;0;1;0;0;0;0;18;4;2;0;0;0;0;0
Oost-Vlaanderen;Radiotherapie - oncologie;9;4;5;0;4;0;0;0;0;0;0;1;3;0;0;1;0;0;0;0
Oost-Vlaanderen;Nucleaire geneeskunde;5;1;4;0;0;1;0;0;0;0;0;0;2;1;0;1;0;0;0;0
Oost-Vlaanderen;Pathologische anatomie;10;8;2;0;6;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Oost-Vlaanderen;Medische oncologie;10;7;3;0;4;3;0;0;0;0;0;0;1;1;1;0;0;0;0;0
Oost-Vlaanderen;Klinische genetica;3;2;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
Oost-Vlaanderen;Arbeidsgeneeskunde;4;3;1;0;1;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0
Antwerpen;Alle specialiteiten;841;485;356;42;347;87;5;2;1;1;0;24;253;70;5;2;2;0;0;0
Antwerpen;Geriatrie;12;10;2;0;3;7;0;0;0;0;0;0;0;2;0;0;0;0;0;0
Antwerpen;Urgentiegeneeskunde;63;32;31;2;19;11;0;0;0;0;0;2;20;6;2;1;0;0;0;0
Antwerpen;Gerechtelijke geneeskunde;4;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Antwerpen;Anesthesie-reanimatie;103;43;60;4;33;4;1;1;0;0;0;7;43;10;0;0;0;0;0;0
Antwerpen;Heelkunde;60;28;32;4;21;3;0;0;0;0;0;1;22;9;0;0;0;0;0;0
Antwerpen;Neurochirurgie;9;3;6;0;2;1;0;0;0;0;0;0;5;1;0;0;0;0;0;0
Antwerpen;Plastische, reconstructieve en esthetische heelkunde;8;3;5;0;2;1;0;0;0;0;0;0;5;0;0;0;0;0;0;0
Antwerpen;Urologie;24;12;12;1;7;3;1;0;0;0;0;0;9;3;0;0;0;0;0;0
Antwerpen;Orthopedische heelkunde;36;16;20;1;10;5;0;0;0;0;0;1;15;3;1;0;0;0;0;0
Antwerpen;Neurologie;28;20;8;0;13;6;1;0;0;0;0;0;6;2;0;0;0;0;0;0
Antwerpen;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;18;17;1;1;12;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Antwerpen;Psychiatrie, meer bepaald volwassenpsychiatrie;34;18;16;2;10;6;0;0;0;0;0;0;12;3;0;0;1;0;0;0
Antwerpen;Pneumologie;6;5;1;0;1;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Antwerpen;Gastro-enterologie;17;8;9;0;5;3;0;0;0;0;0;0;5;4;0;0;0;0;0;0
Antwerpen;Cardiologie;19;7;12;0;4;3;0;0;0;0;0;0;6;6;0;0;0;0;0;0
Antwerpen;Inwendige geneeskunde;118;70;48;10;59;1;0;0;0;0;0;6;34;6;1;1;0;0;0;0
Antwerpen;Reumatologie;3;2;1;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Antwerpen;Acute geneeskunde;6;2;4;1;1;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0
Antwerpen;Gynaecologie-verloskunde;52;49;3;3;41;4;1;0;0;0;0;0;2;1;0;0;0;0;0;0
Antwerpen;Oftalmologie;24;14;10;1;11;2;0;0;0;0;0;0;8;1;0;0;1;0;0;0
Antwerpen;Otorhinolaryngologie;23;13;10;0;11;2;0;0;0;0;0;1;8;1;0;0;0;0;0;0
Antwerpen;Stomatologie;8;5;3;2;3;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0
Antwerpen;Dermato-venereologie;16;12;4;2;9;1;0;0;0;0;0;0;3;1;0;0;0;0;0;0
Antwerpen;Pediatrie;63;53;10;7;38;8;0;0;0;0;0;1;8;1;0;0;0;0;0;0
Antwerpen;Fysische geneeskunde en revalidatie;12;5;7;0;4;0;0;1;0;0;0;0;7;0;0;0;0;0;0;0
Antwerpen;Klinische biologie;14;7;7;0;5;2;0;0;0;0;0;2;5;0;0;0;0;0;0;0
Antwerpen;Rontgendiagnose;26;5;21;0;4;0;0;0;1;0;0;2;18;1;0;0;0;0;0;0
Antwerpen;Radiotherapie - oncologie;8;3;5;0;2;1;0;0;0;0;0;0;4;1;0;0;0;0;0;0
Antwerpen;Nucleaire geneeskunde;6;3;3;0;3;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0
Antwerpen;Pathologische anatomie;6;4;2;0;3;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Antwerpen;Medische oncologie;2;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Antwerpen;Klinische genetica;5;4;1;1;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Antwerpen;Arbeidsgeneeskunde;8;7;1;0;3;2;1;0;0;1;0;0;0;1;0;0;0;0;0;0
Limburg;Alle specialiteiten;241;128;113;17;91;19;1;0;0;0;0;14;83;13;0;1;2;0;0;0
Limburg;Geriatrie;4;2;2;0;2;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Limburg;Urgentiegeneeskunde;14;6;8;1;3;2;0;0;0;0;0;1;6;0;0;0;1;0;0;0
Limburg;Anesthesie-reanimatie;31;11;20;0;9;2;0;0;0;0;0;4;14;1;0;0;1;0;0;0
Limburg;Heelkunde;20;9;11;0;7;2;0;0;0;0;0;1;9;0;0;1;0;0;0;0
Limburg;Neurochirurgie;4;2;2;0;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Limburg;Plastische, reconstructieve en esthetische heelkunde;2;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Limburg;Urologie;8;2;6;0;2;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0
Limburg;Orthopedische heelkunde;15;5;10;3;1;1;0;0;0;0;0;0;7;3;0;0;0;0;0;0
Limburg;Neurologie;5;3;2;0;2;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Limburg;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;8;7;1;0;6;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Limburg;Psychiatrie, meer bepaald volwassenpsychiatrie;14;9;5;1;7;1;0;0;0;0;0;0;5;0;0;0;0;0;0;0
Limburg;Pneumologie;2;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Limburg;Gastro-enterologie;8;4;4;0;3;1;0;0;0;0;0;0;2;2;0;0;0;0;0;0
Limburg;Cardiologie;4;1;3;0;1;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0
Limburg;Inwendige geneeskunde;30;17;13;5;11;1;0;0;0;0;0;2;11;0;0;0;0;0;0;0
Limburg;Acute geneeskunde;2;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Limburg;Gynaecologie-verloskunde;13;10;3;0;10;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0
Limburg;Oftalmologie;7;5;2;1;2;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0
Limburg;Otorhinolaryngologie;7;6;1;0;5;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Limburg;Stomatologie;8;2;6;0;2;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0
Limburg;Dermato-venereologie;3;3;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Limburg;Pediatrie;11;8;3;1;6;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0
Limburg;Fysische geneeskunde en revalidatie;3;3;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Limburg;Klinische biologie;2;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Limburg;Rontgendiagnose;6;0;6;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0
Limburg;Radiotherapie - oncologie;2;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Limburg;Pathologische anatomie;5;3;2;1;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Limburg;Klinische genetica;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Limburg;Arbeidsgeneeskunde;2;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Waals Brabant;Alle specialiteiten;315;188;127;21;133;31;1;1;1;0;0;13;87;23;0;0;2;1;1;0
Waals Brabant;Geriatrie;15;11;4;2;7;2;0;0;0;0;0;1;0;3;0;0;0;0;0;0
Waals Brabant;Urgentiegeneeskunde;33;19;14;0;14;4;0;0;1;0;0;0;9;3;0;0;2;0;0;0
Waals Brabant;Anesthesie-reanimatie;27;14;13;1;10;3;0;0;0;0;0;1;8;4;0;0;0;0;0;0
Waals Brabant;Heelkunde;21;8;13;1;5;2;0;0;0;0;0;1;10;2;0;0;0;0;0;0
Waals Brabant;Neurochirurgie;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Waals Brabant;Plastische, reconstructieve en esthetische heelkunde;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Waals Brabant;Urologie;6;4;2;0;1;2;1;0;0;0;0;0;2;0;0;0;0;0;0;0
Waals Brabant;Orthopedische heelkunde;20;4;16;1;3;0;0;0;0;0;0;1;12;3;0;0;0;0;0;0
Waals Brabant;Neurologie;6;3;3;1;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0
Waals Brabant;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;7;7;0;1;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Waals Brabant;Psychiatrie, meer bepaald volwassenpsychiatrie;10;7;3;1;6;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0
Waals Brabant;Pneumologie;6;3;3;0;1;2;0;0;0;0;0;0;1;2;0;0;0;0;0;0
Waals Brabant;Gastro-enterologie;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Waals Brabant;Cardiologie;6;3;3;0;0;3;0;0;0;0;0;0;1;2;0;0;0;0;0;0
Waals Brabant;Inwendige geneeskunde;54;32;22;4;25;3;0;0;0;0;0;6;15;1;0;0;0;0;0;0
Waals Brabant;Reumatologie;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Waals Brabant;Acute geneeskunde;2;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Waals Brabant;Gynaecologie-verloskunde;17;15;2;4;10;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Waals Brabant;Oftalmologie;4;2;2;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Waals Brabant;Otorhinolaryngologie;7;4;3;0;4;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Waals Brabant;Stomatologie;3;2;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Waals Brabant;Dermato-venereologie;4;3;1;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Waals Brabant;Pediatrie;32;27;5;2;24;1;0;0;0;0;0;0;5;0;0;0;0;0;0;0
Waals Brabant;Fysische geneeskunde en revalidatie;6;3;3;1;2;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Waals Brabant;Klinische biologie;2;2;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Waals Brabant;Rontgendiagnose;10;2;8;0;2;0;0;0;0;0;0;1;7;0;0;0;0;0;0;0
Waals Brabant;Radiotherapie - oncologie;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Waals Brabant;Nucleaire geneeskunde;2;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Waals Brabant;Pathologische anatomie;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Waals Brabant;Medische oncologie;6;5;1;0;1;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Waals Brabant;Arbeidsgeneeskunde;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
Henegouwen;Alle specialiteiten;425;255;170;36;174;36;6;0;2;0;1;16;122;30;1;1;0;0;0;0
Henegouwen;Geriatrie;14;10;4;1;6;2;0;0;1;0;0;0;3;1;0;0;0;0;0;0
Henegouwen;Urgentiegeneeskunde;42;22;20;2;16;3;1;0;0;0;0;0;13;6;1;0;0;0;0;0
Henegouwen;Anesthesie-reanimatie;30;14;16;2;11;1;0;0;0;0;0;3;10;3;0;0;0;0;0;0
Henegouwen;Heelkunde;35;24;11;2;16;6;0;0;0;0;0;0;11;0;0;0;0;0;0;0
Henegouwen;Neurochirurgie;5;2;3;0;2;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0
Henegouwen;Plastische, reconstructieve en esthetische heelkunde;5;2;3;0;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0
Henegouwen;Urologie;7;4;3;0;2;2;0;0;0;0;0;0;1;2;0;0;0;0;0;0
Henegouwen;Orthopedische heelkunde;19;11;8;0;7;4;0;0;0;0;0;0;7;1;0;0;0;0;0;0
Henegouwen;Neurologie;15;9;6;1;7;1;0;0;0;0;0;1;1;4;0;0;0;0;0;0
Henegouwen;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;8;6;2;4;1;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0
Henegouwen;Psychiatrie, meer bepaald volwassenpsychiatrie;18;9;9;1;6;1;1;0;0;0;0;0;9;0;0;0;0;0;0;0
Henegouwen;Pneumologie;5;4;1;0;2;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Henegouwen;Gastro-enterologie;4;2;2;0;1;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0
Henegouwen;Cardiologie;11;4;7;0;2;2;0;0;0;0;0;0;5;2;0;0;0;0;0;0
Henegouwen;Inwendige geneeskunde;52;25;27;5;20;0;0;0;0;0;0;6;21;0;0;0;0;0;0;0
Henegouwen;Reumatologie;4;2;2;0;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Henegouwen;Gynaecologie-verloskunde;23;21;2;3;18;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Henegouwen;Oftalmologie;11;6;5;1;4;0;1;0;0;0;0;0;5;0;0;0;0;0;0;0
Henegouwen;Otorhinolaryngologie;8;5;3;0;4;1;0;0;0;0;0;1;2;0;0;0;0;0;0;0
Henegouwen;Stomatologie;4;2;2;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Henegouwen;Dermato-venereologie;9;7;2;4;3;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Henegouwen;Pediatrie;35;28;7;6;19;3;0;0;0;0;0;1;6;0;0;0;0;0;0;0
Henegouwen;Fysische geneeskunde en revalidatie;8;5;3;1;3;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0
Henegouwen;Klinische biologie;6;0;6;0;0;0;0;0;0;0;0;0;4;1;0;1;0;0;0;0
Henegouwen;Rontgendiagnose;19;12;7;2;9;1;0;0;0;0;0;1;6;0;0;0;0;0;0;0
Henegouwen;Radiotherapie - oncologie;3;2;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Henegouwen;Nucleaire geneeskunde;4;3;1;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Henegouwen;Pathologische anatomie;7;5;2;1;4;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Henegouwen;Medische oncologie;2;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Henegouwen;Arbeidsgeneeskunde;12;8;4;0;3;1;2;0;1;0;1;0;0;4;0;0;0;0;0;0
Luik;Alle specialiteiten;711;397;314;31;295;64;2;3;2;0;0;26;216;57;9;1;3;2;0;0
Luik;Geriatrie;15;13;2;1;7;5;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Luik;Urgentiegeneeskunde;70;35;35;2;24;9;0;0;0;0;0;0;23;7;2;0;1;2;0;0
Luik;Gerechtelijke geneeskunde;4;1;3;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Luik;Anesthesie-reanimatie;107;41;66;6;29;4;1;1;0;0;0;5;43;13;4;0;1;0;0;0
Luik;Heelkunde;35;21;14;0;17;4;0;0;0;0;0;2;6;5;1;0;0;0;0;0
Luik;Neurochirurgie;6;2;4;0;1;1;0;0;0;0;0;0;2;2;0;0;0;0;0;0
Luik;Plastische, reconstructieve en esthetische heelkunde;7;4;3;1;1;2;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Luik;Urologie;13;5;8;1;2;2;0;0;0;0;0;0;6;2;0;0;0;0;0;0
Luik;Orthopedische heelkunde;26;7;19;0;5;2;0;0;0;0;0;0;16;3;0;0;0;0;0;0
Luik;Neurologie;17;10;7;1;9;0;0;0;0;0;0;1;5;1;0;0;0;0;0;0
Luik;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;14;9;5;0;9;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0
Luik;Psychiatrie, meer bepaald volwassenpsychiatrie;20;10;10;1;5;2;1;1;0;0;0;0;10;0;0;0;0;0;0;0
Luik;Pneumologie;17;8;9;0;7;1;0;0;0;0;0;2;4;3;0;0;0;0;0;0
Luik;Gastro-enterologie;22;16;6;2;10;3;0;1;0;0;0;0;4;2;0;0;0;0;0;0
Luik;Cardiologie;27;13;14;0;9;4;0;0;0;0;0;2;9;3;0;0;0;0;0;0
Luik;Inwendige geneeskunde;64;38;26;3;29;6;0;0;0;0;0;6;17;3;0;0;0;0;0;0
Luik;Reumatologie;9;7;2;0;6;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0
Luik;Acute geneeskunde;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Luik;Gynaecologie-verloskunde;39;34;5;4;28;2;0;0;0;0;0;1;3;1;0;0;0;0;0;0
Luik;Oftalmologie;16;11;5;1;9;1;0;0;0;0;0;1;4;0;0;0;0;0;0;0
Luik;Otorhinolaryngologie;17;10;7;0;10;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0
Luik;Stomatologie;5;1;4;1;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0
Luik;Dermato-venereologie;6;4;2;0;4;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Luik;Pediatrie;48;39;9;3;30;6;0;0;0;0;0;2;7;0;0;0;0;0;0;0
Luik;Fysische geneeskunde en revalidatie;18;10;8;1;8;1;0;0;0;0;0;0;6;2;0;0;0;0;0;0
Luik;Klinische biologie;8;5;3;0;5;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0
Luik;Rontgendiagnose;31;13;18;2;9;2;0;0;0;0;0;1;15;2;0;0;0;0;0;0
Luik;Radiotherapie - oncologie;7;6;1;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Luik;Nucleaire geneeskunde;8;3;5;0;1;2;0;0;0;0;0;1;3;1;0;0;0;0;0;0
Luik;Pathologische anatomie;9;4;5;0;3;1;0;0;0;0;0;1;2;0;1;1;0;0;0;0
Luik;Medische oncologie;14;8;6;1;6;1;0;0;0;0;0;0;4;2;0;0;0;0;0;0
Luik;Arbeidsgeneeskunde;11;8;3;0;4;2;0;0;2;0;0;0;1;0;1;0;1;0;0;0
Namen;Alle specialiteiten;209;102;107;5;78;14;4;0;0;1;0;9;79;15;1;1;1;0;0;1
Namen;Geriatrie;8;5;3;1;3;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0
Namen;Urgentiegeneeskunde;21;10;11;0;7;2;0;0;0;1;0;1;9;1;0;0;0;0;0;0
Namen;Anesthesie-reanimatie;30;9;21;0;9;0;0;0;0;0;0;1;16;4;0;0;0;0;0;0
Namen;Heelkunde;20;5;15;1;3;1;0;0;0;0;0;2;12;1;0;0;0;0;0;0
Namen;Neurochirurgie;4;2;2;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Namen;Urologie;3;2;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Namen;Orthopedische heelkunde;11;4;7;0;2;2;0;0;0;0;0;0;5;1;0;0;1;0;0;0
Namen;Neurologie;6;3;3;0;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Namen;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;3;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Namen;Psychiatrie, meer bepaald volwassenpsychiatrie;5;5;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Namen;Pneumologie;3;1;2;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Namen;Gastro-enterologie;2;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Namen;Cardiologie;4;1;3;0;1;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0
Namen;Inwendige geneeskunde;29;12;17;1;10;1;0;0;0;0;0;3;13;0;1;0;0;0;0;0
Namen;Reumatologie;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Namen;Acute geneeskunde;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Namen;Gynaecologie-verloskunde;7;5;2;0;5;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Namen;Oftalmologie;5;4;1;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Namen;Otorhinolaryngologie;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Namen;Stomatologie;3;1;2;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Namen;Dermato-venereologie;5;5;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Namen;Pediatrie;16;12;4;1;10;0;1;0;0;0;0;1;3;0;0;0;0;0;0;0
Namen;Fysische geneeskunde en revalidatie;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Namen;Klinische biologie;2;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Namen;Rontgendiagnose;5;0;5;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0
Namen;Radiotherapie - oncologie;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Namen;Nucleaire geneeskunde;2;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
Namen;Pathologische anatomie;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Namen;Medische oncologie;3;3;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Namen;Arbeidsgeneeskunde;5;3;2;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;1
Luxemburg;Alle specialiteiten;75;42;33;7;31;3;0;0;1;0;0;5;25;3;0;0;0;0;0;0
Luxemburg;Urgentiegeneeskunde;8;6;2;5;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Luxemburg;Anesthesie-reanimatie;6;2;4;0;2;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0
Luxemburg;Heelkunde;5;4;1;1;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Luxemburg;Neurochirurgie;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Luxemburg;Orthopedische heelkunde;4;2;2;0;2;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Luxemburg;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Luxemburg;Psychiatrie, meer bepaald volwassenpsychiatrie;3;2;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Luxemburg;Pneumologie;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Luxemburg;Gastro-enterologie;2;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Luxemburg;Cardiologie;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Luxemburg;Inwendige geneeskunde;14;6;8;0;6;0;0;0;0;0;0;2;6;0;0;0;0;0;0;0
Luxemburg;Reumatologie;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Luxemburg;Acute geneeskunde;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Luxemburg;Gynaecologie-verloskunde;6;5;1;1;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Luxemburg;Oftalmologie;2;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Luxemburg;Otorhinolaryngologie;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Luxemburg;Dermato-venereologie;3;1;2;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Luxemburg;Pediatrie;9;8;1;0;7;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Luxemburg;Klinische biologie;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Luxemburg;Rontgendiagnose;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Luxemburg;Medische oncologie;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Luxemburg;Arbeidsgeneeskunde;2;2;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Alle specialiteiten;1270;717;553;29;490;168;19;7;2;2;0;23;353;157;13;5;2;0;0;0
Brussels Hoofdstedelijk Gewest;Geriatrie;23;20;3;2;9;7;2;0;0;0;0;0;3;0;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Urgentiegeneeskunde;115;60;55;1;33;18;7;1;0;0;0;1;26;19;5;2;2;0;0;0
Brussels Hoofdstedelijk Gewest;Gerechtelijke geneeskunde;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Anesthesie-reanimatie;129;58;71;2;36;18;2;0;0;0;0;2;44;25;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Heelkunde;71;33;38;1;27;5;0;0;0;0;0;2;21;13;2;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Neurochirurgie;14;4;10;0;3;1;0;0;0;0;0;1;7;2;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Plastische, reconstructieve en esthetische heelkunde;10;6;4;0;4;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Urologie;23;8;15;0;6;2;0;0;0;0;0;0;8;7;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Orthopedische heelkunde;57;14;43;1;7;6;0;0;0;0;0;2;26;13;1;1;0;0;0;0
Brussels Hoofdstedelijk Gewest;Neurologie;35;23;12;4;15;4;0;0;0;0;0;2;9;1;0;0;0;0;0;0
