gebied;specialiteit;totaal;geslacht_vrouw;geslacht_man;vrouw_min25;vrouw_25-29;vrouw_30-34;vrouw_35-39;vrouw_40-44;vrouw_45-49;vrouw_50-54;vrouw_60-64;man_min25;man_25-29;man_30-34;man_35-39;man_40-44;man_45-49;man_50-54;man_55-59;man_60-64
Oost-Vlaanderen;Radiotherapie - oncologie;7;3;4;1;2;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0
Oost-Vlaanderen;Nucleaire geneeskunde;6;3;3;0;0;3;0;0;0;0;0;0;2;0;1;0;0;0;0;0
Oost-Vlaanderen;Pathologische anatomie;7;5;2;0;4;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Oost-Vlaanderen;Medische oncologie;7;5;2;0;1;4;0;0;0;0;0;0;0;2;0;0;0;0;0;0
Oost-Vlaanderen;Arbeidsgeneeskunde;4;3;1;0;0;0;2;0;1;0;0;0;0;0;1;0;0;0;0;0
Antwerpen;Alle specialiteiten;810;451;359;40;305;95;6;3;1;1;0;31;241;74;5;5;3;0;0;0
Antwerpen;Geriatrie;13;9;4;0;7;2;0;0;0;0;0;0;0;2;1;0;1;0;0;0
Antwerpen;Urgentiegeneeskunde;55;24;31;1;13;9;1;0;0;0;0;4;17;10;0;0;0;0;0;0
Antwerpen;Gerechtelijke geneeskunde;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Antwerpen;Anesthesie-reanimatie;100;44;56;8;23;11;1;1;0;0;0;4;44;8;0;0;0;0;0;0
Antwerpen;Heelkunde;57;28;29;4;18;6;0;0;0;0;0;2;21;6;0;0;0;0;0;0
Antwerpen;Neurochirurgie;11;3;8;0;1;2;0;0;0;0;0;1;5;2;0;0;0;0;0;0
Antwerpen;Plastische, reconstructieve en esthetische heelkunde;8;2;6;0;2;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0
Antwerpen;Urologie;23;12;11;1;8;3;0;0;0;0;0;0;8;3;0;0;0;0;0;0
Antwerpen;Orthopedische heelkunde;42;20;22;3;12;5;0;0;0;0;0;1;17;4;0;0;0;0;0;0
Antwerpen;Neurologie;29;18;11;0;13;4;1;0;0;0;0;1;8;2;0;0;0;0;0;0
Antwerpen;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;18;16;2;0;11;4;1;0;0;0;0;1;0;0;1;0;0;0;0;0
Antwerpen;Psychiatrie, meer bepaald volwassenpsychiatrie;32;15;17;2;7;6;0;0;0;0;0;0;11;3;1;1;1;0;0;0
Antwerpen;Pneumologie;8;6;2;0;3;3;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Antwerpen;Gastro-enterologie;17;9;8;0;4;5;0;0;0;0;0;0;3;5;0;0;0;0;0;0
Antwerpen;Cardiologie;22;6;16;0;4;2;0;0;0;0;0;0;6;9;0;1;0;0;0;0
Antwerpen;Inwendige geneeskunde;110;63;47;6;53;4;0;0;0;0;0;7;31;7;1;1;0;0;0;0
Antwerpen;Reumatologie;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Antwerpen;Acute geneeskunde;9;4;5;1;3;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0
Antwerpen;Gynaecologie-verloskunde;52;46;6;3;35;7;1;0;0;0;0;1;2;3;0;0;0;0;0;0
Antwerpen;Oftalmologie;20;11;9;1;9;1;0;0;0;0;0;0;8;0;0;0;1;0;0;0
Antwerpen;Otorhinolaryngologie;22;14;8;3;9;2;0;0;0;0;0;3;4;1;0;0;0;0;0;0
Antwerpen;Stomatologie;5;3;2;0;2;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Antwerpen;Dermato-venereologie;13;10;3;1;8;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0
Antwerpen;Pediatrie;62;52;10;5;36;11;0;0;0;0;0;2;6;2;0;0;0;0;0;0
Antwerpen;Fysische geneeskunde en revalidatie;13;5;8;0;4;0;0;1;0;0;0;1;7;0;0;0;0;0;0;0
Antwerpen;Klinische biologie;12;7;5;0;4;3;0;0;0;0;0;0;5;0;0;0;0;0;0;0
Antwerpen;Rontgendiagnose;27;7;20;0;5;1;0;0;1;0;0;2;16;2;0;0;0;0;0;0
Antwerpen;Radiotherapie - oncologie;4;1;3;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Antwerpen;Nucleaire geneeskunde;6;4;2;1;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Antwerpen;Pathologische anatomie;5;4;1;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Antwerpen;Medische oncologie;6;3;3;0;2;1;0;0;0;0;0;0;1;2;0;0;0;0;0;0
Antwerpen;Arbeidsgeneeskunde;6;2;4;0;0;0;1;0;0;1;0;0;1;0;1;2;0;0;0;0
Limburg;Alle specialiteiten;227;119;108;13;89;15;1;0;0;1;0;12;85;8;1;0;2;0;0;0
Limburg;Geriatrie;2;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Limburg;Urgentiegeneeskunde;16;7;9;2;4;1;0;0;0;0;0;0;8;0;0;0;1;0;0;0
Limburg;Gerechtelijke geneeskunde;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Limburg;Anesthesie-reanimatie;35;17;18;1;14;2;0;0;0;0;0;1;15;1;0;0;1;0;0;0
Limburg;Heelkunde;12;5;7;0;5;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0
Limburg;Neurochirurgie;3;1;2;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Limburg;Plastische, reconstructieve en esthetische heelkunde;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Limburg;Urologie;8;2;6;1;1;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0
Limburg;Orthopedische heelkunde;13;3;10;0;2;1;0;0;0;0;0;3;5;2;0;0;0;0;0;0
Limburg;Neurologie;5;3;2;1;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Limburg;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;7;7;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Limburg;Psychiatrie, meer bepaald volwassenpsychiatrie;14;9;5;0;8;1;0;0;0;0;0;1;4;0;0;0;0;0;0;0
Limburg;Pneumologie;3;2;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Limburg;Gastro-enterologie;6;3;3;0;3;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0
Limburg;Cardiologie;5;2;3;0;0;2;0;0;0;0;0;0;1;2;0;0;0;0;0;0
Limburg;Inwendige geneeskunde;28;13;15;2;10;1;0;0;0;0;0;3;12;0;0;0;0;0;0;0
Limburg;Acute geneeskunde;2;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
Limburg;Gynaecologie-verloskunde;13;11;2;2;7;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0
Limburg;Oftalmologie;9;7;2;1;5;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0
Limburg;Otorhinolaryngologie;8;8;0;2;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Limburg;Stomatologie;11;2;9;0;2;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0
Limburg;Dermato-venereologie;3;1;2;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Limburg;Pediatrie;7;5;2;1;3;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Limburg;Fysische geneeskunde en revalidatie;2;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Limburg;Klinische biologie;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Limburg;Rontgendiagnose;4;0;4;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0
Limburg;Radiotherapie - oncologie;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Limburg;Pathologische anatomie;4;2;2;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Limburg;Arbeidsgeneeskunde;2;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Waals Brabant;Alle specialiteiten;290;176;114;19;134;22;0;0;1;0;0;9;87;17;0;0;0;0;1;0
Waals Brabant;Geriatrie;13;10;3;3;6;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0
Waals Brabant;Urgentiegeneeskunde;30;18;12;1;15;1;0;0;1;0;0;1;8;3;0;0;0;0;0;0
Waals Brabant;Anesthesie-reanimatie;23;13;10;0;10;3;0;0;0;0;0;0;8;2;0;0;0;0;0;0
Waals Brabant;Heelkunde;18;6;12;0;6;0;0;0;0;0;0;1;10;1;0;0;0;0;0;0
Waals Brabant;Neurochirurgie;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Waals Brabant;Urologie;6;3;3;0;1;2;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Waals Brabant;Orthopedische heelkunde;16;2;14;1;1;0;0;0;0;0;0;1;12;1;0;0;0;0;0;0
Waals Brabant;Neurologie;6;2;4;1;1;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0
Waals Brabant;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;6;5;1;1;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Waals Brabant;Psychiatrie, meer bepaald volwassenpsychiatrie;7;4;3;0;3;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0
Waals Brabant;Pneumologie;5;3;2;0;2;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Waals Brabant;Gastro-enterologie;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Waals Brabant;Cardiologie;7;3;4;0;1;2;0;0;0;0;0;0;1;3;0;0;0;0;0;0
Waals Brabant;Inwendige geneeskunde;44;28;16;5;21;2;0;0;0;0;0;2;14;0;0;0;0;0;0;0
Waals Brabant;Acute geneeskunde;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Waals Brabant;Gynaecologie-verloskunde;19;18;1;2;13;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Waals Brabant;Oftalmologie;6;4;2;0;4;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Waals Brabant;Otorhinolaryngologie;4;2;2;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Waals Brabant;Stomatologie;4;2;2;0;2;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Waals Brabant;Dermato-venereologie;6;5;1;2;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Waals Brabant;Pediatrie;36;32;4;3;27;2;0;0;0;0;0;0;4;0;0;0;0;0;0;0
Waals Brabant;Fysische geneeskunde en revalidatie;4;1;3;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Waals Brabant;Rontgendiagnose;15;5;10;0;5;0;0;0;0;0;0;2;8;0;0;0;0;0;0;0
Waals Brabant;Radiotherapie - oncologie;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Waals Brabant;Nucleaire geneeskunde;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Waals Brabant;Pathologische anatomie;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Waals Brabant;Medische oncologie;6;4;2;0;2;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Waals Brabant;Arbeidsgeneeskunde;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Henegouwen;Alle specialiteiten;386;235;151;23;172;31;6;2;1;0;0;14;109;24;2;1;0;0;0;1
Henegouwen;Geriatrie;15;11;4;1;6;2;0;1;1;0;0;1;2;1;0;0;0;0;0;0
Henegouwen;Urgentiegeneeskunde;34;16;18;0;13;3;0;0;0;0;0;1;14;2;1;0;0;0;0;0
Henegouwen;Anesthesie-reanimatie;33;15;18;1;14;0;0;0;0;0;0;1;12;5;0;0;0;0;0;0
Henegouwen;Heelkunde;34;24;10;2;18;4;0;0;0;0;0;1;8;1;0;0;0;0;0;0
Henegouwen;Neurochirurgie;4;2;2;0;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Henegouwen;Plastische, reconstructieve en esthetische heelkunde;5;3;2;0;2;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Henegouwen;Urologie;6;4;2;0;2;2;0;0;0;0;0;1;0;1;0;0;0;0;0;0
Henegouwen;Orthopedische heelkunde;18;11;7;0;11;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0
Henegouwen;Neurologie;12;7;5;1;6;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0
Henegouwen;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;6;4;2;1;2;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Henegouwen;Psychiatrie, meer bepaald volwassenpsychiatrie;17;10;7;0;6;2;2;0;0;0;0;0;7;0;0;0;0;0;0;0
Henegouwen;Pneumologie;2;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Henegouwen;Gastro-enterologie;3;1;2;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Henegouwen;Cardiologie;5;3;2;0;1;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Henegouwen;Inwendige geneeskunde;55;27;28;3;23;1;0;0;0;0;0;3;23;2;0;0;0;0;0;0
Henegouwen;Reumatologie;2;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Henegouwen;Gynaecologie-verloskunde;24;20;4;3;16;1;0;0;0;0;0;1;2;1;0;0;0;0;0;0
Henegouwen;Oftalmologie;11;6;5;0;5;0;1;0;0;0;0;0;5;0;0;0;0;0;0;0
Henegouwen;Otorhinolaryngologie;9;7;2;1;4;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Henegouwen;Stomatologie;4;3;1;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Henegouwen;Dermato-venereologie;6;6;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Henegouwen;Pediatrie;33;26;7;3;19;4;0;0;0;0;0;1;6;0;0;0;0;0;0;0
Henegouwen;Fysische geneeskunde en revalidatie;7;3;4;0;3;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0
Henegouwen;Klinische biologie;5;0;5;0;0;0;0;0;0;0;0;1;1;2;0;1;0;0;0;0
Henegouwen;Rontgendiagnose;11;7;4;2;5;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0
Henegouwen;Radiotherapie - oncologie;3;1;2;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
Henegouwen;Nucleaire geneeskunde;3;2;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Henegouwen;Pathologische anatomie;5;4;1;1;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Henegouwen;Medische oncologie;3;1;2;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Henegouwen;Arbeidsgeneeskunde;11;8;3;0;3;1;3;1;0;0;0;0;0;2;0;0;0;0;0;1
Luik;Alle specialiteiten;685;388;297;31;287;58;5;3;3;0;1;31;202;50;7;2;4;1;0;0
Luik;Geriatrie;15;12;3;1;9;2;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Luik;Urgentiegeneeskunde;65;30;35;2;20;5;1;0;2;0;0;1;22;7;2;0;2;1;0;0
Luik;Anesthesie-reanimatie;101;39;62;1;30;6;2;0;0;0;0;7;36;15;3;0;1;0;0;0
Luik;Heelkunde;38;20;18;1;15;4;0;0;0;0;0;3;9;5;0;1;0;0;0;0
Luik;Neurochirurgie;6;1;5;0;1;0;0;0;0;0;0;1;3;1;0;0;0;0;0;0
Luik;Plastische, reconstructieve en esthetische heelkunde;7;3;4;1;1;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0
Luik;Urologie;12;4;8;0;4;0;0;0;0;0;0;0;7;1;0;0;0;0;0;0
Luik;Orthopedische heelkunde;25;10;15;1;4;5;0;0;0;0;0;2;13;0;0;0;0;0;0;0
Luik;Neurologie;16;8;8;2;5;1;0;0;0;0;0;2;3;3;0;0;0;0;0;0
Luik;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;15;10;5;1;8;1;0;0;0;0;0;2;3;0;0;0;0;0;0;0
Luik;Psychiatrie, meer bepaald volwassenpsychiatrie;20;10;10;0;6;3;0;1;0;0;0;1;9;0;0;0;0;0;0;0
Luik;Pneumologie;17;9;8;0;7;2;0;0;0;0;0;0;5;3;0;0;0;0;0;0
Luik;Gastro-enterologie;25;16;9;1;11;3;0;1;0;0;0;2;6;1;0;0;0;0;0;0
Luik;Cardiologie;29;16;13;2;10;3;0;0;0;0;1;1;10;2;0;0;0;0;0;0
Luik;Inwendige geneeskunde;58;41;17;5;31;3;1;1;0;0;0;4;13;0;0;0;0;0;0;0
Luik;Reumatologie;7;6;1;0;6;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Luik;Acute geneeskunde;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Luik;Gynaecologie-verloskunde;35;33;2;4;26;3;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Luik;Oftalmologie;17;10;7;1;8;1;0;0;0;0;0;1;5;1;0;0;0;0;0;0
Luik;Otorhinolaryngologie;16;11;5;1;9;1;0;0;0;0;0;0;5;0;0;0;0;0;0;0
Luik;Stomatologie;4;0;4;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0
Luik;Dermato-venereologie;6;4;2;0;4;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Luik;Pediatrie;47;41;6;5;29;7;0;0;0;0;0;0;6;0;0;0;0;0;0;0
Luik;Fysische geneeskunde en revalidatie;16;9;7;0;8;1;0;0;0;0;0;0;5;2;0;0;0;0;0;0
Luik;Klinische biologie;11;7;4;0;5;1;1;0;0;0;0;1;3;0;0;0;0;0;0;0
Luik;Rontgendiagnose;29;10;19;0;9;1;0;0;0;0;0;2;14;3;0;0;0;0;0;0
Luik;Radiotherapie - oncologie;9;7;2;1;5;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Luik;Nucleaire geneeskunde;6;2;4;0;2;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0
Luik;Pathologische anatomie;9;4;5;0;4;0;0;0;0;0;0;0;3;0;1;1;0;0;0;0
Luik;Medische oncologie;13;7;6;1;5;1;0;0;0;0;0;0;5;1;0;0;0;0;0;0
Luik;Arbeidsgeneeskunde;10;7;3;0;4;2;0;0;1;0;0;0;1;0;1;0;1;0;0;0
Namen;Alle specialiteiten;201;97;104;14;69;10;4;0;0;0;0;13;67;19;1;1;1;1;0;1
Namen;Geriatrie;6;4;2;1;2;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Namen;Urgentiegeneeskunde;18;9;9;0;7;2;0;0;0;0;0;0;8;1;0;0;0;0;0;0
Namen;Anesthesie-reanimatie;27;8;19;0;8;0;0;0;0;0;0;2;15;2;0;0;0;0;0;0
Namen;Heelkunde;14;5;9;0;4;1;0;0;0;0;0;2;6;1;0;0;0;0;0;0
Namen;Neurochirurgie;4;2;2;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Namen;Urologie;2;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Namen;Orthopedische heelkunde;12;4;8;0;4;0;0;0;0;0;0;0;6;1;0;0;1;0;0;0
Namen;Neurologie;7;4;3;0;3;1;0;0;0;0;0;1;2;0;0;0;0;0;0;0
Namen;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Namen;Psychiatrie, meer bepaald volwassenpsychiatrie;5;5;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Namen;Pneumologie;3;1;2;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Namen;Gastro-enterologie;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Namen;Cardiologie;6;0;6;0;0;0;0;0;0;0;0;0;1;5;0;0;0;0;0;0
Namen;Inwendige geneeskunde;27;11;16;2;9;0;0;0;0;0;0;5;10;1;0;0;0;0;0;0
Namen;Reumatologie;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Namen;Gynaecologie-verloskunde;7;5;2;2;3;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Namen;Oftalmologie;6;4;2;0;4;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Namen;Otorhinolaryngologie;2;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Namen;Stomatologie;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Namen;Dermato-venereologie;4;4;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Namen;Pediatrie;18;15;3;5;9;0;1;0;0;0;0;1;2;0;0;0;0;0;0;0
Namen;Fysische geneeskunde en revalidatie;3;2;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Namen;Klinische biologie;5;3;2;1;0;1;1;0;0;0;0;0;2;0;0;0;0;0;0;0
Namen;Rontgendiagnose;7;0;7;0;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0
Namen;Radiotherapie - oncologie;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Namen;Nucleaire geneeskunde;2;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Namen;Pathologische anatomie;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Namen;Medische oncologie;3;3;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Namen;Arbeidsgeneeskunde;7;2;5;0;0;0;2;0;0;0;0;0;0;1;1;1;0;1;0;1
Luxemburg;Alle specialiteiten;62;33;29;2;25;5;0;0;1;0;0;2;25;2;0;0;0;0;0;0
Luxemburg;Geriatrie;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Luxemburg;Urgentiegeneeskunde;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Luxemburg;Anesthesie-reanimatie;5;1;4;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
Luxemburg;Heelkunde;5;4;1;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Luxemburg;Neurochirurgie;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Luxemburg;Orthopedische heelkunde;5;2;3;0;2;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Luxemburg;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Luxemburg;Psychiatrie, meer bepaald volwassenpsychiatrie;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Luxemburg;Pneumologie;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Luxemburg;Gastro-enterologie;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Luxemburg;Cardiologie;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Luxemburg;Inwendige geneeskunde;13;6;7;0;6;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0
Luxemburg;Reumatologie;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Luxemburg;Acute geneeskunde;2;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Luxemburg;Gynaecologie-verloskunde;4;4;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Luxemburg;Oftalmologie;2;0;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Luxemburg;Dermato-venereologie;2;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Luxemburg;Pediatrie;9;8;1;2;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Luxemburg;Klinische biologie;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Luxemburg;Rontgendiagnose;2;0;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Luxemburg;Arbeidsgeneeskunde;2;2;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Alle specialiteiten;1211;678;533;35;476;143;16;6;1;1;0;27;343;143;15;4;1;0;0;0
Brussels Hoofdstedelijk Gewest;Geriatrie;24;20;4;0;14;5;1;0;0;0;0;0;3;1;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Urgentiegeneeskunde;107;58;49;3;27;21;6;1;0;0;0;4;20;17;5;3;0;0;0;0
Brussels Hoofdstedelijk Gewest;Gerechtelijke geneeskunde;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Anesthesie-reanimatie;133;63;70;1;43;17;2;0;0;0;0;1;45;21;3;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Heelkunde;79;35;44;2;28;5;0;0;0;0;0;1;25;16;2;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Neurochirurgie;12;4;8;0;3;1;0;0;0;0;0;0;6;2;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Plastische, reconstructieve en esthetische heelkunde;10;4;6;0;4;0;0;0;0;0;0;1;1;4;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Urologie;21;9;12;0;7;2;0;0;0;0;0;0;8;4;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Orthopedische heelkunde;51;12;39;0;6;6;0;0;0;0;0;2;26;11;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Neurologie;32;21;11;2;17;2;0;0;0;0;0;0;9;2;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;31;28;3;0;19;7;1;1;0;0;0;0;3;0;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Psychiatrie, meer bepaald volwassenpsychiatrie;64;35;29;1;22;8;1;1;1;1;0;0;20;8;0;0;1;0;0;0
Brussels Hoofdstedelijk Gewest;Pneumologie;15;10;5;0;5;5;0;0;0;0;0;0;3;2;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Gastro-enterologie;18;10;8;0;5;5;0;0;0;0;0;0;3;4;1;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Cardiologie;26;13;13;0;4;9;0;0;0;0;0;0;2;10;1;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Inwendige geneeskunde;172;88;84;5;77;6;0;0;0;0;0;9;60;12;3;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Reumatologie;2;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Gynaecologie-verloskunde;58;54;4;6;36;12;0;0;0;0;0;0;4;0;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Oftalmologie;32;20;12;0;16;3;0;1;0;0;0;2;8;2;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Otorhinolaryngologie;21;8;13;0;7;1;0;0;0;0;0;1;9;3;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Stomatologie;17;5;12;1;4;0;0;0;0;0;0;1;9;2;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Dermato-venereologie;25;21;4;2;17;2;0;0;0;0;0;0;4;0;0;0;0;0;0;0
