Territoire;Spécialité;Total;Total_Femmes;Total_Hommes;Femmes_20_24;Femmes_25_29;Femmes_30_34;Femmes_35_39;Femmes_40_44;Femmes_45_49;Femmes_50_54;Femmes_55_59;Femmes_60_64;Femmes_65plus;Hommes_20_24;Hommes_25_29;Hommes_30_34;Hommes_35_39;Hommes_40_44;Hommes_45_49;Hommes_50_54;Hommes_55_59;Hommes_60_64;Hommes_65plus
Prov Namur;CHIRURGIE ORALE ET MAXILLO-FACIALE;8;1;7;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;3;1;0;0;1
Prov Namur;SOINS INTENSIFS;38;6;32;0;0;1;0;0;2;2;1;0;0;0;0;4;3;1;6;6;5;2;5
Prov Namur;NEUROLOGIE PEDIATRIQUE;7;4;3;0;0;0;0;1;1;0;0;1;1;0;0;0;1;0;0;0;0;1;1
Prov Namur;NEPHROLOGIE;16;7;9;0;0;2;3;1;0;1;0;0;0;0;0;0;0;3;2;1;0;0;3
Prov Namur;MEDECINE D'URGENCE;27;10;17;0;0;0;3;3;0;1;2;1;0;0;0;0;2;2;0;0;5;3;5
Prov Namur;ENDOCRINO-DIABETOLOGIE;17;9;8;0;0;1;1;2;4;0;1;0;0;0;0;0;1;1;0;2;0;2;2
Prov Namur;NEONATOLOGIE;4;3;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Prov Namur;ONCOLOGIE;8;3;5;0;0;0;2;1;0;0;0;0;0;0;0;0;1;2;0;1;0;0;1
Prov Namur;HEMATOLOGIE CLINIQUE;10;5;5;0;0;1;0;1;1;1;0;1;0;0;0;0;0;1;0;0;0;2;2
Prov Namur;GESTION DE DONNEES DE SANTE;9;2;7;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;3;2
Prov Luxembourg;MEDECINE NUCLEAIRE IN VITRO;4;2;2;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1
Prov Luxembourg;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;7;1;6;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6
Prov Luxembourg;GERIATRIE;2;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Prov Luxembourg;CHIRURGIE ORALE ET MAXILLO-FACIALE;3;1;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
Prov Luxembourg;SOINS INTENSIFS;6;2;4;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;1;2;0
Prov Luxembourg;NEUROLOGIE PEDIATRIQUE;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Prov Luxembourg;NEPHROLOGIE;4;2;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1
Prov Luxembourg;MEDECINE D'URGENCE;11;3;8;0;0;0;0;2;1;0;0;0;0;0;0;0;0;1;0;0;2;2;3
Prov Luxembourg;ENDOCRINO-DIABETOLOGIE;8;5;3;0;0;0;1;3;0;0;0;1;0;0;0;0;0;2;0;0;0;0;1
Prov Luxembourg;NEONATOLOGIE;2;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Prov Luxembourg;ONCOLOGIE;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;1;0;0
Prov Luxembourg;HEMATOLOGIE CLINIQUE;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0
Prov Luxembourg;GESTION DE DONNEES DE SANTE;4;1;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;2;0;0
Prov Région de Bruxelles-capitale;MEDECINE NUCLEAIRE IN VITRO;32;16;16;0;0;0;0;0;0;1;6;4;5;0;0;0;0;0;0;2;3;3;8
Prov Région de Bruxelles-capitale;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;103;41;62;0;0;0;2;3;5;2;5;11;13;0;0;0;1;2;7;1;8;10;33
Prov Région de Bruxelles-capitale;GERIATRIE;9;3;6;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;4
Prov Région de Bruxelles-capitale;CHIRURGIE ORALE ET MAXILLO-FACIALE;22;12;10;0;0;0;2;2;2;2;3;1;0;0;0;0;0;2;1;1;1;2;3
Prov Région de Bruxelles-capitale;SOINS INTENSIFS;77;24;53;0;0;2;7;4;3;3;0;2;3;0;0;2;10;7;2;11;8;6;7
Prov Région de Bruxelles-capitale;NEUROLOGIE PEDIATRIQUE;11;10;1;0;0;0;5;0;0;0;1;2;2;0;0;0;0;0;0;0;0;0;1
Prov Région de Bruxelles-capitale;NEPHROLOGIE;50;22;28;0;0;3;6;4;3;3;0;1;2;0;0;2;4;2;4;3;4;0;9
Prov Région de Bruxelles-capitale;MEDECINE D'URGENCE;40;15;25;0;0;0;3;1;1;4;2;3;1;0;0;0;0;5;5;3;1;5;6
Prov Région de Bruxelles-capitale;ENDOCRINO-DIABETOLOGIE;56;28;28;0;0;5;4;9;0;3;0;3;4;0;0;0;2;3;3;2;1;3;14
Prov Région de Bruxelles-capitale;NEONATOLOGIE;23;20;3;0;0;1;4;6;5;2;1;0;1;0;0;0;0;0;1;0;0;2;0
Prov Région de Bruxelles-capitale;ONCOLOGIE;21;7;14;0;0;1;2;2;2;0;0;0;0;0;0;0;2;2;1;3;3;1;2
Prov Région de Bruxelles-capitale;HEMATOLOGIE ET ONCOLOGIE PEDIATRIQUE;7;5;2;0;0;0;1;1;1;0;1;1;0;0;0;0;1;0;0;0;0;1;0
Prov Région de Bruxelles-capitale;HEMATOLOGIE CLINIQUE;20;10;10;0;0;1;2;1;2;1;2;0;1;0;0;0;1;2;1;3;0;0;3
Prov Région de Bruxelles-capitale;GESTION DE DONNEES DE SANTE;13;7;6;0;0;0;0;0;3;0;2;0;2;0;0;0;0;0;0;1;2;1;2
